annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_exposure,average_core_exposure,average_ml_sleeve_exposure,active_weeks,strategy_name,window
0.005022740052018859,0.003262178851420121,1.5396887420296759,-0.0034699598596946712,1.4474922636312053,-0.0009711858920524834,,0.0,0.0,,,104,mlx12_decision_focused,2017_2018
0.008740065082724513,0.00415067232963572,2.105698640752877,-0.009119050487132574,0.958440255929844,-0.0012295763841651335,,0.0,0.0,,,104,mlx12_decision_focused,2019_2020
-0.0018164010974688338,0.0034576338382520167,-0.5253306690181813,-0.013121261700447917,-0.1384318931316512,-0.00113822172215365,,0.0,0.0,,,105,mlx12_decision_focused,2021_2022
0.035173094733046195,0.004374848382721413,8.039843134213136,-0.0024720742733681522,14.228170695342236,-0.000883694124319489,,0.0,0.0,,,175,mlx12_decision_focused,2023_2026
0.04807597050849344,0.06344574171539688,0.7577493651843692,-0.08373115482231963,0.5741706370885757,-0.0217082870238757,,0.0,0.0,,,104,mlx9_ensemble,2017_2018
0.0809860395772708,0.09474142398938752,0.8548112976045459,-0.13238013204375476,0.6117688381705421,-0.03464498631088713,,0.0,0.0,,,104,mlx9_ensemble,2019_2020
0.0500648614998036,0.07558245052619082,0.6623873816112265,-0.045102075524207086,1.1100345365022704,-0.02274766905063245,,0.0,0.0,,,105,mlx9_ensemble,2021_2022
0.1264005221001272,0.07593783129043116,1.6645263625806863,-0.06386043603820635,1.9793244447079008,-0.02034232485143039,,0.0,0.0,,,171,mlx9_ensemble,2023_2026
0.048382186853452636,0.06258250571938616,0.7730944342560145,-0.091987895356205,0.5259625374197567,-0.021452999299082887,,0.0,0.0,,,104,phase4b,2017_2018
0.09635286214879679,0.10416890289647825,0.9249676196028584,-0.12438730493510053,0.7746197427387723,-0.036266492222209686,,0.0,0.0,,,104,phase4b,2019_2020
0.04797170560686448,0.07404424158693576,0.6478789515392717,-0.06789353258614517,0.7065725376124253,-0.021361711887558883,,0.0,0.0,,,105,phase4b,2021_2022
0.1375171050842745,0.07976896656955394,1.7239424176865512,-0.0692544541336454,1.9856788535059084,-0.020278394780434646,,0.0,0.0,,,171,phase4b,2023_2026
0.053837724061912784,0.06564308810374848,0.8201583078605718,-0.08139017231619261,0.6614769637390453,-0.02254364012702782,,0.0,0.0,,,104,production,2017_2018
0.06847428874841976,0.09690656697381972,0.7066011198902421,-0.13975403946386622,0.4899628591138074,-0.03642751089096443,,0.0,0.0,,,104,production,2019_2020
0.049076129837967386,0.07647016203552162,0.6417683516241371,-0.045659200478614936,1.0748355057367422,-0.02300646056117533,,0.0,0.0,,,105,production,2021_2022
0.12362507999284111,0.07555124930833367,1.6363075544695813,-0.06264198894939865,1.9735177963889967,-0.020601300471387075,,0.0,0.0,,,171,production,2023_2026
0.053837724061912784,0.06564308810374848,0.8201583078605718,-0.08139017231619261,0.6614769637390453,-0.02254364012702782,0.0,0.0,0.0,1.0,0.0,104,task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,2017_2018
0.06847428874841976,0.09690656697381972,0.7066011198902421,-0.13975403946386622,0.4899628591138074,-0.03642751089096443,0.0,0.0,0.0,1.0,0.0,104,task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,2019_2020
0.046039171970968296,0.07426670951884846,0.6199166796165086,-0.0456592004786146,1.0083219042026734,-0.02300646056117533,0.0380952380952381,0.001980952380952381,0.01904761904761905,0.9809523809523809,0.0,105,task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,2021_2022
0.09356796569007386,0.07067174748503054,1.323979794187106,-0.06264198894939865,1.4936940422766076,-0.019080565247739878,0.1111111111111111,0.005777777777777778,0.08024691358024691,0.9197530864197531,0.0,162,task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,2023_2026
0.048382186853452636,0.06258250571938616,0.7730944342560145,-0.091987895356205,0.5259625374197567,-0.021452999299082887,0.0,0.0,0.0,1.0,0.0,104,task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,2017_2018
0.09408154590214624,0.10410909965567822,0.9036822546089028,-0.12438730493510053,0.7563597101105581,-0.036266492222209686,0.038461538461538464,0.002,0.009615384615384616,0.9903846153846154,0.0,104,task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,2019_2020
0.04984903663386753,0.07204123840372859,0.6919514119747215,-0.06789353258614472,0.734223640088517,-0.019134768543215833,0.1523809523809524,0.007923809523809524,0.01904761904761905,0.9809523809523809,0.0,105,task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,2021_2022
0.1531626644578612,0.07614707763315169,2.011405679883632,-0.05467387503301102,2.80138666530193,-0.017437728127041956,0.0,0.0,0.0,1.0,0.0,162,task_2_phase4b_triple_barrier__h13_u3_l3__logistic_regression__thr0.70__phase4b_danger_override,2023_2026
