task_id,barrier_id,model_name,split,actual_label,predicted_label,count
task_1_production_triple_barrier,h13_u3_l3,xgboost,validation,1,0,11
task_1_production_triple_barrier,h13_u3_l3,xgboost,validation,1,1,25
task_1_production_triple_barrier,h13_u3_l3,xgboost,holdout,-1,-1,4
task_1_production_triple_barrier,h13_u3_l3,xgboost,holdout,-1,0,6
task_1_production_triple_barrier,h13_u3_l3,xgboost,holdout,-1,1,28
task_1_production_triple_barrier,h13_u3_l3,xgboost,holdout,0,-1,15
task_1_production_triple_barrier,h13_u3_l3,xgboost,holdout,0,0,39
task_1_production_triple_barrier,h13_u3_l3,xgboost,holdout,0,1,49
task_1_production_triple_barrier,h13_u3_l3,xgboost,holdout,1,-1,24
task_1_production_triple_barrier,h13_u3_l3,xgboost,holdout,1,0,32
task_1_production_triple_barrier,h13_u3_l3,xgboost,holdout,1,1,122
task_1_production_triple_barrier,h13_u3_l3,lightgbm,train,-1,-1,86
task_1_production_triple_barrier,h13_u3_l3,lightgbm,train,-1,0,8
task_1_production_triple_barrier,h13_u3_l3,lightgbm,train,-1,1,3
task_1_production_triple_barrier,h13_u3_l3,lightgbm,train,0,-1,2
task_1_production_triple_barrier,h13_u3_l3,lightgbm,train,0,0,287
task_1_production_triple_barrier,h13_u3_l3,lightgbm,train,0,1,17
task_1_production_triple_barrier,h13_u3_l3,lightgbm,train,1,-1,1
task_1_production_triple_barrier,h13_u3_l3,lightgbm,train,1,0,9
task_1_production_triple_barrier,h13_u3_l3,lightgbm,train,1,1,278
task_1_production_triple_barrier,h13_u3_l3,lightgbm,validation,-1,-1,0
task_1_production_triple_barrier,h13_u3_l3,lightgbm,validation,-1,0,4
task_1_production_triple_barrier,h13_u3_l3,lightgbm,validation,-1,1,10
task_1_production_triple_barrier,h13_u3_l3,lightgbm,validation,0,-1,3
task_1_production_triple_barrier,h13_u3_l3,lightgbm,validation,0,0,21
task_1_production_triple_barrier,h13_u3_l3,lightgbm,validation,0,1,30
task_1_production_triple_barrier,h13_u3_l3,lightgbm,validation,1,-1,0
task_1_production_triple_barrier,h13_u3_l3,lightgbm,validation,1,0,12
task_1_production_triple_barrier,h13_u3_l3,lightgbm,validation,1,1,24
task_1_production_triple_barrier,h13_u3_l3,lightgbm,holdout,-1,-1,4
task_1_production_triple_barrier,h13_u3_l3,lightgbm,holdout,-1,0,14
task_1_production_triple_barrier,h13_u3_l3,lightgbm,holdout,-1,1,20
task_1_production_triple_barrier,h13_u3_l3,lightgbm,holdout,0,-1,9
task_1_production_triple_barrier,h13_u3_l3,lightgbm,holdout,0,0,42
task_1_production_triple_barrier,h13_u3_l3,lightgbm,holdout,0,1,52
task_1_production_triple_barrier,h13_u3_l3,lightgbm,holdout,1,-1,31
task_1_production_triple_barrier,h13_u3_l3,lightgbm,holdout,1,0,41
task_1_production_triple_barrier,h13_u3_l3,lightgbm,holdout,1,1,106
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,train,-1,-1,123
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,train,-1,0,7
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,train,-1,1,22
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,train,0,-1,18
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,train,0,0,169
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,train,0,1,27
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,train,1,-1,64
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,train,1,0,36
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,train,1,1,216
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,validation,-1,-1,1
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,validation,-1,0,5
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,validation,-1,1,15
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,validation,0,-1,0
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,validation,0,0,22
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,validation,0,1,21
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,validation,1,-1,1
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,validation,1,0,9
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,validation,1,1,30
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,holdout,-1,-1,29
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,holdout,-1,0,32
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,holdout,-1,1,36
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,holdout,0,-1,7
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,holdout,0,0,22
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,holdout,0,1,25
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,holdout,1,-1,53
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,holdout,1,0,46
task_2_phase4b_triple_barrier,h4_u1_l1,logistic_regression,holdout,1,1,77
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,train,-1,-1,122
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,train,-1,0,2
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,train,-1,1,28
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,train,0,-1,33
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,train,0,0,139
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,train,0,1,42
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,train,1,-1,44
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,train,1,0,18
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,train,1,1,254
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,validation,-1,-1,8
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,validation,-1,0,1
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,validation,-1,1,12
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,validation,0,-1,3
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,validation,0,0,9
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,validation,0,1,31
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,validation,1,-1,3
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,validation,1,0,7
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,validation,1,1,30
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,holdout,-1,-1,41
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,holdout,-1,0,10
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,holdout,-1,1,46
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,holdout,0,-1,17
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,holdout,0,0,13
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,holdout,0,1,24
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,holdout,1,-1,50
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,holdout,1,0,19
task_2_phase4b_triple_barrier,h4_u1_l1,random_forest,holdout,1,1,107
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,train,-1,-1,79
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,train,-1,0,9
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,train,-1,1,64
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,train,0,-1,5
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,train,0,0,149
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,train,0,1,60
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,train,1,-1,1
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,train,1,0,9
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,train,1,1,306
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,validation,-1,-1,1
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,validation,-1,0,0
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,validation,-1,1,20
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,validation,0,-1,0
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,validation,0,0,0
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,validation,0,1,43
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,validation,1,-1,1
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,validation,1,0,0
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,validation,1,1,39
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,holdout,-1,-1,26
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,holdout,-1,0,13
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,holdout,-1,1,58
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,holdout,0,-1,5
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,holdout,0,0,6
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,holdout,0,1,43
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,holdout,1,-1,26
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,holdout,1,0,11
task_2_phase4b_triple_barrier,h4_u1_l1,gradient_boosting,holdout,1,1,139
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,train,-1,-1,68
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,train,-1,0,8
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,train,-1,1,76
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,train,0,-1,8
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,train,0,0,141
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,train,0,1,65
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,train,1,-1,2
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,train,1,0,14
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,train,1,1,300
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,validation,-1,-1,1
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,validation,-1,0,0
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,validation,-1,1,20
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,validation,0,-1,0
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,validation,0,0,0
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,validation,0,1,43
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,validation,1,-1,0
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,validation,1,0,5
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,validation,1,1,35
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,holdout,-1,-1,20
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,holdout,-1,0,15
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,holdout,-1,1,62
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,holdout,0,-1,4
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,holdout,0,0,8
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,holdout,0,1,42
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,holdout,1,-1,13
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,holdout,1,0,9
task_2_phase4b_triple_barrier,h4_u1_l1,xgboost,holdout,1,1,154
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,train,-1,-1,116
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,train,-1,0,5
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,train,-1,1,31
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,train,0,-1,6
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,train,0,0,167
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,train,0,1,41
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,train,1,-1,2
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,train,1,0,10
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,train,1,1,304
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,validation,-1,-1,1
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,validation,-1,0,0
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,validation,-1,1,20
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,validation,0,-1,0
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,validation,0,0,3
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,validation,0,1,40
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,validation,1,-1,2
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,validation,1,0,5
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,validation,1,1,33
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,holdout,-1,-1,30
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,holdout,-1,0,14
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,holdout,-1,1,53
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,holdout,0,-1,10
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,holdout,0,0,12
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,holdout,0,1,32
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,holdout,1,-1,29
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,holdout,1,0,10
task_2_phase4b_triple_barrier,h4_u1_l1,lightgbm,holdout,1,1,137
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,train,-1,-1,116
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,train,-1,0,3
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,train,-1,1,4
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,train,0,-1,16
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,train,0,0,223
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,train,0,1,30
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,train,1,-1,25
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,train,1,0,34
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,train,1,1,235
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,validation,-1,-1,0
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,validation,-1,0,7
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,validation,-1,1,6
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,validation,0,-1,0
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,validation,0,0,39
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,validation,0,1,19
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,validation,1,-1,1
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,validation,1,0,11
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,validation,1,1,21
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,holdout,-1,-1,7
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,holdout,-1,0,34
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,holdout,-1,1,31
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,holdout,0,-1,16
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,holdout,0,0,26
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,holdout,0,1,33
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,holdout,1,-1,23
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,holdout,1,0,68
task_2_phase4b_triple_barrier,h8_u2_l2,logistic_regression,holdout,1,1,86
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,train,-1,-1,104
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,train,-1,0,4
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,train,-1,1,15
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,train,0,-1,21
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,train,0,0,186
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,train,0,1,62
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,train,1,-1,24
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,train,1,0,19
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,train,1,1,251
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,validation,-1,-1,0
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,validation,-1,0,0
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,validation,-1,1,13
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,validation,0,-1,7
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,validation,0,0,12
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,validation,0,1,39
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,validation,1,-1,2
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,validation,1,0,6
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,validation,1,1,25
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,holdout,-1,-1,36
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,holdout,-1,0,14
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,holdout,-1,1,22
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,holdout,0,-1,30
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,holdout,0,0,20
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,holdout,0,1,25
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,holdout,1,-1,72
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,holdout,1,0,22
task_2_phase4b_triple_barrier,h8_u2_l2,random_forest,holdout,1,1,83
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,train,-1,-1,80
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,train,-1,0,10
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,train,-1,1,33
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,train,0,-1,7
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,train,0,0,226
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,train,0,1,36
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,train,1,-1,2
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,train,1,0,18
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,train,1,1,274
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,validation,-1,-1,0
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,validation,-1,0,4
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,validation,-1,1,9
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,validation,0,-1,0
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,validation,0,0,18
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,validation,0,1,40
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,validation,1,-1,0
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,validation,1,0,11
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,validation,1,1,22
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,holdout,-1,-1,7
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,holdout,-1,0,28
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,holdout,-1,1,37
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,holdout,0,-1,7
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,holdout,0,0,34
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,holdout,0,1,34
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,holdout,1,-1,9
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,holdout,1,0,39
task_2_phase4b_triple_barrier,h8_u2_l2,gradient_boosting,holdout,1,1,129
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,train,-1,-1,77
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,train,-1,0,12
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,train,-1,1,34
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,train,0,-1,6
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,train,0,0,216
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,train,0,1,47
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,train,1,-1,5
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,train,1,0,25
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,train,1,1,264
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,validation,-1,-1,0
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,validation,-1,0,3
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,validation,-1,1,10
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,validation,0,-1,0
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,validation,0,0,16
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,validation,0,1,42
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,validation,1,-1,0
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,validation,1,0,9
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,validation,1,1,24
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,holdout,-1,-1,7
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,holdout,-1,0,26
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,holdout,-1,1,39
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,holdout,0,-1,8
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,holdout,0,0,29
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,holdout,0,1,38
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,holdout,1,-1,11
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,holdout,1,0,34
task_2_phase4b_triple_barrier,h8_u2_l2,xgboost,holdout,1,1,132
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,train,-1,-1,107
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,train,-1,0,7
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,train,-1,1,9
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,train,0,-1,4
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,train,0,0,247
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,train,0,1,18
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,train,1,-1,2
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,train,1,0,6
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,train,1,1,286
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,validation,-1,-1,0
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,validation,-1,0,5
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,validation,-1,1,8
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,validation,0,-1,0
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,validation,0,0,26
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,validation,0,1,32
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,validation,1,-1,0
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,validation,1,0,19
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,validation,1,1,14
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,holdout,-1,-1,13
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,holdout,-1,0,35
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,holdout,-1,1,24
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,holdout,0,-1,12
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,holdout,0,0,35
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,holdout,0,1,28
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,holdout,1,-1,14
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,holdout,1,0,60
task_2_phase4b_triple_barrier,h8_u2_l2,lightgbm,holdout,1,1,103
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,train,-1,-1,90
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,train,-1,0,2
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,train,-1,1,2
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,train,0,-1,20
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,train,0,0,252
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,train,0,1,39
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,train,1,-1,17
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,train,1,0,24
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,train,1,1,245
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,validation,-1,-1,0
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,validation,-1,0,6
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,validation,-1,1,5
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,validation,0,-1,0
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,validation,0,0,35
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,validation,0,1,25
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,validation,1,-1,0
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,validation,1,0,7
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,validation,1,1,26
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,holdout,-1,-1,0
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,holdout,-1,0,26
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,holdout,-1,1,20
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,holdout,0,-1,4
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,holdout,0,0,52
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,holdout,0,1,41
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,holdout,1,-1,7
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,holdout,1,0,54
task_2_phase4b_triple_barrier,h13_u3_l3,logistic_regression,holdout,1,1,115
task_2_phase4b_triple_barrier,h13_u3_l3,random_forest,train,-1,-1,86
task_2_phase4b_triple_barrier,h13_u3_l3,random_forest,train,-1,0,1
task_2_phase4b_triple_barrier,h13_u3_l3,random_forest,train,-1,1,7
task_2_phase4b_triple_barrier,h13_u3_l3,random_forest,train,0,-1,31
task_2_phase4b_triple_barrier,h13_u3_l3,random_forest,train,0,0,213
task_2_phase4b_triple_barrier,h13_u3_l3,random_forest,train,0,1,67
task_2_phase4b_triple_barrier,h13_u3_l3,random_forest,train,1,-1,12
task_2_phase4b_triple_barrier,h13_u3_l3,random_forest,train,1,0,13
task_2_phase4b_triple_barrier,h13_u3_l3,random_forest,train,1,1,261
