feature,split,train_mean,split_mean,train_std,split_std,z_shift,abs_z_shift,psi,missing_rate_train,missing_rate_split
xs_std_rolling_sharpe_26w,holdout,1.1524196109710503,3.5492752527180578,0.4267621936257758,2.4415257274518045,5.6163729532442845,5.6163729532442845,1.166114119382343,0.013844515441959531,0.0
xs_std_rolling_sharpe_26w,validation,1.1524196109710503,3.2214192721736286,0.4267621936257758,1.1410751275771458,4.848132501204797,4.848132501204797,9.750354394704228,0.013844515441959531,0.0
xs_std_rolling_sharpe_13w,holdout,1.6490843111738012,4.2152830818019895,0.631553690017254,2.658484333899488,4.0633105485585554,4.0633105485585554,0.749893241073132,0.007454739084132056,0.0
xs_std_rolling_sharpe_13w,validation,1.6490843111738012,3.7452892542613108,0.631553690017254,1.0991044406273398,3.319123894328353,3.319123894328353,10.78969531650628,0.007454739084132056,0.0
BIL_ret_13w,holdout,0.0009613936861457493,0.0065540802137882895,0.002532641601110979,0.005415388863912878,2.2082423842320322,2.2082423842320322,2.0265383771956214,0.4249201277955272,0.0
BIL_ret_4w,holdout,0.00032777569746051495,0.002030381466408523,0.0009947261874616487,0.0016796498923834083,1.7116325984065353,1.7116325984065353,3.102707480011193,0.41533546325878595,0.0
BIL_ret_13w,validation,0.0009613936861457493,0.004584650202574803,0.002532641601110979,0.0009608023512165262,1.430623470308496,1.430623470308496,10.731835669182885,0.4249201277955272,0.0
xs_mean_beta_to_SPY_26w,validation,0.7799006634719788,0.5755086785667285,0.1713471111883936,0.036850082341771305,-1.1928534043420458,1.1928534043420458,9.4363152304185,0.013844515441959531,0.0
xs_std_trailing_return_52w,validation,0.15776403369699357,0.10783541534434332,0.04463603377653007,0.021031651522119336,-1.1185720174560638,1.1185720174560638,4.610042712811172,0.055378061767838126,0.0
BIL_ret_4w,validation,0.00032777569746051495,0.0014236760172944647,0.0009947261874616487,0.0002967538744643741,1.1017105346653013,1.1017105346653013,10.535810392641299,0.41533546325878595,0.0
xs_mean_beta_to_SPY_26w,holdout,0.7799006634719788,0.6291628990777292,0.1713471111883936,0.08588457981300361,-0.8797216559345186,0.8797216559345186,4.219991737054688,0.013844515441959531,0.0
xs_std_cross_sectional_return_rank_26w,holdout,0.2911827569572496,0.29015933530138743,0.0012022682460741212,5.650545984363606e-17,-0.8512423572726312,0.8512423572726312,12.450158439970815,0.027689030883919063,0.0
xs_std_cross_sectional_return_rank_26w,validation,0.2911827569572496,0.2901593353013875,0.0012022682460741212,9.317456517456154e-17,-0.851242357272585,0.851242357272585,12.450158439970815,0.027689030883919063,0.0
xs_mean_cross_sectional_return_rank_26w,validation,0.5087330643875969,0.5051546391752577,0.00421668510009163,0.0,-0.848634680417904,0.848634680417904,12.511323813046412,0.027689030883919063,0.0
xs_mean_cross_sectional_return_rank_26w,holdout,0.5087330643875969,0.5051546391752578,0.00421668510009163,1.1102230246251565e-16,-0.8486346804178777,0.8486346804178777,12.511323813046412,0.027689030883919063,0.0
xs_std_cross_sectional_return_rank_13w,holdout,0.2911683837742152,0.2901593295551788,0.0011998603918425622,7.381138547528108e-08,-0.8409763551631687,0.8409763551631687,10.785659304660662,0.013844515441959531,0.0
xs_std_cross_sectional_return_rank_13w,validation,0.2911683837742152,0.2901593353013875,0.0011998603918425622,9.722073633347729e-17,-0.8409715660987788,0.8409715660987788,10.750887870074703,0.013844515441959531,0.0
xs_mean_cross_sectional_return_rank_13w,validation,0.5086828273165813,0.5051546391752577,0.004208094789609156,0.0,-0.8384288657269772,0.8384288657269772,10.87393363574167,0.013844515441959531,0.0
xs_mean_cross_sectional_return_rank_13w,holdout,0.5086828273165813,0.5051546391752578,0.004208094789609156,1.1102230246251565e-16,-0.8384288657269509,0.8384288657269509,10.87393363574167,0.013844515441959531,0.0
xs_std_cross_sectional_vol_rank_13w,holdout,0.29116189433585593,0.29015933530138743,0.001198706216050949,5.097887038922194e-17,-0.8363675945315074,0.8363675945315074,10.79782504793921,0.007454739084132056,0.0
xs_std_cross_sectional_vol_rank_13w,validation,0.29116189433585593,0.2901593353013875,0.001198706216050949,1.0036979173893831e-16,-0.8363675945314611,0.8363675945314611,10.804587232187647,0.007454739084132056,0.0
BIL_ret_1w,holdout,8.47712766170041e-05,0.0005088495560290827,0.0005071549735681996,0.0004434909873302258,0.8361907139121267,0.8361907139121267,1.5141443535267534,0.41214057507987223,0.0
xs_mean_cross_sectional_vol_rank_13w,validation,0.5086601136590192,0.5051546391752577,0.004204008028984596,0.0,-0.8338410534882278,0.8338410534882278,10.768703719460884,0.007454739084132056,0.0
xs_mean_cross_sectional_vol_rank_13w,holdout,0.5086601136590192,0.5051546391752578,0.004204008028984596,1.1102230246251565e-16,-0.8338410534882014,0.8338410534882014,10.768703719460884,0.007454739084132056,0.0
xs_std_trailing_return_26w,validation,0.10495599282842215,0.07442597988215545,0.037007633488764645,0.014910957800256756,-0.8249652860276915,0.8249652860276915,4.003948534282662,0.027689030883919063,0.0
market_state_recovery_confirmed,validation,0.013844515441959531,0.09615384615384616,0.11684538858738447,0.2948021099376133,0.7044294319782286,0.7044294319782286,,0.0,0.0
BIL_vol_13w,validation,0.0023718941392907337,0.0007715921014534476,0.002336342835387033,0.00020064393330628566,-0.6849602779175104,0.6849602779175104,8.660287001122292,0.4174653887113951,0.0
mlx6_transformer_vol_13w,validation,0.10774695738947283,0.06723303529154727,0.06087101168396396,0.026544682810476245,-0.6655700468438029,0.6655700468438029,2.9382664452107963,0.005324813631522897,0.0
mlx5_sequence_vol_13w,validation,0.12647556081114464,0.08275380379558171,0.06684630670707066,0.03122013030623569,-0.6540639142138015,0.6540639142138015,3.9669234751567166,0.005324813631522897,0.0
transition_persistence_prob,validation,0.8296436317352597,0.773684055388309,0.0891986897621649,0.11165527190370993,-0.627358725740912,0.627358725740912,4.0461955459698515,0.33120340788072417,0.0
xs_mean_realized_vol_26w,validation,0.18350787346108552,0.1366287596749235,0.0768851586920985,0.02247531917540826,-0.6097290372241867,0.6097290372241867,5.212138880477777,0.013844515441959531,0.0
phase4b_vol_13w,holdout,0.058916656992012685,0.07888553755776345,0.0329241365618125,0.0380726669742566,0.6065118982926325,0.6065118982926325,0.40959083290397325,0.2832800851970181,0.0
market_drawdown_risk_off_z,validation,0.09669523550627963,1.056281255582957,1.6299108912579678,1.3866036836330833,0.5887352647457109,0.5887352647457109,0.7343690179411302,0.3588924387646432,0.0
xs_std_realized_vol_26w,holdout,0.09236177767186338,0.10924245021350999,0.028734798261243276,0.030088421608915828,0.5874644529665904,0.5874644529665904,1.8020091335397144,0.013844515441959531,0.0
BIL_vol_13w,holdout,0.0023718941392907337,0.001018553478257958,0.002336342835387033,0.0005574949728954598,-0.5792560237883858,0.5792560237883858,2.672137612494792,0.4174653887113951,0.0
xs_mean_realized_vol_13w,validation,0.17943477279941383,0.13365976293756388,0.08207825192310658,0.03507066823009238,-0.5576996194404017,0.5576996194404017,2.6839598740987913,0.007454739084132056,0.0
canary_breadth_default,holdout,0.5067846607669617,0.6792682926829269,0.311502190033997,0.3228069742945196,0.5537156316529925,0.5537156316529925,0.39516679338183547,0.2779552715654952,0.012048192771084338
mlx12_decision_focused_vol_13w,validation,0.030432246605851573,0.0022321717679826608,0.05098549914008109,0.0010065855402587385,-0.553099907100842,0.553099907100842,7.81753339225614,0.005324813631522897,0.0
market_state_stressed_panic,validation,0.13312034078807242,0.3173076923076923,0.3397047477686173,0.4654283196261904,0.5421983435011488,0.5421983435011488,,0.0,0.0
BIL_ret_1w,validation,8.47712766170041e-05,0.0003579840944539922,0.0005071549735681996,0.00012366728618437768,0.5387166291887856,0.5387166291887856,4.445954855823629,0.41214057507987223,0.0
xs_mean_corr_to_SPY_26w,validation,0.6027833736266999,0.5473383185895789,0.1029906634522839,0.07382619001646241,-0.5383503045672573,0.5383503045672573,3.151035449505395,0.013844515441959531,0.0
mlx12_decision_focused_vol_13w,holdout,0.030432246605851573,0.003288377835559148,0.05098549914008109,0.0015971624341948412,-0.532384094067913,0.532384094067913,5.143581190783705,0.005324813631522897,0.0
xs_mean_relative_strength_vs_SPY_13w,holdout,-0.0006033037810971789,-0.014225069983198061,0.02604119153316519,0.03589147895983851,-0.5230853659193226,0.5230853659193226,0.4578634652941255,0.013844515441959531,0.0
xs_std_realized_vol_13w,holdout,0.09468465365651267,0.11175294006483764,0.03303202520238025,0.036811148023536466,0.5167193444468264,0.5167193444468264,0.7610831869109983,0.007454739084132056,0.0
xs_std_relative_strength_vs_BIL_13w,validation,0.07443666920954818,0.05991175831215429,0.028192283729941436,0.018619528437861153,-0.5152087371328418,0.5152087371328418,0.6485850684371857,0.4249201277955272,0.0
pct_near_52w_high,holdout,0.46099305813988395,0.35016234596308227,0.21600372042441734,0.17155276525621338,-0.5130963112997994,0.5130963112997994,0.901704445848428,0.5559105431309904,0.012048192771084338
xs_mean_relative_strength_vs_SPY_13w,validation,-0.0006033037810971789,-0.013894869080025934,0.02604119153316519,0.027638835841411292,-0.5104054198902943,0.5104054198902943,0.4195594912116372,0.013844515441959531,0.0
risk_regime_score,validation,0.010318336582204268,0.4176559905217318,0.8217216941048312,0.9401422745070328,0.4957124253403993,0.4957124253403993,0.5666377707032244,0.30564430244941426,0.0
BIL_drawdown_13w,validation,-0.00016999389679738867,0.0,0.0003437289502955793,0.0,0.49455798428153225,0.49455798428153225,4.806539750204655,0.0010649627263045794,0.0
xs_std_relative_strength_vs_SPY_13w,holdout,0.07134738899292985,0.08426379013306166,0.026421751618969008,0.03831147820438365,0.48885483924005724,0.48885483924005724,0.30299745404813333,0.013844515441959531,0.0
xs_std_trailing_return_13w,holdout,0.07134738899292985,0.08426379013306166,0.02642175161896901,0.03831147820438365,0.4888548392400572,0.4888548392400572,0.30299745404813333,0.013844515441959531,0.0
xs_mean_realized_vol_4w,validation,0.16781594185982618,0.12342239841556005,0.09147823559016476,0.05017727933596495,-0.48529077061734543,0.48529077061734543,0.6278405272109425,0.002129925452609159,0.0
canary_breadth_default,validation,0.5067846607669617,0.6576923076923079,0.311502190033997,0.25065004246355566,0.48445131929530355,0.48445131929530355,0.7851519923683491,0.2779552715654952,0.0
xs_mean_rolling_sharpe_26w,holdout,0.651670248614344,1.120851854984079,0.9729922457519055,1.1415155856158106,0.4822048771901183,0.4822048771901183,0.25762821011098114,0.013844515441959531,0.0
xs_mean_rolling_sharpe_26w,validation,0.651670248614344,1.077508065474795,0.9729922457519055,0.8106106232296173,0.4376579759187841,0.4376579759187841,1.5316715287335985,0.013844515441959531,0.0
xs_std_trailing_return_13w,validation,0.07134738899292985,0.05991175831215428,0.02642175161896901,0.018619528437861153,-0.4328112248457278,0.4328112248457278,0.4754470048179522,0.013844515441959531,0.0
xs_std_relative_strength_vs_SPY_13w,validation,0.07134738899292985,0.05991175831215429,0.026421751618969008,0.018619528437861153,-0.43281122484572737,0.43281122484572737,0.4754470048179522,0.013844515441959531,0.0
xs_std_corr_to_SPY_26w,validation,0.41429194494429383,0.4615439125727049,0.11051613660116678,0.04240196293830988,0.42755717926455444,0.42755717926455444,5.192629969273574,0.013844515441959531,0.0
market_state_recovery_confirmed,holdout,0.013844515441959531,0.06325301204819277,0.11684538858738447,0.24341747783391388,0.42285362908680296,0.42285362908680296,,0.0,0.0
mlx12_decision_focused_drawdown_13w,validation,-0.0108653290256143,-0.00014511176039742036,0.026353371820539852,0.0003609489013449871,0.4067873112487841,0.4067873112487841,6.712785645115864,0.0010649627263045794,0.0
xs_mean_rolling_sharpe_13w,validation,0.7657253468118654,1.321136953953816,1.381560026279676,1.272392129169691,0.4020177166225537,0.4020177166225537,0.3228626970889285,0.007454739084132056,0.0
macro_risk_score_tradable,validation,-0.0008548991973747944,0.3821351727028084,0.9614489052822578,1.046830516086923,0.3983467761999757,0.3983467761999757,0.5006682072636529,0.3333333333333333,0.0
xs_mean_rolling_sharpe_13w,holdout,0.7657253468118654,1.3051190003955622,1.381560026279676,1.4592622412733591,0.390423610500804,0.390423610500804,0.21612013113812606,0.007454739084132056,0.0
xs_std_trailing_return_26w,holdout,0.10495599282842215,0.11905399139578125,0.037007633488764645,0.03819459877141365,0.3809483946505035,0.3809483946505035,0.34067986164604985,0.027689030883919063,0.0
breadth_sma_43,holdout,0.5991361146228402,0.6957752613240418,0.2558828759197485,0.29326299109585025,0.3776694565974399,0.3776694565974399,0.5584666043871693,0.2779552715654952,0.012048192771084338
xs_mean_drawdown_from_52w_high,validation,-0.08818624636396415,-0.057231029987516606,0.08215354950169403,0.025226521869542284,0.3767970655462578,0.3767970655462578,1.8161065735969695,0.026624068157614485,0.0
mlx12_decision_focused_drawdown_13w,holdout,-0.0108653290256143,-0.0009748556371894325,0.026353371820539852,0.0015375398756411684,0.3753020090095728,0.3753020090095728,2.9059325134089953,0.0010649627263045794,0.0
xs_std_trailing_return_52w,holdout,0.15776403369699357,0.1744041983552206,0.04463603377653007,0.052942077163165395,0.3727966678566444,0.3727966678566444,0.2084865761035923,0.055378061767838126,0.0
phase4b_drawdown_13w,holdout,-0.00814913851454277,-0.013395874700940244,0.014093871862918732,0.016464355268130726,-0.3722707455714668,0.3722707455714668,0.19747638154326863,0.0010649627263045794,0.0
xs_mean_rolling_max_drawdown_26w,validation,-0.11049763486780947,-0.08477198575829235,0.06946058514995147,0.024530682590168287,0.37036326506580103,0.37036326506580103,2.837525771509484,0.012779552715654952,0.0
transition_non_stress_prob,validation,0.8182792411352915,0.7031436229265464,0.31556913639805667,0.36657763959970235,-0.3648506933311559,0.3648506933311559,2.4094712786594807,0.33120340788072417,0.0
breadth_26w_mom,holdout,0.5796460176991151,0.6729094076655051,0.2582546455690273,0.29429458945396725,0.3611295733360284,0.3611295733360284,0.46962697033710743,0.2779552715654952,0.012048192771084338
phase4b_drawdown_13w,validation,-0.00814913851454277,-0.013174586900276931,0.014093871862918732,0.01720131761437835,-0.35656975135102653,0.35656975135102653,0.3806716079950859,0.0010649627263045794,0.0
vix_level_z_tradable,validation,0.02489217103144512,0.47908323715640905,1.2947522803207587,1.097017497119786,0.3507937950975794,0.3507937950975794,1.7200497614472925,0.3333333333333333,0.0
xs_std_trailing_return_4w,holdout,0.03980759199499933,0.045591791266397765,0.016542969596032776,0.02749118579508416,0.34964697467530637,0.34964697467530637,0.13278342123328704,0.004259850905218318,0.0
xs_std_relative_strength_vs_SPY_4w,holdout,0.03980759199499933,0.045591791266397765,0.016542969596032776,0.02749118579508416,0.34964697467530637,0.34964697467530637,0.13278342123328704,0.004259850905218318,0.0
xs_std_relative_strength_vs_BIL_13w,holdout,0.07443666920954818,0.08426379013306166,0.028192283729941436,0.03831147820438365,0.34857484472166583,0.34857484472166583,0.1725792226586096,0.4249201277955272,0.0
transition_persistence_prob,holdout,0.8296436317352597,0.7986697218595697,0.0891986897621649,0.09723747209710538,-0.3472462427225924,0.3472462427225924,3.416550844980639,0.33120340788072417,0.012048192771084338
mlx9_ensemble_vol_13w,holdout,0.06264344562268578,0.0756412726422003,0.03751059062342843,0.03499204335794778,0.3465108600928377,0.3465108600928377,1.6121452121484094,0.2832800851970181,0.0
production_vol_13w,holdout,0.06257237048337329,0.0757194984117105,0.03836709314769651,0.035712208800892604,0.3426667711761879,0.3426667711761879,0.42395057415620685,0.2832800851970181,0.0
breadth_13w_mom,holdout,0.56826801517067,0.6561411149825784,0.2566711587370838,0.28362847879580627,0.342356734758499,0.342356734758499,0.3481613588418745,0.2779552715654952,0.012048192771084338
xs_std_drawdown_from_52w_high,validation,0.08458355928410745,0.07125975230767077,0.039501055324071443,0.010861372817604515,-0.33730255728933184,0.33730255728933184,5.700918156187951,0.026624068157614485,0.0
xs_std_realized_vol_4w,holdout,0.105247245510823,0.12006784341076704,0.04581310028939946,0.04766076459553032,0.3235013087156935,0.3235013087156935,0.29144880543346935,0.002129925452609159,0.0
xs_std_corr_to_SPY_26w,holdout,0.41429194494429383,0.37860656146485083,0.11051613660116678,0.05473808236626874,-0.3228974933156164,0.3228974933156164,2.443460615845823,0.013844515441959531,0.0
mlx5_sequence_drawdown_13w,holdout,-0.03273018608071153,-0.018774548217308774,0.0433133769516645,0.022133895815030374,0.3222015655573688,0.3222015655573688,0.2555912091919256,0.0010649627263045794,0.0
canary_breadth_pair,validation,0.6600294985250738,0.5480769230769231,0.34752984084863775,0.3362636240393406,-0.3221380218020189,0.3221380218020189,0.018915915175588247,0.2779552715654952,0.0
xs_std_beta_to_SPY_26w,validation,0.5995625518413497,0.6454539074302127,0.14294945198000186,0.062888150449755,0.32103204981354583,0.32103204981354583,5.05821088390659,0.013844515441959531,0.0
production_drawdown_13w,holdout,-0.008774929247974086,-0.013579658357703242,0.015621134429270829,0.01851143334836987,-0.30757875693880915,0.30757875693880915,0.23109835077703703,0.0010649627263045794,0.0
vix_slope_risk_off_z_tradable,validation,-0.006379077785011813,0.34093918298074877,1.1370827841458069,1.1453216182919814,0.3054467674723183,0.3054467674723183,0.2195195857543935,0.4185303514376997,0.0
mlx9_ensemble_drawdown_13w,holdout,-0.008635227909321556,-0.013258706396056292,0.015517715513569891,0.017616101285437613,-0.29794839857011224,0.29794839857011224,0.24901384841243757,0.0010649627263045794,0.0
xs_std_trailing_return_1w,validation,0.02065742823829502,0.017797667224104138,0.009602558763360067,0.0076870573312886005,-0.29781239403633847,0.29781239403633847,0.15558305044856416,0.0010649627263045794,0.0
transition_good_state_prob,holdout,0.30841570731843104,0.41047929011456635,0.34414299105718416,0.3542740148502464,0.29657318454344467,0.29657318454344467,4.842261719977435,0.33120340788072417,0.012048192771084338
p_regime_confidence_refreshed,validation,0.6998442427682674,0.6140621084903926,0.28984479206687574,0.36755674803046867,-0.2959588601408521,0.2959588601408521,1.6872394382940419,0.2790202342917998,0.0
market_vol_risk_off_z,validation,-0.00039166878596436273,0.3618569713556594,1.2694195183718258,1.4458860549516515,0.2853655823775647,0.2853655823775647,1.4299393326901966,0.31203407880724177,0.0
xs_mean_relative_strength_vs_SPY_4w,holdout,-0.000340345475813712,-0.004568407342036894,0.014885465267481603,0.021366729776192903,-0.2840396178586164,0.2840396178586164,0.2877969865319857,0.004259850905218318,0.0
mlx5_sequence_ret_13w,validation,0.01805294829433554,-0.002748950359882506,0.07346820382348518,0.03444151163306267,-0.283141516623936,0.283141516623936,2.882833755164378,0.005324813631522897,0.0
google_fear_z_tradable,validation,0.001265145965271131,0.3263830979712674,1.1492662846122244,1.1693637064628253,0.282891751336545,0.282891751336545,2.6973285631510233,0.35782747603833864,0.0
market_state_calm_trend,holdout,0.19382321618743345,0.3042168674698795,0.39529201491327,0.46007495586772956,0.2792711391012218,0.2792711391012218,,0.0,0.0
phase4b_ret_13w,holdout,0.01625224551928152,0.024440953381130445,0.02966568392589902,0.03234740819347664,0.27603300440681705,0.27603300440681705,0.19643686357233375,0.29073482428115016,0.012048192771084338
xs_std_relative_strength_vs_BIL_4w,holdout,0.040707879377555926,0.045591791266397765,0.01770556423135152,0.027491185795084163,0.27584051121024533,0.27584051121024533,0.10656140900428075,0.41533546325878595,0.0
xs_std_realized_vol_4w,validation,0.105247245510823,0.09270993981629932,0.04581310028939946,0.03441133938148974,-0.27366202276916496,0.27366202276916496,0.26872184294761253,0.002129925452609159,0.0
SPY_ret_13w,holdout,0.012608598920466053,0.0337768981314427,0.07943988355747886,0.08071769809461658,0.266469413889061,0.266469413889061,0.22800305175739477,0.013844515441959531,0.0
production_drawdown_13w,validation,-0.008774929247974086,-0.012892759704730382,0.015621134429270829,0.016527992537925737,-0.2636063645313953,0.2636063645313953,0.22115632174498268,0.0010649627263045794,0.0
xs_mean_relative_strength_vs_SPY_4w,validation,-0.000340345475813712,-0.0041014659032294724,0.014885465267481603,0.016304553417457845,-0.2526706663064275,0.2526706663064275,0.5287476276380858,0.004259850905218318,0.0
mlx6_transformer_drawdown_13w,holdout,-0.02807754329005836,-0.01873412770200178,0.03720557591572853,0.0222493025160278,0.25112944385593244,0.25112944385593244,0.21184168695855232,0.0010649627263045794,0.0
BIL_drawdown_13w,holdout,-0.00016999389679738867,-8.425721250494092e-05,0.0003437289502955793,0.00015691041690129705,0.24943108288877353,0.24943108288877353,0.30601056369938,0.0010649627263045794,0.0
mlx9_ensemble_drawdown_13w,validation,-0.008635227909321556,-0.01250229236012293,0.015517715513569891,0.016597423986761464,-0.24920320567932266,0.24920320567932266,0.3219808265385551,0.0010649627263045794,0.0
pct_near_52w_high,validation,0.46099305813988395,0.4091477181099823,0.21600372042441734,0.15290532473716184,-0.24002058820113262,0.24002058820113262,0.7930786754277186,0.5559105431309904,0.0
mlx9_ensemble_vol_13w,validation,0.06264344562268578,0.05367252728384834,0.03751059062342843,0.031093063515494727,-0.2391569471378671,0.2391569471378671,2.89488697085649,0.2832800851970181,0.0
market_state_stressed_panic,holdout,0.13312034078807242,0.21385542168674698,0.3397047477686173,0.4100259507664492,0.23766250377420559,0.23766250377420559,,0.0,0.0
