feature,PC1,PC2,PC3
UMCSENT,0.23234211186608766,0.2979186497098546,0.6378504908834296
FEDFUNDS,0.26654907441170983,0.5373875909265526,0.00864030581536257
UNRATE,-0.34860269805201766,-0.4051805625335147,0.0715638687909901
CPIAUCSL_yoy,0.2794835065590134,-0.07719547577242539,-0.6319833349273289
INDPRO_yoy,0.43786232134491015,-0.16165272097472105,0.12708600977839402
PAYEMS_yoy,0.4628632063943657,-0.04648879019186033,-0.09417386148236737
RSAFS_yoy,0.39322766095765044,-0.3838676103123271,-0.030617347451257448
HOUST_yoy,0.19691582410858238,-0.5234771957563926,0.39193005591394753
ICSA,-0.27561615889200886,-0.05150824208414056,0.09477137063177493
