annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_weight,average_spy_weight,average_offensive_weight,average_ml_exposure,average_number_of_etfs_held,active_weeks,strategy_name,strategy_type,model_name,target,sequence_length,seed,top_n,weighting,wrapper,split,cost_bps
0.10889901919448608,0.1788549735897068,0.6088677156068377,-0.41207122672317786,0.2642723202502137,-0.05762447518837433,0.3493580448740559,0.018166618333450908,0.0007873068676369893,0.0,0.862179999239995,1.0,9.87220447284345,939,transformer_encoder_top_quintile_forward_4w_seq13_seed0__top10__inverse_vol__raw_ml,transformer,transformer_encoder_top_quintile_forward_4w_seq13_seed0,top_quintile_forward_4w,13,0,10,inverse_vol,raw_ml,train,10.0
0.013961188936271407,0.13976684627399413,0.09988913185393317,-0.2165416706210881,0.06447345167434847,-0.04266037477823261,0.35975882406261456,0.018707458851255958,0.0,0.0,0.9496030122216444,1.0,10.0,104,transformer_encoder_top_quintile_forward_4w_seq13_seed0__top10__inverse_vol__raw_ml,transformer,transformer_encoder_top_quintile_forward_4w_seq13_seed0,top_quintile_forward_4w,13,0,10,inverse_vol,raw_ml,validation,10.0
0.11781446531203121,0.21672067458182495,0.5436235630927276,-0.4064639487686946,0.2898521890291323,-0.07002923144297352,0.36069044524010613,0.018755903152485518,0.0,0.0,0.94723525031929,1.0,9.96987951807229,332,transformer_encoder_top_quintile_forward_4w_seq13_seed0__top10__inverse_vol__raw_ml,transformer,transformer_encoder_top_quintile_forward_4w_seq13_seed0,top_quintile_forward_4w,13,0,10,inverse_vol,raw_ml,holdout,10.0
0.06470233358989774,0.1488338503762338,0.4347286146688951,-0.41207122672317786,0.15701735378229556,-0.05046173702549997,0.35059937992073065,0.018231167755877995,0.18709778518336292,0.0,0.7153858355909912,0.8130990415335463,10.352502662406815,939,transformer_encoder_top_quintile_forward_4w_seq13_seed0__top10__inverse_vol__bil_fallback_original,transformer,transformer_encoder_top_quintile_forward_4w_seq13_seed0,top_quintile_forward_4w,13,0,10,inverse_vol,bil_fallback_original,train,10.0
0.016147515836373305,0.08796520718993354,0.18356707557691257,-0.12393948252323805,0.1302854869782575,-0.029360184577228332,0.3005516366033569,0.015628685103374562,0.34615384615384615,0.0,0.6139597900690746,0.6538461538461539,10.75,104,transformer_encoder_top_quintile_forward_4w_seq13_seed0__top10__inverse_vol__bil_fallback_original,transformer,transformer_encoder_top_quintile_forward_4w_seq13_seed0,top_quintile_forward_4w,13,0,10,inverse_vol,bil_fallback_original,validation,10.0
0.10307024069987092,0.13294256470215107,0.7752990242876155,-0.19890515010921328,0.5181878932912392,-0.04248667304598814,0.34997533846458356,0.018198717600158346,0.25150602409638556,0.0,0.7034023599613136,0.7484939759036144,10.548192771084338,332,transformer_encoder_top_quintile_forward_4w_seq13_seed0__top10__inverse_vol__bil_fallback_original,transformer,transformer_encoder_top_quintile_forward_4w_seq13_seed0,top_quintile_forward_4w,13,0,10,inverse_vol,bil_fallback_original,holdout,10.0
0.056467022729058236,0.12003872988417275,0.47040669943395896,-0.2993658375777619,0.1886221326586425,-0.04005475271428443,0.29970762040792087,0.015584796261211887,0.33592632618442786,0.0,0.585333900979674,0.6642705005324814,10.663471778487754,939,transformer_encoder_top_quintile_forward_4w_seq13_seed0__top10__inverse_vol__regime_gate_original,transformer,transformer_encoder_top_quintile_forward_4w_seq13_seed0,top_quintile_forward_4w,13,0,10,inverse_vol,regime_gate_original,train,10.0
0.022350122231588276,0.07704868644867574,0.290077913871722,-0.09947354449295709,0.2246840840498119,-0.02481948356530826,0.26295557442651074,0.013673689870178562,0.4264423076923078,0.0,0.5365925696916766,0.5735576923076923,10.788461538461538,104,transformer_encoder_top_quintile_forward_4w_seq13_seed0__top10__inverse_vol__regime_gate_original,transformer,transformer_encoder_top_quintile_forward_4w_seq13_seed0,top_quintile_forward_4w,13,0,10,inverse_vol,regime_gate_original,validation,10.0
0.08078983256656191,0.12256807717670772,0.6591425306451234,-0.19924363700278935,0.4054826230934084,-0.04009790145753721,0.3332715138450582,0.017330118719943027,0.32665662650602406,0.0,0.6339739141606493,0.6733433734939759,10.602409638554217,332,transformer_encoder_top_quintile_forward_4w_seq13_seed0__top10__inverse_vol__regime_gate_original,transformer,transformer_encoder_top_quintile_forward_4w_seq13_seed0,top_quintile_forward_4w,13,0,10,inverse_vol,regime_gate_original,holdout,10.0
0.05852868728434979,0.10992427526623448,0.5324455143560822,-0.3373994455951409,0.17347001617359117,-0.03642021825420617,0.28653998193727426,0.014900079060738258,0.31208969375768275,0.0,0.5884035402607231,0.6880899858503384,10.677316293929712,939,transformer_encoder_top_quintile_forward_4w_seq13_seed0__top10__inverse_vol__vol_target_10pct,transformer,transformer_encoder_top_quintile_forward_4w_seq13_seed0,top_quintile_forward_4w,13,0,10,inverse_vol,vol_target_10pct,train,10.0
-0.004357103504465387,0.10723453855633369,-0.04063153125032065,-0.1918120387139549,-0.022715485084661657,-0.036107741219132364,0.32590624198450463,0.016947124583194244,0.20404792260104695,0.0,0.7552740829897358,0.7959520773989529,10.673076923076923,104,transformer_encoder_top_quintile_forward_4w_seq13_seed0__top10__inverse_vol__vol_target_10pct,transformer,transformer_encoder_top_quintile_forward_4w_seq13_seed0,top_quintile_forward_4w,13,0,10,inverse_vol,vol_target_10pct,validation,10.0
0.06762292853163787,0.11711076896912585,0.5774270729062111,-0.20101867888697145,0.33640121856367794,-0.040817651466396244,0.2789514605966299,0.014505475951024758,0.3764712897081291,0.0,0.5848026933122337,0.623528710291871,10.882530120481928,332,transformer_encoder_top_quintile_forward_4w_seq13_seed0__top10__inverse_vol__vol_target_10pct,transformer,transformer_encoder_top_quintile_forward_4w_seq13_seed0,top_quintile_forward_4w,13,0,10,inverse_vol,vol_target_10pct,holdout,10.0
0.0973914642445124,0.1608310785394577,0.6055512723594572,-0.3849432817364893,0.2530021145067838,-0.05062434289155963,0.30224853960216735,0.0157169240593127,0.00045141551958453744,0.0007769466663817637,0.8380847506658656,1.0,14.798722044728434,939,transformer_encoder_top_quintile_forward_4w_seq13_seed0__top15__inverse_vol__raw_ml,transformer,transformer_encoder_top_quintile_forward_4w_seq13_seed0,top_quintile_forward_4w,13,0,15,inverse_vol,raw_ml,train,10.0
0.013485088901974418,0.1336421386855269,0.10090446796654577,-0.1973876266594644,0.06831780254007036,-0.04395959622168489,0.31352195552495404,0.016303141687297608,0.0,0.0,0.937596486308531,1.0,15.0,104,transformer_encoder_top_quintile_forward_4w_seq13_seed0__top15__inverse_vol__raw_ml,transformer,transformer_encoder_top_quintile_forward_4w_seq13_seed0,top_quintile_forward_4w,13,0,15,inverse_vol,raw_ml,validation,10.0
0.11025481210205745,0.20155786206400494,0.5470132049081068,-0.3856891112390971,0.28586446671476834,-0.06278475712353128,0.3215289128837204,0.01671950346995346,0.0,0.0,0.9527322113053988,1.0,14.954819277108435,332,transformer_encoder_top_quintile_forward_4w_seq13_seed0__top15__inverse_vol__raw_ml,transformer,transformer_encoder_top_quintile_forward_4w_seq13_seed0,top_quintile_forward_4w,13,0,15,inverse_vol,raw_ml,holdout,10.0
0.056044688267645304,0.13253199323093323,0.4228766722763237,-0.3849432817364893,0.14559206752440576,-0.044624439078247584,0.31566859004064146,0.01641476668211336,0.1870138123463498,0.0007769466663817637,0.6944741654024523,0.8130990415335463,15.2790202342918,939,transformer_encoder_top_quintile_forward_4w_seq13_seed0__top15__inverse_vol__bil_fallback_original,transformer,transformer_encoder_top_quintile_forward_4w_seq13_seed0,top_quintile_forward_4w,13,0,15,inverse_vol,bil_fallback_original,train,10.0
0.005967745501251898,0.08392696659815335,0.07110641243386968,-0.12443766525820721,0.04795771030313749,-0.029210735418669444,0.27583122053587206,0.014343223467865346,0.34615384615384615,0.0,0.6049307146975795,0.6538461538461539,15.75,104,transformer_encoder_top_quintile_forward_4w_seq13_seed0__top15__inverse_vol__bil_fallback_original,transformer,transformer_encoder_top_quintile_forward_4w_seq13_seed0,top_quintile_forward_4w,13,0,15,inverse_vol,bil_fallback_original,validation,10.0
