date,active_member_count,pct_members_above_50d_ma,pct_members_above_100d_ma,pct_members_above_200d_ma,pct_members_positive_4w_return,pct_members_positive_13w_return,pct_members_positive_26w_return,pct_members_with_13w_high,pct_members_with_52w_high,pct_members_in_drawdown_less_than_10pct,equal_weight_current_constituent_return,median_member_13w_return,diagnostic_label,breadth_thrust_4w,breadth_thrust_8w,broad_bull_diagnostic_flag,narrow_bull_diagnostic_warning,neutral_risk_on_diagnostic,pct_members_above_50d_ma_lag1w,pct_members_above_100d_ma_lag1w,pct_members_above_200d_ma_lag1w,pct_members_positive_4w_return_lag1w,pct_members_positive_13w_return_lag1w,pct_members_positive_26w_return_lag1w,pct_members_with_13w_high_lag1w,pct_members_with_52w_high_lag1w,pct_members_in_drawdown_less_than_10pct_lag1w,equal_weight_current_constituent_return_lag1w,median_member_13w_return_lag1w,breadth_thrust_4w_lag1w,breadth_thrust_8w_lag1w,broad_bull_diagnostic_flag_lag1w,narrow_bull_diagnostic_warning_lag1w,neutral_risk_on_diagnostic_lag1w
2020-03-13,486,0.04024144869215292,0.0,0.0,0.022132796780684104,0.0,0.0,0.002012072434607646,0.0,0.0,-0.12374928354234152,,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.04024144869215292,0.04024144869215292,0,1,0,0.1529175050301811,0.0,0.0,0.11871227364185111,0.0,0.0,0.026156941649899398,0.0,0.0,-0.002589280995021083,,0.1529175050301811,0.1529175050301811,0.0,1.0,0.0
2020-03-20,488,0.01609657947686117,0.0,0.0,0.01609657947686117,0.0,0.0,0.004024144869215292,0.0,0.0,-0.16733234358236782,,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.01609657947686117,0.01609657947686117,0,1,0,0.04024144869215292,0.0,0.0,0.022132796780684104,0.0,0.0,0.002012072434607646,0.0,0.0,-0.12374928354234152,,0.04024144869215292,0.04024144869215292,0.0,1.0,0.0
2020-03-27,488,0.026156941649899398,0.0,0.0,0.060362173038229376,0.0,0.0,0.002012072434607646,0.0,0.0,0.13428750422530905,,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,-0.016096579476861165,0.026156941649899398,0,1,0,0.01609657947686117,0.0,0.0,0.01609657947686117,0.0,0.0,0.004024144869215292,0.0,0.0,-0.16733234358236782,,0.01609657947686117,0.01609657947686117,0.0,1.0,0.0
2020-04-03,488,0.05432595573440644,0.0,0.0,0.052313883299798795,0.07243460764587525,0.0,0.012072434607645875,0.0,0.0,-0.04432420727448991,-0.2617908525553694,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,-0.09859154929577466,0.05432595573440644,0,1,0,0.026156941649899398,0.0,0.0,0.060362173038229376,0.0,0.0,0.002012072434607646,0.0,0.0,0.13428750422530905,,-0.016096579476861165,0.026156941649899398,0.0,1.0,0.0
2020-04-10,488,0.2575452716297787,0.0,0.0,0.6519114688128773,0.15090543259557343,0.0,0.03420523138832998,0.0,0.0,0.1687099825078188,-0.1529340675976235,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.2173038229376258,0.2575452716297787,0,1,0,0.05432595573440644,0.0,0.0,0.052313883299798795,0.07243460764587525,0.0,0.012072434607645875,0.0,0.0,-0.04432420727448991,-0.2617908525553694,-0.09859154929577466,0.05432595573440644,0.0,1.0,0.0
2020-04-17,488,0.41448692152917505,0.0,0.0,0.9738430583501007,0.14285714285714285,0.0,0.06639839034205232,0.0,0.0,0.008014878752214523,-0.16922459064441847,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.3983903420523139,0.41448692152917505,0,1,0,0.2575452716297787,0.0,0.0,0.6519114688128773,0.15090543259557343,0.0,0.03420523138832998,0.0,0.0,0.1687099825078188,-0.1529340675976235,0.2173038229376258,0.2575452716297787,0.0,1.0,0.0
2020-04-24,488,0.42655935613682094,0.0,0.0,0.8450704225352113,0.14084507042253522,0.0,0.05030181086519115,0.0,0.0,-0.01420397884961409,-0.1793470602349197,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.40040241448692154,0.3843058350100604,0,1,0,0.41448692152917505,0.0,0.0,0.9738430583501007,0.14285714285714285,0.0,0.06639839034205232,0.0,0.0,0.008014878752214523,-0.16922459064441847,0.3983903420523139,0.41448692152917505,0.0,1.0,0.0
2020-05-01,488,0.5613682092555332,0.2152917505030181,0.0,0.9336016096579477,0.14688128772635814,0.0,0.01609657947686117,0.0,0.0,0.009860396140331091,-0.15512022707848178,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.5070422535211268,0.4084507042253521,0,1,0,0.42655935613682094,0.0,0.0,0.8450704225352113,0.14084507042253522,0.0,0.05030181086519115,0.0,0.0,-0.01420397884961409,-0.1793470602349197,0.40040241448692154,0.3843058350100604,0.0,1.0,0.0
2020-05-08,488,0.7746478873239436,0.37424547283702214,0.0,0.6237424547283702,0.1790744466800805,0.0,0.07847082494969819,0.0,0.0,0.042664730737139715,-0.1514461089216877,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.5171026156941649,0.7344064386317907,0,1,0,0.5613682092555332,0.2152917505030181,0.0,0.9336016096579477,0.14688128772635814,0.0,0.01609657947686117,0.0,0.0,0.009860396140331091,-0.15512022707848178,0.5070422535211268,0.4084507042253521,0.0,1.0,0.0
2020-05-15,488,0.6317907444668008,0.2937625754527163,0.0,0.42655935613682094,0.13078470824949698,0.0,0.07847082494969819,0.0,0.2635814889336016,-0.04166562718762283,-0.20552543377266397,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.2173038229376258,0.6156941649899397,0,1,0,0.7746478873239436,0.37424547283702214,0.0,0.6237424547283702,0.1790744466800805,0.0,0.07847082494969819,0.0,0.0,0.042664730737139715,-0.1514461089216877,0.5171026156941649,0.7344064386317907,0.0,1.0,0.0
2020-05-22,488,0.8390342052313883,0.40040241448692154,0.0,0.6881287726358148,0.158953722334004,0.0,0.193158953722334,0.0,0.3058350100603622,0.05582065403820494,-0.15323802744988002,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.41247484909456733,0.8128772635814889,0,1,0,0.6317907444668008,0.2937625754527163,0.0,0.42655935613682094,0.13078470824949698,0.0,0.07847082494969819,0.0,0.2635814889336016,-0.04166562718762283,-0.20552543377266397,0.2173038229376258,0.6156941649899397,0.0,1.0,0.0
2020-05-29,488,0.9496981891348089,0.5553319919517102,0.0,0.9134808853118712,0.48490945674044267,0.0,0.3641851106639839,0.0,0.3843058350100604,0.046150161240915616,-0.0011743864290152395,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.38832997987927564,0.8953722334004024,0,1,0,0.8390342052313883,0.40040241448692154,0.0,0.6881287726358148,0.158953722334004,0.0,0.193158953722334,0.0,0.3058350100603622,0.05582065403820494,-0.15323802744988002,0.41247484909456733,0.8128772635814889,0.0,1.0,0.0
2020-06-05,488,0.9517102615694165,0.8571428571428571,0.0,0.9054325955734407,0.6780684104627767,0.0,0.7203219315895373,0.0,0.5211267605633803,0.08223997823472937,0.07375498092793986,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.1770623742454729,0.6941649899396378,0,1,0,0.9496981891348089,0.5553319919517102,0.0,0.9134808853118712,0.48490945674044267,0.0,0.3641851106639839,0.0,0.3843058350100604,0.046150161240915616,-0.0011743864290152395,0.38832997987927564,0.8953722334004024,0.0,1.0,0.0
2020-06-12,488,0.8048289738430584,0.5995975855130785,0.0,0.8390342052313883,0.8048289738430584,0.0,0.028169014084507043,0.0,0.32193158953722334,-0.06547248484283137,0.12088090709814514,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.17303822937625757,0.39034205231388336,0,1,0,0.9517102615694165,0.8571428571428571,0.0,0.9054325955734407,0.6780684104627767,0.0,0.7203219315895373,0.0,0.5211267605633803,0.08223997823472937,0.07375498092793986,0.1770623742454729,0.6941649899396378,0.0,1.0,0.0
2020-06-19,488,0.7746478873239436,0.6579476861167002,0.0,0.8048289738430584,0.9738430583501007,0.0,0.12072434607645875,0.0,0.386317907444668,0.013654442937914528,0.3691239152602336,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,-0.06438631790744465,0.3480885311871227,0,1,0,0.8048289738430584,0.5995975855130785,0.0,0.8390342052313883,0.8048289738430584,0.0,0.028169014084507043,0.0,0.32193158953722334,-0.06547248484283137,0.12088090709814514,0.17303822937625757,0.39034205231388336,0.0,1.0,0.0
2020-06-26,488,0.5030181086519114,0.4909456740442656,0.0,0.323943661971831,0.8611670020120724,0.0,0.0482897384305835,0.0,0.30181086519114686,-0.03890190685088344,0.17163234636851288,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,-0.4466800804828974,-0.05835010060362178,0,1,0,0.7746478873239436,0.6579476861167002,0.0,0.8048289738430584,0.9738430583501007,0.0,0.12072434607645875,0.0,0.386317907444668,0.013654442937914528,0.3691239152602336,-0.06438631790744465,0.3480885311871227,0.0,1.0,0.0
2020-07-03,488,0.7122736418511066,0.6881287726358148,0.0,0.23340040241448692,0.9496981891348089,0.36619718309859156,0.158953722334004,0.0,0.386317907444668,0.038918005804707854,0.2731384305078094,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,-0.23943661971830987,-0.06237424547283699,0,1,0,0.5030181086519114,0.4909456740442656,0.0,0.323943661971831,0.8611670020120724,0.0,0.0482897384305835,0.0,0.30181086519114686,-0.03890190685088344,0.17163234636851288,-0.4466800804828974,-0.05835010060362178,0.0,1.0,0.0
2020-07-10,488,0.6599597585513078,0.6961770623742455,0.0,0.5653923541247485,0.7203219315895373,0.3641851106639839,0.19114688128772636,0.0,0.3963782696177062,0.0027048929395029025,0.09287017799208042,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,-0.14486921529175056,0.028169014084507005,0,1,0,0.7122736418511066,0.6881287726358148,0.0,0.23340040241448692,0.9496981891348089,0.36619718309859156,0.158953722334004,0.0,0.386317907444668,0.038918005804707854,0.2731384305078094,-0.23943661971830987,-0.06237424547283699,0.0,1.0,0.0
2020-07-17,488,0.7947686116700201,0.8511066398390342,0.0,0.7062374245472837,0.8148893360160966,0.3762575452716298,0.28772635814889336,0.0,0.4688128772635815,0.034182906020303355,0.13618074320338103,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.02012072434607648,-0.044265593561368166,0,1,0,0.6599597585513078,0.6961770623742455,0.0,0.5653923541247485,0.7203219315895373,0.3641851106639839,0.19114688128772636,0.0,0.3963782696177062,0.0027048929395029025,0.09287017799208042,-0.14486921529175056,0.028169014084507005,0.0,1.0,0.0
2020-07-24,488,0.7283702213279678,0.8631790744466801,0.0,0.8772635814889336,0.8712273641851107,0.39235412474849096,0.22736418511066397,0.0,0.4708249496981891,0.0015041148730426895,0.1597316602191705,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.22535211267605637,-0.22132796780684105,0,1,0,0.7947686116700201,0.8511066398390342,0.0,0.7062374245472837,0.8148893360160966,0.3762575452716298,0.28772635814889336,0.0,0.4688128772635815,0.034182906020303355,0.13618074320338103,0.02012072434607648,-0.044265593561368166,0.0,1.0,0.0
2020-07-31,488,0.6800804828973843,0.8712273641851107,0.0,0.738430583501006,0.8611670020120724,0.4426559356136821,0.2977867203219316,0.0,0.4969818913480885,0.00889840269320313,0.1491772184190452,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,-0.03219315895372232,-0.2716297786720322,0,1,0,0.7283702213279678,0.8631790744466801,0.0,0.8772635814889336,0.8712273641851107,0.39235412474849096,0.22736418511066397,0.0,0.4708249496981891,0.0015041148730426895,0.1597316602191705,0.22535211267605637,-0.22132796780684105,0.0,1.0,0.0
2020-08-07,488,0.7525150905432596,0.89738430583501,0.0,0.8048289738430584,0.8470824949698189,0.4426559356136821,0.36217303822937624,0.0,0.5251509054325956,0.026665188054454045,0.14326700196423392,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.09255533199195176,-0.0523138832997988,0,1,0,0.6800804828973843,0.8712273641851107,0.0,0.738430583501006,0.8611670020120724,0.4426559356136821,0.2977867203219316,0.0,0.4969818913480885,0.00889840269320313,0.1491772184190452,-0.03219315895372232,-0.2716297786720322,0.0,1.0,0.0
2020-08-14,488,0.7907444668008048,0.8752515090543259,0.0,0.7525150905432596,0.8993963782696177,0.4225352112676056,0.3118712273641851,0.0,0.545271629778672,0.011938395889555819,0.21192923122832774,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,-0.004024144869215318,0.01609657947686116,0,1,0,0.7525150905432596,0.89738430583501,0.0,0.8048289738430584,0.8470824949698189,0.4426559356136821,0.36217303822937624,0.0,0.5251509054325956,0.026665188054454045,0.14326700196423392,0.09255533199195176,-0.0523138832997988,0.0,1.0,0.0
2020-08-21,488,0.6780684104627767,0.8028169014084507,0.6619718309859155,0.6539235412474849,0.8229376257545271,0.4245472837022133,0.20925553319919518,0.0,0.5191146881287726,-0.011375898758104666,0.1319523099155605,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,-0.05030181086519114,0.17505030181086523,0,0,1,0.7907444668008048,0.8752515090543259,0.0,0.7525150905432596,0.8993963782696177,0.4225352112676056,0.3118712273641851,0.0,0.545271629778672,0.011938395889555819,0.21192923122832774,-0.004024144869215318,0.01609657947686116,0.0,1.0,0.0
2020-08-28,488,0.8048289738430584,0.8350100603621731,0.7323943661971831,0.7364185110663984,0.7806841046277666,0.6539235412474849,0.3460764587525151,0.0,0.5533199195171026,0.027877006465635533,0.108270790469429,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.12474849094567408,0.09255533199195176,1,0,1,0.6780684104627767,0.8028169014084507,0.6619718309859155,0.6539235412474849,0.8229376257545271,0.4245472837022133,0.20925553319919518,0.0,0.5191146881287726,-0.011375898758104666,0.1319523099155605,-0.05030181086519114,0.17505030181086523,0.0,0.0,1.0
2020-09-04,488,0.7002012072434608,0.7806841046277666,0.7263581488933601,0.5492957746478874,0.5653923541247485,0.6498993963782697,0.13279678068410464,0.0,0.5110663983903421,-0.0156482979688474,0.024825475340934267,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,-0.0523138832997988,0.04024144869215296,0,0,1,0.8048289738430584,0.8350100603621731,0.7323943661971831,0.7364185110663984,0.7806841046277666,0.6539235412474849,0.3460764587525151,0.0,0.5533199195171026,0.027877006465635533,0.108270790469429,0.12474849094567408,0.09255533199195176,1.0,0.0,1.0
2020-09-11,488,0.5311871227364185,0.6981891348088531,0.6639839034205232,0.3983903420523139,0.7002012072434608,0.8169014084507042,0.12072434607645875,0.0,0.44466800804828976,-0.018149417936009972,0.07635028851945047,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,-0.25955734406438624,-0.26358148893360156,0,0,1,0.7002012072434608,0.7806841046277666,0.7263581488933601,0.5492957746478874,0.5653923541247485,0.6498993963782697,0.13279678068410464,0.0,0.5110663983903421,-0.0156482979688474,0.024825475340934267,-0.0523138832997988,0.04024144869215296,0.0,0.0,1.0
2020-09-18,488,0.5070422535211268,0.6941649899396378,0.6720321931589537,0.4949698189134809,0.6800804828973843,0.96579476861167,0.1710261569416499,0.0,0.4426559356136821,0.008544893182049915,0.07155863663270157,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,-0.1710261569416499,-0.22132796780684105,0,0,1,0.5311871227364185,0.6981891348088531,0.6639839034205232,0.3983903420523139,0.7002012072434608,0.8169014084507042,0.12072434607645875,0.0,0.44466800804828976,-0.018149417936009972,0.07635028851945047,-0.25955734406438624,-0.26358148893360156,0.0,0.0,1.0
2020-09-25,488,0.36016096579476864,0.5875251509054326,0.613682092555332,0.18309859154929578,0.7665995975855131,0.8913480885311871,0.03219315895372234,0.0,0.43661971830985913,-0.021258009645685354,0.08687556838907073,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,-0.44466800804828976,-0.3199195171026157,0,0,1,0.5070422535211268,0.6941649899396378,0.6720321931589537,0.4949698189134809,0.6800804828973843,0.96579476861167,0.1710261569416499,0.0,0.4426559356136821,0.008544893182049915,0.07155863663270157,-0.1710261569416499,-0.22132796780684105,0.0,0.0,1.0
2020-10-02,489,0.5432595573440644,0.6720321931589537,0.6901408450704225,0.4245472837022133,0.7263581488933601,0.9336016096579477,0.16498993963782696,0.09456740442655935,0.5030181086519114,0.025215905641401252,0.07085740832865883,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,-0.1569416498993964,-0.2092555331991952,0,0,1,0.36016096579476864,0.5875251509054326,0.613682092555332,0.18309859154929578,0.7665995975855131,0.8913480885311871,0.03219315895372234,0.0,0.43661971830985913,-0.021258009645685354,0.08687556838907073,-0.44466800804828976,-0.3199195171026157,0.0,0.0,1.0
2020-10-09,489,0.7565392354124748,0.7887323943661971,0.7746478873239436,0.7987927565392354,0.8028169014084507,0.8390342052313883,0.43259557344064387,0.2535211267605634,0.579476861167002,0.04296549233817923,0.11644513867399275,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.22535211267605626,-0.03420523138832998,1,0,1,0.5432595573440644,0.6720321931589537,0.6901408450704225,0.4245472837022133,0.7263581488933601,0.9336016096579477,0.16498993963782696,0.09456740442655935,0.5030181086519114,0.025215905641401252,0.07085740832865883,-0.1569416498993964,-0.2092555331991952,0.0,0.0,1.0
2020-10-16,489,0.7082494969818913,0.7625754527162978,0.7565392354124748,0.7223340040241448,0.7364185110663984,0.8309859154929577,0.30784708249496984,0.2012072434607646,0.5754527162977867,-0.0017451292595114835,0.08051355950439232,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.20120724346076457,0.030181086519114664,1,0,1,0.7565392354124748,0.7887323943661971,0.7746478873239436,0.7987927565392354,0.8028169014084507,0.8390342052313883,0.43259557344064387,0.2535211267605634,0.579476861167002,0.04296549233817923,0.11644513867399275,0.22535211267605626,-0.03420523138832998,1.0,0.0,1.0
2020-10-23,489,0.6780684104627767,0.7625754527162978,0.7605633802816901,0.8128772635814889,0.7364185110663984,0.8470824949698189,0.25553319919517103,0.1227364185110664,0.5593561368209256,0.003568734500982483,0.07901521651939869,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.317907444668008,-0.12676056338028174,1,0,1,0.7082494969818913,0.7625754527162978,0.7565392354124748,0.7223340040241448,0.7364185110663984,0.8309859154929577,0.30784708249496984,0.2012072434607646,0.5754527162977867,-0.0017451292595114835,0.08051355950439232,0.20120724346076457,0.030181086519114664,1.0,0.0,1.0
2020-10-30,489,0.289738430583501,0.47484909456740443,0.6177062374245473,0.3702213279678068,0.5150905432595574,0.7847082494969819,0.026156941649899398,0.012072434607645875,0.36016096579476864,-0.05653049017752157,0.007175364968160958,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,-0.2535211267605634,-0.4104627766599598,0,0,1,0.6780684104627767,0.7625754527162978,0.7605633802816901,0.8128772635814889,0.7364185110663984,0.8470824949698189,0.25553319919517103,0.1227364185110664,0.5593561368209256,0.003568734500982483,0.07901521651939869,0.317907444668008,-0.12676056338028174,1.0,0.0,1.0
2020-11-06,489,0.6780684104627767,0.716297786720322,0.7464788732394366,0.5070422535211268,0.6579476861167002,0.8088531187122736,0.30985915492957744,0.22937625754527163,0.5593561368209256,0.0683216952009226,0.050894559267673056,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,-0.07847082494969815,0.1468812877263581,0,0,1,0.289738430583501,0.47484909456740443,0.6177062374245473,0.3702213279678068,0.5150905432595574,0.7847082494969819,0.026156941649899398,0.012072434607645875,0.36016096579476864,-0.05653049017752157,0.007175364968160958,-0.2535211267605634,-0.4104627766599598,0.0,0.0,1.0
2020-11-13,489,0.8370221327967807,0.8269617706237424,0.8712273641851107,0.716297786720322,0.7645875251509054,0.903420523138833,0.5130784708249497,0.2193158953722334,0.6056338028169014,0.04935425946569345,0.08625075856348752,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.1287726358148894,0.329979879275654,1,0,1,0.6780684104627767,0.716297786720322,0.7464788732394366,0.5070422535211268,0.6579476861167002,0.8088531187122736,0.30985915492957744,0.22937625754527163,0.5593561368209256,0.0683216952009226,0.050894559267673056,-0.07847082494969815,0.1468812877263581,0.0,0.0,1.0
2020-11-20,489,0.7847082494969819,0.7947686116700201,0.8792756539235412,0.7142857142857143,0.7625754527162978,0.8812877263581489,0.358148893360161,0.16901408450704225,0.5975855130784709,0.005417031338469093,0.10264657618014983,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.10663983903420526,0.4245472837022133,1,0,1,0.8370221327967807,0.8269617706237424,0.8712273641851107,0.716297786720322,0.7645875251509054,0.903420523138833,0.5130784708249497,0.2193158953722334,0.6056338028169014,0.04935425946569345,0.08625075856348752,0.1287726358148894,0.329979879275654,1.0,0.0,1.0
2020-11-27,489,0.8008048289738431,0.8410462776659959,0.9154929577464789,0.9114688128772636,0.772635814889336,0.8712273641851107,0.48490945674044267,0.2454728370221328,0.647887323943662,0.02843742182092229,0.10257855841502106,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.5110663983903421,0.2575452716297787,1,0,1,0.7847082494969819,0.7947686116700201,0.8792756539235412,0.7142857142857143,0.7625754527162978,0.8812877263581489,0.358148893360161,0.16901408450704225,0.5975855130784709,0.005417031338469093,0.10264657618014983,0.10663983903420526,0.4245472837022133,1.0,0.0,1.0
2020-12-04,489,0.8048289738430584,0.8269617706237424,0.9134808853118712,0.7605633802816901,0.8470824949698189,0.8309859154929577,0.5150905432595574,0.24949698189134809,0.6659959758551308,0.020339840696703585,0.13429809620199784,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.12676056338028174,0.048289738430583595,1,0,1,0.8008048289738431,0.8410462776659959,0.9154929577464789,0.9114688128772636,0.772635814889336,0.8712273641851107,0.48490945674044267,0.2454728370221328,0.647887323943662,0.02843742182092229,0.10257855841502106,0.5110663983903421,0.2575452716297787,1.0,0.0,1.0
2020-12-11,491,0.738430583501006,0.8108651911468813,0.8993963782696177,0.6197183098591549,0.8531187122736419,0.8933601609657947,0.1891348088531187,0.10663983903420524,0.6338028169014085,-0.009369181067549411,0.1370609098670761,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,-0.09859154929577474,0.030181086519114664,0,0,1,0.8048289738430584,0.8269617706237424,0.9134808853118712,0.7605633802816901,0.8470824949698189,0.8309859154929577,0.5150905432595574,0.24949698189134809,0.6659959758551308,0.020339840696703585,0.13429809620199784,0.12676056338028174,0.048289738430583595,1.0,0.0,1.0
2020-12-18,491,0.8108651911468813,0.8551307847082495,0.9054325955734407,0.7404426559356136,0.8772635814889336,0.8853118712273642,0.2796780684104628,0.19718309859154928,0.6639839034205232,0.012658747987231376,0.14089819605327758,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY,0.026156941649899346,0.1327967806841046,1,0,1,0.738430583501006,0.8108651911468813,0.8993963782696177,0.6197183098591549,0.8531187122736419,0.8933601609657947,0.1891348088531187,0.10663983903420524,0.6338028169014085,-0.009369181067549411,0.1370609098670761,-0.09859154929577474,0.030181086519114664,0.0,0.0,1.0
