best_candidate,rationale,name,ann_imp_pp_vs_prod,sharpe_imp_vs_prod,sharpe_vs_eee1,sharpe_vs_fff3,mdd_imp_pp_vs_prod,cvar_imp_pp_vs_prod,turnover_ratio_vs_prod,spy_inc_pp_vs_prod,stressed_panic_ann_delta_pp,recovery_confirmed_ann_delta_pp_vs_prod,recovery_fragile_ann_delta_pp_vs_prod,recovery_confirmed_ann_delta_pp_vs_eee1,recovery_fragile_ann_delta_pp_vs_eee1,recovery_confirmed_ann_delta_pp_vs_fff3,calm_trend_ann_delta_pp_vs_eee1,neutral_mixed_ann_delta_pp_vs_eee1,decomposition_intact,passes_strict_gates,passes_challenger_track,passes_shadow_track,fail_reasons_strict
,,improved_phaseggg_confirmed_only_robust_offense,0.2457595089024433,0.0517752458213044,0.0013035400322983,0.0221807084638157,2.201549542884884,0.0803896128843118,1.0997629651053822,-1.055510629807388,0.2109606001311048,-0.0442742092326975,-0.3064554244373685,0.3111340927871353,-0.0018618767551714,-0.0371989476859013,-0.0022920319862285,-2.6962629884330624e-05,True,True,False,True,none
,,improved_phaseggg_confirmed_only_quality_filtered_offense,0.252803276840452,0.0526842744309904,0.0022125686419843,0.0230897370735017,2.201549542884884,0.0804012007867359,1.100439778835945,-1.0556857199803191,0.2293202547616779,0.0308400262403862,-0.3072405602539074,0.3862483282602191,-0.0026470125717104,0.0379152877871824,-0.0022823055284115,8.817362566748699e-05,True,False,False,False,turnover>1.10x (1.1004x)
,,improved_phaseggg_blended_confirmed_robust_offense,0.2413085433298878,0.0512266244613233,0.0007549186723172,0.0216320871038345,2.2015495428849063,0.0803802102334237,1.0967152753671503,-1.0592944568031588,0.2112154559801959,-0.1654736132308709,-0.3060784917756187,0.1899346887889619,-0.0014849440934217,-0.1583983516840748,-0.0010627601031432,0.000353468918024,True,True,False,True,none
