cik10,candidate_symbols,company_name_as_filed,yahoo_symbol,status,rows,first_price_date,last_price_date,history_file,error,uncompressed_sha256,compressed_sha256
0000078749,AGYS,AGILYSYS INC,AGYS,ok,927,2022-12-01,2026-08-13,histories/AGYS.csv.gz,,42acc262b7d792aaec15626fc7cff397579d740e9f8c4579f1835cb8b0ed5ad6,14b396c911fd98827f22f2d93fc0224929bcec6e203eed8e4f43004c02d9e982
