date,market_state,market_state_stable,market_state_reason,risk_state,signal_environment,risk_regime_score,market_drawdown,market_trend_positive,breadth_sma_43,breadth_26w_mom,breadth_13w_mom,breadth_change_4w,canary_breadth_default,canary_breadth_pair,recent_stress_26w,avg_corr_risk_off_z,google_fear_z_tradable,transition_persistence_prob,transition_good_state_prob,transition_non_stress_prob,refined_state,z_dd_neg,z_breadth_decay,z_stress,z_corr,z_inv_trans,deterioration_z,deterioration_rank_neutral_mixed,confidence_score_p2b,defensive_overlay_hint,ggg1_gross_return,ggg1_net_return,ggg1_turnover,ggg1_cost,ggg1_wealth,ggg1_drawdown,production_gross_return,production_net_return,production_turnover,production_cost,production_wealth,production_drawdown,shadow_gross_return,shadow_net_return,shadow_turnover,shadow_cost,shadow_wealth,shadow_drawdown,p_regime_confidence,p_transition_quality,p_tail_risk,p_existing,p_stress_forecast,p_regime_confidence_refreshed,p_regime_confidence_blend25,ggg1_sleeve_weight_dual_momentum_topn,ggg1_sleeve_weight_cta_trend_long_only,ggg1_sleeve_weight_composite_selective_signals,ggg1_sleeve_weight_composite_regime_offense_component,ggg1_sleeve_weight_composite_regime_defense_component,ggg1_sleeve_weight_taa_10m_sma,ggg1_sleeve_weight_cash::BIL,qqq_active_int_efa_spy_strength_x_market_trend,qqq_active_int_market_trend_x_mom13,qqq_any_shortlist_rule_active,qqq_mean_shortlist_rule_active,ooo2_leadlag_EFA_minus_SPY_13w_signal,ooo2_leadlag_GLD_minus_SPY_13w_signal,ooo2_leadlag_DBA_minus_SPY_13w_signal,ooo2_leadlag_HYG_minus_LQD_13w_signal,ooo2_breadth_ret13_positive_signal,ooo2_breadth_ret26_positive_signal,ooo2_canary_breadth_pair_signal,ooo2_recent_stress_26w_signal,ooo2_market_drawdown_signal,ooo2_market_trend_positive_signal,ooo2_breadth_ret13_positive_x_recovery_confirmed_signal,ooo2_breadth_ret13_positive_x_neutral_mixed_signal,ooo2_breadth_ret13_positive_x_stressed_panic_signal,ooo2_leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,ooo3event_efa_spy_raw_top20_event,ooo3event_efa_spy_raw_top10_event,ooo3event_efa_spy_raw_top30_event,ooo3event_efa_spy_vol_filtered_top20_event,ooo3event_efa_spy_low_or_normal_vol_top20_event,ooo3event_efa_spy_strength_scaled_score_event,ooo3event_efa_spy_drawdown_aware_top20_event,ooo3event_efa_spy_market_trend_confirmed_top20_event,ooo3event_market_trend_raw_event,ooo3event_market_trend_breadth_confirmed_event,ooo3event_market_trend_ex_high_vol_drawdown_event,ooo3event_market_trend_recent_stress_filtered_event,ooo3event_market_trend_calm_neutral_event,ooo3event_market_trend_vol_scaled_score_event,ooo3event_market_drawdown_top20_event,ooo3event_market_drawdown_vol_filtered_top20_event,ooo3event_leadlag_GLD_minus_SPY_13w_top20_event,ooo3event_leadlag_GLD_minus_SPY_13w_vol_filtered_top20_event,ooo3event_leadlag_DBA_minus_SPY_13w_top20_event,ooo3event_leadlag_DBA_minus_SPY_13w_vol_filtered_top20_event,ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event,ooo3event_breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event,ooo3event_breadth_ret13_positive_x_recovery_confirmed_state_filtered_event,state_run_id,state_age_weeks,state_run_length,state_dwell_bucket,prev_market_state,prev2_market_state,path2_current,path3_current,ggg1_fwd_return_4w,production_fwd_return_4w,shadow_fwd_return_4w,ggg1_future_min_path_return_4w,ggg1_fwd_return_8w,production_fwd_return_8w,shadow_fwd_return_8w,ggg1_future_min_path_return_8w,ggg1_trailing_vol_13w_lag1,ggg1_trailing_mean_260w_lag1,ggg1_expected_4w_from_trailing_mean,ggg1_minus_production_fwd_4w,ggg1_minus_shadow_fwd_4w
2008-01-25,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,2.1700954052882735,-0.1444631021995424,0.0,0.2857142857142857,0.4285714285714285,0.2857142857142857,-0.3571428571428572,0.4,1.0,1.0,-0.3153621645422928,4.837567222163896,0.8,0.04,0.2,stressed_panic,4.917255350904268,0.7037218284040089,1.2822120716208256,-0.5684212695621939,2.8704118881773804,1.8410359739088575,,,1,0.0052408479315487,0.0048435241330727,0.397323798476042,0.000397323798476,1.2278728120447893,0.0,0.0047621940520271,0.0042828323647968,0.4793616872302327,0.0004793616872302,1.2412209033440764,0.0,0.0047621940520271,0.0042828323647968,0.4793616872302327,0.0004793616872302,1.2412209033440764,0.0,,,,,0.5,0.5,0.5,0.0223264400151892,0.0713554436892877,0.1028252393155844,0.0303305247931338,0.1371645723251751,0.0359977798616296,0.6,0.0,0.0,0.0,0.0,0.0083969697977192,0.2642554052214013,0.3658972310283371,-0.0457967156802941,0.3714285714285714,0.3714285714285714,1.0,1.0,-0.1507653332360482,0.0,0.0,0.0,0.3714285714285714,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,27,4,18,young_3_6w,stressed_panic,stressed_panic,stressed_panic->stressed_panic,stressed_panic->stressed_panic->stressed_panic,0.0026743343297237487,0.005361143593219042,0.005361143593219042,-0.00724519776506638,-0.001949926117895684,0.0014158061912412645,0.0014158061912412645,-0.00724519776506638,0.004709341578628453,0.0012961967923713503,0.005184787169485401,-0.0026868092634952934,-0.0026868092634952934
2008-02-01,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,2.051025622215065,-0.1024063419969945,0.0,0.3571428571428571,0.5,0.2857142857142857,0.0,0.4,1.0,1.0,-1.3161234382409723,4.14384602394155,0.8076923076923077,0.0384615384615384,0.1923076923076923,stressed_panic,2.9882385104470455,0.3905305668026139,1.2649110640673518,-1.3027871662594173,2.797532343759565,1.2276850637634318,,,1,-0.0053229442965091,-0.0053417831105751,0.0188388140659564,1.883881406595641e-05,1.221313781795474,-0.005341783110575,-0.0030261391030081,-0.0030434588503029,0.0173197472948462,1.7319747294846214e-05,1.2374432986006128,-0.0030434588503029,-0.0030261391030081,-0.0030434588503029,0.0173197472948462,1.7319747294846214e-05,1.2374432986006128,-0.0030434588503029,,,,,0.5,0.5,0.5,0.0223264400151892,0.0713554436892877,0.1028252393155844,0.0303305247931338,0.1371645723251751,0.0359977798616296,0.6,0.0,0.0,0.0,0.0,-0.0164932834221627,0.287526478107088,0.3878841748164952,-0.0494820229208716,0.3428571428571428,0.4571428571428571,1.0,1.0,-0.1444631021995424,0.0,0.0,0.0,0.3428571428571428,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,27,5,18,young_3_6w,stressed_panic,stressed_panic,stressed_panic->stressed_panic,stressed_panic->stressed_panic->stressed_panic,0.0013366851677107938,0.0034191923951101266,0.0034191923951101266,-0.001913636887697745,0.0061544619661657585,0.0061913675485454345,0.0061913675485454345,-0.001913636887697745,0.004786793870632051,0.0013183675882507337,0.005273470353002935,-0.002082507227399333,-0.002082507227399333
2008-02-08,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.6974703117027743,-0.1442701809660256,0.0,0.2857142857142857,0.4285714285714285,0.2857142857142857,-0.0714285714285714,0.4,1.0,1.0,-1.2116458195491486,4.14384602394155,0.8148148148148148,0.037037037037037,0.1851851851851851,stressed_panic,4.403165770402715,0.7528754690751251,1.247949137256935,-1.211728869067089,2.7292893051735474,1.5843101625682467,,,1,-0.0019065965302842,-0.0019136368876978,0.0070403574136003,7.040357413600306e-06,1.2189766306911765,-0.0072451977650664,-0.0009587719345396,-0.0009652445931073,0.0064726585676806,6.472658567680606e-06,1.2362488631473616,-0.0040057657612108,-0.0009587719345396,-0.0009652445931073,0.0064726585676806,6.472658567680606e-06,1.2362488631473616,-0.0040057657612108,,,,,0.5,0.5,0.5,0.0223264400151892,0.0713554436892877,0.1028252393155844,0.0303305247931338,0.1371645723251751,0.0359977798616296,0.6,0.0,0.0,0.0,0.0,-0.036925454597041,0.1888890546156764,0.3521874362231024,-0.0521599616906436,0.3428571428571428,0.5714285714285714,1.0,1.0,-0.1024063419969945,0.0,0.0,0.0,0.3428571428571428,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,27,6,18,young_3_6w,stressed_panic,stressed_panic,stressed_panic->stressed_panic,stressed_panic->stressed_panic->stressed_panic,0.008293922104425366,0.008857251638550334,0.008857251638550334,0.0032565539171109936,0.009225338563350283,0.008265943701503797,0.008265943701503797,0.003162451793969012,0.005097853453247098,0.0012770001926058528,0.005108000770423411,-0.0005633295341249678,-0.0005633295341249678
2008-02-15,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.5843503606655562,-0.1309586845575003,0.0,0.3571428571428571,0.3571428571428571,0.2857142857142857,0.0,0.2,1.0,1.0,-0.7056256857519874,1.620596265538755,0.8214285714285714,0.0357142857142857,0.1785714285714285,stressed_panic,3.6758822873223056,0.7777066124477235,1.2313119150962784,-0.8284891150708665,2.66526760797548,1.5043358615541842,,,1,0.0045755773324289,0.0045716768315913,0.0039005008376211,3.900500837621133e-06,1.2245493979119586,-0.0027066436362379,0.0048242925328232,0.0048207065486634,0.0035859841598529,3.5859841598529197e-06,1.2422084561377138,0.0,0.0048242925328232,0.0048207065486634,0.0035859841598529,3.5859841598529197e-06,1.2422084561377138,0.0,,,,,0.5,0.5,0.5,0.0223264400151892,0.0713554436892877,0.1028252393155844,0.0303305247931338,0.1371645723251751,0.0359977798616296,0.6,0.0,0.0,0.0,0.0,-0.0643996265389366,0.1839131367556286,0.4014246905874089,-0.0541200177235636,0.3428571428571428,0.5142857142857142,1.0,1.0,-0.1442701809660256,0.0,0.0,0.0,0.3428571428571428,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,27,7,18,mature_7_13w,stressed_panic,stressed_panic,stressed_panic->stressed_panic,stressed_panic->stressed_panic->stressed_panic,-0.0014028118352560348,-0.0011020367261787012,-0.0011020367261787012,-0.0014028118352560348,0.0008807438229079256,0.0003342300437227941,0.0003342300437227941,-0.0014028118352560348,0.0049748458817467645,0.0012573049019866944,0.005029219607946778,-0.0003007751090773336,-0.0003007751090773336
2008-02-22,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.4652683446301586,-0.1278717387088003,0.0,0.3571428571428571,0.3571428571428571,0.2142857142857142,0.0714285714285714,0.2,1.0,1.0,-0.9886254824479376,1.5695627474897305,0.8275862068965517,0.0344827586206896,0.1724137931034483,stressed_panic,3.4042837307644036,0.8038353072026075,1.2149857925879115,-1.0307148602852974,2.6050939416927585,1.3994967823924769,,,1,0.0054151997859466,0.0053955818833299,0.0196179026167065,1.9617902616706545e-05,1.231156554458575,0.0,0.004579919868676,0.0045618838545943,0.0180360140817075,1.8036014081707525e-05,1.2478752668378088,0.0,0.004579919868676,0.0045618838545943,0.0180360140817075,1.8036014081707525e-05,1.2478752668378088,0.0,,,,,0.5,0.5,0.5,0.0223264400151892,0.0713554436892877,0.1028252393155844,0.0303305247931338,0.1371645723251751,0.0359977798616296,0.6,0.0,0.0,0.0,0.0,-0.0422488830777943,0.2145219987156499,0.4013735252762527,-0.0589439515504827,0.4,0.5142857142857142,1.0,1.0,-0.1309586845575003,0.0,0.0,0.0,0.4,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,27,8,18,mature_7_13w,stressed_panic,stressed_panic,stressed_panic->stressed_panic,stressed_panic->stressed_panic->stressed_panic,-0.004611926613949602,-0.003924298673287696,-0.003924298673287696,-0.006761909283359957,-0.008643076859269905,-0.0074866708008700655,-0.0074866708008700655,-0.008643076859269905,0.00506787093746275,0.001277638472106968,0.005110553888427872,-0.0006876279406619057,-0.0006876279406619057
2008-02-29,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.3299722003632009,-0.1394469440156733,0.0,0.3571428571428571,0.3571428571428571,0.2857142857142857,0.0,0.4,1.0,1.0,-1.4018844835355997,1.5215112118438807,0.8333333333333334,0.0333333333333333,0.1666666666666666,stressed_panic,3.6335629020293254,0.8313978133002408,1.1989578808281798,-1.3256990959059494,2.548433453441784,1.377330590738716,,,1,-0.0066266353243882,-0.0066687381195521,0.0421027951639256,4.210279516392569e-05,1.222946293812721,-0.006668738119552,-0.0049380386063789,-0.004969175755005,0.0311371486261392,3.113714862613927e-05,1.241674355316568,-0.0049691757550051,-0.0049380386063789,-0.004969175755005,0.0311371486261392,3.113714862613927e-05,1.241674355316568,-0.0049691757550051,,,,,0.5,0.5,0.5,0.0218305484554305,0.0710379993451924,0.1025386564800961,0.0281698243992797,0.1395193471544655,0.0369036241655355,0.6000000000000001,0.0,0.0,0.0,0.0,-0.040319614824741,0.2031288340697077,0.4024779242103436,-0.0178050594155193,0.4,0.4857142857142857,1.0,1.0,-0.1278717387088003,0.0,0.0,0.0,0.4,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,27,9,18,mature_7_13w,stressed_panic,stressed_panic,stressed_panic->stressed_panic,stressed_panic->stressed_panic->stressed_panic,0.004811345544229351,0.002762728851954721,0.002762728851954721,-9.379666923137187e-05,-0.0039605504699350425,-0.004324715783949329,-0.004324715783949329,-0.0039605504699350425,0.005205613433413198,0.0013027478831510102,0.005210991532604041,0.0020486166922746296,0.0020486166922746296
2008-03-07,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.1636679741991025,-0.1658770843033499,0.0,0.2857142857142857,0.3571428571428571,0.2857142857142857,0.0,0.2,1.0,1.0,-1.3918398100172666,1.5215112118438807,0.8387096774193549,0.032258064516129,0.1612903225806451,stressed_panic,4.277609922886758,1.045209045236544,1.183215956619923,-1.3039603175372074,2.4949860780736675,1.5394121370559373,,,1,0.0050361997289718,0.0050210169748171,0.0151827541546649,1.5182754154664905e-05,1.2290867279132442,-0.0016812049920336,0.0044622338114703,0.0044490530676644,0.0131807438059741,1.3180743805974182e-05,1.247198630416129,-0.0005422308139771,0.0044622338114703,0.0044490530676644,0.0131807438059741,1.3180743805974182e-05,1.247198630416129,-0.0005422308139771,,,,,0.5,0.5,0.5,0.0218305484554305,0.0710379993451924,0.1025386564800961,0.0281698243992797,0.1395193471544655,0.0369036241655355,0.6000000000000001,0.0,0.0,0.0,0.0,-0.0211790681850167,0.3385781891980037,0.4667403010863512,-0.0474157100998662,0.3714285714285714,0.4857142857142857,1.0,1.0,-0.1394469440156733,0.0,0.0,0.0,0.3714285714285714,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,27,10,18,mature_7_13w,stressed_panic,stressed_panic,stressed_panic->stressed_panic,stressed_panic->stressed_panic->stressed_panic,0.0009237549076770435,-0.000586116555227556,-0.000586116555227556,-0.005089260381284766,-0.003998177681813431,-0.004247003874488842,-0.004247003874488842,-0.008936696141725653,0.005667375418306839,0.0012544358467709914,0.005017743387083965,0.0015098714629045995,0.0015098714629045995
2008-03-14,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.466799788049563,-0.1665202924900257,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,-0.0714285714285714,0.2,1.0,1.0,-0.7202702387043922,1.5215112118438807,0.84375,0.03125,0.15625,stressed_panic,4.040250653610553,1.2661585803377264,1.1677484162422842,-0.7998572288235534,2.4444829174853497,1.623756667770472,,,1,-0.0050731258039614,-0.0050892603812848,0.0161345773233858,1.6134577323385826e-05,1.2228315855237124,-0.0067619092833597,-0.0050847265860031,-0.0050987336447983,0.0140070587951849,1.4007058795184924e-05,1.2408394967974803,-0.0056381997682809,-0.0050847265860031,-0.0050987336447983,0.0140070587951849,1.4007058795184924e-05,1.2408394967974803,-0.0056381997682809,,,,,0.5,0.5,0.5,0.0218305484554305,0.0710379993451924,0.1025386564800961,0.0281698243992797,0.1395193471544655,0.0369036241655355,0.6000000000000001,0.0,0.0,0.0,0.0,-0.0095040482852284,0.3584005155948699,0.3906226247361644,-0.0553499018734666,0.3428571428571428,0.4571428571428571,1.0,1.0,-0.1658770843033499,0.0,0.0,0.0,0.3428571428571428,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,27,11,18,mature_7_13w,stressed_panic,stressed_panic,stressed_panic->stressed_panic,stressed_panic->stressed_panic->stressed_panic,0.0022867635571461875,0.001437851334879392,0.001437851334879392,0.0021646196309881294,0.0032290070752989397,0.0024455962746663396,0.0024455962746663396,-0.0038671165233531424,0.005307683367636691,0.0012771260945303054,0.005108504378121222,0.0008489122222667955,0.0008489122222667955
2008-03-21,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.800796371255113,-0.1464316820086453,0.0,0.2857142857142857,0.2857142857142857,0.3571428571428571,-0.0714285714285714,0.2,1.0,1.0,-0.8051274982369059,2.212278574178725,0.8484848484848485,0.0303030303030303,0.1515151515151515,stressed_panic,3.267955179453003,1.3015511101765935,1.1525442329712223,-0.8567906805972096,2.3858263390033314,1.450217236201388,,,1,0.0021753443476583,0.0021646196309881,0.0107247166701948,1.0724716670194802e-05,1.2254785507791297,-0.0046119266139491,0.0017329297511731,0.0017236192043921,0.0093105467810045,9.310546781004514e-06,1.2429782315837288,-0.0039242986732875,0.0017329297511731,0.0017236192043921,0.0093105467810045,9.310546781004514e-06,1.2429782315837288,-0.0039242986732875,,,,,0.5,0.5,0.5,0.0218305484554305,0.0710379993451924,0.1025386564800961,0.0281698243992797,0.1395193471544655,0.0369036241655355,0.6000000000000001,0.0,0.0,0.0,0.0,0.0113508730370478,0.3709915238653388,0.4080344614097348,-0.0702503572148212,0.3428571428571428,0.4,1.0,1.0,-0.1665202924900257,0.0,0.0,0.0,0.3428571428571428,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,27,12,18,mature_7_13w,stressed_panic,stressed_panic,stressed_panic->stressed_panic,stressed_panic->stressed_panic->stressed_panic,-0.004049827753719648,-0.003576407016893768,-0.003576407016893768,-0.004049827753719648,0.0009605377773282964,0.0002888957483011545,0.0002888957483011545,-0.006018707940978918,0.005514248886019908,0.0012390040198248257,0.004956016079299303,-0.00047342073682588026,-0.00047342073682588026
2008-03-28,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.2539834047688372,-0.1501151859309305,0.0,0.2857142857142857,0.2857142857142857,0.3571428571428571,-0.0714285714285714,0.2,1.0,1.0,-1.2507449674689446,2.113018510713445,0.8529411764705882,0.0294117647058823,0.1470588235294117,stressed_panic,3.2437824781384057,1.3391033681552342,1.1375929179890418,-1.1772246619146522,2.330063629276383,1.3746635463288823,,,1,0.0027777850752374,0.0027350623419955,0.0427227332418988,4.272273324189882e-05,1.2288303110142886,-0.0018894781787596,0.0017538825504141,0.0017108371208523,0.0430454295617772,4.304542956177724e-05,1.2451047648827336,-0.0022201753882789,0.0017538825504141,0.0017108371208523,0.0430454295617772,4.304542956177724e-05,1.2451047648827336,-0.0022201753882789,,,,,0.5,0.5,0.5,0.0215427635063861,0.0709291322397539,0.1018212260877716,0.0247829844785448,0.143668822866056,0.0372550708214873,0.6,0.0,0.0,0.0,0.0,-0.0088959624307358,0.2215474426881648,0.1907196760385864,-0.0581680463422406,0.3714285714285714,0.3714285714285714,1.0,1.0,-0.1464316820086453,0.0,0.0,0.0,0.3714285714285714,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,27,13,18,mature_7_13w,stressed_panic,stressed_panic,stressed_panic->stressed_panic,stressed_panic->stressed_panic->stressed_panic,-0.008729893480067585,-0.007067917895211773,-0.007067917895211773,-0.008729893480067585,-0.008856982599033003,-0.007571251183154715,-0.007571251183154715,-0.008856982599033003,0.005517635189479431,0.0012445136365579405,0.004978054546231762,-0.0016619755848558126,-0.0016619755848558126
2008-04-04,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.179275480534277,-0.1153472482582297,0.0,0.4285714285714285,0.2857142857142857,0.3571428571428571,0.1428571428571428,0.2,1.0,1.0,-1.3885060724601972,2.035464746346405,0.8571428571428571,0.0285714285714285,0.1428571428571428,stressed_panic,2.2249510317973877,0.9776943524889238,1.122884484360431,-1.2671790150013469,2.2769672068977544,1.06706361210863,,,1,0.0011369944313147,0.0011326151246035,0.0043793067112413,4.379306711241362e-06,1.2302221028101148,-0.0007590031057188,0.0010982275068538,0.0010945759801827,0.0036515266711147,3.651526671114744e-06,1.2464676266511854,-0.0011280295587479,0.0010982275068538,0.0010945759801827,0.0036515266711147,3.651526671114744e-06,1.2464676266511854,-0.0011280295587479,,,,,0.5,0.5,0.5,0.0215427635063861,0.0709291322397539,0.1018212260877716,0.0247829844785448,0.143668822866056,0.0372550708214873,0.6,0.0,0.0,0.0,0.0,0.0088312968590929,0.2054703944967815,0.2286109904029244,-0.0412143026488424,0.3714285714285714,0.3714285714285714,1.0,1.0,-0.1501151859309305,0.0,0.0,0.0,0.3714285714285714,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,27,14,18,old_14w_plus,stressed_panic,stressed_panic,stressed_panic->stressed_panic,stressed_panic->stressed_panic->stressed_panic,-0.0049173901262283826,-0.003663034284297706,-0.003663034284297706,-0.009851350815739401,-0.006205980189241234,-0.00356957414284087,-0.00356957414284087,-0.009978296154494082,0.005436373900035145,0.0012533334513830147,0.005013333805532059,-0.0012543558419306766,-0.0012543558419306766
2008-04-11,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.0525263149834436,-0.1380301958830689,0.0,0.2857142857142857,0.2857142857142857,0.4285714285714285,0.0,0.2,1.0,1.0,-1.0059380655116912,2.035464746346405,0.8611111111111112,0.0277777777777777,0.1388888888888889,stressed_panic,2.7543358608219974,1.4289435746866284,1.108409413786904,-0.9756725490449136,2.2263322530023975,1.3084697106506027,,,1,-0.0037301390217743,-0.003734439959748,0.0043009379736582,4.300937973658215e-06,1.2256279122300155,-0.0044906086139392,-0.0030803183214218,-0.0030839045031527,0.0035861817308455,3.586181730845548e-06,1.2426236395243218,-0.0042084553264646,-0.0030803183214218,-0.0030839045031527,0.0035861817308455,3.586181730845548e-06,1.2426236395243218,-0.0042084553264646,,,,,0.5,0.5,0.5,0.0215427635063861,0.0709291322397539,0.1018212260877716,0.0247829844785448,0.143668822866056,0.0372550708214873,0.6,0.0,0.0,0.0,0.0,0.00194670280754,0.0832684970755197,0.1253978897011304,-0.0139780399704117,0.4857142857142857,0.4,1.0,1.0,-0.1153472482582297,0.0,0.0,0.0,0.4857142857142857,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,27,15,18,old_14w_plus,stressed_panic,stressed_panic,stressed_panic->stressed_panic,stressed_panic->stressed_panic->stressed_panic,0.0009400937460342096,0.0010062980328173765,0.0010062980328173765,-0.006139839718783735,-0.013487952167168471,-0.007698393213014243,-0.007698393213014243,-0.013487952167168471,0.005249476000609831,0.0012526233435784294,0.005010493374313718,-6.620428678316692e-05,-6.620428678316692e-05
2008-04-18,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.044001778594023,-0.1050712382953044,0.0,0.5,0.2857142857142857,0.7857142857142857,0.2142857142857143,0.2,1.0,1.0,-0.9210202743881568,1.5731259060930711,0.8648648648648649,0.027027027027027,0.1351351351351351,stressed_panic,1.8650846730906392,0.841774284276926,1.0941586258818,-0.9065431188682834,2.17797407380437,1.0144897076370902,,,1,-0.0041679829108719,-0.004171199469599,0.0032165587270587,3.216558727058786e-06,1.220515573732596,-0.0086430768592696,-0.0032893879926724,-0.0032920700039485,0.0026820112761027,2.6820112761027817e-06,1.2385328355144465,-0.0074866708008698,-0.0032893879926724,-0.0032920700039485,0.0026820112761027,2.6820112761027817e-06,1.2385328355144465,-0.0074866708008698,,,,,0.5,0.5,0.5,0.0215427635063861,0.0709291322397539,0.1018212260877716,0.0247829844785448,0.143668822866056,0.0372550708214873,0.6,0.0,0.0,0.0,0.0,0.008661826349401,0.0721069203644732,0.0923267557913528,0.0001032855257339,0.4857142857142857,0.3428571428571428,1.0,1.0,-0.1380301958830689,0.0,0.0,0.0,0.4857142857142857,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,27,16,18,old_14w_plus,stressed_panic,stressed_panic,stressed_panic->stressed_panic,stressed_panic->stressed_panic->stressed_panic,0.005030739158112363,0.0038791762784571304,0.0038791762784571304,-0.001976886236003783,-0.00484232241030258,-0.0007483088646962344,-0.0007483088646962344,-0.009355777511764418,0.004753600924497982,0.0012234592306934794,0.0048938369227739175,0.0011515628796552324,0.0011515628796552324
2008-04-25,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.7921023696677703,-0.097833737760271,0.0,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.2,1.0,1.0,-0.8539589101083288,1.5278493698715925,0.868421052631579,0.0263157894736842,0.131578947368421,stressed_panic,1.6604662291294403,0.6657733414559267,1.0801234497346432,-0.8514013709183469,2.1317257871692,0.9373374873141728,,,1,-0.0019211645164934,-0.0019768862360038,0.0557217195104174,5.572171951041744e-05,1.2181027532940556,-0.0106028767155936,-0.0017238364089625,-0.0017992004870144,0.0753640780519824,7.536407805198247e-05,1.2363044666336054,-0.0092724012661333,-0.0017238364089625,-0.0017992004870144,0.0753640780519824,7.536407805198247e-05,1.2363044666336054,-0.0092724012661333,,,,,0.5,0.5,0.5,0.021491403167671,0.0707675290183509,0.1006694706131198,0.0226338081098652,0.1471527999369588,0.0372849891540341,0.6,0.0,0.0,0.0,0.0,-0.0057227698282037,-0.0199792840461892,-0.0018574881605473,0.0268308448317973,0.8571428571428571,0.4571428571428571,1.0,1.0,-0.1050712382953044,0.0,0.0,0.0,0.8571428571428571,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,27,17,18,old_14w_plus,stressed_panic,stressed_panic,stressed_panic->stressed_panic,stressed_panic->stressed_panic->stressed_panic,-0.000128208364329363,-0.000506916129526247,-0.000506916129526247,-0.000128208364329363,0.004251004308635897,0.008329396832052582,0.008329396832052582,-0.0073935073987730915,0.004527328679864852,0.0011920949359243373,0.004768379743697349,0.000378707765196884,0.000378707765196884
