target,model,n_oos,positive_rate,brier,auc,log_loss,high_risk_decile_precision,high_risk_decile_recall,top_decile_avg_forward_return,overall_avg_forward_return,top_decile_return_lift,subperiod
ggg1_tail_risk_4w,decision_tree_depth3,261,0.2681992337164751,0.2550289028898736,0.48253552729992516,0.831182620898853,0.25925925925925924,0.1,0.010236633478702415,0.006736534472409719,0.003500099006292696,pre_2015
ggg1_tail_risk_4w,hist_gradient_depth3,261,0.2681992337164751,0.27207380754968574,0.5103590127150337,0.7914648034346287,0.14814814814814814,0.05714285714285714,0.011818267559916872,0.006736534472409719,0.005081733087507153,pre_2015
ggg1_tail_risk_4w,logistic_sequence_l2,261,0.2681992337164751,0.3259762423172194,0.4694839192221391,1.0725396884439247,0.14814814814814814,0.05714285714285714,0.012455699547288153,0.006736534472409719,0.005719165074878434,pre_2015
ggg1_tail_risk_4w,logistic_sequence_plus_l2b,261,0.2681992337164751,0.3339534813766046,0.4533283470456246,1.2098672388521667,0.07407407407407407,0.02857142857142857,0.015685147473666176,0.006736534472409719,0.008948613001256458,pre_2015
ggg1_tail_risk_4w,logistic_sequence_plus_qqq,261,0.2681992337164751,0.32217317331541984,0.4658189977561705,1.089035055402153,0.18518518518518517,0.07142857142857142,0.012797651891235483,0.006736534472409719,0.006061117418825764,pre_2015
ggg1_tail_risk_4w,random_forest_depth4,261,0.2681992337164751,0.19888162651498723,0.4871727748691099,0.5876947684624191,0.2962962962962963,0.11428571428571428,0.011370315950863788,0.006736534472409719,0.004633781478454069,pre_2015
ggg1_underperformance_4w,decision_tree_depth3,261,0.8084291187739464,0.17985898575651135,0.4729857819905214,0.796033075490925,0.7407407407407407,0.0947867298578199,0.011469521434126207,0.006736534472409719,0.004732986961716488,pre_2015
ggg1_underperformance_4w,hist_gradient_depth3,261,0.8084291187739464,0.19621793078117142,0.4462559241706161,0.6690528011059589,0.7777777777777778,0.0995260663507109,0.009042988257292241,0.006736534472409719,0.0023064537848825227,pre_2015
ggg1_underperformance_4w,logistic_sequence_l2,261,0.8084291187739464,0.23865142837106595,0.49222748815165884,0.8767512626950525,0.7407407407407407,0.0947867298578199,0.009770121251453667,0.006736534472409719,0.003033586779043948,pre_2015
ggg1_underperformance_4w,logistic_sequence_plus_l2b,261,0.8084291187739464,0.2549560253059083,0.42966824644549767,1.0984175846666173,0.7407407407407407,0.0947867298578199,0.010059431473921146,0.006736534472409719,0.0033228970015114273,pre_2015
ggg1_underperformance_4w,logistic_sequence_plus_qqq,261,0.8084291187739464,0.2492151240727165,0.4546919431279621,0.9519925489069041,0.7037037037037037,0.09004739336492891,0.012451173929427382,0.006736534472409719,0.005714639457017663,pre_2015
ggg1_underperformance_4w,random_forest_depth4,261,0.8084291187739464,0.22165105554446934,0.3612322274881517,0.635722427524984,0.6666666666666666,0.08530805687203792,0.004842451211328984,0.006736534472409719,-0.0018940832610807347,pre_2015
recovery_quality_4w,decision_tree_depth3,216,0.5138888888888888,0.28834008504742004,0.534019734019734,0.8476294784700678,0.5454545454545454,0.10810810810810811,0.006950641272664159,0.007272068902372985,-0.0003214276297088259,pre_2015
recovery_quality_4w,hist_gradient_depth3,216,0.5138888888888888,0.3206730385855903,0.48223938223938223,0.9031073564371698,0.5454545454545454,0.10810810810810811,0.004688882455111035,0.007272068902372985,-0.00258318644726195,pre_2015
recovery_quality_4w,logistic_sequence_l2,216,0.5138888888888888,0.32551616451281834,0.5182325182325183,1.0303485312214629,0.4090909090909091,0.08108108108108109,0.002798331828011914,0.007272068902372985,-0.004473737074361071,pre_2015
recovery_quality_4w,logistic_sequence_plus_l2b,216,0.5138888888888888,0.3476629912368056,0.5502359502359503,1.2813388337390785,0.5909090909090909,0.11711711711711711,0.009087428651400593,0.007272068902372985,0.001815359749027608,pre_2015
recovery_quality_4w,logistic_sequence_plus_qqq,216,0.5138888888888888,0.34989868161240695,0.4710424710424711,1.1847412558030064,0.36363636363636365,0.07207207207207207,0.0017863787518900378,0.007272068902372985,-0.005485690150482947,pre_2015
recovery_quality_4w,random_forest_depth4,216,0.5138888888888888,0.26141172887479364,0.48687258687258683,0.7182460049866479,0.4090909090909091,0.08108108108108109,0.0037138004697167396,0.007272068902372985,-0.0035582684326562453,pre_2015
recovery_quality_8w,decision_tree_depth3,216,0.49537037037037035,0.33743356519181084,0.4666037897624968,1.4549267016044185,0.4090909090909091,0.08411214953271028,0.00821323617612703,0.013818454789232156,-0.005605218613105126,pre_2015
recovery_quality_8w,hist_gradient_depth3,216,0.49537037037037035,0.35653121853187597,0.4434536568635857,1.056252494370742,0.4090909090909091,0.08411214953271028,0.010491493224928518,0.013818454789232156,-0.0033269615643036383,pre_2015
recovery_quality_8w,logistic_sequence_l2,216,0.49537037037037035,0.3533277543249941,0.4747492068935951,1.2169866321370337,0.45454545454545453,0.09345794392523364,0.012759400808922204,0.013818454789232156,-0.001059053980309952,pre_2015
recovery_quality_8w,logistic_sequence_plus_l2b,216,0.49537037037037035,0.37545268201311743,0.48135128183143266,1.489112235206181,0.45454545454545453,0.09345794392523364,0.016239038318378227,0.013818454789232156,0.002420583529146071,pre_2015
recovery_quality_8w,logistic_sequence_plus_qqq,216,0.49537037037037035,0.36503591776130223,0.4775786675812398,1.2961011917269605,0.36363636363636365,0.07476635514018691,0.007925481863233053,0.013818454789232156,-0.005892972925999104,pre_2015
recovery_quality_8w,random_forest_depth4,216,0.49537037037037035,0.2730517522370125,0.49781359855954727,0.7484748963968639,0.5,0.102803738317757,0.010005276625237036,0.013818454789232156,-0.00381317816399512,pre_2015
stress_transition_4w,decision_tree_depth3,261,0.11494252873563218,0.11342379143416238,0.5961760461760462,0.867890381502953,0.18518518518518517,0.16666666666666666,0.008453656184139164,0.006736534472409719,0.0017171217117294456,pre_2015
stress_transition_4w,hist_gradient_depth3,261,0.11494252873563218,0.11689049044212452,0.4225829725829726,0.6107207384857034,0.1111111111111111,0.1,0.012308295273207533,0.006736534472409719,0.005571760800797815,pre_2015
stress_transition_4w,logistic_sequence_l2,261,0.11494252873563218,0.12014977537117547,0.47590187590187594,0.7192273771872507,0.1111111111111111,0.1,0.012616246251633477,0.006736534472409719,0.005879711779223759,pre_2015
stress_transition_4w,logistic_sequence_plus_l2b,261,0.11494252873563218,0.15707362381050177,0.3741702741702742,0.9053742909550904,0.1111111111111111,0.1,0.011585290075700017,0.006736534472409719,0.0048487556032902985,pre_2015
stress_transition_4w,logistic_sequence_plus_qqq,261,0.11494252873563218,0.12620603698306182,0.4685425685425686,0.8183088314287379,0.037037037037037035,0.03333333333333333,0.011132072530784172,0.006736534472409719,0.004395538058374453,pre_2015
stress_transition_4w,random_forest_depth4,261,0.11494252873563218,0.09817690797077978,0.617027417027417,0.37312323443212697,0.25925925925925924,0.23333333333333334,0.006470226720329762,0.006736534472409719,-0.0002663077520799568,pre_2015
stress_transition_8w,decision_tree_depth3,261,0.19923371647509577,0.190355188120935,0.5934394552815605,1.308378612848855,0.37037037037037035,0.19230769230769232,0.019927852147158406,0.013406464634665756,0.006521387512492651,pre_2015
stress_transition_8w,hist_gradient_depth3,261,0.19923371647509577,0.20076623348437192,0.5502392344497606,0.832447685347288,0.1111111111111111,0.057692307692307696,0.010054397604807896,0.013406464634665756,-0.0033520670298578595,pre_2015
stress_transition_8w,logistic_sequence_l2,261,0.19923371647509577,0.19158343204137857,0.6134523371365477,0.9000174915527175,0.18518518518518517,0.09615384615384616,0.019203251250408723,0.013406464634665756,0.005796786615742967,pre_2015
stress_transition_8w,logistic_sequence_plus_l2b,261,0.19923371647509577,0.2220702018042398,0.5653294074346706,1.0461846537076716,0.2222222222222222,0.11538461538461539,0.007761461333566099,0.013406464634665756,-0.0056450033010996565,pre_2015
stress_transition_8w,logistic_sequence_plus_qqq,261,0.19923371647509577,0.21249485246224678,0.5897129186602871,1.0379960083903335,0.14814814814814814,0.07692307692307693,0.017853267812804323,0.013406464634665756,0.004446803178138567,pre_2015
stress_transition_8w,random_forest_depth4,261,0.19923371647509577,0.15185507580073596,0.5563581155686419,0.5192841565380187,0.5925925925925926,0.3076923076923077,0.013241681417784779,0.013406464634665756,-0.00016478321688097666,pre_2015
ggg1_tail_risk_4w,decision_tree_depth3,261,0.2720306513409962,0.22984539073751745,0.46293550778354337,0.6639028817903277,0.2962962962962963,0.11267605633802817,0.0012483413853491194,0.0026752485296950494,-0.00142690714434593,2015_2019
ggg1_tail_risk_4w,hist_gradient_depth3,261,0.2720306513409962,0.25837157202813554,0.432468495181616,0.7989970407320452,0.18518518518518517,0.07042253521126761,0.007593195812726068,0.0026752485296950494,0.004917947283031019,2015_2019
ggg1_tail_risk_4w,logistic_sequence_l2,261,0.2720306513409962,0.22751014754309973,0.5425500370644922,0.7782055160777621,0.4444444444444444,0.16901408450704225,-0.003017112434803137,0.0026752485296950494,-0.005692360964498187,2015_2019
ggg1_tail_risk_4w,logistic_sequence_plus_l2b,261,0.2720306513409962,0.24762430801943827,0.5257968865826538,0.9081510739272043,0.4444444444444444,0.16901408450704225,0.0027669779456972504,0.0026752485296950494,9.172941600220103e-05,2015_2019
ggg1_tail_risk_4w,logistic_sequence_plus_qqq,261,0.2720306513409962,0.2303486193341441,0.5505559673832469,0.787039623138397,0.4444444444444444,0.16901408450704225,-0.0010504986132245642,0.0026752485296950494,-0.0037257471429196134,2015_2019
ggg1_tail_risk_4w,random_forest_depth4,261,0.2720306513409962,0.20476437836704883,0.45611564121571535,0.6026616226662974,0.2222222222222222,0.08450704225352113,0.01070150623081445,0.0026752485296950494,0.0080262577011194,2015_2019
ggg1_underperformance_4w,decision_tree_depth3,261,0.7586206896551724,0.19617455384934546,0.43975468975468984,0.5993399017810418,0.7777777777777778,0.10606060606060606,0.013965426143056634,0.0026752485296950494,0.011290177613361584,2015_2019
ggg1_underperformance_4w,hist_gradient_depth3,261,0.7586206896551724,0.2312459297797641,0.43694885361552027,0.7273110205364458,0.7407407407407407,0.10101010101010101,0.01176620370569332,0.0026752485296950494,0.00909095517599827,2015_2019
ggg1_underperformance_4w,logistic_sequence_l2,261,0.7586206896551724,0.2264161740376558,0.5109026775693443,0.7840685632580042,0.6666666666666666,0.09090909090909091,0.008277797280178436,0.0026752485296950494,0.005602548750483386,2015_2019
ggg1_underperformance_4w,logistic_sequence_plus_l2b,261,0.7586206896551724,0.2343805720523406,0.5103415103415104,0.851792065093129,0.6666666666666666,0.09090909090909091,0.008134693316492246,0.0026752485296950494,0.005459444786797196,2015_2019
ggg1_underperformance_4w,logistic_sequence_plus_qqq,261,0.7586206896551724,0.22981344130060333,0.5050505050505051,0.7986728439765415,0.7037037037037037,0.09595959595959595,0.007015028711210769,0.0026752485296950494,0.004339780181515719,2015_2019
ggg1_underperformance_4w,random_forest_depth4,261,0.7586206896551724,0.19126547932955285,0.38969055635722305,0.5734171572508433,0.6666666666666666,0.09090909090909091,0.01425249631737807,0.0026752485296950494,0.01157724778768302,2015_2019
recovery_quality_4w,decision_tree_depth3,202,0.42574257425742573,0.33959231207678076,0.45098235765838013,1.5146984675619688,0.14285714285714285,0.03488372093023256,-0.005213981643081564,0.003582100781561946,-0.00879608242464351,2015_2019
recovery_quality_4w,hist_gradient_depth3,202,0.42574257425742573,0.36301550188808096,0.37680433039294303,1.0259439785802495,0.19047619047619047,0.046511627906976744,-0.0064240317963850605,0.003582100781561946,-0.010006132577947007,2015_2019
recovery_quality_4w,logistic_sequence_l2,202,0.42574257425742573,0.3443923743632337,0.43965517241379315,1.0952897587488413,0.38095238095238093,0.09302325581395349,0.003121328721171953,0.003582100781561946,-0.00046077206038999327,2015_2019
recovery_quality_4w,logistic_sequence_plus_l2b,202,0.42574257425742573,0.4049676829298592,0.40858059342421815,1.4016308778545408,0.2857142857142857,0.06976744186046512,-0.001684637354783419,0.003582100781561946,-0.0052667381363453655,2015_2019
recovery_quality_4w,logistic_sequence_plus_qqq,202,0.42574257425742573,0.3467010093820906,0.44125902165196473,1.1200640583676342,0.42857142857142855,0.10465116279069768,0.005119768487507741,0.003582100781561946,0.0015376677059457948,2015_2019
recovery_quality_4w,random_forest_depth4,202,0.42574257425742573,0.2725752392114652,0.38948476343223737,0.739715489980686,0.19047619047619047,0.046511627906976744,-0.006949437738879809,0.003582100781561946,-0.010531538520441756,2015_2019
recovery_quality_8w,decision_tree_depth3,202,0.48514851485148514,0.35533418261585686,0.42464678178963894,1.409805229761317,0.3333333333333333,0.07142857142857142,0.0012144412791303908,0.006299798899196814,-0.005085357620066423,2015_2019
recovery_quality_8w,hist_gradient_depth3,202,0.48514851485148514,0.3637781379973483,0.42283163265306123,1.050198650669483,0.42857142857142855,0.09183673469387756,-0.006617584575519874,0.006299798899196814,-0.012917383474716687,2015_2019
recovery_quality_8w,logistic_sequence_l2,202,0.48514851485148514,0.33224227499517517,0.4739010989010988,1.0886168942705285,0.3333333333333333,0.07142857142857142,-0.0036553392190128856,0.006299798899196814,-0.0099551381182097,2015_2019
recovery_quality_8w,logistic_sequence_plus_l2b,202,0.48514851485148514,0.41337182851060333,0.41895604395604397,1.4603222150870245,0.23809523809523808,0.05102040816326531,-0.006270822346284838,0.006299798899196814,-0.012570621245481653,2015_2019
recovery_quality_8w,logistic_sequence_plus_qqq,202,0.48514851485148514,0.33276621923037003,0.47880690737833587,1.0952092756596479,0.3333333333333333,0.07142857142857142,-0.0036553392190128856,0.006299798899196814,-0.0099551381182097,2015_2019
recovery_quality_8w,random_forest_depth4,202,0.48514851485148514,0.2821387174112983,0.3342817896389325,0.7598506551969305,0.19047619047619047,0.04081632653061224,-0.013858951680332163,0.006299798899196814,-0.020158750579528976,2015_2019
stress_transition_4w,decision_tree_depth3,261,0.12260536398467432,0.12185581334921743,0.5353438864628821,0.5801178827836384,0.2222222222222222,0.1875,-0.0004273808706579386,0.0026752485296950494,-0.003102629400352988,2015_2019
stress_transition_4w,hist_gradient_depth3,261,0.12260536398467432,0.10675772105958665,0.7130867903930131,0.41363023700409113,0.5185185185185185,0.4375,-0.004142542034656035,0.0026752485296950494,-0.006817790564351084,2015_2019
