decisions,observations,mean_rank_ic,t_stat,p_value,config,signal,passes_bonferroni
10,4612,0.02512926893004049,1.4527913251225015,0.1802393106593354,B1,ChEQ,False
10,4645,0.007754813044748818,0.49357338496046493,0.6334278072259534,B2,ChAssetTurnover,False
10,4660,0.027005942691867634,2.0778670151397485,0.06749812552005396,B3,ChTax,False
10,2787,0.03765930644051978,1.715995333330162,0.12029813282131707,B4,ChInv,False
