version,role,stage,market_state,n_weeks,avg_cash,avg_offense,avg_defense,avg_real_asset,avg_mixed
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,calm_trend,295,0.027118644067796616,0.517731059353145,0.45515029657905814,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,neutral_mixed,493,0.1359026369168357,0.45931213166471374,0.4047852314184504,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,recovery_confirmed,44,7.569702440626065e-18,0.493302325665719,0.5066976743342808,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,recovery_fragile,49,1.8126090197961738e-17,0.5414998629746023,0.45850013702539744,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,stressed_panic,229,0.008733624454148487,0.5447952248578501,0.4464711506880011,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_state_tilt_sleeve_weights,calm_trend,295,0.027118644067796616,0.5350249878021353,0.43785636813006795,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_state_tilt_sleeve_weights,neutral_mixed,493,0.1359026369168357,0.5164065661615069,0.34769079692165716,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_state_tilt_sleeve_weights,recovery_confirmed,44,0.0,0.6342584059616267,0.36574159403837303,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_state_tilt_sleeve_weights,recovery_fragile,49,1.1328806373726086e-17,0.5910426933542183,0.4089573066457814,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_state_tilt_sleeve_weights,stressed_panic,229,0.00873362445414848,0.5229311272241479,0.46833524832170353,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_layer3_expression_sleeve_weights,calm_trend,295,0.027118644067796616,0.5350249878021353,0.43785636813006795,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_layer3_expression_sleeve_weights,neutral_mixed,493,0.1359026369168357,0.5164065661615069,0.34769079692165716,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_layer3_expression_sleeve_weights,recovery_confirmed,44,0.0,0.6342584059616267,0.36574159403837303,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_layer3_expression_sleeve_weights,recovery_fragile,49,1.1328806373726086e-17,0.5910426933542183,0.4089573066457814,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_layer3_expression_sleeve_weights,stressed_panic,229,0.008733624454148478,0.5229311272241479,0.46833524832170353,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_overlay_pre_lookthrough_sleeve_weights,calm_trend,295,0.03632391789975976,0.526719788329487,0.43695629377075296,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_overlay_pre_lookthrough_sleeve_weights,neutral_mixed,493,0.22864629393340052,0.4598541646387805,0.3114995414278187,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_overlay_pre_lookthrough_sleeve_weights,recovery_confirmed,44,0.08427027380857775,0.576633758220574,0.3390959679708478,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_overlay_pre_lookthrough_sleeve_weights,recovery_fragile,49,0.13020046748786926,0.5053523285397453,0.3644472039723851,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_overlay_pre_lookthrough_sleeve_weights,stressed_panic,229,0.509234856569476,0.27002788304707737,0.22073726038344632,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,final_sleeve_weights,calm_trend,295,0.03632391789975976,0.526719788329487,0.43695629377075296,0.0,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,final_sleeve_weights,neutral_mixed,493,0.22864629393340052,0.4598541646387805,0.3114995414278187,0.0,0.0
