strategy_id,as_of,symbol,weight
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,cash::USD,-0.19999999999999998
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,XLK,0.14860493895712668
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,XLE,0.14169978859361232
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,MU,0.05250000000000001
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,VICR,0.05250000000000001
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,BKV,0.04000000000000001
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,PLTR,0.04000000000000001
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,RDDT,0.04000000000000001
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,BLND,0.025000000000000005
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,BSY,0.025000000000000005
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,DH,0.025000000000000005
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,EQT,0.025000000000000005
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,GTLB,0.025000000000000005
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,HLIT,0.025000000000000005
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,HPK,0.025000000000000005
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,MDRX,0.025000000000000005
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,NOG,0.025000000000000005
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,OSPN,0.025000000000000005
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,PANW,0.025000000000000005
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,PEGA,0.025000000000000005
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,QLYS,0.025000000000000005
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,RMBS,0.025000000000000005
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,TBCH,0.025000000000000005
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,VEEV,0.025000000000000005
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,VRNS,0.025000000000000005
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,ZS,0.025000000000000005
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,AGX,0.012500000000000002
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,AMAT,0.012500000000000002
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,ARWR,0.012500000000000002
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,ATRO,0.012500000000000002
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,BELFA,0.012500000000000002
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,CMTL,0.012500000000000002
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,COHR,0.012500000000000002
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,DAN,0.012500000000000002
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,GLW,0.012500000000000002
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,HL,0.012500000000000002
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,LRCX,0.012500000000000002
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,MUX,0.012500000000000002
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,NVRI,0.012500000000000002
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,POWL,0.012500000000000002
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,TER,0.012500000000000002
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,TTI,0.012500000000000002
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,VAL,0.012500000000000002
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,WDC,0.012500000000000002
sec-residual-controlled-1.25x-5pct-v1,2026-08-07,USO,0.009695272449261064
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,cash::USD,-0.18799999999999994
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,XLK,0.08024666703684834
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,XLE,0.0765178858405506
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,BLND,0.05400000000000001
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,EQT,0.05400000000000001
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,GTLB,0.05400000000000001
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,HLIT,0.05400000000000001
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,MDRX,0.05400000000000001
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,OSPN,0.05400000000000001
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,PANW,0.05400000000000001
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,PEGA,0.05400000000000001
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,QLYS,0.05400000000000001
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,RMBS,0.05400000000000001
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,VEEV,0.05400000000000001
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,VRNS,0.05400000000000001
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,ZS,0.05400000000000001
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,BSY,0.027000000000000007
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,HPK,0.027000000000000007
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,MTDR,0.027000000000000007
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,NOG,0.027000000000000007
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,ONTO,0.027000000000000007
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,PINS,0.027000000000000007
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,SWKS,0.027000000000000007
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,TBCH,0.027000000000000007
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,BKV,0.021599999999999994
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,MU,0.021599999999999994
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,PLTR,0.021599999999999994
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,RDDT,0.021599999999999994
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,VICR,0.021599999999999994
sec-sector-ensemble-fragile-1.35x-v1,2026-08-07,USO,0.00523544712260097
candidate-return-first-60-40-forward-v1,2026-08-07,XLK,0.4953497965237554
candidate-return-first-60-40-forward-v1,2026-08-07,XLE,0.4723326286453743
candidate-return-first-60-40-forward-v1,2026-08-07,USO,0.0323175748308702
sec-growth-survivorship-aware-v1,2026-08-07,BKV,0.2
sec-growth-survivorship-aware-v1,2026-08-07,MU,0.2
sec-growth-survivorship-aware-v1,2026-08-07,PLTR,0.2
sec-growth-survivorship-aware-v1,2026-08-07,RDDT,0.2
sec-growth-survivorship-aware-v1,2026-08-07,VICR,0.2
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,XLK,0.14860493895712665
