variant_name,base_signal,horizon_weeks,event_count,positive_barrier_hit_rate,negative_barrier_hit_rate,neutral_no_hit_rate,avg_final_return,median_final_return,avg_max_favorable_excursion,avg_max_adverse_excursion,precision_beats_old_production,precision_avoids_bad_outcome,all_weeks_avg_return,all_weeks_positive_rate,all_weeks_negative_rate,payoff_ratio,return_lift_vs_all_weeks,positive_barrier_lift_vs_all_weeks,negative_barrier_lift_vs_all_weeks,holdout_2016_event_count,holdout_2016_avg_return,holdout_2016_positive_rate,holdout_2016_negative_rate,raw_avg_final_return,raw_positive_barrier_hit_rate,raw_negative_barrier_hit_rate,raw_return_lift_vs_all_weeks,return_lift_vs_raw,positive_barrier_lift_vs_raw,negative_barrier_lift_vs_raw
efa_spy_drawdown_aware_top20_event,leadlag_EFA_minus_SPY_13w_signal,8,130,0.3384615384615385,0.13846153846153847,0.5230769230769231,0.011400613181955503,0.014334845152332965,0.021661858397144854,-0.008816043803984448,0.3769230769230769,0.8615384615384616,0.011708500898439634,0.3583984375,0.142578125,2.4570951414005777,-0.00030788771648413045,-0.01993689903846152,-0.004116586538461531,68,0.009795427887726362,0.3382352941176471,0.19117647058823528,0.011400613181955503,0.3384615384615385,0.13846153846153847,-0.00030788771648413045,0.0,0.0,0.0
efa_spy_drawdown_aware_top20_event,leadlag_EFA_minus_SPY_13w_signal,13,126,0.3968253968253968,0.1111111111111111,0.49206349206349204,0.020259469650213583,0.024490407824087623,0.03196458398805586,-0.00948443060212005,0.2619047619047619,0.8888888888888888,0.019256241606548433,0.39548577036310106,0.1197252208047105,3.370216445140189,0.0010032280436651497,0.00133962646229574,-0.008614109693599395,64,0.01845598922948047,0.390625,0.140625,0.020259469650213583,0.3968253968253968,0.1111111111111111,0.0010032280436651497,0.0,0.0,0.0
efa_spy_low_or_normal_vol_top20_event,leadlag_EFA_minus_SPY_13w_signal,4,89,0.3146067415730337,0.15730337078651685,0.5280898876404494,0.006240365816540607,0.006180147255871127,0.0103780249025315,-0.0048048658824126214,0.43820224719101125,0.8426966292134831,0.0058361528368151006,0.2918287937743191,0.14883268482490272,2.1598989766849606,0.0004042129797255066,0.022777947798714615,0.008470685961614127,48,0.0043537464049600684,0.2708333333333333,0.22916666666666666,0.005218611183460852,0.2835820895522388,0.13432835820895522,-0.0006175416533542484,0.001021754633079755,0.031024652020794907,0.022975012577561627
efa_spy_low_or_normal_vol_top20_event,leadlag_EFA_minus_SPY_13w_signal,8,87,0.41379310344827586,0.12643678160919541,0.45977011494252873,0.016540779010578006,0.015749043010274688,0.02194360222138436,-0.005473296821942821,0.40229885057471265,0.8735632183908046,0.011708500898439634,0.3583984375,0.142578125,4.009211072458369,0.004832278112138372,0.055394665948275856,-0.016141343390804586,46,0.013836937499417964,0.41304347826086957,0.15217391304347827,0.011400613181955503,0.3384615384615385,0.13846153846153847,-0.00030788771648413045,0.005140165828622503,0.07533156498673738,-0.012024756852343055
efa_spy_low_or_normal_vol_top20_event,leadlag_EFA_minus_SPY_13w_signal,13,87,0.5057471264367817,0.12643678160919541,0.367816091954023,0.02713627382802036,0.026345514717086127,0.03477643764549985,-0.006754189608124405,0.27586206896551724,0.8735632183908046,0.019256241606548433,0.39548577036310106,0.1197252208047105,5.148869022520238,0.007880032221471926,0.1102613560736806,0.0067115608044849145,46,0.020331882379376155,0.4782608695652174,0.15217391304347827,0.020259469650213583,0.3968253968253968,0.1111111111111111,0.0010032280436651497,0.0068768041778067765,0.10892172961138485,0.01532567049808431
efa_spy_market_trend_confirmed_top20_event,leadlag_EFA_minus_SPY_13w_signal,4,98,0.3163265306122449,0.10204081632653061,0.5816326530612245,0.004516433263780296,0.006916202877538247,0.012266574673934884,-0.0074732622116544314,0.4387755102040816,0.8979591836734694,0.0058361528368151006,0.2918287937743191,0.14883268482490272,1.6413949258739189,-0.001319719573034805,0.024497736837925832,-0.04679186849837211,48,0.002596927784187804,0.2916666666666667,0.1875,0.005218611183460852,0.2835820895522388,0.13432835820895522,-0.0006175416533542484,-0.0007021779196805565,0.032744441060006124,-0.03228754188242461
efa_spy_market_trend_confirmed_top20_event,leadlag_EFA_minus_SPY_13w_signal,8,94,0.35106382978723405,0.1276595744680851,0.5212765957446809,0.010271120010845031,0.012963787707065078,0.021993897680230978,-0.010480202595839826,0.2872340425531915,0.8723404255319149,0.011708500898439634,0.3583984375,0.142578125,2.0986137891038075,-0.0014373808875946022,-0.00733460771276595,-0.014918550531914904,44,0.00887885203741951,0.36363636363636365,0.20454545454545456,0.011400613181955503,0.3384615384615385,0.13846153846153847,-0.00030788771648413045,-0.0011294931711104718,0.01260229132569557,-0.010801963993453373
efa_spy_market_trend_confirmed_top20_event,leadlag_EFA_minus_SPY_13w_signal,13,90,0.3888888888888889,0.07777777777777778,0.5333333333333333,0.02070154426696412,0.023684040070458212,0.03276708119906754,-0.010488654221745214,0.17777777777777778,0.9222222222222223,0.019256241606548433,0.39548577036310106,0.1197252208047105,3.1240500932078015,0.0014453026604156864,-0.006596881474212168,-0.04194744302693272,40,0.0201228092742273,0.4,0.1,0.020259469650213583,0.3968253968253968,0.1111111111111111,0.0010032280436651497,0.0004420746167505367,-0.007936507936507908,-0.033333333333333326
efa_spy_raw_top10_event,leadlag_EFA_minus_SPY_13w_signal,4,77,0.3116883116883117,0.15584415584415584,0.5324675324675324,0.005588694313437065,0.0068719043917644385,0.0128344990981171,-0.006136785472410972,0.4675324675324675,0.8441558441558441,0.0058361528368151006,0.2918287937743191,0.14883268482490272,2.091404230409701,-0.00024745852337803523,0.019859517913992597,0.007011471019253118,48,0.0029839355363460557,0.3125,0.22916666666666666,0.005218611183460852,0.2835820895522388,0.13432835820895522,-0.0006175416533542484,0.00037008312997621317,0.02810622213607289,0.021515797635200617
efa_spy_raw_top10_event,leadlag_EFA_minus_SPY_13w_signal,8,73,0.4246575342465753,0.1506849315068493,0.4246575342465753,0.015465474866529138,0.016386901231474127,0.024939858756897568,-0.007736580195136062,0.4657534246575342,0.8493150684931506,0.011708500898439634,0.3583984375,0.142578125,3.2236282863812487,0.0037569739680895047,0.06625909674657532,0.008106806506849307,44,0.012325498531846725,0.38636363636363635,0.20454545454545456,0.011400613181955503,0.3384615384615385,0.13846153846153847,-0.00030788771648413045,0.004064861684573635,0.08619599578503684,0.012223393045310837
efa_spy_raw_top10_event,leadlag_EFA_minus_SPY_13w_signal,13,70,0.44285714285714284,0.08571428571428572,0.4714285714285714,0.02931665561194258,0.028223616961998044,0.03734400629044965,-0.0064191919177328345,0.34285714285714286,0.9142857142857143,0.019256241606548433,0.39548577036310106,0.1197252208047105,5.81755566261976,0.010060414005394147,0.047371372494041775,-0.034010935090424785,41,0.02606157846938748,0.43902439024390244,0.0975609756097561,0.020259469650213583,0.3968253968253968,0.1111111111111111,0.0010032280436651497,0.009057185961728997,0.046031746031746035,-0.02539682539682539
efa_spy_raw_top20_event,leadlag_EFA_minus_SPY_13w_signal,4,134,0.2835820895522388,0.13432835820895522,0.582089552238806,0.005218611183460852,0.0062815377194238575,0.011777289021282592,-0.006100326661500001,0.44776119402985076,0.8656716417910447,0.0058361528368151006,0.2918287937743191,0.14883268482490272,1.9305997325701718,-0.0006175416533542484,-0.008246704222080292,-0.0145043266159475,72,0.004294835088859474,0.2777777777777778,0.20833333333333334,0.005218611183460852,0.2835820895522388,0.13432835820895522,-0.0006175416533542484,0.0,0.0,0.0
efa_spy_raw_top20_event,leadlag_EFA_minus_SPY_13w_signal,8,130,0.3384615384615385,0.13846153846153847,0.5230769230769231,0.011400613181955503,0.014334845152332965,0.021661858397144854,-0.008816043803984448,0.3769230769230769,0.8615384615384616,0.011708500898439634,0.3583984375,0.142578125,2.4570951414005777,-0.00030788771648413045,-0.01993689903846152,-0.004116586538461531,68,0.009795427887726362,0.3382352941176471,0.19117647058823528,0.011400613181955503,0.3384615384615385,0.13846153846153847,-0.00030788771648413045,0.0,0.0,0.0
efa_spy_raw_top20_event,leadlag_EFA_minus_SPY_13w_signal,13,126,0.3968253968253968,0.1111111111111111,0.49206349206349204,0.020259469650213583,0.024490407824087623,0.03196458398805586,-0.00948443060212005,0.2619047619047619,0.8888888888888888,0.019256241606548433,0.39548577036310106,0.1197252208047105,3.370216445140189,0.0010032280436651497,0.00133962646229574,-0.008614109693599395,64,0.01845598922948047,0.390625,0.140625,0.020259469650213583,0.3968253968253968,0.1111111111111111,0.0010032280436651497,0.0,0.0,0.0
efa_spy_raw_top30_event,leadlag_EFA_minus_SPY_13w_signal,4,201,0.30845771144278605,0.11940298507462686,0.572139303482587,0.005903524630833989,0.007130304051505831,0.012061677970770087,-0.004808928234971358,0.4925373134328358,0.8805970149253731,0.0058361528368151006,0.2918287937743191,0.14883268482490272,2.5081842317910836,6.737179401888806e-05,0.01662891766846697,-0.02942969975027586,114,0.004990214637074085,0.2894736842105263,0.18421052631578946,0.005218611183460852,0.2835820895522388,0.13432835820895522,-0.0006175416533542484,0.0006849134473731365,0.02487562189054726,-0.01492537313432836
efa_spy_raw_top30_event,leadlag_EFA_minus_SPY_13w_signal,8,197,0.40609137055837563,0.1218274111675127,0.4720812182741117,0.01279916738316742,0.015175219553815733,0.022640560447222926,-0.007690719382103825,0.39593908629441626,0.8781725888324873,0.011708500898439634,0.3583984375,0.142578125,2.9438807115894945,0.0010906664847277862,0.04769293305837563,-0.020750713832487305,110,0.010858448018005742,0.4090909090909091,0.14545454545454545,0.011400613181955503,0.3384615384615385,0.13846153846153847,-0.00030788771648413045,0.0013985542012119167,0.06762983209683715,-0.016634127294025775
efa_spy_raw_top30_event,leadlag_EFA_minus_SPY_13w_signal,13,192,0.4791666666666667,0.10416666666666667,0.4166666666666667,0.022117000474117285,0.02522654916679723,0.0334443401207405,-0.008699331410585246,0.3333333333333333,0.8958333333333334,0.019256241606548433,0.39548577036310106,0.1197252208047105,3.8444724706137543,0.0028607588675688515,0.08368089630356562,-0.015558554138043829,105,0.020470646759345956,0.5047619047619047,0.10476190476190476,0.020259469650213583,0.3968253968253968,0.1111111111111111,0.0010032280436651497,0.0018575308239037018,0.08234126984126988,-0.006944444444444434
efa_spy_strength_scaled_score_event,leadlag_EFA_minus_SPY_13w_signal,4,211,0.3933649289099526,0.12796208530805686,0.4786729857819905,0.006831554010450457,0.0068719043917644385,0.010818543669759102,-0.0030369955564384606,0.44549763033175355,0.8720379146919431,0.0058361528368151006,0.2918287937743191,0.14883268482490272,3.5622520575717282,0.000995401173635356,0.10153613513563353,-0.02087059951684586,141,0.006707133126954311,0.3971631205673759,0.1347517730496454,0.005218611183460852,0.2835820895522388,0.13432835820895522,-0.0006175416533542484,0.0016129428269896044,0.10978283935771382,-0.006366272900898362
efa_spy_strength_scaled_score_event,leadlag_EFA_minus_SPY_13w_signal,8,209,0.5311004784688995,0.13875598086124402,0.33014354066985646,0.016503131277712395,0.016386901231474127,0.022645934985181224,-0.004609938679445723,0.4354066985645933,0.861244019138756,0.011708500898439634,0.3583984375,0.142578125,4.91241566534331,0.004794630379272762,0.17270204096889952,-0.0038221441387559785,139,0.016800959924728326,0.5755395683453237,0.1223021582733813,0.011400613181955503,0.3384615384615385,0.13846153846153847,-0.00030788771648413045,0.005102518095756892,0.19263894000736104,0.0002944423997055523
efa_spy_strength_scaled_score_event,leadlag_EFA_minus_SPY_13w_signal,13,209,0.6602870813397129,0.12440191387559808,0.215311004784689,0.02836285508533546,0.027474778007757994,0.037176167764049355,-0.006152424563543401,0.37320574162679426,0.8755980861244019,0.019256241606548433,0.39548577036310106,0.1197252208047105,6.042523135405706,0.009106613478787027,0.26480131097661186,0.004676693070887583,139,0.029361274826713035,0.7122302158273381,0.08633093525179857,0.020259469650213583,0.3968253968253968,0.1111111111111111,0.0010032280436651497,0.008103385435121877,0.2634616845143161,0.013290802764486978
efa_spy_vol_filtered_top20_event,leadlag_EFA_minus_SPY_13w_signal,4,109,0.3211009174311927,0.1651376146788991,0.5137614678899083,0.005808114759912421,0.006180147255871127,0.011566794160921415,-0.005135425340460627,0.44954128440366975,0.8348623853211009,0.0058361528368151006,0.2918287937743191,0.14883268482490272,2.2523536794099166,-2.803807690267973e-05,0.029272123656873594,0.01630492985399637,60,0.002167370571858631,0.2833333333333333,0.25,0.005218611183460852,0.2835820895522388,0.13432835820895522,-0.0006175416533542484,0.0005895035764515687,0.037518827878953886,0.03080925646994387
efa_spy_vol_filtered_top20_event,leadlag_EFA_minus_SPY_13w_signal,8,107,0.38317757009345793,0.1588785046728972,0.45794392523364486,0.014238640619828779,0.01567145901012612,0.022308386134670503,-0.007265866525541886,0.40186915887850466,0.8411214953271028,0.011708500898439634,0.3583984375,0.142578125,3.0702994689276584,0.0025301397213891453,0.02477913259345793,0.016300379672897186,58,0.009290104422224032,0.3620689655172414,0.22413793103448276,0.011400613181955503,0.3384615384615385,0.13846153846153847,-0.00030788771648413045,0.0028380274378732757,0.04471603163191945,0.020416966211358717
efa_spy_vol_filtered_top20_event,leadlag_EFA_minus_SPY_13w_signal,13,103,0.4563106796116505,0.1262135922330097,0.4174757281553398,0.0263011356919387,0.02649484028336402,0.034202645248959385,-0.006802883204115728,0.27184466019417475,0.8737864077669902,0.019256241606548433,0.39548577036310106,0.1197252208047105,5.027669037191005,0.007044894085390267,0.06082490924854944,0.006488371428299208,54,0.01895688446685075,0.42592592592592593,0.16666666666666666,0.020259469650213583,0.3968253968253968,0.1111111111111111,0.0010032280436651497,0.0060416660417251175,0.0594852827862537,0.015102481121898603
leadlag_DBA_minus_SPY_13w_top20_event,leadlag_DBA_minus_SPY_13w_signal,4,218,0.17889908256880735,0.0871559633027523,0.7339449541284404,0.0063589813426050655,0.006430556345105365,0.011370131448619645,-0.0028577030285201663,0.5275229357798165,0.9128440366972477,0.0058361528368151006,0.2918287937743191,0.14883268482490272,3.978765930239979,0.000522828505789965,-0.11292971120551173,-0.061676721522150424,100,0.007206520590154479,0.23,0.07,0.0063589813426050655,0.17889908256880735,0.0871559633027523,0.000522828505789965,0.0,0.0,0.0
leadlag_DBA_minus_SPY_13w_top20_event,leadlag_DBA_minus_SPY_13w_signal,8,217,0.22580645161290322,0.0967741935483871,0.6774193548387096,0.010056043146815685,0.010634177607864448,0.01818575138472118,-0.005958922269711643,0.5207373271889401,0.9032258064516129,0.011708500898439634,0.3583984375,0.142578125,3.051852425925536,-0.0016524577516239484,-0.13259198588709678,-0.045803931451612906,99,0.01019631949424689,0.29292929292929293,0.050505050505050504,0.010056043146815685,0.22580645161290322,0.0967741935483871,-0.0016524577516239484,0.0,0.0,0.0
leadlag_DBA_minus_SPY_13w_top20_event,leadlag_DBA_minus_SPY_13w_signal,13,217,0.24423963133640553,0.08294930875576037,0.6728110599078341,0.014127082963100897,0.014149857837290947,0.02534175413546293,-0.008692397121492891,0.4976958525345622,0.9170506912442397,0.019256241606548433,0.39548577036310106,0.1197252208047105,2.9153930476557157,-0.0051291586434475366,-0.15124613902669554,-0.03677591204895013,99,0.015060461323055142,0.35353535353535354,0.050505050505050504,0.014127082963100897,0.24423963133640553,0.08294930875576037,-0.0051291586434475366,0.0,0.0,0.0
leadlag_DBA_minus_SPY_13w_vol_filtered_top20_event,leadlag_DBA_minus_SPY_13w_signal,4,153,0.17647058823529413,0.10457516339869281,0.7189542483660131,0.004880018838657937,0.004811345544229351,0.009632261402709686,-0.0038022420340273555,0.5816993464052288,0.8954248366013072,0.0058361528368151006,0.2918287937743191,0.14883268482490272,2.533310956143195,-0.0009561339981571633,-0.11535820553902495,-0.04425752142620991,74,0.007460696409754602,0.24324324324324326,0.0945945945945946,0.0063589813426050655,0.17889908256880735,0.0871559633027523,0.000522828505789965,-0.0014789625039471283,-0.0024284943335132203,0.017419200095940515
leadlag_DBA_minus_SPY_13w_vol_filtered_top20_event,leadlag_DBA_minus_SPY_13w_signal,8,153,0.23529411764705882,0.1111111111111111,0.6535947712418301,0.008171101444540207,0.010362915017424479,0.016240464987423722,-0.006920362793185468,0.5686274509803921,0.8888888888888888,0.011708500898439634,0.3583984375,0.142578125,2.346764970676946,-0.003537399453899427,-0.12310431985294118,-0.031467013888888895,74,0.012421352981772696,0.36486486486486486,0.06756756756756757,0.010056043146815685,0.22580645161290322,0.0967741935483871,-0.0016524577516239484,-0.0018849417022754784,0.0094876660341556,0.01433691756272401
leadlag_DBA_minus_SPY_13w_vol_filtered_top20_event,leadlag_DBA_minus_SPY_13w_signal,13,153,0.2875816993464052,0.10457516339869281,0.6078431372549019,0.010918312496165181,0.010157998054265871,0.023185222337437982,-0.009981320681253823,0.5490196078431373,0.8954248366013072,0.019256241606548433,0.39548577036310106,0.1197252208047105,2.3228611801825734,-0.008337929110383252,-0.10790407101669586,-0.015150057406017686,74,0.01774731043634652,0.47297297297297297,0.05405405405405406,0.014127082963100897,0.24423963133640553,0.08294930875576037,-0.0051291586434475366,-0.0032087704669357155,0.04334206800999968,0.021625854642932443
leadlag_GLD_minus_SPY_13w_top20_event,leadlag_GLD_minus_SPY_13w_signal,4,182,0.17582417582417584,0.0989010989010989,0.7252747252747253,0.006579426165184096,0.005939593458821668,0.011520746400760772,-0.00414952528858446,0.5769230769230769,0.9010989010989011,0.0058361528368151006,0.2918287937743191,0.14883268482490272,2.7764010578402516,0.0007432733283689952,-0.11600461795014325,-0.049931585923803826,110,0.008165453534681774,0.21818181818181817,0.11818181818181818,0.006579426165184096,0.17582417582417584,0.0989010989010989,0.0007432733283689952,0.0,0.0,0.0
leadlag_GLD_minus_SPY_13w_top20_event,leadlag_GLD_minus_SPY_13w_signal,8,178,0.2808988764044944,0.056179775280898875,0.6629213483146067,0.011550150665454091,0.011099165551053614,0.02007956188986656,-0.006670653921358961,0.6179775280898876,0.9438202247191011,0.011708500898439634,0.3583984375,0.142578125,3.010133957867793,-0.00015835023298554213,-0.0774995610955056,-0.08639834971910113,106,0.015607510555582446,0.39622641509433965,0.04716981132075472,0.011550150665454091,0.2808988764044944,0.056179775280898875,-0.00015835023298554213,0.0,0.0,0.0
leadlag_GLD_minus_SPY_13w_top20_event,leadlag_GLD_minus_SPY_13w_signal,13,175,0.32,0.03428571428571429,0.6457142857142857,0.020348721391778648,0.020306520255885863,0.03150013178322676,-0.008209607789542578,0.5142857142857142,0.9657142857142857,0.019256241606548433,0.39548577036310106,0.1197252208047105,3.836983762287855,0.0010924797852302146,-0.07548577036310106,-0.0854395065189962,103,0.02682668250504324,0.4854368932038835,0.02912621359223301,0.020348721391778648,0.32,0.03428571428571429,0.0010924797852302146,0.0,0.0,0.0
leadlag_GLD_minus_SPY_13w_vol_filtered_top20_event,leadlag_GLD_minus_SPY_13w_signal,4,124,0.1774193548387097,0.13709677419354838,0.6854838709677419,0.0050001943705181955,0.005456331762260791,0.010018518375657752,-0.0050378501725159225,0.5806451612903226,0.8629032258064516,0.0058361528368151006,0.2918287937743191,0.14883268482490272,1.988649529577904,-0.0008359584662969051,-0.1144094389356094,-0.011735910631354346,81,0.005690550931792308,0.19753086419753085,0.16049382716049382,0.006579426165184096,0.17582417582417584,0.0989010989010989,0.0007432733283689952,-0.0015792317946659003,0.0015951790145338485,0.03819567529244948
leadlag_GLD_minus_SPY_13w_vol_filtered_top20_event,leadlag_GLD_minus_SPY_13w_signal,8,122,0.3360655737704918,0.06557377049180328,0.5983606557377049,0.00996557158920799,0.011099165551053614,0.01786150643459637,-0.007235609069692331,0.6639344262295082,0.9344262295081968,0.011708500898439634,0.3583984375,0.142578125,2.468556034821249,-0.0017429293092316445,-0.022332863729508212,-0.07700435450819672,79,0.012745114343815181,0.43037974683544306,0.06329113924050633,0.011550150665454091,0.2808988764044944,0.056179775280898875,-0.00015835023298554213,-0.0015845790762461023,0.055166697365997386,0.009393995210904407
leadlag_GLD_minus_SPY_13w_vol_filtered_top20_event,leadlag_GLD_minus_SPY_13w_signal,13,119,0.3949579831932773,0.04201680672268908,0.5630252100840336,0.020494245468951636,0.01943394961374123,0.0294188251126955,-0.008104697244722547,0.5966386554621849,0.957983193277311,0.019256241606548433,0.39548577036310106,0.1197252208047105,3.6298487438074085,0.0012380038624032023,-0.0005277871698237679,-0.07770841408202142,76,0.030103413003804508,0.5526315789473685,0.02631578947368421,0.020348721391778648,0.32,0.03428571428571429,0.0010924797852302146,0.0001455240771729878,0.07495798319327729,0.007731092436974792
market_drawdown_top20_event,market_drawdown_signal,4,164,0.23780487804878048,0.17682926829268292,0.5853658536585366,0.005077991968051247,0.003908953388529479,0.010376710697099664,-0.004173560682181077,0.4817073170731707,0.823170731707317,0.0058361528368151006,0.2918287937743191,0.14883268482490272,2.4862968307619906,-0.0007581608687638533,-0.05402391572553861,0.027996583467780195,50,0.0034631365206428243,0.16,0.18,0.005077991968051247,0.23780487804878048,0.17682926829268292,-0.0007581608687638533,0.0,0.0,0.0
market_drawdown_top20_event,market_drawdown_signal,8,164,0.32926829268292684,0.21341463414634146,0.4573170731707317,0.009495883275146768,0.007860853425887826,0.019040943225727355,-0.008272762148392362,0.4268292682926829,0.7865853658536586,0.011708500898439634,0.3583984375,0.142578125,2.301642774708271,-0.0022126176232928653,-0.029130144817073156,0.07083650914634146,50,0.0063607576438701055,0.2,0.2,0.009495883275146768,0.32926829268292684,0.21341463414634146,-0.0022126176232928653,0.0,0.0,0.0
