signal_name,ooo5_decision,event_direction,reason,event_count,best_horizon,best_avg_return_lift,best_positive_barrier_lift,best_negative_barrier_lift,assigned_role_for_ooo3
leadlag_EFA_minus_SPY_13w_signal,KEEP_FOR_OOO3_VOL_MANAGED_SIZING,risk_on_opportunity,Directional lift exists but needs volatility/sizing/selectivity polish.,221,max_lift_across_4_8_13,0.0026555280929734,0.0211808963035656,-0.0185347446142343,PRIMARY
market_trend_positive_signal,KEEP_FOR_OOO3_VOL_MANAGED_SIZING,risk_on_opportunity,Directional lift exists but needs volatility/sizing/selectivity polish.,865,max_lift_across_4_8_13,0.0019140545705611,0.0447926612195156,-0.003333301347714,PRIMARY
market_drawdown_signal,KEEP_STATE_SPECIFIC_META_LABEL,risk_off_stress,Event avoids adverse tails and has positive return lift.,222,max_lift_across_4_8_13,0.0016398994268921,-0.0295696086711711,0.0109054098259201,SECONDARY_REFERENCE
leadlag_GLD_minus_SPY_13w_signal,KEEP_STATE_SPECIFIC_META_LABEL,defensive_leadership,Event avoids adverse tails and has positive return lift.,221,max_lift_across_4_8_13,0.0005963877762196,-0.0652047202225131,-0.0360121720043899,SECONDARY_REFERENCE
leadlag_DBA_minus_SPY_13w_signal,KEEP_STATE_SPECIFIC_META_LABEL,defensive_leadership,Event avoids adverse tails and has positive return lift.,221,max_lift_across_4_8_13,0.0003227755234329,-0.129791756737282,-0.0313531277814546,SECONDARY_REFERENCE
breadth_ret13_positive_x_recovery_confirmed_signal,PROMISING_BUT_NEEDS_MORE_EVENTS,risk_on_opportunity,Primary event count below minimum.,12,max_lift_across_4_8_13,0.0378114364795639,0.5582682291666666,-0.0363918874713771,SECONDARY_REFERENCE
