realization_date,gross_return,turnover,stress_probability_known_before_return,exposure,baseline_return,scaled_return
2005-01-14,0.0,0.0,3.690765014807289e-124,1.0,0.0,-0.005
2005-01-21,0.0,0.0,0.03274929189628578,0.9836253540518571,0.0,-8.187322974071432e-05
2005-01-28,0.0,0.0,0.04670632988234649,0.9766468350588268,0.0,-3.489259496515185e-05
2005-02-04,0.0,0.0,0.052807819439125346,0.9735960902804374,0.0,-1.5253723891947014e-05
2005-02-11,0.0,0.0,0.0555047832607651,0.9722476083696174,0.0,-6.74240955409966e-06
2005-02-18,0.0,0.0,0.05670270386550747,0.9716486480672463,0.0,-2.994801511855827e-06
2005-02-25,0.0,0.0,0.05723593870254898,0.9713820306487255,0.0,-1.3330870926037132e-06
2005-03-04,0.0,0.0,0.05747352756958124,0.9712632362152094,0.0,-5.939721675807252e-07
2005-03-11,0.0,0.0,0.057579433297348985,0.9712102833513255,0.0,-2.647643194192417e-07
2005-03-18,0.0,0.0,0.05762664999597753,0.9711866750020113,0.0,-1.1804174657126243e-07
2005-03-25,0.0,0.0,0.05764770273969291,0.9711761486301536,0.0,-5.2631859288609916e-08
2005-04-01,0.0,0.0,0.057657089986769335,0.9711714550066153,0.0,-2.346811769138313e-08
2005-04-08,0.0,0.0,0.057661275754573735,0.9711693621227131,0.0,-1.0464419510913814e-08
2005-04-15,0.0,0.0,0.05766314219997487,0.9711684289000125,0.0,-4.666113502804769e-09
2005-04-22,0.0,0.0,0.05766397445592006,0.97116801277204,0.0,-2.0806398626227463e-09
2005-04-29,0.0,0.0,0.057664345562942865,0.9711678272185286,0.0,-9.277675572239019e-10
2005-05-06,0.0,0.0,0.05766451104150168,0.9711677444792491,0.0,-4.136963971390628e-10
2005-05-13,0.0,0.0,0.057664584829276916,0.9711677075853615,0.0,-1.8446943805816575e-10
2005-05-20,0.0,0.0,0.05766461773164528,0.9711676911341773,0.0,-8.225592096344769e-11
2005-05-27,0.0,0.0,0.057664632402990273,0.9711676837985048,0.0,-3.667836256937562e-11
2005-06-03,0.0,0.0,0.05766463894502298,0.9711676805274885,0.0,-1.6355081733365752e-11
2005-06-10,0.0,0.0,0.05766464186215106,0.9711676790689244,0.0,-7.292820236592945e-12
2005-06-17,0.0,0.0,0.05766464316291439,0.9711676784185428,0.0,-3.251908187174024e-12
2005-06-24,0.0,0.0,0.05766464374293186,0.9711676781285341,0.0,-1.4500434186714983e-12
2005-07-01,0.0,0.0,0.057664644001564826,0.9711676779992175,0.0,-6.46582787311445e-13
2005-07-08,0.0,0.0,0.05766464411689067,0.9711676779415547,0.0,-2.8831437237641924e-13
