candidate,scenario,cost_bps,window,weeks,start,end,cagr,sharpe_zero_rf,sortino_zero_target,max_drawdown,annual_one_way_turnover,total_return,annual_volatility,win_rate,best_week,worst_week
cap_1.00x__11w__30,base,50,full_recent,188,2023-01-06,2026-08-07,0.38126263726845266,1.5388326520209799,2.542650251280609,-0.23055781798971808,1.9242708658029049,2.2147902932882193,0.22721368998332497,0.6063829787234043,0.11529536904474091,-0.12569620363330747
cap_1.00x__11w__30,base,50,since_pilot_holdout_start,158,2023-08-04,2026-08-07,0.3711497319601107,1.449072346347031,2.3766928781783845,-0.23055781798971797,1.7938957428749074,1.609318808742215,0.23786623781700186,0.6075949367088608,0.11529536904474091,-0.12569620363330747
cap_1.00x__11w__30,base,50,trailing_3y,157,2023-08-11,2026-08-07,0.382133067381482,1.4810535334891783,2.4309747000455495,-0.23055781798971786,1.8046890202252939,1.6567607987985755,0.23820562496250586,0.6114649681528662,0.11529536904474091,-0.12569620363330747
cap_1.00x__11w__30,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5603473464432134,1.8310415313233865,3.085659173615073,-0.21241551098419442,1.6512692422169424,1.455604199452147,0.2626628785450393,0.6571428571428571,0.11529536904474091,-0.12569620363330747
cap_1.00x__11w__30,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9971234750591289,2.5964812227791474,5.119749467790832,-0.11733734339104562,0.33438575777874646,1.023866837408086,0.2831107122131705,0.660377358490566,0.11529536904474091,-0.0724939435810178
cap_1.00x__11w__30,base,50,ytd,32,2026-01-02,2026-08-07,1.004667596788063,2.381283372368019,4.744234039056642,-0.11733734339104562,0.5538264113210488,0.5341655559385214,0.3137283019104402,0.625,0.11529536904474091,-0.0724939435810178
cap_1.00x__11w__30,base,100,full_recent,188,2023-01-06,2026-08-07,0.3385458039786289,1.3947819087818083,2.267708887901735,-0.26011484889374115,1.9246850431774059,1.8696429037661324,0.22819893633825633,0.601063829787234,0.11524988102393063,-0.1275485828049836
cap_1.00x__11w__30,base,100,since_pilot_holdout_start,158,2023-08-04,2026-08-07,0.3277003463466892,1.3081687317093862,2.111433648163164,-0.26011484889374104,1.7942587219638548,1.3661094150425814,0.2389428099456373,0.6075949367088608,0.11524988102393063,-0.1275485828049836
cap_1.00x__11w__30,base,100,trailing_3y,157,2023-08-11,2026-08-07,0.3380951787035307,1.3393225875509063,2.1633701716954015,-0.26011484889374104,1.8050540146844394,1.4093143100098389,0.23930594729934312,0.6114649681528662,0.11524988102393063,-0.1275485828049836
cap_1.00x__11w__30,base,100,trailing_2y,105,2024-08-09,2026-08-07,0.5103656147174964,1.7009026735402706,2.827052452546589,-0.22231781619830981,1.6514405788121067,1.2993657919849175,0.26362116515452644,0.6571428571428571,0.11524988102393063,-0.1275485828049836
cap_1.00x__11w__30,base,100,trailing_1y,53,2025-08-08,2026-08-07,0.9590694615777509,2.5251081084276388,4.934013463671498,-0.11952288650777732,0.3347155657566494,0.9845688839434565,0.2834322431565114,0.660377358490566,0.11524988102393063,-0.07293461104915766
cap_1.00x__11w__30,base,100,ytd,32,2026-01-02,2026-08-07,0.9697221839420642,2.32268018103074,4.592927697950398,-0.11952288650777754,0.5543726557844506,0.5176523300968061,0.3140127009901999,0.625,0.11524988102393063,-0.07293461104915766
cap_1.00x__11w__30,base,200,full_recent,188,2023-01-06,2026-08-07,0.25684822472274726,1.1082315600488897,1.7445071259405784,-0.3159957266267206,1.925516546404424,1.2853127257315764,0.23063423779610995,0.5904255319148937,0.1151589049823103,-0.13124847902741354
cap_1.00x__11w__30,base,200,since_pilot_holdout_start,158,2023-08-04,2026-08-07,0.24470441558462785,1.0282606480217034,1.607435956659589,-0.3159957266267208,1.7949874457623642,0.94471105983487,0.241565961276874,0.6012658227848101,0.1151589049823103,-0.13124847902741354
cap_1.00x__11w__30,base,200,trailing_3y,157,2023-08-11,2026-08-07,0.253997558832429,1.0578039059464297,1.6549168645682941,-0.3159957266267206,1.8057867868352535,0.9805252977741234,0.24197701541645286,0.6050955414012739,0.1151589049823103,-0.13124847902741354
cap_1.00x__11w__30,base,200,trailing_2y,105,2024-08-09,2026-08-07,0.4149627868110659,1.4414734664990172,2.3318848115541817,-0.24540640462067365,1.6517850663946043,1.0155286644924106,0.26592228458337963,0.6476190476190476,0.1151589049823103,-0.13124847902741354
cap_1.00x__11w__30,base,200,trailing_1y,53,2025-08-08,2026-08-07,0.8850138833201271,2.381311229375366,4.570920332893392,-0.12461965460982238,0.33537808799983504,0.9081348512783134,0.2842652859922925,0.6415094339622641,0.1151589049823103,-0.0738156728585162
cap_1.00x__11w__30,base,200,ytd,32,2026-01-02,2026-08-07,0.9015627805037987,2.204814461441274,4.295976781219262,-0.1246196546098225,0.5554699582497267,0.4851161171302507,0.31472906625567804,0.59375,0.1151589049823103,-0.0738156728585162
cap_1.00x__11w__30,adverse,50,full_recent,188,2023-01-06,2026-08-07,0.36570625883457364,1.4878187109400134,2.448854408247915,-0.23055781798971708,1.9242375800160947,2.0858065673878476,0.2273683378694641,0.601063829787234,0.11529536904474091,-0.12569620363330725
cap_1.00x__11w__30,adverse,50,since_pilot_holdout_start,158,2023-08-04,2026-08-07,0.37114973196011114,1.449072346347033,2.3766928781783885,-0.2305578179897173,1.7938957428749078,1.6093188087422168,0.2378662378170018,0.6075949367088608,0.11529536904474091,-0.12569620363330725
cap_1.00x__11w__30,adverse,50,trailing_3y,157,2023-08-11,2026-08-07,0.382133067381482,1.4810535334891808,2.4309747000455544,-0.23055781798971697,1.8046890202252943,1.6567607987985764,0.2382056249625058,0.6114649681528662,0.11529536904474091,-0.12569620363330725
cap_1.00x__11w__30,adverse,50,trailing_2y,105,2024-08-09,2026-08-07,0.5603473464432147,1.8310415313233908,3.0856591736150816,-0.2124155109841941,1.6512692422169424,1.455604199452151,0.2626628785450393,0.6571428571428571,0.11529536904474091,-0.12569620363330725
cap_1.00x__11w__30,adverse,50,trailing_1y,53,2025-08-08,2026-08-07,0.9971234750591316,2.5964812227791514,5.11974946779084,-0.11733734339104562,0.33438575777874635,1.0238668374080886,0.28311071221317063,0.660377358490566,0.11529536904474091,-0.0724939435810178
cap_1.00x__11w__30,adverse,50,ytd,32,2026-01-02,2026-08-07,1.0046675967880683,2.3812833723680256,4.744234039056658,-0.11733734339104573,0.5538264113210487,0.5341655559385239,0.3137283019104403,0.625,0.11529536904474091,-0.0724939435810178
