signal_name,target_group,horizon_weeks,hit_rate,positive_entity_share,target
market_drawdown_signal,ETF_forward_returns,4,0.4679767291531997,0.14285714285714285,
market_drawdown_signal,ETF_forward_returns,8,0.46788633709614635,0.2,
market_drawdown_signal,ETF_forward_returns,13,0.47703336809176217,0.2,
market_trend_positive_signal,ETF_forward_returns,1,0.09453326456936566,0.3142857142857143,
market_trend_positive_signal,ETF_forward_returns,4,0.09101486748545573,0.3142857142857143,
market_trend_positive_signal,ETF_forward_returns,8,0.08376800311405216,0.2857142857142857,
market_trend_positive_signal,ETF_forward_returns,13,0.08169968717413972,0.2857142857142857,
breadth_ret13_positive_x_recovery_confirmed_signal,ETF_forward_returns,1,0.020422898401237753,0.37142857142857144,
breadth_ret13_positive_x_recovery_confirmed_signal,ETF_forward_returns,4,0.023865546218487396,0.7714285714285715,
breadth_ret13_positive_x_recovery_confirmed_signal,ETF_forward_returns,8,0.026521344232515898,0.8571428571428571,
breadth_ret13_positive_x_recovery_confirmed_signal,ETF_forward_returns,13,0.028258602711157457,0.8,
breadth_ret13_positive_x_neutral_mixed_signal,ETF_forward_returns,1,0.23875709128416708,0.7714285714285715,
breadth_ret13_positive_x_neutral_mixed_signal,ETF_forward_returns,4,0.25279896574014227,0.6285714285714286,
breadth_ret13_positive_x_neutral_mixed_signal,ETF_forward_returns,8,0.25991955365252367,0.5142857142857142,
breadth_ret13_positive_x_neutral_mixed_signal,ETF_forward_returns,13,0.2670750782064651,0.5428571428571428,
breadth_ret13_positive_x_stressed_panic_signal,ETF_forward_returns,1,0.11049510056730273,0.5428571428571428,
breadth_ret13_positive_x_stressed_panic_signal,ETF_forward_returns,4,0.11524240465416935,0.5714285714285714,
breadth_ret13_positive_x_stressed_panic_signal,ETF_forward_returns,8,0.12227844816400672,0.6571428571428571,
breadth_ret13_positive_x_stressed_panic_signal,ETF_forward_returns,13,0.12698123044838372,0.5714285714285714,
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,ETF_forward_returns,1,0.13197772309286365,0.6285714285714286,
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,ETF_forward_returns,4,0.13506493506493508,0.6571428571428571,
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,ETF_forward_returns,8,0.13451511991657975,0.5428571428571428,
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,ETF_forward_returns,13,0.1348435249443498,0.4857142857142857,
leadlag_EFA_minus_SPY_13w_signal,SLEEVE_forward_returns,1,0.4974312481112118,0.8333333333333334,
leadlag_EFA_minus_SPY_13w_signal,SLEEVE_forward_returns,4,0.4948484848484848,0.5,
leadlag_EFA_minus_SPY_13w_signal,SLEEVE_forward_returns,8,0.5033454987834549,0.8333333333333334,
leadlag_EFA_minus_SPY_13w_signal,SLEEVE_forward_returns,13,0.4969446990528567,0.6666666666666666,
leadlag_GLD_minus_SPY_13w_signal,SLEEVE_forward_returns,1,0.47793895436687817,0.5,
leadlag_GLD_minus_SPY_13w_signal,SLEEVE_forward_returns,4,0.4981818181818182,0.3333333333333333,
leadlag_GLD_minus_SPY_13w_signal,SLEEVE_forward_returns,8,0.49513381995133815,0.16666666666666666,
leadlag_GLD_minus_SPY_13w_signal,SLEEVE_forward_returns,13,0.4929728078215705,0.16666666666666666,
leadlag_DBA_minus_SPY_13w_signal,SLEEVE_forward_returns,1,0.47990329404653975,0.6666666666666666,
leadlag_DBA_minus_SPY_13w_signal,SLEEVE_forward_returns,4,0.4886363636363636,0.6666666666666666,
leadlag_DBA_minus_SPY_13w_signal,SLEEVE_forward_returns,8,0.5010644768856447,0.3333333333333333,
leadlag_DBA_minus_SPY_13w_signal,SLEEVE_forward_returns,13,0.494347693247785,0.0,
leadlag_HYG_minus_LQD_13w_signal,SLEEVE_forward_returns,1,0.4637352674524026,0.0,
leadlag_HYG_minus_LQD_13w_signal,SLEEVE_forward_returns,4,0.4642424242424243,0.0,
leadlag_HYG_minus_LQD_13w_signal,SLEEVE_forward_returns,8,0.45437956204379565,0.0,
leadlag_HYG_minus_LQD_13w_signal,SLEEVE_forward_returns,13,0.47479376718606786,0.16666666666666666,
breadth_ret13_positive_signal,SLEEVE_forward_returns,1,0.48225030084235865,1.0,
breadth_ret13_positive_signal,SLEEVE_forward_returns,4,0.477526395173454,0.8333333333333334,
breadth_ret13_positive_signal,SLEEVE_forward_returns,8,0.49788071450196786,0.8333333333333334,
breadth_ret13_positive_signal,SLEEVE_forward_returns,13,0.5088199513381996,0.8333333333333334,
breadth_ret26_positive_signal,SLEEVE_forward_returns,1,0.4857099879663056,1.0,
breadth_ret26_positive_signal,SLEEVE_forward_returns,4,0.4772247360482655,0.8333333333333334,
breadth_ret26_positive_signal,SLEEVE_forward_returns,8,0.49727520435967304,0.8333333333333334,
breadth_ret26_positive_signal,SLEEVE_forward_returns,13,0.508059610705596,0.8333333333333334,
canary_breadth_pair_signal,SLEEVE_forward_returns,1,0.3151323706377858,1.0,
canary_breadth_pair_signal,SLEEVE_forward_returns,4,0.3250377073906485,1.0,
canary_breadth_pair_signal,SLEEVE_forward_returns,8,0.3257644565546473,0.5,
canary_breadth_pair_signal,SLEEVE_forward_returns,13,0.32572992700729925,0.3333333333333333,
recent_stress_26w_signal,SLEEVE_forward_returns,1,0.2802346570397112,0.3333333333333333,
recent_stress_26w_signal,SLEEVE_forward_returns,4,0.2998491704374057,0.0,
recent_stress_26w_signal,SLEEVE_forward_returns,8,0.306388132001211,0.5,
recent_stress_26w_signal,SLEEVE_forward_returns,13,0.32101581508515814,0.3333333333333333,
market_drawdown_signal,SLEEVE_forward_returns,1,0.48646209386281586,0.16666666666666666,
market_drawdown_signal,SLEEVE_forward_returns,4,0.4773755656108598,0.16666666666666666,
market_drawdown_signal,SLEEVE_forward_returns,8,0.5089312745988496,0.8333333333333334,
market_drawdown_signal,SLEEVE_forward_returns,13,0.5066909975669099,0.5,
market_trend_positive_signal,SLEEVE_forward_returns,1,0.09491576413959085,1.0,
market_trend_positive_signal,SLEEVE_forward_returns,4,0.0841628959276018,0.8333333333333334,
market_trend_positive_signal,SLEEVE_forward_returns,8,0.08477141992128369,0.8333333333333334,
market_trend_positive_signal,SLEEVE_forward_returns,13,0.07603406326034064,0.8333333333333334,
breadth_ret13_positive_x_recovery_confirmed_signal,SLEEVE_forward_returns,1,0.02707581227436823,1.0,
breadth_ret13_positive_x_recovery_confirmed_signal,SLEEVE_forward_returns,4,0.03257918552036199,1.0,
breadth_ret13_positive_x_recovery_confirmed_signal,SLEEVE_forward_returns,8,0.033151680290644865,1.0,
breadth_ret13_positive_x_recovery_confirmed_signal,SLEEVE_forward_returns,13,0.032238442822384424,1.0,
breadth_ret13_positive_x_neutral_mixed_signal,SLEEVE_forward_returns,1,0.25045126353790614,1.0,
breadth_ret13_positive_x_neutral_mixed_signal,SLEEVE_forward_returns,4,0.2683257918552036,0.5,
breadth_ret13_positive_x_neutral_mixed_signal,SLEEVE_forward_returns,8,0.284741144414169,0.5,
breadth_ret13_positive_x_neutral_mixed_signal,SLEEVE_forward_returns,13,0.30900243309002434,0.5,
breadth_ret13_positive_x_stressed_panic_signal,SLEEVE_forward_returns,1,0.1128158844765343,0.0,
breadth_ret13_positive_x_stressed_panic_signal,SLEEVE_forward_returns,4,0.11945701357466064,0.0,
breadth_ret13_positive_x_stressed_panic_signal,SLEEVE_forward_returns,8,0.12064789585225554,0.0,
breadth_ret13_positive_x_stressed_panic_signal,SLEEVE_forward_returns,13,0.12788929440389293,0.0,
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,SLEEVE_forward_returns,1,0.13161075853732246,0.16666666666666666,
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,SLEEVE_forward_returns,4,0.14181818181818182,0.8333333333333334,
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,SLEEVE_forward_returns,8,0.13336374695863748,0.0,
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,SLEEVE_forward_returns,13,0.13382218148487626,0.0,
leadlag_EFA_minus_SPY_13w_signal,MARKET,1,0.4759746146872167,,fwd_ggg1_return_1w
leadlag_EFA_minus_SPY_13w_signal,MARKET,1,0.510184287099903,,fwd_ggg1_risk_adj_1w
leadlag_EFA_minus_SPY_13w_signal,MARKET,1,0.4732547597461469,,fwd_prod_return_1w
leadlag_EFA_minus_SPY_13w_signal,MARKET,4,0.47545454545454546,,fwd_ggg1_return_4w
leadlag_EFA_minus_SPY_13w_signal,MARKET,4,0.5087548638132295,,fwd_ggg1_risk_adj_4w
leadlag_EFA_minus_SPY_13w_signal,MARKET,4,0.4818181818181818,,fwd_prod_return_4w
leadlag_EFA_minus_SPY_13w_signal,MARKET,8,0.4781021897810219,,fwd_ggg1_return_8w
leadlag_EFA_minus_SPY_13w_signal,MARKET,8,0.509765625,,fwd_ggg1_risk_adj_8w
leadlag_EFA_minus_SPY_13w_signal,MARKET,8,0.48905109489051096,,fwd_prod_return_8w
leadlag_EFA_minus_SPY_13w_signal,MARKET,13,0.4665444546287809,,fwd_ggg1_return_13w
leadlag_EFA_minus_SPY_13w_signal,MARKET,13,0.49656526005888124,,fwd_ggg1_risk_adj_13w
leadlag_EFA_minus_SPY_13w_signal,MARKET,13,0.4747937671860678,,fwd_prod_return_13w
leadlag_EFA_minus_SPY_13w_signal,MARKET,4,0.1290909090909091,,fwd_stress_transition_4w
leadlag_EFA_minus_SPY_13w_signal,MARKET,4,0.04528985507246377,,fwd_drawdown_worsening_4w
leadlag_EFA_minus_SPY_13w_signal,MARKET,4,0.2246376811594203,,state_quality_good_4w
leadlag_GLD_minus_SPY_13w_signal,MARKET,1,0.46328195829555757,,fwd_ggg1_return_1w
leadlag_GLD_minus_SPY_13w_signal,MARKET,1,0.49757516973811833,,fwd_ggg1_risk_adj_1w
leadlag_GLD_minus_SPY_13w_signal,MARKET,1,0.4605621033544878,,fwd_prod_return_1w
leadlag_GLD_minus_SPY_13w_signal,MARKET,4,0.48545454545454547,,fwd_ggg1_return_4w
leadlag_GLD_minus_SPY_13w_signal,MARKET,4,0.5184824902723736,,fwd_ggg1_risk_adj_4w
leadlag_GLD_minus_SPY_13w_signal,MARKET,4,0.4772727272727273,,fwd_prod_return_4w
leadlag_GLD_minus_SPY_13w_signal,MARKET,8,0.47992700729927007,,fwd_ggg1_return_8w
leadlag_GLD_minus_SPY_13w_signal,MARKET,8,0.51171875,,fwd_ggg1_risk_adj_8w
leadlag_GLD_minus_SPY_13w_signal,MARKET,8,0.47992700729927007,,fwd_prod_return_8w
leadlag_GLD_minus_SPY_13w_signal,MARKET,13,0.48029330889092575,,fwd_ggg1_return_13w
leadlag_GLD_minus_SPY_13w_signal,MARKET,13,0.5103042198233563,,fwd_ggg1_risk_adj_13w
leadlag_GLD_minus_SPY_13w_signal,MARKET,13,0.47571035747021084,,fwd_prod_return_13w
leadlag_GLD_minus_SPY_13w_signal,MARKET,4,0.20727272727272728,,fwd_stress_transition_4w
leadlag_GLD_minus_SPY_13w_signal,MARKET,4,0.049818840579710144,,fwd_drawdown_worsening_4w
leadlag_GLD_minus_SPY_13w_signal,MARKET,4,0.22010869565217392,,state_quality_good_4w
leadlag_DBA_minus_SPY_13w_signal,MARKET,1,0.46509519492293744,,fwd_ggg1_return_1w
leadlag_DBA_minus_SPY_13w_signal,MARKET,1,0.49466537342386036,,fwd_ggg1_risk_adj_1w
leadlag_DBA_minus_SPY_13w_signal,MARKET,1,0.4641885766092475,,fwd_prod_return_1w
leadlag_DBA_minus_SPY_13w_signal,MARKET,4,0.48454545454545456,,fwd_ggg1_return_4w
leadlag_DBA_minus_SPY_13w_signal,MARKET,4,0.5223735408560312,,fwd_ggg1_risk_adj_4w
leadlag_DBA_minus_SPY_13w_signal,MARKET,4,0.48,,fwd_prod_return_4w
leadlag_DBA_minus_SPY_13w_signal,MARKET,8,0.5018248175182481,,fwd_ggg1_return_8w
leadlag_DBA_minus_SPY_13w_signal,MARKET,8,0.53515625,,fwd_ggg1_risk_adj_8w
leadlag_DBA_minus_SPY_13w_signal,MARKET,8,0.4908759124087591,,fwd_prod_return_8w
leadlag_DBA_minus_SPY_13w_signal,MARKET,13,0.4922089825847846,,fwd_ggg1_return_13w
leadlag_DBA_minus_SPY_13w_signal,MARKET,13,0.5250245338567223,,fwd_ggg1_risk_adj_13w
leadlag_DBA_minus_SPY_13w_signal,MARKET,13,0.4931255728689276,,fwd_prod_return_13w
leadlag_DBA_minus_SPY_13w_signal,MARKET,4,0.2081818181818182,,fwd_stress_transition_4w
leadlag_DBA_minus_SPY_13w_signal,MARKET,4,0.04800724637681159,,fwd_drawdown_worsening_4w
leadlag_DBA_minus_SPY_13w_signal,MARKET,4,0.2210144927536232,,state_quality_good_4w
leadlag_HYG_minus_LQD_13w_signal,MARKET,1,0.44242973708068906,,fwd_ggg1_return_1w
leadlag_HYG_minus_LQD_13w_signal,MARKET,1,0.4713870029097963,,fwd_ggg1_risk_adj_1w
leadlag_HYG_minus_LQD_13w_signal,MARKET,1,0.4469628286491387,,fwd_prod_return_1w
leadlag_HYG_minus_LQD_13w_signal,MARKET,4,0.45,,fwd_ggg1_return_4w
leadlag_HYG_minus_LQD_13w_signal,MARKET,4,0.4776264591439689,,fwd_ggg1_risk_adj_4w
leadlag_HYG_minus_LQD_13w_signal,MARKET,4,0.4490909090909091,,fwd_prod_return_4w
leadlag_HYG_minus_LQD_13w_signal,MARKET,8,0.44525547445255476,,fwd_ggg1_return_8w
leadlag_HYG_minus_LQD_13w_signal,MARKET,8,0.470703125,,fwd_ggg1_risk_adj_8w
leadlag_HYG_minus_LQD_13w_signal,MARKET,8,0.44343065693430656,,fwd_prod_return_8w
leadlag_HYG_minus_LQD_13w_signal,MARKET,13,0.461044912923923,,fwd_ggg1_return_13w
leadlag_HYG_minus_LQD_13w_signal,MARKET,13,0.48380765456329733,,fwd_ggg1_risk_adj_13w
leadlag_HYG_minus_LQD_13w_signal,MARKET,13,0.46562786434463793,,fwd_prod_return_13w
leadlag_HYG_minus_LQD_13w_signal,MARKET,4,0.10363636363636364,,fwd_stress_transition_4w
leadlag_HYG_minus_LQD_13w_signal,MARKET,4,0.06159420289855073,,fwd_drawdown_worsening_4w
leadlag_HYG_minus_LQD_13w_signal,MARKET,4,0.22010869565217392,,state_quality_good_4w
breadth_ret13_positive_signal,MARKET,1,0.4620938628158845,,fwd_ggg1_return_1w
breadth_ret13_positive_signal,MARKET,1,0.489815712900097,,fwd_ggg1_risk_adj_1w
breadth_ret13_positive_signal,MARKET,1,0.4666064981949459,,fwd_prod_return_1w
breadth_ret13_positive_signal,MARKET,4,0.4669683257918552,,fwd_ggg1_return_4w
breadth_ret13_positive_signal,MARKET,4,0.4912451361867704,,fwd_ggg1_risk_adj_4w
breadth_ret13_positive_signal,MARKET,4,0.47058823529411764,,fwd_prod_return_4w
breadth_ret13_positive_signal,MARKET,8,0.4822888283378747,,fwd_ggg1_return_8w
breadth_ret13_positive_signal,MARKET,8,0.4990234375,,fwd_ggg1_risk_adj_8w
breadth_ret13_positive_signal,MARKET,8,0.48138056312443234,,fwd_prod_return_8w
breadth_ret13_positive_signal,MARKET,13,0.4908759124087591,,fwd_ggg1_return_13w
breadth_ret13_positive_signal,MARKET,13,0.5132482826300294,,fwd_ggg1_risk_adj_13w
breadth_ret13_positive_signal,MARKET,13,0.4954379562043796,,fwd_prod_return_13w
breadth_ret13_positive_signal,MARKET,4,0.044343891402714934,,fwd_stress_transition_4w
breadth_ret13_positive_signal,MARKET,4,0.07484220018034266,,fwd_drawdown_worsening_4w
breadth_ret13_positive_signal,MARKET,4,0.2533814247069432,,state_quality_good_4w
breadth_ret26_positive_signal,MARKET,1,0.4584837545126354,,fwd_ggg1_return_1w
breadth_ret26_positive_signal,MARKET,1,0.48205625606207564,,fwd_ggg1_risk_adj_1w
breadth_ret26_positive_signal,MARKET,1,0.4620938628158845,,fwd_prod_return_1w
breadth_ret26_positive_signal,MARKET,4,0.47873303167420816,,fwd_ggg1_return_4w
breadth_ret26_positive_signal,MARKET,4,0.49416342412451364,,fwd_ggg1_risk_adj_4w
breadth_ret26_positive_signal,MARKET,4,0.46153846153846156,,fwd_prod_return_4w
breadth_ret26_positive_signal,MARKET,8,0.4950045413260672,,fwd_ggg1_return_8w
breadth_ret26_positive_signal,MARKET,8,0.505859375,,fwd_ggg1_risk_adj_8w
breadth_ret26_positive_signal,MARKET,8,0.4786557674841054,,fwd_prod_return_8w
breadth_ret26_positive_signal,MARKET,13,0.5082116788321168,,fwd_ggg1_return_13w
breadth_ret26_positive_signal,MARKET,13,0.5171736997055937,,fwd_ggg1_risk_adj_13w
breadth_ret26_positive_signal,MARKET,13,0.5,,fwd_prod_return_13w
breadth_ret26_positive_signal,MARKET,4,0.05429864253393665,,fwd_stress_transition_4w
breadth_ret26_positive_signal,MARKET,4,0.08205590622182146,,fwd_drawdown_worsening_4w
breadth_ret26_positive_signal,MARKET,4,0.26690712353471596,,state_quality_good_4w
canary_breadth_pair_signal,MARKET,1,0.30505415162454874,,fwd_ggg1_return_1w
canary_breadth_pair_signal,MARKET,1,0.32783705140640157,,fwd_ggg1_risk_adj_1w
canary_breadth_pair_signal,MARKET,1,0.30324909747292417,,fwd_prod_return_1w
canary_breadth_pair_signal,MARKET,4,0.33212669683257917,,fwd_ggg1_return_4w
canary_breadth_pair_signal,MARKET,4,0.35700389105058367,,fwd_ggg1_risk_adj_4w
canary_breadth_pair_signal,MARKET,4,0.32760180995475113,,fwd_prod_return_4w
canary_breadth_pair_signal,MARKET,8,0.33060853769300635,,fwd_ggg1_return_8w
canary_breadth_pair_signal,MARKET,8,0.35546875,,fwd_ggg1_risk_adj_8w
canary_breadth_pair_signal,MARKET,8,0.3260672116257947,,fwd_prod_return_8w
canary_breadth_pair_signal,MARKET,13,0.3357664233576642,,fwd_ggg1_return_13w
canary_breadth_pair_signal,MARKET,13,0.3572129538763494,,fwd_ggg1_risk_adj_13w
canary_breadth_pair_signal,MARKET,13,0.34397810218978103,,fwd_prod_return_13w
canary_breadth_pair_signal,MARKET,4,0.09954751131221719,,fwd_stress_transition_4w
canary_breadth_pair_signal,MARKET,4,0.0829576194770063,,fwd_drawdown_worsening_4w
canary_breadth_pair_signal,MARKET,4,0.2290351668169522,,state_quality_good_4w
recent_stress_26w_signal,MARKET,1,0.2842960288808664,,fwd_ggg1_return_1w
recent_stress_26w_signal,MARKET,1,0.19398642095053345,,fwd_ggg1_risk_adj_1w
recent_stress_26w_signal,MARKET,1,0.2833935018050541,,fwd_prod_return_1w
recent_stress_26w_signal,MARKET,4,0.3085972850678733,,fwd_ggg1_return_4w
recent_stress_26w_signal,MARKET,4,0.1605058365758755,,fwd_ggg1_risk_adj_4w
recent_stress_26w_signal,MARKET,4,0.31402714932126696,,fwd_prod_return_4w
recent_stress_26w_signal,MARKET,8,0.3188010899182561,,fwd_ggg1_return_8w
recent_stress_26w_signal,MARKET,8,0.1376953125,,fwd_ggg1_risk_adj_8w
recent_stress_26w_signal,MARKET,8,0.32334241598546776,,fwd_prod_return_8w
recent_stress_26w_signal,MARKET,13,0.3357664233576642,,fwd_ggg1_return_13w
recent_stress_26w_signal,MARKET,13,0.09911678115799803,,fwd_ggg1_risk_adj_13w
recent_stress_26w_signal,MARKET,13,0.3385036496350365,,fwd_prod_return_13w
recent_stress_26w_signal,MARKET,4,0.23529411764705882,,fwd_stress_transition_4w
recent_stress_26w_signal,MARKET,4,0.034265103697024346,,fwd_drawdown_worsening_4w
recent_stress_26w_signal,MARKET,4,0.21911632100991885,,state_quality_good_4w
market_drawdown_signal,MARKET,1,0.4602888086642599,,fwd_ggg1_return_1w
market_drawdown_signal,MARKET,1,0.495635305528613,,fwd_ggg1_risk_adj_1w
market_drawdown_signal,MARKET,1,0.4684115523465704,,fwd_prod_return_1w
market_drawdown_signal,MARKET,4,0.4579185520361991,,fwd_ggg1_return_4w
market_drawdown_signal,MARKET,4,0.49513618677042803,,fwd_ggg1_risk_adj_4w
market_drawdown_signal,MARKET,4,0.45520361990950226,,fwd_prod_return_4w
market_drawdown_signal,MARKET,8,0.4768392370572207,,fwd_ggg1_return_8w
market_drawdown_signal,MARKET,8,0.51953125,,fwd_ggg1_risk_adj_8w
market_drawdown_signal,MARKET,8,0.4750227066303361,,fwd_prod_return_8w
market_drawdown_signal,MARKET,13,0.4726277372262774,,fwd_ggg1_return_13w
market_drawdown_signal,MARKET,13,0.5152109911678115,,fwd_ggg1_risk_adj_13w
market_drawdown_signal,MARKET,13,0.479014598540146,,fwd_prod_return_13w
market_drawdown_signal,MARKET,4,0.06153846153846154,,fwd_stress_transition_4w
market_drawdown_signal,MARKET,4,0.06582506762849413,,fwd_drawdown_worsening_4w
market_drawdown_signal,MARKET,4,0.23624887285843102,,state_quality_good_4w
market_trend_positive_signal,MARKET,1,0.08574007220216606,,fwd_ggg1_return_1w
market_trend_positive_signal,MARKET,1,0.0921435499515034,,fwd_ggg1_risk_adj_1w
market_trend_positive_signal,MARKET,1,0.08844765342960288,,fwd_prod_return_1w
market_trend_positive_signal,MARKET,4,0.07873303167420814,,fwd_ggg1_return_4w
market_trend_positive_signal,MARKET,4,0.08365758754863813,,fwd_ggg1_risk_adj_4w
market_trend_positive_signal,MARKET,4,0.07873303167420814,,fwd_prod_return_4w
market_trend_positive_signal,MARKET,8,0.07629427792915532,,fwd_ggg1_return_8w
market_trend_positive_signal,MARKET,8,0.08203125,,fwd_ggg1_risk_adj_8w
market_trend_positive_signal,MARKET,8,0.07356948228882834,,fwd_prod_return_8w
market_trend_positive_signal,MARKET,13,0.06569343065693431,,fwd_ggg1_return_13w
market_trend_positive_signal,MARKET,13,0.07065750736015702,,fwd_ggg1_risk_adj_13w
market_trend_positive_signal,MARKET,13,0.06386861313868614,,fwd_prod_return_13w
market_trend_positive_signal,MARKET,4,0.0,,fwd_stress_transition_4w
market_trend_positive_signal,MARKET,4,0.0,,fwd_drawdown_worsening_4w
market_trend_positive_signal,MARKET,4,0.0,,state_quality_good_4w
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,1,0.026173285198555957,,fwd_ggg1_return_1w
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,1,0.028128031037827354,,fwd_ggg1_risk_adj_1w
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,1,0.027978339350180504,,fwd_prod_return_1w
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,4,0.034389140271493215,,fwd_ggg1_return_4w
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,4,0.03696498054474708,,fwd_ggg1_risk_adj_4w
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,4,0.03529411764705882,,fwd_prod_return_4w
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,8,0.03451407811080836,,fwd_ggg1_return_8w
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,8,0.037109375,,fwd_ggg1_risk_adj_8w
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,8,0.03360581289736603,,fwd_prod_return_8w
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,13,0.03375912408759124,,fwd_ggg1_return_13w
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,13,0.03631010794896958,,fwd_ggg1_risk_adj_13w
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,13,0.03375912408759124,,fwd_prod_return_13w
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,4,0.0,,fwd_stress_transition_4w
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,4,0.0018034265103697023,,fwd_drawdown_worsening_4w
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,4,0.030658250676284943,,state_quality_good_4w
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,1,0.2364620938628159,,fwd_ggg1_return_1w
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,1,0.25315227934044615,,fwd_ggg1_risk_adj_1w
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,1,0.23465703971119134,,fwd_prod_return_1w
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,4,0.2416289592760181,,fwd_ggg1_return_4w
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,4,0.25778210116731515,,fwd_ggg1_risk_adj_4w
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,4,0.25701357466063346,,fwd_prod_return_4w
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,8,0.254314259763851,,fwd_ggg1_return_8w
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,8,0.267578125,,fwd_ggg1_risk_adj_8w
