outer_year,family,config_id,parameters,inner_months,inner_mean_rank_ic,inner_top5_turnover_proxy,selection_score
2012,ridge,ridge-89a1e12a82c0,"{""alpha"": 0.01}",24,0.09226190476190477,0.4090909090909091,0.08817099567099568
2012,ridge,ridge-d3ccf501b007,"{""alpha"": 0.1}",24,0.0908882783882784,0.4090909090909091,0.08679736929736931
2012,ridge,ridge-48bf3ac658e3,"{""alpha"": 1.0}",24,0.09340659340659342,0.41818181818181815,0.08922477522477525
2012,ridge,ridge-4979b3f4e21b,"{""alpha"": 10.0}",24,0.0970695970695971,0.40909090909090906,0.09297868797868801
2012,ridge,ridge-a63fede2878d,"{""alpha"": 100.0}",24,0.06891025641025642,0.35454545454545455,0.06536480186480187
2012,elastic_net,elastic_net-21fb87de1b2f,"{""alpha"": 0.0001, ""l1_ratio"": 0.1}",24,0.09065934065934067,0.4090909090909091,0.08656843156843158
2012,elastic_net,elastic_net-317772f571b5,"{""alpha"": 0.0001, ""l1_ratio"": 0.5}",24,0.09271978021978022,0.4090909090909091,0.08862887112887113
2012,elastic_net,elastic_net-0f02840a632a,"{""alpha"": 0.0001, ""l1_ratio"": 0.9}",24,0.0892857142857143,0.4090909090909091,0.08519480519480521
2012,elastic_net,elastic_net-dd2ae2029359,"{""alpha"": 0.001, ""l1_ratio"": 0.1}",24,0.09226190476190477,0.4090909090909091,0.08817099567099568
2012,elastic_net,elastic_net-ed48097726dd,"{""alpha"": 0.001, ""l1_ratio"": 0.5}",24,0.0860805860805861,0.43636363636363634,0.08171694971694973
2012,elastic_net,elastic_net-3fd68254e0b3,"{""alpha"": 0.001, ""l1_ratio"": 0.9}",24,0.08035714285714285,0.41818181818181815,0.07617532467532467
2012,elastic_net,elastic_net-99d0c7de1040,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",24,0.09271978021978022,0.4,0.08871978021978022
2012,elastic_net,elastic_net-6b25c811b04b,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",24,0.11469780219780223,0.3545454545454545,0.11115234765234769
2012,elastic_net,elastic_net-6da92d318c10,"{""alpha"": 0.01, ""l1_ratio"": 0.9}",24,0.11446886446886446,0.39090909090909093,0.11055977355977356
2012,hist_gradient_boosting,hist_gradient_boosting-32c7924dc1d4,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.07669413919413917,0.4181818181818183,0.07251232101232098
2012,hist_gradient_boosting,hist_gradient_boosting-0c4d84f610a9,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.11744505494505496,0.4636363636363636,0.11280869130869133
2012,hist_gradient_boosting,hist_gradient_boosting-55f92de2c009,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.05922732677241779,0.38181818181818183,0.055409144954235975
2012,hist_gradient_boosting,hist_gradient_boosting-60bbffbde328,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.08114755311849109,0.47272727272727266,0.07642028039121836
