names,median,mean,p05,p25,p75,p95,spread_p05_p95,probability_of_loss,probability_below_minus_20pct,standard_deviation,spread_vs_single_name
1,0.06496452302932487,0.17705249402178488,-0.49632104977408087,-0.07556041164972538,0.3427080230532418,1.0228300478942483,1.5191510976683291,0.317,0.164,0.5777097595947822,1.0
3,0.12245957200558091,0.174328231631827,-0.2460506556735617,-0.022990413390377967,0.3023862762520123,0.7758332073560658,1.0218838630296274,0.28875,0.0745,0.3346788351292974,0.6726676922381633
5,0.12835930296450987,0.17482703278790063,-0.1665324019660635,0.00765417413423226,0.2933339699983222,0.6650889537945136,0.8316213557605772,0.23475,0.0305,0.2611180994032841,0.5474250435239735
10,0.15115554090566216,0.17273723662778284,-0.0729928789499755,0.052673419281639586,0.2641033198937156,0.5121114436293573,0.5851043225793329,0.1435,0.0045,0.17792615593838226,0.3851521573314076
20,0.15815325720046466,0.17130773808099467,-0.01530065638525261,0.08119646210910518,0.24568232495896752,0.4012288861279295,0.41652954251318214,0.0685,0.00025,0.12864245796906293,0.27418572329802676
40,0.16113276365681062,0.16837483201397205,0.03783762939004471,0.10832042886002123,0.22131589328960038,0.3270668227854436,0.2892291933953989,0.01625,0.0,0.0885716004216833,0.19038869394843122
80,0.16966186575203773,0.1720386002625886,0.07267299327349847,0.12848169050384595,0.21305453679495506,0.2807030743776111,0.20803008110411264,0.0005,0.0,0.06332379928675787,0.13693837395332686
160,0.16764614796979882,0.16907003690748137,0.09934622001499985,0.13889076700152359,0.19738120117342495,0.24485480876286997,0.14550858874787012,0.0,0.0,0.04375420581192357,0.09578282829878092
320,0.1693834723909317,0.1701956354124884,0.12321571074313019,0.14983008696589611,0.19024136530672744,0.2200796218816864,0.0968639111385562,0.0,0.0,0.029684716031946678,0.06376186758988484
