name,ann_imp_pp_vs_prod,sharpe_imp_vs_prod,ann_imp_pp_vs_aaa2,sharpe_vs_aaa2,sharpe_vs_yy,sharpe_vs_zz2,sharpe_vs_shadow,mdd_imp_pp_vs_prod,cvar_imp_pp_vs_prod,turnover_ratio_vs_prod,spy_inc_pp_vs_prod,bil_inc_pp_vs_prod,stressed_panic_ann_delta_pp_vs_prod,stressed_panic_sharpe_delta_vs_prod,stressed_panic_ann_delta_pp_vs_aaa2,recovery_confirmed_ann_delta_pp_vs_prod,recovery_confirmed_sharpe_delta_vs_prod,recovery_confirmed_ann_delta_pp_vs_aaa2,recovery_confirmed_sharpe_delta_vs_aaa2,recovery_fragile_ann_delta_pp_vs_prod,recovery_fragile_sharpe_delta_vs_prod,recovery_fragile_ann_delta_pp_vs_aaa2,recovery_fragile_sharpe_delta_vs_aaa2,decomposition_reduction_intact,passes_strict_gates,passes_challenger_track,passes_shadow_track,fail_reasons_strict
improved_phasebbb_stronger_confirmed_offense_mix,0.22495842036722724,0.05142802704342064,0.01077179547617213,0.00022865406027083868,0.006510248062697399,0.0015860120911339592,0.052220003318236174,2.2262595052732648,0.09437628304968596,1.0867144960216957,-0.9695492531163218,-1.8134054644927344,0.2026930083967038,-0.017016304063615206,0.000495691271296117,-0.7246370181931638,-0.1322624008503917,-0.00160311747281483,-0.002308965725615175,-0.2346449249767124,-0.16206882574896841,0.038258840451321774,0.006012554053834052,True,False,False,False,recovery_confirmed not improved vs AAA2 (-0.00pp ann)
improved_phasebbb_composite_offense_component_tilt,0.22754848592931864,0.05139711937499125,0.013361861038263534,0.00019774639184144682,0.006479340394268007,0.0015551044227045674,0.05218909564980678,2.2262595052732648,0.09258868302475763,1.087716254626418,-0.9902809852829965,-1.7446742586544717,0.20444220275703806,-0.01675560733479592,0.002244885631630389,-0.8667266873526147,-0.15201143577186432,-0.1436927866322657,-0.022058000647087794,-0.20881174313911455,-0.1577629781027532,0.06409202228891964,0.010318401700049273,True,False,False,False,recovery_confirmed not improved vs AAA2 (-0.14pp ann)
improved_phasebbb_offense_defense_composition_combo,0.23588640578453557,0.05195632543797524,0.021699780893480458,0.0007569524548254325,0.007038546457251993,0.002114310485688553,0.05274830171279077,2.226259505273276,0.09041301716374815,1.0907652252601325,-1.0049672589819814,-1.7310639981547526,0.20599219251475898,-0.016521853907094708,0.0037948753893513043,-0.6691767766317636,-0.12599721548196552,0.05385712408858545,0.00395621964281101,-0.20443700581123103,-0.15729522009404384,0.06846675961680315,0.010786159708758625,True,True,False,True,none
improved_phasebbb_conservative_confirmed_composition,0.22385794567194583,0.05138716516545383,0.009671320780890724,0.00018779218230402517,0.006469386184730586,0.0015451502131671457,0.05217914144026936,2.2262595052732648,0.09462716198790112,1.0859496842498857,-0.981283679611581,-1.7890599540562935,0.20344307632500502,-0.01689915579882978,0.0012457591995973516,-0.7942924451401989,-0.14155620665605415,-0.07125854441984991,-0.011602771531277617,-0.23129925900884363,-0.16140884867535732,0.04160450641919056,0.006672531127445147,True,False,False,False,recovery_confirmed not improved vs AAA2 (-0.07pp ann)
