scope_type,scope_name,metric,value,note
overall,production,raw_hrp_weights_saved,0.0,No saved checkpoint before apply_state_conditioned_tilt.
overall,production,post_state_tilt_weights_saved,0.0,No saved checkpoint between apply_state_conditioned_tilt and apply_layer3_expression.
overall,production,post_layer3_expression_weights_saved,0.0,No saved checkpoint between apply_layer3_expression and apply_overlays_custom.
overall,production,overlay_diagnostics_saved,1.0,Saved via portfolio_version_diagnostics_timeseries.csv.
overall,production,allocation_driver_saved,1.0,Saved via allocation_driver_timeseries.csv.
overall,production,avg_regime_multiplier,0.8338460976027189,
overall,production,avg_target_vol_multiplier,0.9995017682821963,
overall,production,regime_binding_rate,0.15135135135135136,
overall,production,target_vol_binding_rate,0.0018018018018018018,
overall,production,both_binding_rate,0.0,
overall,production,avg_dynamic_speed,0.6133891213389121,
overall,production,avg_self_gated_relief,0.0013315138765537485,
overall,production,avg_offensive_weight,0.5521546755369813,
overall,production,avg_defensive_weight,0.1639274472207489,
overall,production,avg_bil_weight,0.2839178772422698,
overall,production,avg_overlay_cash_weight,0.2211194788802588,
overall,production,avg_spy_weight,0.07081167142134885,
overall,production,any_cap_hit_rate,0.011711711711711712,
sleeve,dual_momentum_topn,cap_hit_rate,0.0,
sleeve,cta_trend_long_only,cap_hit_rate,0.0,
sleeve,composite_selective_signals,cap_hit_rate,0.0,
sleeve,composite_regime_conditioned,cap_hit_rate,0.011711711711711712,
sleeve,taa_10m_sma,cap_hit_rate,0.0,
overall,production,avg_self_gated_overlay_cut_risky,0.013028168365353587,
overall,production,avg_non_self_gated_overlay_cut_risky,0.014858514738612313,
overall,production,avg_sleeve_internal_bil_weight,0.06279839836201091,
overall,production,avg_overlay_cash_weight_from_stacked_defense,0.2211194788802588,
market_state,calm_trend,avg_regime_multiplier,1.0,
market_state,calm_trend,regime_binding_rate,0.0,
market_state,calm_trend,target_vol_binding_rate,0.003389830508474576,
market_state,calm_trend,avg_dynamic_speed,1.0,
market_state,calm_trend,avg_self_gated_relief,0.0,
market_state,calm_trend,avg_bil_weight,0.06848068479538143,
market_state,calm_trend,avg_spy_weight,0.09618626161545958,
market_state,calm_trend,avg_offensive_weight,0.7802874769786684,
market_state,calm_trend,avg_overlay_cash_weight,0.033516425783243604,
market_state,calm_trend,avg_self_gated_overlay_cut_risky,6.092931456808475e-05,
market_state,calm_trend,avg_non_self_gated_overlay_cut_risky,6.630510095069085e-05,
market_state,neutral_mixed,avg_regime_multiplier,0.8972215259776708,
market_state,neutral_mixed,regime_binding_rate,0.18864097363083165,
market_state,neutral_mixed,target_vol_binding_rate,0.002028397565922921,
market_state,neutral_mixed,avg_dynamic_speed,0.39999999999999997,
market_state,neutral_mixed,avg_self_gated_relief,0.0020457112789050197,
market_state,neutral_mixed,avg_bil_weight,0.2832187232202694,
market_state,neutral_mixed,avg_spy_weight,0.07757715690998092,
market_state,neutral_mixed,avg_offensive_weight,0.5467301305585108,
market_state,neutral_mixed,avg_overlay_cash_weight,0.2232432336225728,
market_state,neutral_mixed,avg_self_gated_overlay_cut_risky,0.00763866605932907,
market_state,neutral_mixed,avg_non_self_gated_overlay_cut_risky,0.00947273104321179,
market_state,recovery_confirmed,avg_regime_multiplier,0.9238966069850999,
market_state,recovery_confirmed,regime_binding_rate,0.2727272727272727,
market_state,recovery_confirmed,target_vol_binding_rate,0.0,
market_state,recovery_confirmed,avg_dynamic_speed,1.0,
market_state,recovery_confirmed,avg_self_gated_relief,0.007264414787785889,
market_state,recovery_confirmed,avg_bil_weight,0.12567720750750142,
market_state,recovery_confirmed,avg_spy_weight,0.05956006771272775,
market_state,recovery_confirmed,avg_offensive_weight,0.581803122838999,
market_state,recovery_confirmed,avg_overlay_cash_weight,0.06383761565651912,
market_state,recovery_confirmed,avg_self_gated_overlay_cut_risky,0.005357162642833446,
market_state,recovery_confirmed,avg_non_self_gated_overlay_cut_risky,0.009152773887640225,
market_state,recovery_fragile,avg_regime_multiplier,0.969426430242468,
market_state,recovery_fragile,regime_binding_rate,0.2653061224489796,
market_state,recovery_fragile,target_vol_binding_rate,0.0,
market_state,recovery_fragile,avg_dynamic_speed,0.7,
market_state,recovery_fragile,avg_self_gated_relief,0.0030573569757532002,
market_state,recovery_fragile,avg_bil_weight,0.21821790033286736,
market_state,recovery_fragile,avg_spy_weight,0.06231161074691929,
market_state,recovery_fragile,avg_offensive_weight,0.5619989634857998,
market_state,recovery_fragile,avg_overlay_cash_weight,0.12351317074439862,
market_state,recovery_fragile,avg_self_gated_overlay_cut_risky,0.0022118806091238202,
market_state,recovery_fragile,avg_non_self_gated_overlay_cut_risky,0.003585116260994237,
market_state,stressed_panic,avg_regime_multiplier,0.43200000000000005,
market_state,stressed_panic,regime_binding_rate,0.2183406113537118,
market_state,stressed_panic,target_vol_binding_rate,0.0,
market_state,stressed_panic,avg_dynamic_speed,0.4,
market_state,stressed_panic,avg_self_gated_relief,0.0,
market_state,stressed_panic,avg_bil_weight,0.6074136983844914,
market_state,stressed_panic,avg_spy_weight,0.027539553880161514,
market_state,stressed_panic,avg_offensive_weight,0.26214691334618345,
market_state,stressed_panic,avg_overlay_cash_weight,0.5093247219202602,
market_state,stressed_panic,avg_self_gated_overlay_cut_risky,0.04512372517189488,
market_state,stressed_panic,avg_non_self_gated_overlay_cut_risky,0.04901721485996033,
