sleeve_name,market_state,ann_return,ann_vol,sharpe,max_drawdown,cvar_5,observations,turnover,avg_production_weight,avg_production_weight_state,corr_with_production,corr_with_spy,state_sharpe_rank_among_production_sleeves,helps_when_used,flag_summary
dual_momentum_topn,calm_trend,0.03024375172320437,0.12026255749587841,0.30855690023813814,-0.2100699236979099,-0.042073551552805386,295,0.04268109407874963,0.10733436601176252,0.1433035323665429,0.8576087008729895,0.5450539974563386,4.0,True,
dual_momentum_topn,neutral_mixed,0.14534241991762276,0.12146393102246819,1.17973299987038,-0.167307524478845,-0.04033169126619744,493,0.04268109407874963,0.10733436601176252,0.10428851330811152,0.8576087008729895,0.5450539974563386,4.0,False,
dual_momentum_topn,recovery_confirmed,0.001042729812852805,0.09880590664143413,0.05994562178161069,-0.08975577035083127,-0.028298405916909634,44,0.04268109407874963,0.10733436601176252,0.08777399532253198,0.8576087008729895,0.5450539974563386,4.0,False,
dual_momentum_topn,recovery_fragile,0.10897262099505034,0.07728549413278954,1.3782609761273708,-0.042100246062579116,-0.019960409875072898,49,0.04268109407874963,0.10733436601176252,0.14373837251295407,0.8576087008729895,0.5450539974563386,2.0,True,
dual_momentum_topn,stressed_panic,0.05458824990837985,0.15298892033414146,0.4241417708942909,-0.20005804401647131,-0.04842881183629421,229,0.04268109407874963,0.10733436601176252,0.06352459002926245,0.8576087008729895,0.5450539974563386,3.0,False,
cta_trend_long_only,calm_trend,0.01543513278115749,0.12364160613759993,0.18658266406765023,-0.23467762330989572,-0.044686568617619236,295,0.1402624502959636,0.10258178461472352,0.12623478929714274,0.8781788461957045,0.6414691068370294,5.0,True,
cta_trend_long_only,neutral_mixed,0.1309342887420255,0.11414367566642036,1.1363558276966819,-0.14392552232225064,-0.036407130682890275,493,0.1402624502959636,0.10258178461472352,0.1046007732383055,0.8781788461957045,0.6414691068370294,5.0,True,
cta_trend_long_only,recovery_confirmed,0.09692670505615752,0.09530429514970866,1.0192557064694225,-0.05156031082615842,-0.027500376843006134,44,0.1402624502959636,0.10258178461472352,0.1083563731050289,0.8781788461957045,0.6414691068370294,1.0,True,
cta_trend_long_only,recovery_fragile,0.16099892710709107,0.08964751742088879,1.7122671560179228,-0.03812998690546465,-0.022642280293055133,49,0.1402624502959636,0.10258178461472352,0.1245680607289731,0.8781788461957045,0.6414691068370294,1.0,True,
cta_trend_long_only,stressed_panic,0.035880948009824554,0.16561318836313224,0.29628970847872826,-0.20736669630936588,-0.05218727472999854,229,0.1402624502959636,0.10258178461472352,0.061951185505940795,0.8781788461957045,0.6414691068370294,4.0,False,
composite_selective_signals,calm_trend,0.04409777570240214,0.08280472208676042,0.5630083532511545,-0.12468557146489101,-0.027126292658367676,295,0.028403967538322812,0.18088699166718647,0.21651682795945143,0.8127419435551935,0.5035745009407003,2.0,True,
composite_selective_signals,neutral_mixed,0.1070138621903467,0.08401178595843507,1.253482820838456,-0.10326602475901314,-0.026082473169373167,493,0.028403967538322812,0.18088699166718647,0.18410697623762956,0.8127419435551935,0.5035745009407003,3.0,True,
composite_selective_signals,recovery_confirmed,-0.014439163815455625,0.06699366955622715,-0.1834669896943067,-0.0638823918151592,-0.023373289611881936,44,0.028403967538322812,0.18088699166718647,0.23107260197421772,0.8127419435551935,0.5035745009407003,5.0,False,weighted in underperforming state recovery_confirmed
composite_selective_signals,recovery_fragile,0.026438767406250507,0.06254250505144542,0.44869719203082603,-0.05095604369761786,-0.019548275564162634,49,0.028403967538322812,0.18088699166718647,0.19013151490391494,0.8127419435551935,0.5035745009407003,5.0,True,
composite_selective_signals,stressed_panic,0.07965757453257316,0.1408287153254738,0.6146326564246483,-0.18328174965753175,-0.04179109541525113,229,0.028403967538322812,0.18088699166718647,0.11643545196606989,0.8127419435551935,0.5035745009407003,2.0,False,
composite_regime_conditioned,calm_trend,0.02918918387249403,0.09318617202596063,0.3555525358477046,-0.19976875044281828,-0.03122195560092348,295,0.0736136158701533,0.25430484674051596,0.31097656350895186,0.9048598251174181,0.5349108791819884,3.0,True,
composite_regime_conditioned,neutral_mixed,0.12238603038143636,0.08214417530817114,1.4482807547418945,-0.09491255291432987,-0.026122179125483928,493,0.0736136158701533,0.25430484674051596,0.24904237860585535,0.9048598251174181,0.5349108791819884,1.0,False,
composite_regime_conditioned,recovery_confirmed,0.014035780273199627,0.07092059665991654,0.23207141915732316,-0.06255147192949684,-0.0212270566897438,44,0.0736136158701533,0.25430484674051596,0.3310716607801548,0.9048598251174181,0.5349108791819884,3.0,True,
composite_regime_conditioned,recovery_fragile,0.03716535074354321,0.052725439439596615,0.7187316543084321,-0.026670116508187514,-0.0145749194674865,49,0.0736136158701533,0.25430484674051596,0.27897905543152324,0.9048598251174181,0.5349108791819884,4.0,True,
composite_regime_conditioned,stressed_panic,0.04151006641387944,0.06191132462673352,0.6882625006258457,-0.0822559711123586,-0.02131259875568015,229,0.0736136158701533,0.25430484674051596,0.17259945067106483,0.9048598251174181,0.5349108791819884,1.0,False,
taa_10m_sma,calm_trend,0.05350230981013815,0.09915280951992887,0.5757766445629094,-0.12282870350243658,-0.03325048532610924,295,0.04773176177594572,0.1337725320855525,0.16945186108466728,0.7637347600394474,0.5291502709246957,1.0,True,
taa_10m_sma,neutral_mixed,0.1400689404872535,0.10833299238702293,1.2657058184513945,-0.13665993163010215,-0.03388211626416912,493,0.04773176177594572,0.1337725320855525,0.13471812498752497,0.7637347600394474,0.5291502709246957,2.0,True,
taa_10m_sma,recovery_confirmed,0.029251375997720652,0.07882111273176139,0.4054620011660319,-0.05065479102536585,-0.02556665234349657,44,0.04773176177594572,0.1337725320855525,0.17788775316154726,0.7637347600394474,0.5291502709246957,2.0,True,
taa_10m_sma,recovery_fragile,0.07598095824292694,0.0872805465086326,0.883180123039195,-0.047448411282799974,-0.0224557574216276,49,0.04773176177594572,0.1337725320855525,0.13906982567823584,0.7637347600394474,0.5291502709246957,3.0,True,
taa_10m_sma,stressed_panic,-0.05192321314884285,0.18563700273819317,-0.1936707511733194,-0.3943720179318102,-0.06500287536746918,229,0.04773176177594572,0.1337725320855525,0.07616459990740157,0.7637347600394474,0.5291502709246957,5.0,False,
