delay_type,delay_weeks,recent_cagr
momentum_signal,0,1.00092532711595
momentum_signal,1,0.9988455116017885
momentum_signal,2,0.9968903370419884
overlay,1,0.9464105226069428
overlay,2,0.9432652650715363
