decision_at,signal_reference_at,cik10,company_name_as_filed,sector,cash_score,momentum_return,momentum_score,adjusted_score,rank,intended_weight
2024-04-26,2024-04-19,0001671933,"TRADE DESK, INC.",technology,0.9473684210526315,0.2429651834492803,0.7037037037037037,0.9108187134502923,16,0.03333333333333333
2024-04-26,2024-04-19,0001349436,SANDRIDGE ENERGY INC,energy,0.9551656920077972,0.3192624253972358,0.6190476190476191,0.9047479810637705,17,0.03333333333333333
2024-04-26,2024-04-19,0001640147,SNOWFLAKE INC.,technology,0.9785575048732943,0.0017907190747576962,0.4839506172839506,0.9043664717348927,18,0.03333333333333333
2024-04-26,2024-04-19,0001834494,"MERIDIANLINK, INC.",technology,0.9590643274853801,0.12704649639816634,0.5925925925925926,0.904093567251462,19,0.03333333333333333
2024-04-26,2024-04-19,0000858470,COTERRA ENERGY INC.,energy,0.9922027290448343,0.12362512167952211,0.40476190476190477,0.9040866054023948,20,0.03333333333333333
2024-04-26,2024-04-19,0001280452,MONOLITHIC POWER SYSTEMS INC,technology,0.935672514619883,0.2873494328652275,0.7185185185185186,0.9030994152046783,21,0.03333333333333333
2024-04-26,2024-04-19,0000004127,SKYWORKS SOLUTIONS INC,technology,0.9902534113060428,-0.07532661554619924,0.39012345679012345,0.9002339181286549,22,0.03333333333333333
2024-04-26,2024-04-19,0000857005,PTC INC.,technology,0.9142300194931774,0.3932380142142151,0.8074074074074075,0.8982066276803118,23,0.03333333333333333
2024-04-26,2024-04-19,0001013462,ANSYS INC,technology,0.9727095516569201,-0.0045121612015947,0.4740740740740741,0.8979142300194932,24,0.03333333333333333
2024-04-26,2024-04-19,0001928446,"GRANITE RIDGE RESOURCES, INC.",energy,0.9376218323586745,0.3393715348530093,0.6666666666666666,0.8969785575048732,25,0.03333333333333333
2024-04-26,2024-04-19,0001621434,"BLACK STONE MINERALS, L.P.",energy,0.9824561403508771,0.028039607837921476,0.3333333333333333,0.8850877192982456,26,0.03333333333333333
2024-04-26,2024-04-19,0001650372,ATLASSIAN CORP,technology,0.9220272904483431,0.2081362306201111,0.6641975308641975,0.8833528265107212,27,0.03333333333333333
2024-04-26,2024-04-19,0001107843,"QUALYS, INC.",technology,0.9044834307992202,0.323113034901656,0.7530864197530864,0.8817738791423001,28,0.03333333333333333
2024-04-26,2024-04-19,0000006281,ANALOG DEVICES INC,technology,0.9454191033138402,0.002804836624485052,0.48641975308641977,0.8765692007797271,29,0.03333333333333333
2024-04-26,2024-04-19,0001262039,"FORTINET, INC.",technology,0.9532163742690059,-0.050613916070717746,0.4148148148148148,0.8724561403508772,35,0.03333333333333333
2024-05-10,2024-05-03,0001361113,VARONIS SYSTEMS INC,technology,0.9961013645224172,0.9005644443226068,0.9111111111111111,0.9833528265107212,1,0.03333333333333333
2024-05-10,2024-05-03,0001713683,"ZSCALER, INC.",technology,0.98635477582846,0.9797675209354222,0.9432098765432099,0.9798830409356725,2,0.03333333333333333
2024-05-10,2024-05-03,0001807794,CREDO TECHNOLOGY GROUP HOLDING LTD,technology,0.9707602339181286,1.2516382762118257,0.9654320987654321,0.9699610136452241,3,0.03333333333333333
2024-05-10,2024-05-03,0001730168,BROADCOM INC.,technology,0.9512670565302144,1.0684710398774806,0.9530864197530864,0.9515399610136451,4,0.03333333333333333
2024-05-10,2024-05-03,0000007332,SOUTHWESTERN ENERGY CO,energy,0.9571150097465887,0.49367088607594933,0.7857142857142857,0.9314049011417432,5,0.03333333333333333
2024-05-10,2024-05-03,0000315852,RANGE RESOURCES CORP,energy,0.9610136452241715,0.42661196556593906,0.75,0.9293615984405459,6,0.03333333333333333
2024-05-10,2024-05-03,0000033213,EQT CORP,energy,0.9980506822612085,0.26557871754276885,0.5357142857142857,0.9287002227791701,7,0.03333333333333333
2024-05-10,2024-05-03,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",technology,0.9844054580896686,0.23428472697829905,0.6123456790123457,0.9285964912280702,8,0.03333333333333333
2024-05-10,2024-05-03,0001031308,BENTLEY SYSTEMS INC,technology,0.9805068226120858,0.25509487281126986,0.6271604938271605,0.9275048732943469,9,0.03333333333333333
2024-05-10,2024-05-03,0001373715,"SERVICENOW, INC.",technology,0.9434697855750487,0.6482291092462455,0.837037037037037,0.9275048732943469,10,0.03333333333333333
2024-05-10,2024-05-03,0001751008,APPLOVIN CORP,technology,0.9122807017543859,3.374708645824696,0.9950617283950617,0.9246978557504872,11,0.03333333333333333
2024-05-10,2024-05-03,0001280452,MONOLITHIC POWER SYSTEMS INC,technology,0.935672514619883,0.7327486412135409,0.8617283950617284,0.9245808966861597,12,0.03333333333333333
2024-05-10,2024-05-03,0001104485,"NORTHERN OIL & GAS, INC.",energy,0.9766081871345029,0.31820119344429965,0.5952380952380952,0.9194026733500418,13,0.03333333333333333
2024-05-10,2024-05-03,0001701732,ALTAIR ENGINEERING INC.,technology,0.9746588693957114,0.19404953832624927,0.5802469135802469,0.9154970760233917,14,0.03333333333333333
2024-05-10,2024-05-03,0001671933,"TRADE DESK, INC.",technology,0.9473684210526315,0.4129185846877079,0.7333333333333333,0.9152631578947368,15,0.03333333333333333
2024-05-10,2024-05-03,0001321655,PALANTIR TECHNOLOGIES INC.,technology,0.898635477582846,2.1484480977221465,0.9851851851851852,0.9116179337231969,16,0.03333333333333333
2024-05-10,2024-05-03,0000858470,COTERRA ENERGY INC.,energy,0.9922027290448343,0.15827389097205424,0.38095238095238093,0.9005151768309663,17,0.03333333333333333
2024-05-10,2024-05-03,0001621434,"BLACK STONE MINERALS, L.P.",energy,0.9824561403508771,0.17753243157611354,0.42857142857142855,0.8993734335839598,18,0.03333333333333333
2024-05-10,2024-05-03,0000769397,"AUTODESK, INC.",technology,0.9688109161793372,0.10387811504253275,0.4839506172839506,0.8960818713450291,19,0.03333333333333333
2024-05-10,2024-05-03,0001640147,SNOWFLAKE INC.,technology,0.9785575048732943,0.033404742923002884,0.39753086419753086,0.8914035087719298,20,0.03333333333333333
2024-05-10,2024-05-03,0001013462,ANSYS INC,technology,0.9727095516569201,0.05913550782285859,0.42962962962962964,0.8912475633528265,21,0.03333333333333333
2024-05-10,2024-05-03,0001475115,"EVENTBRITE, INC.",technology,1.0,-0.1470588235294118,0.25679012345679014,0.8885185185185185,22,0.03333333333333333
2024-05-10,2024-05-03,0000004127,SKYWORKS SOLUTIONS INC,technology,0.9902534113060428,-0.08773679705175641,0.3012345679012346,0.8869005847953216,23,0.03333333333333333
2024-05-10,2024-05-03,0001650372,ATLASSIAN CORP,technology,0.9220272904483431,0.3520961471247246,0.6864197530864198,0.8866861598440545,24,0.03333333333333333
2024-05-10,2024-05-03,0001834494,"MERIDIANLINK, INC.",technology,0.9590643274853801,0.09050632911392409,0.47160493827160493,0.8859454191033138,25,0.03333333333333333
2024-05-10,2024-05-03,0001902733,"NCINO, INC.",technology,0.9200779727095516,0.3554757554851038,0.691358024691358,0.8857699805068225,26,0.03333333333333333
2024-05-10,2024-05-03,0001349436,SANDRIDGE ENERGY INC,energy,0.9551656920077972,0.23055494702367363,0.47619047619047616,0.8833194096351991,27,0.03333333333333333
2024-05-10,2024-05-03,0000857005,PTC INC.,technology,0.9142300194931774,0.3619247450602241,0.6987654320987654,0.8819103313840155,28,0.03333333333333333
2024-05-10,2024-05-03,0001107843,"QUALYS, INC.",technology,0.9044834307992202,0.4181459073117222,0.7407407407407407,0.8799220272904482,30,0.03333333333333333
2024-05-10,2024-05-03,0000006281,ANALOG DEVICES INC,technology,0.9454191033138402,0.10934881999693391,0.49382716049382713,0.8776803118908382,32,0.03333333333333333
2024-05-17,2024-05-10,0001361113,VARONIS SYSTEMS INC,technology,0.9961013645224172,0.8844198450493281,0.9111111111111111,0.9833528265107212,1,0.03333333333333333
2024-05-17,2024-05-10,0001807794,CREDO TECHNOLOGY GROUP HOLDING LTD,technology,0.9707602339181286,1.2351454672859563,0.9654320987654321,0.9699610136452241,2,0.03333333333333333
2024-05-17,2024-05-10,0001713683,"ZSCALER, INC.",technology,0.98635477582846,0.5273330912320222,0.8123456790123457,0.9602534113060428,3,0.03333333333333333
2024-05-17,2024-05-10,0001730168,BROADCOM INC.,technology,0.9512670565302144,1.153459815206487,0.9580246913580247,0.9522807017543858,4,0.03333333333333333
2024-05-17,2024-05-10,0001451809,SITIME CORP,technology,0.9629629629629629,0.49399491774775983,0.7975308641975308,0.9381481481481481,5,0.03333333333333333
2024-05-17,2024-05-10,0001280452,MONOLITHIC POWER SYSTEMS INC,technology,0.935672514619883,0.7733705988561368,0.8839506172839506,0.9279142300194931,6,0.03333333333333333
2024-05-17,2024-05-10,0001373715,"SERVICENOW, INC.",technology,0.9434697855750487,0.6032292518223936,0.8395061728395061,0.9278752436647173,7,0.03333333333333333
2024-05-17,2024-05-10,0001751008,APPLOVIN CORP,technology,0.9122807017543859,3.018131073244935,0.9950617283950617,0.9246978557504872,8,0.03333333333333333
2024-05-17,2024-05-10,0000007332,SOUTHWESTERN ENERGY CO,energy,0.9571150097465887,0.43687374749499,0.7380952380952381,0.9242620439988861,9,0.03333333333333333
2024-05-17,2024-05-10,0001031308,BENTLEY SYSTEMS INC,technology,0.9805068226120858,0.23622320689133214,0.6,0.9234307992202728,10,0.03333333333333333
2024-05-17,2024-05-10,0001701732,ALTAIR ENGINEERING INC.,technology,0.9746588693957114,0.2668639053254438,0.6296296296296297,0.9229044834307991,11,0.03333333333333333
2024-05-17,2024-05-10,0001671933,"TRADE DESK, INC.",technology,0.9473684210526315,0.40064210601662276,0.7432098765432099,0.9167446393762183,12,0.03333333333333333
2024-05-17,2024-05-10,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",technology,0.9844054580896686,0.157244263239533,0.5160493827160494,0.9141520467836257,13,0.03333333333333333
2024-05-17,2024-05-10,0000315852,RANGE RESOURCES CORP,energy,0.9610136452241715,0.3613095838309779,0.6428571428571429,0.9132901698691173,14,0.03333333333333333
2024-05-17,2024-05-10,0000033213,EQT CORP,energy,0.9980506822612085,0.18228740233906326,0.4166666666666667,0.9108430799220272,15,0.03333333333333333
2024-05-17,2024-05-10,0001104485,"NORTHERN OIL & GAS, INC.",energy,0.9766081871345029,0.3143850919411848,0.5357142857142857,0.9104741019214704,16,0.03333333333333333
2024-05-17,2024-05-10,0001321655,PALANTIR TECHNOLOGIES INC.,technology,0.898635477582846,1.168421092786287,0.9629629629629629,0.9082846003898635,17,0.03333333333333333
2024-05-17,2024-05-10,0000858470,COTERRA ENERGY INC.,energy,0.9922027290448343,0.1672456791440302,0.38095238095238093,0.9005151768309663,18,0.03333333333333333
2024-05-17,2024-05-10,0001013462,ANSYS INC,technology,0.9727095516569201,0.10339843356079204,0.4666666666666667,0.896803118908382,19,0.03333333333333333
2024-05-17,2024-05-10,0000769397,"AUTODESK, INC.",technology,0.9688109161793372,0.11992804160560588,0.48641975308641977,0.8964522417153996,20,0.03333333333333333
2024-05-17,2024-05-10,0001621434,"BLACK STONE MINERALS, L.P.",energy,0.9824561403508771,0.17628841359864134,0.40476190476190477,0.8958020050125313,21,0.03333333333333333
2024-05-17,2024-05-10,0000004127,SKYWORKS SOLUTIONS INC,technology,0.9902534113060428,-0.02546270138162776,0.3506172839506173,0.894307992202729,22,0.03333333333333333
2024-05-17,2024-05-10,0001902733,"NCINO, INC.",technology,0.9200779727095516,0.37411667177764185,0.7185185185185186,0.8898440545808965,23,0.03333333333333333
2024-05-17,2024-05-10,0000857005,PTC INC.,technology,0.9142300194931774,0.38355104961932773,0.7308641975308642,0.8867251461988304,24,0.03333333333333333
2024-05-17,2024-05-10,0001650372,ATLASSIAN CORP,technology,0.9220272904483431,0.33128421205851133,0.6790123456790124,0.8855750487329435,25,0.03333333333333333
2024-05-17,2024-05-10,0000006281,ANALOG DEVICES INC,technology,0.9454191033138402,0.16934080995418732,0.5308641975308642,0.8832358674463937,27,0.03333333333333333
2024-05-17,2024-05-10,0001475115,"EVENTBRITE, INC.",technology,1.0,-0.23395149786019964,0.2,0.88,29,0.03333333333333333
2024-05-17,2024-05-10,0001640147,SNOWFLAKE INC.,technology,0.9785575048732943,-0.06123058765664191,0.31851851851851853,0.879551656920078,30,0.03333333333333333
2024-05-17,2024-05-10,0001834494,"MERIDIANLINK, INC.",technology,0.9590643274853801,0.018867924528301883,0.3728395061728395,0.871130604288499,34,0.03333333333333333
2024-05-17,2024-05-10,0001349436,SANDRIDGE ENERGY INC,energy,0.9551656920077972,0.17304191897020238,0.39285714285714285,0.8708194096351991,35,0.03333333333333333
2024-05-24,2024-05-17,0001361113,VARONIS SYSTEMS INC,technology,0.9961013645224172,0.7412192277371146,0.891358024691358,0.9803898635477584,1,0.03333333333333333
2024-05-24,2024-05-17,0001807794,CREDO TECHNOLOGY GROUP HOLDING LTD,technology,0.9707602339181286,0.8519607591060709,0.9111111111111111,0.9618128654970759,2,0.03333333333333333
2024-05-24,2024-05-17,0001713683,"ZSCALER, INC.",technology,0.98635477582846,0.42779600385860883,0.7753086419753087,0.9546978557504873,3,0.03333333333333333
2024-05-24,2024-05-17,0001730168,BROADCOM INC.,technology,0.9512670565302144,1.0855738904830616,0.9555555555555556,0.9519103313840155,4,0.03333333333333333
2024-05-24,2024-05-17,0001701732,ALTAIR ENGINEERING INC.,technology,0.9746588693957114,0.29489197310058657,0.6765432098765433,0.9299415204678362,5,0.03333333333333333
2024-05-24,2024-05-17,0001031308,BENTLEY SYSTEMS INC,technology,0.9805068226120858,0.23101941845376506,0.6246913580246913,0.9271345029239766,6,0.03333333333333333
2024-05-24,2024-05-17,0001280452,MONOLITHIC POWER SYSTEMS INC,technology,0.935672514619883,0.7027731853301318,0.8765432098765432,0.9268031189083821,7,0.03333333333333333
2024-05-24,2024-05-17,0001451809,SITIME CORP,technology,0.9629629629629629,0.3433747381062131,0.7185185185185186,0.9262962962962962,8,0.03333333333333333
2024-05-24,2024-05-17,0001104485,"NORTHERN OIL & GAS, INC.",energy,0.9766081871345029,0.3376575078031694,0.6309523809523809,0.9247598162071846,9,0.03333333333333333
2024-05-24,2024-05-17,0001751008,APPLOVIN CORP,technology,0.9122807017543859,2.2838373848671782,0.9925925925925926,0.9243274853801169,10,0.03333333333333333
2024-05-24,2024-05-17,0001373715,"SERVICENOW, INC.",technology,0.9434697855750487,0.49921612940458115,0.8123456790123457,0.9238011695906433,11,0.03333333333333333
2024-05-24,2024-05-17,0000007332,SOUTHWESTERN ENERGY CO,energy,0.9571150097465887,0.4048507462686566,0.7261904761904762,0.9224763297131717,12,0.03333333333333333
2024-05-24,2024-05-17,0001671933,"TRADE DESK, INC.",technology,0.9473684210526315,0.4184375817445327,0.7679012345679013,0.920448343079922,13,0.03333333333333333
2024-05-24,2024-05-17,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",technology,0.9844054580896686,0.15744035566546288,0.5506172839506173,0.9193372319688109,14,0.03333333333333333
2024-05-24,2024-05-17,0000033213,EQT CORP,energy,0.9980506822612085,0.15437566018184334,0.36904761904761907,0.9037002227791701,15,0.03333333333333333
2024-05-24,2024-05-17,0001321655,PALANTIR TECHNOLOGIES INC.,technology,0.898635477582846,0.85824083330449,0.9160493827160494,0.9012475633528265,16,0.03333333333333333
2024-05-24,2024-05-17,0000315852,RANGE RESOURCES CORP,energy,0.9610136452241715,0.3019260310662484,0.5595238095238095,0.9007901698691173,17,0.03333333333333333
2024-05-24,2024-05-17,0000858470,COTERRA ENERGY INC.,energy,0.9922027290448343,0.14243227548088244,0.35714285714285715,0.8969437482595377,18,0.03333333333333333
2024-05-24,2024-05-17,0000769397,"AUTODESK, INC.",technology,0.9688109161793372,0.10114991978672783,0.48641975308641977,0.8964522417153996,19,0.03333333333333333
2024-05-24,2024-05-17,0001314727,SONOS INC,technology,0.9649122807017544,0.11629431491691355,0.5012345679012346,0.8953606237816764,20,0.03333333333333333
2024-05-24,2024-05-17,0001013462,ANSYS INC,technology,0.9727095516569201,0.0724898546930226,0.454320987654321,0.8949512670565303,21,0.03333333333333333
2024-05-24,2024-05-17,0000004127,SKYWORKS SOLUTIONS INC,technology,0.9902534113060428,-0.05445087430558293,0.34814814814814815,0.8939376218323586,22,0.03333333333333333
2024-05-24,2024-05-17,0000857005,PTC INC.,technology,0.9142300194931774,0.37262493111602435,0.7382716049382716,0.8878362573099414,23,0.03333333333333333
2024-05-24,2024-05-17,0000006281,ANALOG DEVICES INC,technology,0.9454191033138402,0.14506621167040068,0.5382716049382716,0.8843469785575049,25,0.03333333333333333
2024-05-24,2024-05-17,0001621434,"BLACK STONE MINERALS, L.P.",energy,0.9824561403508771,0.10087643925073042,0.2976190476190476,0.8797305764411026,26,0.03333333333333333
2024-05-24,2024-05-17,0001640147,SNOWFLAKE INC.,technology,0.9785575048732943,-0.08460584828749829,0.3160493827160494,0.8791812865497076,28,0.03333333333333333
2024-05-24,2024-05-17,0001902733,"NCINO, INC.",technology,0.9200779727095516,0.25303560167359573,0.6469135802469136,0.8791033138401558,29,0.03333333333333333
2024-05-24,2024-05-17,0001650372,ATLASSIAN CORP,technology,0.9220272904483431,0.22266817133401084,0.6172839506172839,0.8763157894736842,31,0.03333333333333333
2024-05-24,2024-05-17,0001475115,"EVENTBRITE, INC.",technology,1.0,-0.28687415426251694,0.17037037037037037,0.8755555555555555,32,0.03333333333333333
2024-05-24,2024-05-17,0001834494,"MERIDIANLINK, INC.",technology,0.9590643274853801,-0.02386117136659438,0.37037037037037035,0.8707602339181286,34,0.03333333333333333
2024-05-31,2024-05-24,0001361113,VARONIS SYSTEMS INC,technology,0.9961013645224172,0.7571150239809123,0.9111111111111111,0.9833528265107212,1,0.03333333333333333
2024-05-31,2024-05-24,0001807794,CREDO TECHNOLOGY GROUP HOLDING LTD,technology,0.9707602339181286,0.45553928022475,0.8197530864197531,0.9481091617933722,2,0.03333333333333333
2024-05-31,2024-05-24,0001713683,"ZSCALER, INC.",technology,0.98635477582846,0.31404077328022617,0.7283950617283951,0.9476608187134502,3,0.03333333333333333
2024-05-31,2024-05-24,0001730168,BROADCOM INC.,technology,0.9512670565302144,0.7664912458530464,0.9185185185185185,0.94635477582846,4,0.03333333333333333
2024-05-31,2024-05-24,0001701732,ALTAIR ENGINEERING INC.,technology,0.9746588693957114,0.24664519592055845,0.6765432098765433,0.9299415204678362,5,0.03333333333333333
2024-05-31,2024-05-24,0000007332,SOUTHWESTERN ENERGY CO,energy,0.9571150097465887,0.4869215291750504,0.7738095238095238,0.929619186856029,6,0.03333333333333333
2024-05-31,2024-05-24,0001104485,"NORTHERN OIL & GAS, INC.",energy,0.9766081871345029,0.33038532124719744,0.6547619047619048,0.9283312447786132,7,0.03333333333333333
2024-05-31,2024-05-24,0001751008,APPLOVIN CORP,technology,0.9122807017543859,2.4158005876061512,0.9950617283950617,0.9246978557504872,8,0.03333333333333333
2024-05-31,2024-05-24,0001671933,"TRADE DESK, INC.",technology,0.9473684210526315,0.4001773690527757,0.7802469135802469,0.9223001949317738,9,0.03333333333333333
2024-05-31,2024-05-24,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",technology,0.9844054580896686,0.14120908861904846,0.5604938271604938,0.9208187134502924,10,0.03333333333333333
2024-05-31,2024-05-24,0001280452,MONOLITHIC POWER SYSTEMS INC,technology,0.935672514619883,0.4573070822929979,0.8222222222222222,0.9186549707602338,11,0.03333333333333333
2024-05-31,2024-05-24,0001451809,SITIME CORP,technology,0.9629629629629629,0.21675742269731613,0.654320987654321,0.9166666666666665,12,0.03333333333333333
2024-05-31,2024-05-24,0000006281,ANALOG DEVICES INC,technology,0.9454191033138402,0.34227345950090293,0.7530864197530864,0.916569200779727,13,0.03333333333333333
2024-05-31,2024-05-24,0001373715,"SERVICENOW, INC.",technology,0.9434697855750487,0.3740743524592718,0.7604938271604939,0.9160233918128655,14,0.03333333333333333
2024-05-31,2024-05-24,0001031308,BENTLEY SYSTEMS INC,technology,0.9805068226120858,0.11913960924679157,0.5382716049382716,0.9141715399610136,15,0.03333333333333333
2024-05-31,2024-05-24,0001640147,SNOWFLAKE INC.,technology,0.9785575048732943,0.04099732938123113,0.4765432098765432,0.9032553606237816,16,0.03333333333333333
2024-05-31,2024-05-24,0001314727,SONOS INC,technology,0.9649122807017544,0.11999998421504587,0.5407407407407407,0.9012865497076024,17,0.03333333333333333
2024-05-31,2024-05-24,0000033213,EQT CORP,energy,0.9980506822612085,0.1301433223285131,0.34523809523809523,0.9001287942077415,18,0.03333333333333333
2024-05-31,2024-05-24,0000315852,RANGE RESOURCES CORP,energy,0.9610136452241715,0.2466055071794,0.5476190476190477,0.899004455583403,19,0.03333333333333333
2024-05-31,2024-05-24,0000769397,"AUTODESK, INC.",technology,0.9688109161793372,0.0803921869474058,0.49876543209876545,0.8983040935672514,20,0.03333333333333333
2024-05-31,2024-05-24,0001013462,ANSYS INC,technology,0.9727095516569201,0.036662492172824246,0.47160493827160493,0.8975438596491229,21,0.03333333333333333
2024-05-31,2024-05-24,0000858470,COTERRA ENERGY INC.,energy,0.9922027290448343,0.15323295035426665,0.35714285714285715,0.8969437482595377,22,0.03333333333333333
2024-05-31,2024-05-24,0000857005,PTC INC.,technology,0.9142300194931774,0.39662673971507756,0.7777777777777778,0.8937621832358674,23,0.03333333333333333
2024-05-31,2024-05-24,0000004127,SKYWORKS SOLUTIONS INC,technology,0.9902534113060428,-0.09827010108700263,0.33827160493827163,0.8924561403508772,24,0.03333333333333333
2024-05-31,2024-05-24,0001321655,PALANTIR TECHNOLOGIES INC.,technology,0.898635477582846,0.5391941989771305,0.8493827160493828,0.8912475633528265,25,0.03333333333333333
2024-05-31,2024-05-24,0001496963,"SQUARESPACE, INC.",technology,0.8927875243664717,0.494848901098901,0.8345679012345679,0.8840545808966861,26,0.03333333333333333
2024-05-31,2024-05-24,0001621434,"BLACK STONE MINERALS, L.P.",energy,0.9824561403508771,0.09978243738949089,0.30952380952380953,0.881516290726817,27,0.03333333333333333
2024-05-31,2024-05-24,0001834494,"MERIDIANLINK, INC.",technology,0.9590643274853801,-0.006739243131156036,0.41975308641975306,0.878167641325536,28,0.03333333333333333
2024-05-31,2024-05-24,0000023194,COMSTOCK RESOURCES INC,energy,0.9668615984405458,0.15576507203861056,0.36904761904761907,0.8771895015316068,29,0.03333333333333333
2024-05-31,2024-05-24,0001475115,"EVENTBRITE, INC.",technology,1.0,-0.3192360163710778,0.1654320987654321,0.8748148148148148,30,0.03333333333333333
2024-07-05,2024-06-28,0001361113,VARONIS SYSTEMS INC,technology,0.9980392156862745,0.800000071570306,0.943069306930693,0.9897937293729372,1,0.03333333333333333
2024-07-05,2024-06-28,0001114995,IMPINJ INC,technology,0.9705882352941176,0.7486893653560818,0.9331683168316832,0.9649752475247524,2,0.03333333333333333
2024-07-05,2024-06-28,0001327567,PALO ALTO NETWORKS INC,technology,0.984313725490196,0.3267974523656261,0.7772277227722773,0.9532508250825081,3,0.03333333333333333
2024-07-05,2024-06-28,0001506293,"PINTEREST, INC.",technology,0.9627450980392157,0.6119239008362893,0.8836633663366337,0.9508828382838284,4,0.03333333333333333
2024-07-05,2024-06-28,0001108524,"SALESFORCE, INC.",technology,0.9823529411764705,0.21857369166651974,0.7153465346534653,0.9423019801980198,5,0.03333333333333333
2024-07-05,2024-06-28,0001013857,PEGASYSTEMS INC,technology,0.9803921568627451,0.22995486123174502,0.7202970297029703,0.9413778877887788,6,0.03333333333333333
2024-07-05,2024-06-28,0001807794,CREDO TECHNOLOGY GROUP HOLDING LTD,technology,0.9372549019607843,0.8419838669546242,0.9504950495049505,0.9392409240924092,7,0.03333333333333333
2024-07-05,2024-06-28,0001280452,MONOLITHIC POWER SYSTEMS INC,technology,0.9509803921568627,0.5320669276895087,0.8638613861386139,0.9379125412541254,8,0.03333333333333333
2024-07-05,2024-06-28,0001657788,"KIMBELL ROYALTY PARTNERS, LP",energy,0.9764705882352941,0.25026717065390813,0.6585365853658537,0.928780487804878,9,0.03333333333333333
2024-07-05,2024-06-28,0001493761,TURTLE BEACH CORP,technology,0.9607843137254902,0.23090134095617953,0.7227722772277227,0.925082508250825,10,0.03333333333333333
2024-07-05,2024-06-28,0001373715,"SERVICENOW, INC.",technology,0.9431372549019608,0.39984343972110237,0.8193069306930693,0.924562706270627,11,0.03333333333333333
2024-07-05,2024-06-28,0000935036,"ACI WORLDWIDE, INC.",technology,0.9254901960784314,0.7086750117490865,0.9108910891089109,0.9233003300330034,12,0.03333333333333333
2024-07-05,2024-06-28,0001713683,"ZSCALER, INC.",technology,0.9470588235294117,0.3136705292713735,0.7698019801980198,0.920470297029703,13,0.03333333333333333
2024-07-05,2024-06-28,0001562088,"DUOLINGO, INC.",technology,0.9333333333333333,0.4598432531472987,0.8465346534653465,0.9203135313531353,14,0.03333333333333333
2024-07-05,2024-06-28,0001104485,"NORTHERN OIL & GAS, INC.",energy,0.9862745098039216,0.12807694700633343,0.5365853658536586,0.9188211382113821,15,0.03333333333333333
2024-07-05,2024-06-28,0001171486,NATURAL RESOURCE PARTNERS LP,energy,0.907843137254902,0.8173725156926035,0.975609756097561,0.9180081300813008,16,0.03333333333333333
2024-07-05,2024-06-28,0001897982,"ASPEN TECHNOLOGY, INC.",technology,0.9882352941176471,,0.5,0.9149999999999999,17,0.03333333333333333
2024-07-05,2024-06-28,0000004127,SKYWORKS SOLUTIONS INC,technology,0.9901960784313726,-0.010314172481461381,0.48267326732673266,0.9140676567656766,18,0.03333333333333333
2024-07-05,2024-06-28,0001314727,SONOS INC,technology,1.0,-0.09614205157129674,0.40594059405940597,0.9108910891089108,19,0.03333333333333333
2024-07-05,2024-06-28,0001393052,VEEVA SYSTEMS INC,technology,0.9941176470588236,-0.07444495796675388,0.42574257425742573,0.9088613861386139,20,0.03333333333333333
2024-07-05,2024-06-28,0000006281,ANALOG DEVICES INC,technology,0.9450980392156862,0.19312343622151662,0.6905940594059405,0.9069224422442245,21,0.03333333333333333
2024-07-05,2024-06-28,0000351817,"SILVERBOW RESOURCES, INC.",energy,0.9725490196078431,,0.5,0.9016666666666666,22,0.03333333333333333
2024-07-05,2024-06-28,0000874499,GULFPORT ENERGY CORP,energy,0.9186274509803921,0.4371371508382931,0.8048780487804879,0.9015650406504064,23,0.03333333333333333
2024-07-05,2024-06-28,0001013462,ANSYS INC,technology,0.9745098039215686,-0.026554031549943957,0.4628712871287129,0.8977640264026402,24,0.03333333333333333
2024-07-05,2024-06-28,0001650372,ATLASSIAN CORP,technology,0.9588235294117647,0.05404926676702804,0.5420792079207921,0.8963118811881189,25,0.03333333333333333
2024-07-05,2024-06-28,0001660134,"OKTA, INC.",technology,0.9117647058823529,0.34981979336716806,0.7920792079207921,0.8938118811881187,26,0.03333333333333333
2024-07-05,2024-06-28,0001792849,"HIGHPEAK ENERGY, INC.",energy,0.9186274509803921,0.3028506682162584,0.7317073170731707,0.8905894308943089,27,0.03333333333333333
2024-07-05,2024-06-28,0001701732,ALTAIR ENGINEERING INC.,technology,0.9137254901960784,0.2932489451476792,0.7574257425742574,0.8902805280528052,28,0.03333333333333333
2024-07-05,2024-06-28,0001031308,BENTLEY SYSTEMS INC,technology,0.9686274509803922,-0.08572736512850376,0.4158415841584158,0.8857095709570957,32,0.03333333333333333
2024-07-05,2024-06-28,0001730168,BROADCOM INC.,technology,0.8705882352941177,0.8834657895199964,0.9579207920792079,0.8836881188118811,33,0.03333333333333333
2024-08-09,2024-08-02,0001361113,VARONIS SYSTEMS INC,technology,0.9980392156862745,0.7388384573718159,0.9528535980148883,0.9912613730355665,1,0.03333333333333333
2024-08-09,2024-08-02,0001114995,IMPINJ INC,technology,0.9705882352941176,1.2947956774806713,0.9900744416873449,0.9735111662531017,2,0.03333333333333333
2024-08-09,2024-08-02,0001327567,PALO ALTO NETWORKS INC,technology,0.984313725490196,0.39978012024193754,0.8635235732009926,0.9661952026468155,3,0.03333333333333333
