cik10,company_name,recent_cagr,cagr_change
0001107843,"QUALYS, INC.",0.9379744239115855,-0.06295090320436447
0001770787,"10X GENOMICS, INC.",0.941440592361712,-0.05948473475423799
0001327567,PALO ALTO NETWORKS INC,0.942469953143142,-0.05845537397280798
0001361113,VARONIS SYSTEMS INC,0.943792530841796,-0.05713279627415391
0001070412,CNX RESOURCES CORP,0.9463860396620025,-0.05453928745394743
0001506293,"PINTEREST, INC.",0.9463860396620027,-0.054539287453947205
0000789019,MICROSOFT CORP,0.946386039662003,-0.05453928745394698
0001698990,MAGNOLIA OIL & GAS CORP,0.9463860396620041,-0.05453928745394587
0001539838,"DIAMONDBACK ENERGY, INC.",0.9463860396620041,-0.05453928745394587
0001621434,"BLACK STONE MINERALS, L.P.",0.9463860396620047,-0.05453928745394521
0001657788,"KIMBELL ROYALTY PARTNERS, LP",0.946386039662005,-0.054539287453944985
0001314727,SONOS INC,0.9464105226069424,-0.054514804509007586
0001078075,NETSCOUT SYSTEMS INC,0.9464105226069426,-0.054514804509007364
0001819974,"SKYWATER TECHNOLOGY, INC",0.946410522606943,-0.05451480450900692
0000723125,MICRON TECHNOLOGY INC,0.9464105226069435,-0.054514804509006476
0001045810,NVIDIA CORP,0.9464105226069444,-0.05451480450900559
0001751008,APPLOVIN CORP,0.9464105226069444,-0.05451480450900559
0000785786,PLEXUS CORP,0.9464105226069444,-0.05451480450900559
0000883241,SYNOPSYS INC,0.9651448583283249,-0.035780468787625086
0001768267,CERENCE INC.,0.9684454500105457,-0.03247987710540423
0001036262,INTEST CORP,0.9694525904013263,-0.031472736714623695
0001653482,GITLAB INC.,0.9928151115384178,-0.00811021557753211
0001393052,VEEVA SYSTEMS INC,0.9935721081127868,-0.007353219003163103
0001713683,"ZSCALER, INC.",0.9944680340843102,-0.006457293031639777
0001013857,PEGASYSTEMS INC,0.9960696438145633,-0.004855683301386637
0000704532,ONTO INNOVATION INC.,0.9962950370502901,-0.004630290065659848
0001660280,"TENABLE HOLDINGS, INC.",0.9964755858249996,-0.0044497412909503264
0001002047,"NETAPP, INC.",0.9969809201921005,-0.003944406923849453
0001773383,"DYNATRACE, INC.",0.9972305433270858,-0.00369478378886412
0001273441,GRAN TIERRA ENERGY INC.,0.9982751727072192,-0.0026501544087307316
0000851310,HARMONIC INC.,0.9984234230659372,-0.0025019040500127154
0001031308,BENTLEY SYSTEMS INC,0.9985130839521381,-0.0024122431638118336
0001614178,"YEXT, INC.",0.9997309010641589,-0.0011944260517910976
0001315098,ROBLOX CORP,0.9997309010641597,-0.0011944260517902094
0001855747,"BLEND LABS, INC.",0.9997309010641604,-0.0011944260517895433
0001650372,ATLASSIAN CORP,0.9997309010641604,-0.0011944260517895433
0001373715,"SERVICENOW, INC.",0.9997309010641613,-0.0011944260517886551
0001108524,"SALESFORCE, INC.",0.9997309010641617,-0.001194426051788211
0001562088,"DUOLINGO, INC.",0.9997309010641617,-0.001194426051788211
0001660134,"OKTA, INC.",0.9999572599200826,-0.0009680671958673948
0001044777,ONESPAN INC.,1.0000056302980904,-0.0009196968178595277
0000033213,EQT CORP,1.000760339920753,-0.00016498719519697502
0001262039,"FORTINET, INC.",1.0008074457866254,-0.00011788132932455397
0001104485,"NORTHERN OIL & GAS, INC.",1.0009253271159495,-4.440892098500626e-16
0001475115,"EVENTBRITE, INC.",1.0009253271159504,4.440892098500626e-16
0001520006,MATADOR RESOURCES CO,1.0009253271159504,4.440892098500626e-16
0000874499,GULFPORT ENERGY CORP,1.0009253271159504,4.440892098500626e-16
0001459417,"2U, INC.",1.0009253271159504,4.440892098500626e-16
0001013462,ANSYS INC,1.0009253271159508,8.881784197001252e-16
0000895126,EXPAND ENERGY CORP,1.0009253271159508,8.881784197001252e-16
0000894627,VAALCO ENERGY INC /DE/,1.0009253271159508,8.881784197001252e-16
0000858470,COTERRA ENERGY INC.,1.0009253271159508,8.881784197001252e-16
0001528129,"VITAL ENERGY, INC.",1.0009253271159513,1.3322676295501878e-15
0001834494,"MERIDIANLINK, INC.",1.0009253271159513,1.3322676295501878e-15
0001928446,"GRANITE RIDGE RESOURCES, INC.",1.0009253271159513,1.3322676295501878e-15
0001326801,"META PLATFORMS, INC.",1.000928806101311,3.4789853611272292e-06
0000004127,SKYWORKS SOLUTIONS INC,1.000928806101312,3.4789853620154076e-06
0001866633,"CONSENSUS CLOUD SOLUTIONS, INC.",1.0010434450576984,0.00011811794174843016
0001493761,TURTLE BEACH CORP,1.0012744597887022,0.00034913267275227255
0001095565,HEALTHSTREAM INC,1.0014134366478893,0.00048810953193934026
0001561550,"DATADOG, INC.",1.0022149782521326,0.0012896511361826235
0000917273,RAMBUS INC,1.0024153876791924,0.0014900605632424124
0001724965,TALOS ENERGY INC.,1.0024673123058676,0.0015419851899176606
0001014473,VERISIGN INC/CA,1.0027250256856326,0.0017996985696826506
0000006281,ANALOG DEVICES INC,1.0027950013510205,0.001869674235070562
0001658566,PERMIAN RESOURCES CORP,1.0040066769304326,0.0030813498144826035
0001124804,VERADIGM INC.,1.0048010343589069,0.0038757072429569384
0001097864,ON SEMICONDUCTOR CORP,1.0055734248051276,0.0046480976891776216
0001856314,"CLEAR SECURE, INC.",1.0073977305168258,0.006472403400875848
