decision_date,offense_scale,breadth,path_clarity,persistence,quality,leadership_fragility,stressed,buffer_band,buffer_held
2009-10-23,1.0,1.0,0.429954400257778,1.0,0.619969600171852,0.917018120671719,False,0.0,True
2009-10-30,1.0,1.0,0.3011928484536042,1.0,0.5341285656357361,0.7807918279645136,False,0.0,False
2009-11-06,1.0,1.0,0.26948611565778424,1.0,0.5129907437718562,0.6597719640858148,False,0.0,True
2009-11-13,1.0,1.0,0.42376919044343236,1.0,0.6158461269622882,0.785313528761955,False,0.0,True
2009-11-20,1.0,1.0,0.4139241310191065,1.0,0.6092827540127377,0.8537548756344475,False,0.0,True
2009-11-27,1.0,1.0,0.35942385886565675,1.0,0.5729492392437712,0.6883230328722041,False,0.0,False
2009-12-04,1.0,1.0,0.34632107775353244,1.0,0.5642140518356883,0.7362151115731415,False,0.0,True
2009-12-11,1.0,1.0,0.33896838046602684,1.0,0.5593122536440179,0.7990774726061427,False,0.0,True
2009-12-18,1.0,1.0,0.4112789611994357,1.0,0.6075193074662905,0.9890465425707284,False,0.0,True
2009-12-25,1.0,1.0,0.4492031057112546,1.0,0.6328020704741698,1.0,False,0.0,False
2010-01-01,1.0,1.0,0.49198730967960563,1.0,0.6613248731197371,1.0,False,0.0,True
2010-01-08,1.0,1.0,0.6041528483712811,1.0,0.7361018989141875,1.0,False,0.0,True
2010-01-15,1.0,1.0,0.476611619751796,1.0,0.651074413167864,1.0,False,0.0,True
2010-01-22,1.0,1.0,0.2730766281096779,1.0,0.5153844187397852,0.8781164749681096,False,0.0,True
2010-01-29,1.0,1.0,0.20966053350330677,1.0,0.47310702233553786,0.8424348277113651,False,0.0,False
2010-02-05,1.0,0.8888888888888888,0.14387997824269505,1.0,0.3551792447543893,0.48999681936125694,False,0.0,True
2010-02-12,1.0,0.8888888888888888,0.18070982148658893,1.0,0.37973247358365186,0.5233719665623708,False,0.0,True
2010-02-19,1.0,0.8888888888888888,0.1940541267949877,1.0,0.38862867712258437,0.5983297516104471,False,0.0,True
2010-02-26,1.0,0.8888888888888888,0.17651263060032563,1.0,0.376934346326143,0.5552063000849776,False,0.0,False
2010-03-05,1.0,1.0,0.27030345836155956,1.0,0.5135356389077064,0.765374013984097,False,0.0,True
2010-03-12,1.0,1.0,0.2419536826303561,1.0,0.4946357884202374,0.7221481425748921,False,0.0,True
2010-03-19,1.0,1.0,0.21412346826092163,1.0,0.47608231217394775,0.6375846728996146,False,0.0,True
2010-03-26,1.0,1.0,0.2899959891448048,1.0,0.5266639927632032,0.7586533700931359,False,0.0,False
2010-04-02,1.0,1.0,0.37388506248013514,1.0,0.5825900416534234,0.726579553141681,False,0.0,True
2010-04-09,1.0,1.0,0.3152543483538507,1.0,0.5435028989025671,0.7895667023360775,False,0.0,True
2010-04-16,1.0,1.0,0.277929649189123,1.0,0.518619766126082,0.8089478471613116,False,0.0,True
2010-04-23,1.0,1.0,0.34736718718629445,1.0,0.5649114581241963,0.9536547548009904,False,0.0,True
2010-04-30,1.0,1.0,0.4169104896769088,1.0,0.6112736597846059,0.9279751079729399,False,0.0,False
2010-05-07,1.0,0.6666666666666666,0.11858760713262377,1.0,0.1901695158661936,0.7836726614772467,False,0.0,True
2010-05-14,1.0,0.6666666666666666,0.11946519733515037,1.0,0.19075457600121135,0.7142429731290998,False,0.0,True
2010-05-21,1.0,0.6666666666666666,0.014632354861107186,1.0,0.12086601435184922,0.6492404279315551,False,0.0,True
2010-05-28,1.0,0.6666666666666666,0.01706108430366908,1.0,0.12248516731355714,0.769163146024811,False,0.0,False
2010-06-04,1.0,0.4444444444444444,0.06207641511323863,0.0,-0.6623194269615446,0.42174931508866786,True,0.0,True
2010-06-11,1.0,0.4444444444444444,0.007132918215673104,0.0,-0.698948424893255,0.5724522844267669,True,0.0,True
2010-06-18,1.0,0.6666666666666666,0.04498442525042489,0.07692307692307693,-0.47428388743988775,0.6512061591965101,False,0.0,True
2010-06-25,1.0,0.3333333333333333,0.062292246638499096,0.0,-0.7362496133521117,0.37327685115013287,True,0.0,False
2010-07-02,1.0,0.2222222222222222,0.13247209944398824,0.0,-0.7635371188891931,0.30869801869368757,True,0.0,True
2010-07-09,1.0,0.2222222222222222,0.08321384044410465,0.0,-0.7963759582224488,0.3802961088885887,True,0.0,True
2010-07-16,1.0,0.2222222222222222,0.08897189181528017,0.0,-0.7925372573083317,0.3644440772480492,True,0.0,True
2010-07-23,1.0,0.6666666666666666,0.033712957763652185,0.07692307692307693,-0.4817981990977362,0.621509181083111,False,0.0,True
2010-07-30,1.0,0.8888888888888888,0.06227620159111712,0.15384615384615385,-0.26332583711589347,0.7465552180939825,False,0.0,True
2010-08-06,1.0,1.0,0.106990503275214,0.23076923076923078,-0.10816017730370349,0.8207785006176365,False,0.0,True
2010-08-13,1.0,0.6666666666666666,0.018620587513843677,0.3076923076923077,-0.33801362541812136,0.7213427766130074,False,0.0,True
2010-08-20,1.0,0.4444444444444444,0.04035715347733364,0.0,-0.6767989347188146,0.532895032812997,True,0.0,True
2010-08-27,1.0,0.3333333333333333,0.04451768762281153,0.0,-0.74809931936257,0.4848520418803316,True,0.0,False
2010-09-03,1.0,0.3333333333333333,0.03461136420680657,0.0,-0.75470353497324,0.5468128186033178,True,0.0,True
2010-09-10,1.0,0.3333333333333333,0.04350076949565099,0.0,-0.7487772647806771,0.43228629450161493,True,0.0,True
2010-09-17,1.0,0.4444444444444444,0.03357629079677079,0.0,-0.6813195098391899,0.4627279768346221,True,0.0,True
2010-09-24,1.0,0.6666666666666666,0.008296086435899876,0.07692307692307693,-0.49874277998290434,0.47722844903726563,True,0.0,True
2010-10-01,1.0,0.4444444444444444,0.02833258996413874,0.0,-0.6848153103942779,0.4006242781839736,True,0.0,True
2010-10-08,1.0,0.6666666666666666,0.02508857155167251,0.07692307692307693,-0.4875477899057226,0.45313980027436945,True,0.0,True
2010-10-15,1.0,0.6666666666666666,0.0063286687061665965,0.15384615384615385,-0.44877234052067533,0.5076742125061966,True,0.0,True
2010-10-22,1.0,0.6666666666666666,0.030769886573597482,0.23076923076923078,-0.38119614399367013,0.44020086813373177,True,0.0,True
2010-10-29,1.0,0.7777777777777778,0.012795860709698717,0.3076923076923077,-0.2678227025468105,0.4928963487753389,False,0.0,False
2010-11-05,1.0,1.0,0.20694497806050433,0.38461538461538464,0.061040241783925975,0.6880193442240499,False,0.0,True
2010-11-12,1.0,1.0,0.12048251902863781,0.46153846153846156,0.054680653711399595,0.701040325160792,False,0.0,True
2010-11-19,1.0,1.0,0.22395498790504834,0.5384615384615384,0.17494435091105784,0.7828883541236,False,0.0,True
2010-11-26,1.0,1.0,0.18791351320991753,0.6153846153846154,0.20219875239635532,0.6641749665000147,False,0.0,False
2010-12-03,1.0,1.0,0.30669641514924123,0.6923076923076923,0.332669404971289,0.6610143360945475,False,0.0,True
2010-12-10,1.0,1.0,0.28451689625772375,0.7692307692307693,0.36916511032566196,0.5400692480888343,False,0.0,True
2010-12-17,1.0,1.0,0.2512081761196099,0.8461538461538461,0.398241348182304,0.5421197952268635,False,0.0,True
2010-12-24,1.0,1.0,0.3753658211618719,0.9230769230769231,0.5322951628258633,0.5758762415190217,False,0.0,True
2010-12-31,1.0,1.0,0.5804850359646239,1.0,0.7203233573097493,0.6383093315038315,False,0.0,False
2011-01-07,1.0,1.0,0.5082427320975469,1.0,0.6721618213983646,0.6653704429570841,False,0.0,True
2011-01-14,1.0,1.0,0.5938479802877693,1.0,0.729231986858513,0.7233954986625188,False,0.0,True
2011-01-21,1.0,1.0,0.4984099840528059,1.0,0.665606656035204,0.6099983454968303,False,0.0,True
2011-01-28,1.0,1.0,0.4805033232828667,1.0,0.6536688821885778,0.6517890480987458,False,0.0,False
2011-02-04,1.0,1.0,0.49455867244115936,1.0,0.663039114960773,0.67596781377833,False,0.0,True
2011-02-11,1.0,1.0,0.70928509340316,1.0,0.8061900622687733,0.7849748659979512,False,0.0,True
2011-02-18,1.0,1.0,0.7670005943985903,1.0,0.8446670629323935,0.7606014171202551,False,0.0,True
2011-02-25,1.0,1.0,0.7088270870121892,1.0,0.8058847246747929,0.7472057811089958,False,0.0,False
2011-03-04,1.0,1.0,0.6515499263447406,1.0,0.7676999508964938,0.7223167876861223,False,0.0,True
2011-03-11,1.0,1.0,0.572463122883432,1.0,0.7149754152556214,0.7659288767742076,False,0.0,True
2011-03-18,1.0,1.0,0.44445981504148124,1.0,0.6296398766943209,0.7691466092562784,False,0.0,True
2011-03-25,1.0,1.0,0.4585529863663322,1.0,0.6390353242442215,0.8030967776043947,False,0.0,False
2011-04-01,1.0,1.0,0.4951732685004257,1.0,0.6634488456669505,0.7946413232845022,False,0.0,True
2011-04-08,1.0,0.8888888888888888,0.45130970571092743,1.0,0.5601323963998776,0.7014053257798298,False,0.0,True
2011-04-15,1.0,0.8888888888888888,0.400918175775672,1.0,0.5265380431097072,0.6975044931833689,False,0.0,True
2011-04-22,1.0,1.0,0.41732485658389185,1.0,0.6115499043892613,0.7191655348791972,False,0.0,True
2011-04-29,1.0,1.0,0.4550127600962503,1.0,0.6366751733975002,0.7126504467629484,False,0.0,False
2011-05-06,1.0,1.0,0.30813282000903647,1.0,0.5387552133393577,0.6701089643344345,False,0.0,True
2011-05-13,1.0,1.0,0.39532384995668735,1.0,0.5968825666377916,0.7012481438500595,False,0.0,True
2011-05-20,1.0,0.8888888888888888,0.378422447609138,1.0,0.5115408909986846,0.6375888161710648,False,0.0,True
2011-05-27,1.0,0.8888888888888888,0.43539779329280925,1.0,0.5495244547877988,0.5648507538509981,False,0.0,False
2011-06-03,1.0,0.8888888888888888,0.23993965061778322,1.0,0.41921902633778135,0.5623623895038941,False,0.0,True
2011-06-10,1.0,0.8888888888888888,0.11391953162421194,1.0,0.33520561367540047,0.5685282222697217,False,0.0,True
2011-06-17,1.0,0.7777777777777778,0.10431005005030938,1.0,0.2547252185520581,0.5868906423938536,False,0.0,True
2011-06-24,1.0,0.6666666666666666,0.0645914735627607,1.0,0.15417209348628488,0.5072345170415702,False,0.0,False
2011-07-01,1.0,0.8888888888888888,0.21414579762068175,1.0,0.4020231243397137,0.557927974235249,False,0.0,True
2011-07-08,1.0,0.8888888888888888,0.19561840432625835,1.0,0.3896715288100981,0.6402558833834491,False,0.0,True
2011-07-15,1.0,0.5555555555555556,0.08099224833496516,1.0,0.09103186926034716,0.48028840710101417,False,0.0,True
2011-07-22,1.0,1.0,0.16143045978603549,1.0,0.44095363985735697,0.7245827050947606,False,0.0,True
2011-07-29,1.0,0.8888888888888888,0.05593311496674539,1.0,0.29654800257042285,0.5718392583523124,False,0.0,False
2011-08-05,1.0,0.0,0.17289299309171413,0.0,-0.8847380046055239,0.11452839558565087,True,0.0,True
2011-08-12,1.0,0.0,0.23702552839124288,0.0,-0.8419829810725048,0.13634798462248554,True,0.0,True
2011-08-19,1.0,0.0,0.3254829859570198,0.0,-0.7830113426953201,0.2284750416912189,True,0.0,True
2011-08-26,1.0,0.0,0.19768201697729215,0.0,-0.8682119886818053,0.13746859997668492,True,0.0,False
2011-09-02,1.0,0.0,0.20137830637628873,0.0,-0.8657477957491407,0.16758370216271956,True,0.0,True
2011-09-09,1.0,0.0,0.20701897851888496,0.0,-0.8619873476540767,0.18074318305925874,True,0.0,True
2011-09-16,1.0,0.2222222222222222,0.0718428908012602,0.0,-0.8039565913176784,0.30531039743365945,True,0.0,True
2011-09-23,1.0,0.0,0.21682598318671933,0.0,-0.8554493445421872,0.18040404616666783,True,0.0,True
2011-09-30,1.0,0.0,0.2472202475961145,0.0,-0.8351865016025903,0.15555138376906386,True,0.0,False
2011-10-07,1.0,0.0,0.20272177274995032,0.0,-0.8648521515000333,0.147120929521255,True,0.0,True
2011-10-14,1.0,0.1111111111111111,0.09639338468717049,0.0,-0.8616636694678123,0.2861725978546348,True,0.0,True
2011-10-21,1.0,0.0,0.09917690413802055,0.0,-0.9338820639079862,0.10382763059231581,True,0.0,True
2011-10-28,1.0,0.2222222222222222,0.07223049137262247,0.0,-0.8036981909367702,0.22258453291226415,True,0.0,False
2011-11-04,1.0,0.0,0.08281469277945934,0.0,-0.9447902048136938,0.1928042717617302,True,0.0,True
2011-11-11,1.0,0.0,0.06703695684063787,0.0,-0.9553086954395748,0.15276335664258656,True,0.0,True
2011-11-18,1.0,0.0,0.10924808025304639,0.0,-0.9271679464979691,0.08265783881602884,True,0.0,True
2011-11-25,1.0,0.0,0.15811774901192735,0.0,-0.8945881673253817,0.13652311528251238,True,0.0,False
2011-12-02,1.0,0.1111111111111111,0.04075414588729537,0.0,-0.8987564953343957,0.21329832016544034,True,0.0,True
2011-12-09,1.0,0.2222222222222222,0.002657169052301811,0.0,-0.8500804058169841,0.28232715257294866,True,0.0,True
2011-12-16,1.0,0.2222222222222222,0.03874070444073087,0.0,-0.8260247155580313,0.3005954338676821,True,0.0,True
2011-12-23,1.0,0.4444444444444444,0.009514903836441739,0.0,-0.6973604344794092,0.4113542676771219,False,0.0,True
2011-12-30,1.0,0.1111111111111111,0.06405732588093555,0.0,-0.8832210420053022,0.31620866518386936,True,0.0,False
2012-01-06,1.0,0.1111111111111111,0.04694333404589917,0.0,-0.8946303698953265,0.30045799252217953,True,0.0,True
2012-01-13,1.0,0.2222222222222222,0.01268635297096143,0.0,-0.8433942832045442,0.28187035668796895,True,0.0,True
2012-01-20,1.0,0.2222222222222222,0.01005407290883484,0.0,-0.8451491365792952,0.25764753272579294,True,0.0,True
2012-01-27,1.0,0.5555555555555556,0.039802716871324785,0.07692307692307693,-0.5518124337666951,0.355342099946821,False,0.0,False
2012-02-03,1.0,0.8888888888888888,0.18304417914591145,0.15384615384615385,-0.18281385207936393,0.6924804325882252,False,0.0,True
2012-02-10,1.0,0.8888888888888888,0.21108240799722694,0.23076923076923078,-0.11283964822976895,0.6005340582448413,False,0.0,True
2012-02-17,1.0,1.0,0.32971653053992855,0.3076923076923077,0.09160589215482418,0.8330795858421567,False,0.0,True
2012-02-24,1.0,1.0,0.27252170301427364,0.38461538461538464,0.10475805841977219,0.7031204611657564,False,0.0,False
2012-03-02,1.0,1.0,0.2787311593609647,0.46153846153846156,0.16017974726628417,0.7709511113230527,False,0.0,True
2012-03-09,1.0,1.0,0.3201365167272194,0.5384615384615384,0.23906537012583853,0.7022209606235577,False,0.0,True
2012-03-16,1.0,1.0,0.2797576162623989,0.6153846153846154,0.2634281544313429,0.6501554266531304,False,0.0,True
2012-03-23,1.0,1.0,0.45391781893259764,0.6923076923076923,0.43081700749352664,0.6481325060475656,False,0.0,True
2012-03-30,1.0,1.0,0.47692110414170535,0.7692307692307693,0.4974345822483164,0.6119037533118479,False,0.0,False
2012-04-06,1.0,1.0,0.42093994420303693,0.8461538461538461,0.511395860237922,0.6818651257247974,False,0.0,True
2012-04-13,1.0,1.0,0.26994689867016136,0.9230769230769231,0.46201588116472303,0.7257939438400283,False,0.0,True
2012-04-20,1.0,1.0,0.2601881281140814,1.0,0.5067920854093876,0.6545072786120985,False,0.0,True
2012-04-27,1.0,0.6666666666666666,0.2249484311287709,1.0,0.261076731863625,0.5341199509238386,False,0.0,False
2012-05-04,1.0,1.0,0.22528428284723506,1.0,0.48352285523149,0.6861401236094333,False,0.0,True
2012-05-11,1.0,0.6666666666666666,0.17849690550034386,1.0,0.23010904811134034,0.5313784178037093,False,0.0,True
2012-05-18,1.0,0.5555555555555556,0.1608164122847423,1.0,0.14424797856019858,0.4345152271378466,False,0.0,True
2012-05-25,1.0,1.0,0.33664975045124335,1.0,0.5577665003008289,0.7331612060927295,False,0.0,False
2012-06-01,1.0,0.5555555555555556,0.09478997718320264,1.0,0.10023035515917215,0.4963732587046926,False,0.0,True
2012-06-08,1.0,0.5555555555555556,0.15858861200187674,1.0,0.14276277837162155,0.49831806649827437,False,0.0,True
2012-06-15,1.0,1.0,0.27887702303175543,1.0,0.519251348687837,0.6926971625956946,False,0.0,True
2012-06-22,1.0,0.8888888888888888,0.17681016282479556,1.0,0.3771327011424563,0.6294923868008075,False,0.0,True
2012-06-29,1.0,1.0,0.24551338830136402,1.0,0.4970089255342427,0.7053700057145775,False,0.0,False
2012-07-06,1.0,1.0,0.19046654905815552,1.0,0.460311032705437,0.7074819046324379,False,0.0,True
2012-07-13,1.0,0.8888888888888888,0.173986008608245,1.0,0.3752499316647559,0.6621690630630066,False,0.0,True
2012-07-20,1.0,0.5555555555555556,0.1271170973483788,1.0,0.12178176860262295,0.4863017541525575,False,0.0,True
2012-07-27,1.0,0.5555555555555556,0.17129399782192656,1.0,0.1512330355849881,0.4579439524595875,False,0.0,False
2012-08-03,1.0,0.4444444444444444,0.13169028911685401,0.0,-0.615910177625801,0.4411220400118371,False,0.0,True
2012-08-10,1.0,0.4444444444444444,0.16359358523938478,0.0,-0.5946413135441139,0.3823713390232536,False,0.0,True
2012-08-17,1.0,0.4444444444444444,0.1491925467125116,0.0,-0.6042420058953627,0.3952289354087807,False,0.0,True
2012-08-24,1.0,0.4444444444444444,0.12338099878265295,0.0,-0.6214497045152684,0.4354005538223368,False,0.0,True
2012-08-31,1.0,0.5555555555555556,0.10793212984816301,0.07692307692307693,-0.5063928251154697,0.4536589233046203,False,0.0,False
2012-09-07,1.0,0.7777777777777778,0.15927784509092602,0.15384615384615385,-0.27273214885676156,0.5503850098632546,False,0.0,True
2012-09-14,1.0,0.7777777777777778,0.14939613435295318,0.23076923076923078,-0.22803790473335883,0.502422514430414,False,0.0,True
2012-09-21,1.0,0.7777777777777778,0.15142859419769608,0.3076923076923077,-0.17540088022147896,0.4586732769425535,False,0.0,True
2012-09-28,1.0,0.5555555555555556,0.0894093046505594,0.38461538461538464,-0.31361317011900025,0.3510173448718251,False,0.0,False
2012-10-05,1.0,0.7777777777777778,0.14877957163485447,0.46153846153846156,-0.0746027926992708,0.43643837367103006,False,0.0,True
2012-10-12,1.0,0.7777777777777778,0.1382670659751003,0.5384615384615384,-0.030329078523722314,0.43902692406616334,False,0.0,True
2012-10-19,1.0,0.7777777777777778,0.13251723726437842,0.6153846153846154,0.01711975361784775,0.44712575746601907,False,0.0,True
2012-10-26,1.0,0.4444444444444444,0.04632611295840854,0.0,-0.6728196283980981,0.3367436901996511,False,0.0,False
2012-11-02,1.0,0.8888888888888888,0.12474576140948239,0.07692307692307693,-0.2729615151857012,0.4763711730553226,False,0.0,True
2012-11-09,1.0,0.6666666666666666,0.08028417394351932,0.15384615384615385,-0.3994686703624401,0.38643398140369484,False,0.0,True
2012-11-16,1.0,1.0,0.18413791388909934,0.23076923076923078,-0.05672857022777992,0.5915236180175776,False,0.0,True
2012-11-23,1.0,1.0,0.22835866804216645,0.3076923076923077,0.024033983822982757,0.6646897717268101,False,0.0,True
2012-11-30,1.0,1.0,0.3641540993592241,0.38461538461538464,0.16584632264973917,0.6794610094293287,False,0.0,False
2012-12-07,1.0,1.0,0.27520133081542614,0.46153846153846156,0.15782652823592513,0.6833496904140266,False,0.0,True
2012-12-14,1.0,1.0,0.22860629173547323,0.5384615384615384,0.17804522013134108,0.67197686602178,False,0.0,True
2012-12-21,1.0,1.0,0.2858535621866359,0.6153846153846154,0.2674921183808342,0.6854828170935119,False,0.0,True
2012-12-28,1.0,1.0,0.1434257976298545,0.6923076923076923,0.2238223266250312,0.6659616985088341,False,0.0,False
2013-01-04,1.0,1.0,0.2828099789715902,0.7692307692307693,0.36802716546823966,0.6627570368852638,False,0.0,True
2013-01-11,1.0,1.0,0.28973506196512416,0.8461538461538461,0.42392593874598017,0.6841442479079851,False,0.0,True
2013-01-18,1.0,1.0,0.29748017201810206,0.9230769230769231,0.4803713967300168,0.6652903163924608,False,0.0,True
2013-01-25,1.0,1.0,0.2898483544263025,1.0,0.526565569617535,0.6648212797618744,False,0.0,False
2013-02-01,1.0,1.0,0.2940391288630055,1.0,0.5293594192420037,0.6296423393049779,False,0.0,True
2013-02-08,1.0,1.0,0.27719830984177574,1.0,0.5181322065611839,0.6183753977056812,False,0.0,True
2013-02-15,1.0,1.0,0.25853203281351383,1.0,0.505688021875676,0.6074204851350524,False,0.0,True
2013-02-22,1.0,0.8888888888888888,0.2723424653924065,1.0,0.4408209028541969,0.545021188269246,False,0.0,False
2013-03-01,1.0,0.8888888888888888,0.28668118085565136,1.0,0.4503800464963601,0.5225886065909975,False,0.0,True
2013-03-08,1.0,0.8888888888888888,0.28529063255882536,1.0,0.4494530142984761,0.5887720983268714,False,0.0,True
2013-03-15,1.0,0.8888888888888888,0.2512472537127295,1.0,0.4267574284010789,0.5655369390816543,False,0.0,True
2013-03-22,1.0,0.8888888888888888,0.2624800868175571,1.0,0.4342459838042973,0.6124153831638555,False,0.0,True
2013-03-29,1.0,1.0,0.34170947949320846,1.0,0.5611396529954723,0.6663465850241383,False,0.0,False
2013-04-05,1.0,0.8888888888888888,0.2555795590324519,1.0,0.4296456319475605,0.6657750510108251,False,0.0,True
2013-04-12,1.0,1.0,0.4271323257113204,1.0,0.6180882171408802,0.765800168729879,False,0.0,True
2013-04-19,1.0,1.0,0.3142908457483595,1.0,0.5428605638322397,0.8009838510114551,False,0.0,True
2013-04-26,1.0,1.0,0.4248829067858436,1.0,0.6165886045238957,0.7547495458282492,False,0.0,False
2013-05-03,1.0,1.0,0.46401324311418496,1.0,0.6426754954094567,0.7698324227686668,False,0.0,True
2013-05-10,1.0,1.0,0.6165149606957894,1.0,0.7443433071305262,0.7556064917140031,False,0.0,True
2013-05-17,1.0,1.0,0.7282182598088401,1.0,0.8188121732058935,0.749639893275984,False,0.0,True
2013-05-24,1.0,1.0,0.6090588898992331,1.0,0.7393725932661553,0.6995782572551286,False,0.0,True
2013-05-31,1.0,1.0,0.5329444044440725,1.0,0.688629602962715,0.6664153503979358,False,0.0,False
2013-06-07,1.0,0.8888888888888888,0.5458686178472696,1.0,0.623171671157439,0.6488527768517638,False,0.0,True
2013-06-14,1.0,0.8888888888888888,0.5047776169285183,1.0,0.5957776705449381,0.6300352849131794,False,0.0,True
2013-06-21,1.0,0.7777777777777778,0.38046462358808514,1.0,0.43882826757724197,0.6244732845624661,False,0.0,True
2013-06-28,1.0,0.8888888888888888,0.4939788772272,1.0,0.5885785107440592,0.6541880296399649,False,0.0,False
2013-07-05,1.0,0.7777777777777778,0.43221133151274577,1.0,0.473326072860349,0.6592252210069813,False,0.0,True
2013-07-12,1.0,0.8888888888888888,0.4824767482077216,1.0,0.5809104247310736,0.6997435378761223,False,0.0,True
2013-07-19,1.0,0.8888888888888888,0.48530281005224,1.0,0.5827944659607526,0.7149862263569664,False,0.0,True
2013-07-26,1.0,0.8888888888888888,0.45525661923809274,1.0,0.5627636720846544,0.6744531243587086,False,0.0,False
2013-08-02,1.0,0.8888888888888888,0.46476392661935434,1.0,0.5691018770054955,0.6934127612729275,False,0.0,True
2013-08-09,1.0,0.8888888888888888,0.40716428770987445,1.0,0.5307021177325089,0.5966513601859058,False,0.0,True
2013-08-16,1.0,0.6666666666666666,0.3069248693006899,1.0,0.31572769064490436,0.47947560651060145,False,0.0,True
2013-08-23,1.0,0.7777777777777778,0.3244874891451094,1.0,0.40151017794859145,0.5373132009308144,False,0.0,True
2013-08-30,1.0,0.6666666666666666,0.2480114463588239,1.0,0.276452075350327,0.5023140007582125,False,0.0,False
2013-09-06,1.0,0.6666666666666666,0.23059070031580126,1.0,0.26483824465497857,0.4755149536515922,False,0.0,True
2013-09-13,1.0,0.6666666666666666,0.26111165388715485,1.0,0.285185547035881,0.472383370598567,False,0.0,True
2013-09-20,1.0,0.8888888888888888,0.2964928836245921,1.0,0.456921181675654,0.5508362018285398,False,0.0,True
2013-09-27,1.0,0.7777777777777778,0.24138570085572877,1.0,0.346108985755671,0.4727205689597281,False,0.0,False
2013-10-04,1.0,0.8888888888888888,0.27687884923551465,1.0,0.44384515874960234,0.5998459468611388,False,0.0,True
2013-10-11,1.0,0.8888888888888888,0.2413314613473019,1.0,0.4201469001574605,0.5943544313065734,False,0.0,True
2013-10-18,1.0,0.8888888888888888,0.38271265550461936,1.0,0.5144010295956721,0.6387884776450925,False,0.0,True
2013-10-25,1.0,0.8888888888888888,0.363724686833292,1.0,0.5017423838147872,0.6324332216402053,False,0.0,False
2013-11-01,1.0,0.6666666666666666,0.32160411477690826,1.0,0.3255138542957166,0.5054301169545992,False,0.0,True
2013-11-08,1.0,0.7777777777777778,0.30568206101319556,1.0,0.38897322586064886,0.5397811054816914,False,0.0,True
2013-11-15,1.0,0.7777777777777778,0.29065399083679894,1.0,0.37895451240971784,0.5210380981841265,False,0.0,True
2013-11-22,1.0,0.7777777777777778,0.34685343503740107,1.0,0.4164208085434526,0.49465658428164133,False,0.0,True
2013-11-29,1.0,0.8888888888888888,0.4060011112963472,1.0,0.5299266667901573,0.562333152908834,False,0.0,False
2013-12-06,1.0,0.8888888888888888,0.38379732333398464,1.0,0.5151241414819157,0.590459098546128,False,0.0,True
2013-12-13,1.0,0.8888888888888888,0.35367979665394367,1.0,0.49504579036188834,0.620518450255924,False,0.0,True
2013-12-20,1.0,1.0,0.5192017289149832,1.0,0.6794678192766556,0.6651926189795443,False,0.0,True
2013-12-27,1.0,0.8888888888888888,0.5278129315115764,1.0,0.6111345469336434,0.5998701549964649,False,0.0,False
2014-01-03,1.0,0.8888888888888888,0.46320346805647633,1.0,0.56806157129691,0.5797008445132377,False,0.0,True
2014-01-10,1.0,0.8888888888888888,0.41365651043239077,1.0,0.5350302662141865,0.5562548434831778,False,0.0,True
2014-01-17,1.0,0.8888888888888888,0.37174496554324366,1.0,0.5070892362880883,0.6218780112034061,False,0.0,True
2014-01-24,1.0,0.7777777777777778,0.24061392646811988,1.0,0.3455944694972651,0.5673272481684122,False,0.0,True
2014-01-31,1.0,0.7777777777777778,0.19027602045572953,1.0,0.3120358654890049,0.5636226720989339,False,0.0,False
2014-02-07,1.0,0.8888888888888888,0.2600535710588162,1.0,0.43262830663180335,0.6168921560911083,False,0.0,True
2014-02-14,1.0,1.0,0.43072239740554397,1.0,0.6204815982703626,0.7194251051198681,False,0.0,True
2014-02-21,1.0,1.0,0.4150096814265796,1.0,0.6100064542843864,0.6677277121730403,False,0.0,True
2014-02-28,1.0,1.0,0.5509429962433844,1.0,0.7006286641622562,0.6255442262193678,False,0.0,False
2014-03-07,1.0,0.8888888888888888,0.5421958127244825,1.0,0.6207231344089142,0.5973715686552488,False,0.0,True
2014-03-14,1.0,0.7777777777777778,0.3802322888567366,1.0,0.4386733777563429,0.5626076991321027,False,0.0,True
2014-03-21,1.0,0.7777777777777778,0.37935123624789263,1.0,0.438086009350447,0.5680251322515169,False,0.0,True
2014-03-28,1.0,0.8888888888888888,0.41823579505818353,1.0,0.5380831226313816,0.5537837747236052,False,0.0,False
2014-04-04,1.0,0.7777777777777778,0.4316909471631426,1.0,0.4729791499606136,0.4897921031341546,False,0.0,True
2014-04-11,1.0,0.7777777777777778,0.2701621075924677,1.0,0.365293256913497,0.4677695589786391,False,0.0,True
2014-04-18,1.0,0.7777777777777778,0.2773346152574315,1.0,0.3700749286901395,0.48600353896519805,False,0.0,True
2014-04-25,1.0,0.7777777777777778,0.24921088272886902,1.0,0.3513257736710979,0.48145152204280933,False,0.0,False
2014-05-02,1.0,0.7777777777777778,0.27218986046105864,1.0,0.3666450921592243,0.4448427260692856,False,0.0,True
2014-05-09,1.0,0.8888888888888888,0.25215923690111963,1.0,0.427365417193339,0.6176201088323732,False,0.0,True
2014-05-16,1.0,0.7777777777777778,0.20650097748938834,1.0,0.32285250351144407,0.5605208333077991,False,0.0,True
2014-05-23,1.0,0.8888888888888888,0.2312527313819767,1.0,0.41342774684724365,0.6445275394901679,False,0.0,True
2014-05-30,1.0,0.8888888888888888,0.2639537017766132,1.0,0.43522839377700134,0.6675285320720847,False,0.0,False
