panel_name,n_sleeves,avg_abs_corr_off_diag,max_abs_corr_off_diag,median_abs_corr_off_diag
active_panel_naive,6,0.6648475777237012,0.779956948935586,0.6595384387872848
active_plus_w1,7,0.4828919722555006,0.779956948935586,0.6472226742245827
active_plus_w1_w2_w3_w4,10,0.27099274897537706,0.779956948935586,0.08683187940606164
active_plus_w1_w2_w3,9,0.3114190089577733,0.779956948935586,0.09179453276916974
