strategy_name,market_state,observations,ann_return_state,ann_vol_state,sharpe_state,avg_bil_state,avg_spy_state,avg_offense_state,avg_defense_state,avg_cash_state
composite_trend_quality_module,calm_trend,295,0.018512671213953613,0.12616576195131093,0.1467329244291958,0.02711864406779661,0.11016949152542373,0.8728813559322034,0.1,0.02711864406779661
composite_trend_quality_module,neutral_mixed,493,0.14713581051202707,0.12801120332579405,1.149397917442898,0.09584178498985801,0.08975659229208925,0.7241379310344828,0.18002028397565922,0.09584178498985801
composite_trend_quality_module,recovery_confirmed,44,0.034916857772339105,0.09518968887307575,0.3668134457178091,0.0,0.0625,0.6761363636363636,0.32386363636363635,0.0
composite_trend_quality_module,recovery_fragile,49,0.1258662573261804,0.08388703556699453,1.5004256197092587,0.01020408163265306,0.09183673469387756,0.7448979591836735,0.24489795918367346,0.01020408163265306
composite_trend_quality_module,stressed_panic,229,0.056494917635003805,0.1862521865768436,0.30332485579542573,0.010917030567685589,0.07969432314410481,0.7281659388646288,0.2609170305676856,0.010917030567685589
composite_confirmation_aware_momentum,calm_trend,295,-0.003560046388879634,0.13383849261634495,-0.026599570267760664,0.0,0.11779661016949153,0.9101694915254237,0.08983050847457627,0.0
composite_confirmation_aware_momentum,neutral_mixed,493,0.15045438835064884,0.1332320799138949,1.1292654775627937,0.0603448275862069,0.09989858012170386,0.7697768762677485,0.16987829614604463,0.0603448275862069
composite_confirmation_aware_momentum,recovery_confirmed,44,0.10312028339616663,0.0955265145698813,1.0794938333139978,0.0,0.06818181818181818,0.6761363636363636,0.32386363636363635,0.0
composite_confirmation_aware_momentum,recovery_fragile,49,0.11798803278462633,0.08889653673854536,1.3272511743808681,0.0,0.09693877551020408,0.7704081632653061,0.22959183673469388,0.0
composite_confirmation_aware_momentum,stressed_panic,229,0.05209483059328712,0.20998652926085454,0.24808653572521608,0.015283842794759825,0.09388646288209607,0.7434497816593887,0.24126637554585154,0.015283842794759825
composite_trend_quality_refined,calm_trend,295,0.012853644251661578,0.13042280607122167,0.0985536551379091,0.000847457627118644,0.1135593220338983,0.9016949152542373,0.09745762711864407,0.000847457627118644
composite_trend_quality_refined,neutral_mixed,493,0.17171182202883983,0.13128202091874308,1.307961446869566,0.0603448275862069,0.09787018255578094,0.757606490872211,0.18204868154158216,0.0603448275862069
composite_trend_quality_refined,recovery_confirmed,44,0.06593346984269033,0.09495510496577096,0.6943646670335183,0.0,0.06818181818181818,0.6704545454545454,0.32954545454545453,0.0
composite_trend_quality_refined,recovery_fragile,49,0.13255611743492368,0.08378086903577042,1.5821764438648704,0.0,0.09183673469387756,0.7551020408163265,0.24489795918367346,0.0
composite_trend_quality_refined,stressed_panic,229,0.09514401972295672,0.17227616352794778,0.5522761696949551,0.009825327510917031,0.0927947598253275,0.7314410480349345,0.2587336244541485,0.009825327510917031
