,QQQ,SPY,XLK,XLI,XLF,XLY,VUG,XLV,XLP,XLU,HYG,LQD,EFA,VEA,TLT,BIL,GLD
2011-03-04,0.23846827675915394,0.0,0.0,0.16040212564805664,0.0,0.10112959759278939,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2011-03-11,0.33877876508603166,0.0,0.18789060819312517,0.27333062672084324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2011-03-18,0.15506050550206896,0.0,0.0,0.2128405328112173,0.0,0.13209896168671378,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2011-03-25,0.0,0.0,0.0,0.3660447504572084,0.0,0.21795371504097538,0.21600153450181636,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2011-04-01,0.0,0.0,0.0,0.3742021701210575,0.0,0.2091417760504961,0.21665605382844633,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2011-04-08,0.24921857861230354,0.0,0.0,0.31007681624553324,0.0,0.24070460514216327,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2011-04-15,0.185264299430418,0.0,0.0,0.3031996251602048,0.0,0.16153607540937726,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2011-04-22,0.0,0.19020628072025664,0.0,0.42058035740748045,0.0,0.0,0.18921336187226293,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2011-04-29,0.19916343091247826,0.0,0.0,0.4177521568504631,0.0,0.0,0.18308441223705882,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2011-05-06,0.0,0.14772686045889907,0.0,0.34182713999989384,0.0,0.0,0.16044599954120714,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2011-05-13,0.0,0.18514274052339094,0.0,0.2834016282214698,0.0,0.0,0.18145563125513925,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2011-05-20,0.0,0.0,0.0,0.4211063654995889,0.0,0.19537909254787833,0.18351454195253278,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2011-05-27,0.0,0.0,0.0,0.48298413024081843,0.0,0.15414465560356638,0.1628712141556152,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2011-06-03,0.0,0.17143965430101232,0.0,0.4503371285099982,0.0,0.0,0.1782232171889895,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2011-06-10,0.0,0.0,0.0,0.3867717921686095,0.0,0.0,0.16820487138838455,0.245023336443006,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2011-06-17,0.0,0.0,0.0,0.2181495427387158,0.0,0.0,0.0,0.39420254454617126,0.18764791271511289,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2011-06-24,0.0,0.0,0.0,0.18424548181722075,0.0,0.0,0.0,0.3910340582753547,0.22472045990742454,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2011-07-01,0.0,0.0,0.0,0.17572859711362818,0.0,0.21280697328064685,0.0,0.41146442960572505,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2011-07-08,0.0,0.0,0.0,0.0,0.0,0.20767922077166592,0.0,0.4138180033416797,0.17850277588665445,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2011-07-15,0.0,0.0,0.0,0.0,0.0,0.15404014083616796,0.0,0.41115029683592247,0.23480956232790962,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2011-07-22,0.0,0.0,0.0,0.0,0.0,0.16538364011500115,0.0,0.37668349173421545,0.2579328681507835,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2011-07-29,0.0,0.0,0.0,0.0,0.0,0.1805178586584919,0.0,0.44783071276144143,0.17165142858006666,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2011-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2011-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2011-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2011-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2011-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2011-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2011-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2011-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2011-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2011-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2011-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2011-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2011-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10354216594640879,0.20141159600036054,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2011-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2011-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1188202499790218,0.21460867779500503,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2011-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2011-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2011-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2011-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10920867597509465,0.2079688344619413,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2011-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2011-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11161626810507623,0.20398056649901602,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2011-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13858289604039098,0.19567616607632943,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14275724759640218,0.17939798789890757,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13353425521764056,0.19789180585704216,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12637754851933927,0.20645654036013592,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12429046526747857,0.22027255165625975,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13070477272122824,0.2224435034309974,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11562412000891993,0.14445572204897825,0.23992015794210184,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16912419613543075,0.21806270237559008,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-02-24,0.0,0.0,0.0,0.0,0.0,0.13453772449381488,0.0,0.0,0.17045481616491492,0.19500745934127023,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-03-02,0.14638275669227974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17958242865765295,0.17403481465006734,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-03-09,0.0,0.0,0.0,0.0,0.0,0.17829281344419945,0.0,0.0,0.15148449857976873,0.1702226879760318,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-03-16,0.14653172913704213,0.0,0.1601353136166377,0.0,0.0,0.19333295724632021,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-03-23,0.16130669897608574,0.0,0.17499636540793895,0.0,0.0,0.16369693561597531,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-03-30,0.156193831570054,0.0,0.1671487242100403,0.0,0.0,0.17665744421990567,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-04-06,0.15687097903618935,0.0,0.15217314167075366,0.0,0.0,0.19095587929305696,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-04-13,0.1888815394321657,0.0,0.14878654452457846,0.0,0.0,0.1623319160432558,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-04-20,0.16861097783060566,0.0,0.16753285553193836,0.0,0.0,0.16385616663745595,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-04-27,0.17449559595072625,0.0,0.16893801364532307,0.0,0.0,0.1565663904039506,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-05-04,0.1815923488993218,0.0,0.1519865001787837,0.0,0.0,0.16642115092189447,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-05-11,0.17346565995173252,0.0,0.16473786345428426,0.0,0.0,0.1617964765939832,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-05-18,0.16380024106707824,0.0,0.152055802080215,0.0,0.0,0.18414395685270676,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-05-25,0.16105875776321188,0.0,0.16788133246341666,0.0,0.0,0.1710599097733714,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2012-06-01,0.25738331416730054,0.0,0.2838396764730715,0.0,0.0,0.25877700935962794,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-06-08,0.0,0.0,0.2728385791651318,0.0,0.0,0.2931333021837261,0.0,0.0,0.23402811865114206,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-06-15,0.27848002886991197,0.0,0.2605258576702158,0.0,0.0,0.2609941134598722,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-06-22,0.2507544635153656,0.0,0.30854887215545457,0.0,0.0,0.0,0.0,0.0,0.24069666432917988,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-06-29,0.0,0.0,0.28742851373257133,0.0,0.0,0.22359942366501886,0.0,0.0,0.2889720626024097,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-07-06,0.0,0.0,0.26538890976620744,0.0,0.0,0.0,0.0,0.0,0.2622573070226006,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-07-13,0.0,0.0,0.25093066097411687,0.0,0.0,0.0,0.0,0.0,0.28568578776191317,0.26338355126397,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-07-20,0.0,0.0,0.2037792542124035,0.0,0.0,0.0,0.0,0.0,0.3081936019097167,0.2880271438778799,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21124821266173022,0.2742448144905766,0.31450697284769324,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23378424011756693,0.2942618122759319,0.2719539476065011,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243154261519729,0.3160767921526093,0.24076894632766171,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2501205368409843,0.2970148499081567,0.2528646132508591,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2704095942378372,0.26965977713222017,0.2599306286299426,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2898940706901956,0.2841540238143103,0.22595190549549413,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-09-07,0.0,0.0,0.0,0.0,0.0,0.223939488349708,0.0,0.2939978687749846,0.28206264287530747,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-09-14,0.0,0.0,0.0,0.0,0.0,0.24056281865688162,0.0,0.29596045984350144,0.26347672149961704,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-09-21,0.0,0.0,0.0,0.0,0.0,0.23117078777944058,0.0,0.2866751338464713,0.2821540783740882,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-09-28,0.0,0.0,0.0,0.0,0.0,0.22557335022761618,0.0,0.32855913541194504,0.24586751436043874,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-10-05,0.0,0.0,0.0,0.0,0.0,0.21855505958994495,0.0,0.29993861762444063,0.28150632278561444,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-10-12,0.0,0.0,0.0,0.0,0.0,0.2057605236583373,0.0,0.3366446722777907,0.2575948040638721,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-10-19,0.0,0.0,0.0,0.0,0.0,0.19232281664459205,0.0,0.3771712397758036,0.23050594357960433,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-10-26,0.0,0.0,0.0,0.0,0.0,0.22259539936802453,0.0,0.376918813703128,0.20048578692884744,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3504878972456644,0.26909452043116383,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-11-09,0.0,0.19369918574736567,0.0,0.0,0.0,0.0,0.0,0.33709715636706106,0.2692036578855734,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2012-11-23,0.0,0.0,0.0,0.0,0.22384521973740812,0.2294067581201376,0.0,0.34674802214245437,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-11-30,0.0,0.0,0.0,0.0,0.22329895846326717,0.20202411729616251,0.0,0.3746769242405704,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-12-07,0.0,0.0,0.0,0.0,0.21319984348507437,0.22528048715652857,0.0,0.36151966935839713,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-12-14,0.0,0.0,0.0,0.0,0.0,0.2045756961853342,0.0,0.3659900939904799,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-12-21,0.0,0.0,0.0,0.0,0.19522200177797958,0.0,0.0,0.34842705974232946,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2012-12-28,0.0,0.0,0.0,0.0,0.0,0.2344233960402071,0.0,0.3416315965111278,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2013-01-04,0.0,0.0,0.0,0.0,0.0,0.23152060146113407,0.0,0.2901252882391546,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2013-01-11,0.0,0.0,0.0,0.0,0.23356566198857107,0.2302982631244612,0.0,0.33613607488696784,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2013-01-18,0.0,0.0,0.0,0.0,0.0,0.23279907037022812,0.0,0.3222983683827384,0.0,0.0,0.24490256124703352,0.1,0.0,0.0,0.0,0.0,0.1
2013-01-25,0.0,0.0,0.0,0.0,0.24735775084515388,0.0,0.0,0.3156725889657239,0.0,0.0,0.23696966018912222,0.1,0.0,0.0,0.0,0.0,0.1
2013-02-01,0.0,0.0,0.0,0.0,0.2624183633751027,0.0,0.0,0.257576275827439,0.0,0.0,0.0,0.1,0.28000536079745825,0.0,0.0,0.0,0.1
2013-02-08,0.0,0.0,0.0,0.0,0.2547540543845836,0.0,0.0,0.2830953208310966,0.0,0.0,0.0,0.1,0.2621506247843199,0.0,0.0,0.0,0.1
2013-02-15,0.0,0.0,0.0,0.0,0.23965240407385205,0.23348567724049968,0.0,0.3268619186856483,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2013-02-22,0.0,0.0,0.0,0.0,0.22809537278712738,0.0,0.0,0.342524174429782,0.0,0.0,0.0,0.1,0.2293804527830906,0.0,0.0,0.0,0.1
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29550851804726,0.0,0.0,0.0,0.1,0.26848760785317144,0.2360038740995686,0.0,0.0,0.1
2013-03-08,0.0,0.0,0.0,0.0,0.2394004989819111,0.0,0.0,0.30393940504927414,0.0,0.0,0.0,0.1,0.2566600959688147,0.0,0.0,0.0,0.1
2013-03-15,0.0,0.0,0.0,0.0,0.24710012509836377,0.0,0.0,0.311302953164843,0.0,0.0,0.0,0.1,0.2415969217367933,0.0,0.0,0.0,0.1
2013-03-22,0.0,0.0,0.0,0.0,0.2327103176587808,0.21885783856341226,0.0,0.3484318437778069,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2013-03-29,0.0,0.0,0.0,0.0,0.2425953758472232,0.0,0.0,0.3323166498714471,0.0,0.0,0.0,0.1,0.22508797428132976,0.0,0.0,0.0,0.1
2013-04-05,0.0,0.0,0.0,0.0,0.23423444602106192,0.0,0.0,0.330838085587951,0.23492746839098713,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2013-04-12,0.0,0.0,0.0,0.0,0.274578812234031,0.18891670299475852,0.0,0.33650448477121053,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2013-04-19,0.0,0.0,0.0,0.0,0.27960901880826117,0.1920131552359342,0.0,0.3283778259558047,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2013-04-26,0.0,0.0,0.0,0.0,0.19921467390154976,0.0,0.0,0.26964789120639304,0.18113743489205725,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2013-05-03,0.0,0.0,0.0,0.0,0.20246189537966358,0.0,0.0,0.2549672122815465,0.19257089233878996,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2013-05-10,0.0,0.0,0.0,0.0,0.19776034815333418,0.1923589457842323,0.0,0.2598807060624336,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2013-05-17,0.0,0.0,0.0,0.0,0.2566922533501828,0.2234259855914527,0.0,0.3198817610583646,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2013-05-24,0.0,0.0,0.0,0.0,0.24041580926085465,0.22646750150374145,0.0,0.33311668923540394,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2013-05-31,0.0,0.0,0.0,0.0,0.25902795499470094,0.20680198391513033,0.0,0.3341700610901688,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2013-06-07,0.0,0.0,0.0,0.0,0.2920323310620695,0.2209456046263777,0.0,0.28702206431155297,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2013-06-14,0.0,0.0,0.0,0.0,0.2836101611437824,0.2407182027024676,0.0,0.2756716361537501,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2013-06-21,0.0,0.0,0.0,0.0,0.24567135220643876,0.276986134345835,0.0,0.27734251344772626,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2013-06-28,0.0,0.0,0.0,0.0,0.1626225195580629,0.16169338871810524,0.0,0.17568409172383187,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-07-05,0.0,0.0,0.0,0.0,0.16318070165575324,0.1562889502401534,0.0,0.18053034810409332,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-07-12,0.0,0.0,0.0,0.0,0.16295720409605804,0.14991908992791217,0.0,0.18712370597602979,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-07-19,0.0,0.0,0.0,0.0,0.15791405718142912,0.16640258109448416,0.0,0.1756833617240867,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-07-26,0.0,0.0,0.0,0.0,0.1692634259212571,0.157854875075557,0.0,0.1728816990031859,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-08-02,0.0,0.0,0.0,0.0,0.16985456329301096,0.1558822827751236,0.0,0.17426315393186545,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-08-09,0.0,0.0,0.0,0.0,0.16267626530363374,0.16756646059440908,0.0,0.1697572741019572,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-08-16,0.0,0.0,0.0,0.0,0.1517006552617134,0.1734608659656744,0.0,0.17483847877261224,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-08-23,0.0,0.0,0.0,0.0,0.18206076338674718,0.1508510576747024,0.0,0.16708817893855044,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-08-30,0.0,0.0,0.0,0.0,0.1747069626103991,0.15900782732617555,0.0,0.16628521006342534,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-09-06,0.0,0.0,0.0,0.0,0.16357901753924403,0.16357901753924411,0.0,0.17284196492151185,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-09-13,0.0,0.0,0.0,0.0,0.1605720637616682,0.15395529818682482,0.0,0.18547263805150696,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-09-20,0.0,0.0,0.0,0.0,0.15911634085190512,0.15793646037779943,0.0,0.18294719877029544,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-09-27,0.0,0.0,0.0,0.0,0.16133177903408358,0.15811934712028125,0.0,0.18054887384563523,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-10-04,0.0,0.0,0.0,0.0,0.1476165391706027,0.18661738261915528,0.0,0.165766078210242,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-10-11,0.0,0.0,0.0,0.0,0.15748722559040568,0.19336720580404343,0.0,0.14914556860555087,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-10-18,0.14201265222347753,0.0,0.0,0.1544776242891323,0.0,0.20350972348739016,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-10-25,0.14638140844910208,0.0,0.0,0.16368774568685374,0.0,0.18993084586404416,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-11-01,0.158964392212864,0.0,0.0,0.15576526574531832,0.0,0.18527034204181772,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-11-08,0.15958732621712562,0.0,0.0,0.16184429383256335,0.0,0.17856837995031105,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-11-15,0.15662198669971114,0.0,0.0,0.1656648281144824,0.0,0.17771318518580642,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-11-22,0.15361874743150988,0.0,0.0,0.0,0.0,0.19126450328627573,0.0,0.1551167492822143,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-11-29,0.16301306222930345,0.0,0.0,0.15496086052645955,0.0,0.18202607724423692,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-12-06,0.14306873026683614,0.0,0.0,0.1655777917489742,0.0,0.1913534779841896,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-12-13,0.16127899842412527,0.0,0.0,0.16694844051315832,0.0,0.17177256106271638,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-12-20,0.14515427489946459,0.0,0.0,0.1722629508801291,0.0,0.1825827742204063,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2013-12-27,0.1456847621727511,0.0,0.0,0.1674149159930486,0.0,0.1869003218342003,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2014-01-03,0.15586219592980796,0.0,0.0,0.16984266110712593,0.0,0.17429514296306617,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2014-01-10,0.1528262695186883,0.0,0.0,0.17746019258038462,0.0,0.1697135379009271,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2014-01-17,0.24217870489899473,0.0,0.0,0.29719754907302165,0.0,0.2606237460279836,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-01-24,0.3087383111581398,0.0,0.0,0.27084984971315057,0.0,0.22041183912870968,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-01-31,0.3476657324071119,0.0,0.0,0.21489969231567796,0.0,0.2374345752772102,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-02-07,0.34913700854005736,0.0,0.0,0.2190039260047655,0.0,0.23185906545517715,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-02-14,0.3281954974575113,0.0,0.0,0.22832405093302796,0.0,0.0,0.0,0.24348045160946075,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-02-21,0.2737296045668803,0.0,0.0,0.17727784583834863,0.0,0.0,0.0,0.1989925495947711,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2014-02-28,0.27194809196374864,0.0,0.0,0.0,0.0,0.0,0.1754334051002065,0.2026185029360449,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2014-03-07,0.27328489497105257,0.0,0.0,0.1784125997099205,0.0,0.0,0.0,0.198302505319027,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
