,QQQ,SPY,XLK,XLI,XLF,XLY,VUG,XLV,XLP,XLU,HYG,LQD,EFA,VEA,TLT,BIL,GLD
2014-03-14,0.2096372026085391,0.0,0.0,0.0,0.0,0.0,0.13990383629267109,0.15045896109878978,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2014-03-21,0.20393697141072248,0.0,0.0,0.0,0.0,0.0,0.12702056856847374,0.16904246002080378,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2014-03-28,0.25736762019769954,0.0,0.0,0.0,0.0,0.0,0.16550174751158284,0.22713063229071767,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2014-04-04,0.23885889830046733,0.0,0.0,0.17228220339906544,0.0,0.0,0.0,0.23885889830046722,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2014-04-11,0.24313533978300952,0.0,0.0,0.19725511430697,0.0,0.0,0.0,0.20960954591002048,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2014-04-18,0.20274341384721126,0.0,0.0,0.13230522084517973,0.0,0.0,0.0,0.164951365307609,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2014-04-25,0.2438618136980485,0.0,0.22222302938554417,0.0,0.0,0.0,0.0,0.18391515691640742,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2014-05-02,0.2049380190266982,0.0,0.1981927441015514,0.0,0.0,0.0,0.0,0.2468692368717504,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2014-05-09,0.18319362779765572,0.0,0.0,0.19930917997984135,0.0,0.0,0.0,0.2674971922225029,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2014-05-16,0.0,0.0,0.1868431443557949,0.19298652452667356,0.0,0.0,0.0,0.2701703311175315,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2014-05-23,0.0,0.0,0.21250069527049184,0.19320591684200972,0.0,0.0,0.0,0.2442933878874984,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2014-05-30,0.0,0.0,0.16904999093623893,0.0,0.0,0.0,0.0,0.1710350056340928,0.0,0.1599150034296683,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2014-06-06,0.0,0.0,0.24920482085918325,0.0,0.0,0.0,0.0,0.28087129118999915,0.0,0.26992388795081756,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-06-13,0.0,0.0,0.0,0.25883417891552696,0.0,0.0,0.0,0.2625558202413782,0.0,0.2786100008430949,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-06-20,0.0,0.0,0.25620833390856,0.0,0.0,0.0,0.0,0.256602993853585,0.0,0.2871886722378551,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-06-27,0.0,0.0,0.275130774985749,0.0,0.0,0.0,0.0,0.2716292058813316,0.0,0.25324001913291955,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-07-04,0.0,0.0,0.30665486582142926,0.0,0.0,0.0,0.0,0.23576155627339226,0.0,0.2575835779051785,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-07-11,0.24676009025036472,0.0,0.30997930614360564,0.0,0.0,0.0,0.0,0.2432606036060296,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-07-18,0.2546424392722056,0.0,0.33740020374693436,0.0,0.0,0.0,0.0,0.20795735698086007,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-07-25,0.24723438600118694,0.0,0.33622354492727324,0.0,0.0,0.0,0.0,0.2165420690715399,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-08-01,0.23898538140700085,0.0,0.3269742805947477,0.0,0.0,0.0,0.0,0.23404033799825152,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-08-08,0.23599482469577415,0.0,0.3175799286182962,0.0,0.0,0.0,0.0,0.2464252466859297,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-08-15,0.25038660812922914,0.0,0.3305790423037874,0.0,0.0,0.0,0.0,0.2190343495669836,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-08-22,0.24588379598876622,0.0,0.3693039433673953,0.0,0.0,0.0,0.0,0.18481226064383846,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-08-29,0.2682994447246731,0.1654843476169486,0.36621620765837837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-09-05,0.27483948293530175,0.16989943213354985,0.3552610849311484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-09-12,0.29558405996558035,0.0,0.35200714155005647,0.0,0.0,0.0,0.0,0.15240879848436317,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-09-19,0.28673274445395547,0.0,0.3161016174141992,0.0,0.0,0.0,0.0,0.19716563813184548,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-09-26,0.29100413738587416,0.0,0.2958730514994484,0.0,0.0,0.0,0.0,0.2131228111146775,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-10-03,0.2792509346833495,0.0,0.30273598055161893,0.0,0.0,0.0,0.0,0.21801308476503167,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-10-10,0.26956499911103954,0.0,0.28553610304546584,0.0,0.0,0.0,0.0,0.2448988978434947,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2014-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2014-10-24,0.1490833622857965,0.0,0.1705546489505168,0.0,0.0,0.0,0.0,0.1803619887636867,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2014-10-31,0.20302804102552963,0.0,0.23613914403890457,0.0,0.0,0.0,0.0,0.21083281493556583,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2014-11-07,0.20217997005065183,0.0,0.23147441192901366,0.0,0.0,0.0,0.0,0.21634561802033456,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2014-11-14,0.2073624979358689,0.0,0.0,0.0,0.0,0.0,0.0,0.2231609158666829,0.0,0.2194765861974482,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2014-11-21,0.20597443005853305,0.0,0.0,0.0,0.0,0.0,0.0,0.2255577156985895,0.0,0.21846785424287746,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2014-11-28,0.0,0.0,0.19687001768869666,0.0,0.0,0.0,0.0,0.23259126233735833,0.0,0.22053871997394509,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2014-12-05,0.0,0.0,0.2135017269702164,0.0,0.0,0.0,0.0,0.2197412184442178,0.0,0.21675705458556585,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2014-12-12,0.0,0.0,0.1969940943740103,0.0,0.0,0.0,0.0,0.20867373956805532,0.0,0.2443321660579344,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2014-12-19,0.14591144003386752,0.0,0.0,0.0,0.0,0.0,0.0,0.17102819518079804,0.0,0.1830603647853344,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2014-12-26,0.19787536553287957,0.0,0.0,0.0,0.0,0.0,0.0,0.2312615258730353,0.0,0.2208631085940851,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2015-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21489703693091494,0.21499142715127947,0.22011153591780555,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2015-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1967208700502531,0.18952383172214346,0.26375529822760335,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2015-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15306348782861662,0.14429897107097295,0.20263754110041046,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16017347721612607,0.14455042921397288,0.19527609356990108,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22759589000818697,0.20441980358114864,0.21798430641066444,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2015-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19984704747766477,0.1479249764551082,0.15222797606722702,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28475146601104084,0.18710886353773176,0.17813967045122744,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2015-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27780181878362264,0.19835754604944542,0.17384063516693204,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2015-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20494109843180194,0.15576651649975914,0.1392923850684389,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26978383044077114,0.20423595019503168,0.17598021936419725,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2015-03-13,0.12574042961363013,0.0,0.0,0.0,0.0,0.0,0.0,0.29537741310257826,0.22888215728379166,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2015-03-20,0.1573843121537153,0.0,0.0,0.0,0.0,0.0,0.0,0.31895292949741966,0.1736627583488651,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2015-03-27,0.0,0.0,0.0,0.0,0.0,0.17227995555636716,0.0,0.2948494333353218,0.18287061110831102,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2015-04-03,0.0,0.0,0.0,0.0,0.0,0.17096441807402388,0.0,0.27951998981624054,0.19951559210973557,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2015-04-10,0.0,0.0,0.0,0.0,0.0,0.16505698618254275,0.0,0.19895984582347975,0.13598316799397747,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-04-17,0.0,0.0,0.0,0.0,0.0,0.18258290461101023,0.12195863605916463,0.19545845932982514,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-04-24,0.13818571014867434,0.0,0.0,0.0,0.0,0.1587052468929207,0.0,0.20310904295840496,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-05-01,0.13175076894611487,0.0,0.0,0.0,0.0,0.17550650477638646,0.0,0.19274272627749867,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-05-08,0.0,0.0,0.0,0.0,0.0,0.17947770691362028,0.0,0.18916052034271255,0.13136177274366717,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-05-15,0.1327936335075332,0.0,0.0,0.0,0.0,0.17723475700224947,0.0,0.18997160949021738,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-05-22,0.0,0.0,0.0,0.0,0.0,0.19311159676632048,0.1222726798392538,0.1846157233944257,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-05-29,0.1292839519698358,0.0,0.0,0.0,0.0,0.1995158485006066,0.0,0.17120019952955762,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-06-05,0.0,0.0,0.0,0.0,0.0,0.21892471076045097,0.12252784614594167,0.15854744309360735,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-06-12,0.0,0.0,0.0,0.0,0.0,0.20832552296254292,0.1323561640921891,0.15931831294526796,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-06-19,0.0,0.0,0.0,0.0,0.0,0.19662790143584158,0.1388775070109766,0.16449459155318186,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-06-26,0.0,0.0,0.0,0.0,0.0,0.17366127365938536,0.14528687504387514,0.18105185129673954,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-07-03,0.0,0.0,0.0,0.0,0.0,0.1669402143328123,0.13131228956973512,0.20174749609745257,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-07-10,0.0,0.0,0.0,0.0,0.0,0.1741068141616106,0.13159158813857413,0.1943015976998153,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-07-17,0.0,0.0,0.0,0.0,0.0,0.17403265471947518,0.14187729672743263,0.18409004855309222,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-07-24,0.0,0.0,0.0,0.0,0.0,0.2015766281479744,0.12224848867960145,0.17617488317242416,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-07-31,0.0,0.0,0.0,0.0,0.0,0.22935679407239734,0.11455144144286249,0.15609176448474016,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-08-07,0.0,0.0,0.0,0.0,0.11477386242791206,0.22023603517832327,0.0,0.16499010239376471,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-08-14,0.0,0.0,0.0,0.0,0.0,0.21075898956138647,0.11914153222648118,0.1700994782121323,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2015-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2015-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2015-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2015-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2015-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2015-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2015-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2015-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2015-10-23,0.12962800311237926,0.0,0.0,0.0,0.0,0.22412265386836752,0.0,0.0,0.1462493430192532,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-10-30,0.0836394594612905,0.0,0.0,0.0,0.0,0.2171411948124777,0.0,0.0,0.1992193457262318,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-11-06,0.0,0.0,0.0,0.0,0.0,0.3905324514551022,0.0,0.0,0.2374447822030287,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2015-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2015-11-20,0.12317673618938625,0.0,0.0,0.0,0.0,0.25648295775271046,0.0,0.0,0.0,0.12034030605790329,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-11-27,0.14047657016413947,0.0,0.0,0.0,0.0,0.21228095523209567,0.0,0.0,0.1472424746037649,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2015-12-04,0.24854467860998702,0.0,0.0,0.0,0.0,0.33311418388163216,0.0,0.0,0.21834113750838086,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2015-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2015-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2015-12-25,0.15825350036319624,0.0,0.0,0.0,0.0,0.18042676377775388,0.0,0.0,0.16131973585904988,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2016-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2016-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2016-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2016-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2016-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2016-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2016-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2016-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2016-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.15
2016-03-11,0.0,0.0,0.04337501915488587,0.0,0.0,0.0,0.0,0.0,0.2064524390314916,0.2501725418136225,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2016-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22110798548869595,0.23094197536905514,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2016-03-25,0.0,0.0,0.05728269186404599,0.0,0.0,0.0,0.0,0.0,0.20739682050555697,0.235320487630397,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20677806440393073,0.23172773894934864,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2016-04-08,0.0,0.0,0.061476890835795175,0.0,0.0,0.0,0.0,0.0,0.207716379932111,0.23080672923209386,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2016-04-15,0.0,0.0,0.07425026214564409,0.0,0.0,0.0,0.0,0.0,0.21047776719924358,0.2152719706551123,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2016-04-22,0.0,0.0,0.0,0.0835907569986864,0.0,0.0,0.0,0.0,0.20576063967778305,0.21064860332353055,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2016-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18068814481772685,0.20508857263703525,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2016-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17891621557712528,0.1863390631668474,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2016-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17388006102870998,0.18226596809814982,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2016-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2675079903384955,0.31195812155440705,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2016-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16504270165584015,0.17316809753081058,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2016-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21454959384668834,0.23698219743397805,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2016-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1583553305853462,0.17747746406436224,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2016-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21951497357652322,0.2552738642964811,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2016-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23569294021247297,0.3382061634466795,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19419805304386248,0.3532307843976635,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2016-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1454441999833202,0.19960430682688945,0.0,0.25,0.0,0.0,0.0,0.15,0.1
2016-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25308896421569677,0.3868277105355302,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2016-07-22,0.0,0.0,0.0,0.16533009897989537,0.0,0.0,0.0,0.0,0.24152090450329464,0.39314899651681007,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2016-07-29,0.0,0.0,0.0,0.14841819972957387,0.0,0.0,0.0,0.0,0.21163131026714962,0.43995049000327663,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2016-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15449763790521076,0.4462478679932292,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2016-08-12,0.0,0.0,0.0,0.21291321782647024,0.0,0.0,0.0,0.0,0.24165138673739228,0.34543539543613755,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2016-08-19,0.0,0.0,0.0,0.22852316362989866,0.0,0.0,0.0,0.0,0.22540751850220567,0.34606931786789574,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2016-08-26,0.0,0.0,0.0,0.2134058709062563,0.0,0.0,0.0,0.0,0.23606111366029908,0.3505330154334447,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2016-09-02,0.0,0.0,0.22904231259847121,0.19099450844663607,0.0,0.0,0.0,0.0,0.0,0.37996317895489273,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2016-09-09,0.0,0.0,0.2592004565541581,0.0,0.0,0.0,0.0,0.0,0.24848153512613128,0.2923180083197108,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2016-09-16,0.0,0.0,0.3264582787406527,0.0,0.0,0.0,0.0,0.0,0.0,0.23587869625283844,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2016-09-23,0.0,0.0,0.3569900940177799,0.0,0.0,0.0,0.0,0.0,0.0,0.21387279265387274,0.2291371133283474,0.1,0.0,0.0,0.0,0.0,0.1
2016-09-30,0.0,0.1550121027637028,0.35936747343605036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2856204238002469,0.1,0.0,0.0,0.0,0.0,0.1
2016-10-07,0.0,0.0,0.3099665855309133,0.11593434176444489,0.0,0.0,0.0,0.0,0.0,0.0,0.3740990727046418,0.1,0.0,0.0,0.0,0.0,0.1
2016-10-14,0.0,0.0,0.35908146563158283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27765499985046116,0.1,0.0,0.0,0.0,0.0,0.1
2016-10-21,0.0,0.0,0.40030287304304646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25884924984184415,0.1,0.0,0.0,0.0,0.0,0.1
2016-10-28,0.0,0.0,0.4066209575591585,0.0,0.0,0.0,0.0,0.0,0.0,0.11647108059095745,0.27690796184988403,0.1,0.0,0.0,0.0,0.0,0.1
2016-11-04,0.0,0.0,0.26602949311098195,0.07387281693932955,0.0,0.0,0.0,0.0,0.0,0.0,0.1600976899496884,0.25,0.0,0.0,0.0,0.15,0.1
2016-11-11,0.0,0.0,0.20936659205310756,0.04293080320848667,0.0,0.0,0.0,0.0,0.0,0.0,0.24770260473840577,0.25,0.0,0.0,0.0,0.15,0.1
2016-11-18,0.0,0.0,0.3530250612946823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22370855107383789,0.2,0.0,0.0,0.0,0.0,0.15
2016-11-25,0.0,0.0,0.3346463718633551,0.017570045463801573,0.0,0.0,0.0,0.0,0.0,0.0,0.2977835826728434,0.2,0.0,0.0,0.0,0.0,0.15
2016-12-02,0.0,0.0,0.3056026625004477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24768791191472164,0.2,0.0,0.0,0.0,0.0,0.15
2016-12-09,0.0,0.0,0.24129373625236447,0.08742224431947156,0.0,0.0,0.0,0.0,0.0,0.0,0.321284019428164,0.2,0.0,0.0,0.0,0.0,0.15
2016-12-16,0.0,0.0,0.27900791685052684,0.2807785833708942,0.24021349977857895,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2016-12-23,0.0,0.0,0.29720715233549133,0.2503626338941077,0.252430213770401,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2016-12-30,0.0,0.0,0.2868308619053155,0.2485382685101267,0.2646308695845579,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2017-01-06,0.0,0.0,0.23325444732050238,0.2845981674748057,0.28214738520469196,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2017-01-13,0.0,0.0,0.26253918357895845,0.24046228611564913,0.2969985303053924,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2017-01-20,0.0,0.0,0.273013694281276,0.22846958377226678,0.29851672194645734,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2017-01-27,0.0,0.0,0.2519480690549101,0.2476150046403586,0.3004369263047314,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2017-02-03,0.0,0.21700084954630966,0.0,0.2475945468641256,0.33540460358956475,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2017-02-10,0.0,0.0,0.24771876451494113,0.23210826580823096,0.320172969676828,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2017-02-17,0.0,0.0,0.17958730938615441,0.335509290321974,0.2849034002918716,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2017-02-24,0.0,0.0,0.18007903674521725,0.3428683804542437,0.2770525828005391,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2017-03-03,0.0,0.0,0.19195227996811948,0.3320131619147982,0.27603455811708244,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2017-03-10,0.0,0.0,0.2545617639127471,0.29430511820418215,0.2511331178830708,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
2017-03-17,0.0,0.0,0.23597363826009,0.20548654996908278,0.20853981177082728,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
2017-03-24,0.0,0.0,0.22401905193930438,0.21483771565058976,0.21114323241010588,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15
