Date,SPY,QQQ,IWM,EFA,VEA,VWO,EWJ,VNQ,HYG,LQD,GLD,PDBC,DBA,TLT,BIL
2006-09-29,0.0,0.0,0.0,0.29232632156653116,0.0,0.15483349063493868,0.01400291415976242,0.4393954941661186,0.0,0.0,0.29076005579848707,0.0,0.0,0.0,0.0
2006-10-06,0.028013829446931267,0.0,0.0,0.3122210889886695,0.0,0.10315214061988737,0.0,0.5109287240083774,0.0,0.0,0.23709214120388733,0.0,0.0,0.0,0.0
2006-10-13,0.032060141974087415,0.0,0.0,0.20684915901806578,0.0,0.06518108561800934,0.0,0.6055412305491943,0.0,0.0,0.21841539022203058,0.0,0.0,0.0,0.0
2006-10-20,0.191424759876666,0.0,0.044900782642323084,0.24186729923702788,0.0,0.1244810594967291,0.0,0.5258033430296277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-27,0.2703793412943202,0.0,0.0,0.30513851389930247,0.0,0.07137828049970102,0.0,0.47740248732555723,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-03,0.2813822053535324,0.0,0.0,0.2981297842498339,0.0,0.0,0.0,0.46926202407795015,0.0,0.0,0.0,0.0,0.0,0.036796741191126706,0.0
2006-11-10,0.30756693527000306,0.0,0.0,0.21307942437846397,0.0,0.034694743986691666,0.0,0.5197190256756853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-17,0.17131670081098277,0.014642889981264385,0.14649157482592762,0.22260398721241922,0.0,0.05274307668073835,0.0,0.4518746825561709,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-24,0.26048846906701784,0.0,0.07627088954213368,0.25493476267832177,0.0,0.07754290496417439,0.0,0.3252312587242467,0.0,0.0,0.0,0.0,0.0,0.0,0.0055317150241056545
2006-12-01,0.18947401605715064,0.0,0.05711307166407831,0.3055306180789334,0.0,0.09990786753364506,0.0,0.34363489859509344,0.0,0.0,0.0,0.0,0.0,0.0,0.0043395280710991635
2006-12-08,0.10725063621485519,0.0,0.0,0.3088608997698261,0.0,0.20859779918563182,0.0,0.3113090181752375,0.0,0.0,0.06075085648508742,0.0,0.0,0.0,0.003230790169362008
2006-12-15,0.0,0.0,0.0,0.357319788473689,0.0,0.3044949739300456,0.0,0.283738924061709,0.0,0.0,0.052130223479910066,0.0,0.0,0.0,0.0023160900546463914
2006-12-22,0.0,0.0,0.07834904984919976,0.247960929244824,0.0,0.2616752394456938,0.0,0.26634314510549123,0.0,0.0,0.1344418025995791,0.0,0.0,0.0,0.011229833755212137
2006-12-29,0.0,0.03479155827653769,0.01209997188356797,0.15168194274101898,0.0,0.2609018053333076,0.0,0.32543945243372885,0.0,0.0,0.18359443461499275,0.0,0.0,0.0,0.031490834716846106
2007-01-05,0.06127516735682422,0.0,0.0,0.23222221131887613,0.0,0.23036893314461648,0.0,0.2972520326113777,0.0,0.0,0.07771422321619574,0.0,0.0,0.0,0.10116743235210979
2007-01-12,0.10934698361366102,0.0,0.03525990979390495,0.2214145668388886,0.0,0.250189932382119,0.0,0.28041473975464026,0.0,0.0,0.0,0.0,0.0,0.0,0.10337386761678624
2007-01-19,0.14835973397943358,0.0,0.011437028602401674,0.2504783764608383,0.0,0.24541174191286455,0.0,0.2725051239969251,0.0,0.0,0.0,0.0,0.0,0.0,0.07180799504753677
2007-01-26,0.1501955929636301,0.0,0.0,0.32286265181556667,0.0,0.33663169566476686,0.0,0.2249007491175427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-02,0.14460219856897719,0.0,0.0,0.3150648131966257,0.0,0.29977067602733554,0.0,0.25368263133662833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-09,0.1712148630475613,0.061880906843106646,0.0,0.33540305604841913,0.0,0.21412918168295172,0.0,0.32488579438768145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-16,0.16637032130433965,0.23941878478022152,0.013129987862913202,0.27857189698128815,0.0,0.1320211797233276,0.0,0.289232703866991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-23,0.1900893741081246,0.0,0.0,0.41877910555651643,0.0,0.25947826444619015,0.0,0.24418346590472376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-02,0.1417035797422404,0.0,0.0,0.23572748229780127,0.0,0.17502194562372836,0.0,0.21981294948837543,0.0,0.0,0.0,0.0,0.0,0.0,0.22773404284785448
2007-03-09,0.14512402816833894,0.0,0.0,0.22014242369492723,0.0,0.17850941543117851,0.0,0.2251855361100579,0.0,0.0,0.0,0.0,0.0,0.0,0.23103859659549741
2007-03-16,0.015597114526766251,0.0,0.03146434637622815,0.26427230350474984,0.0,0.18914290845901957,0.0,0.21754199554157225,0.0,0.0,0.04157386616975694,0.0,0.0,0.0,0.24040746542190705
2007-03-23,0.01304188775807907,0.0,0.02764339257448234,0.19399646280585417,0.0,0.1628669623677984,0.0,0.19759566241484902,0.0,0.0,0.11507107997933637,0.0,0.0,0.0,0.2897845520996005
2007-03-30,0.0,0.02679424723041092,0.06381998980519979,0.19332351945916185,0.0,0.14806698088120013,0.0,0.19365912883814393,0.0,0.0,0.08447862572138004,0.0,0.0,0.0,0.2898575080645034
2007-04-06,0.029683650988236058,0.0,0.0,0.16411695458597597,0.0,0.06491962897380794,0.0,0.1497672375275238,0.0,0.14954955649258708,0.006305483171710165,0.0,0.0,0.14054394602049208,0.2951135422396669
2007-04-13,0.07267436641932892,0.0,0.010695076917693355,0.21492211553152674,0.0,0.12969912359073252,0.0,0.22089950516986656,0.0,0.0,0.06538792749441806,0.0,0.0,0.0,0.2857218848764339
2007-04-20,0.07466809410296296,0.0,0.0,0.18044597829655412,0.0,0.09849794086154368,0.0,0.1462697877576656,0.0,0.0,0.021188628211084817,0.0,0.0,0.1904684617911466,0.2884611089790422
2007-04-27,0.07228316602972279,0.010188149335794915,0.09866260303391428,0.21610711693084805,0.0,0.13259826130851354,0.0,0.17934605208201165,0.0,0.0,0.0,0.0,0.0,0.0,0.2908146512791947
2007-05-04,0.04890133539467511,0.0,0.08719255385506276,0.24081855688065704,0.0,0.18718855515127847,0.0,0.15994574479231619,0.0,0.0,0.0,0.0,0.0,0.0,0.27595325392601044
2007-05-11,0.07887548523203447,0.07838520467273648,0.0,0.2317643939991645,0.0,0.1815802095753329,0.0,0.15416180434185262,0.0,0.0,0.0,0.0,0.0,0.0,0.2752329021788791
2007-05-18,0.015618384385321841,0.03403098561027304,0.11036510173348928,0.22827222130965852,0.0,0.19779328422236103,0.0,0.13563316267429484,0.0,0.0,0.0,0.0,0.0,0.0,0.27828686006460146
2007-05-25,0.1108112156241993,0.0,0.01248030094589447,0.23228642256209892,0.0,0.23294072373928615,0.0,0.15560897396292284,0.0,0.0,0.0,0.0,0.0,0.0,0.25587236316559825
2007-06-01,0.08053752834037026,0.13226707979996719,0.0,0.23808169498768866,0.0,0.2344523823070225,0.0,0.02842743733266126,0.0,0.0,0.0,0.0,0.0,0.0,0.2862338772322901
2007-06-08,0.08046551616162778,0.13640214204710063,0.0,0.2370415155434665,0.0,0.23960003458078732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30649079166701776
2007-06-15,0.07465218473297598,0.12698951442892187,0.011822321803967901,0.24781092751763287,0.0,0.21700592130454735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3217191302119541
2007-06-22,0.1371792108216347,0.08845992142791659,0.0,0.22715239488473604,0.0,0.22448342042954753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3227250524361651
2007-06-29,0.08288155718377316,0.0962018820416771,0.013398735296471143,0.24738931071233958,0.0,0.24519291586131609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3149355989044229
2007-07-06,0.07432733928267717,0.13390554618222492,0.03627034264039935,0.2236982424599777,0.0,0.21845489615252608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3133436332821947
2007-07-13,0.07043476851429926,0.1288130808296458,0.08177867141775194,0.20936050690615265,0.0,0.20229754865308794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3073154236790624
2007-07-20,0.07190589941296924,0.13881621069944108,0.08344872314959921,0.18654824551665256,0.0,0.20605451679043707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3132264044309008
2007-07-27,0.0368309341918729,0.1547668371767335,0.08623001369184151,0.11928683075784287,0.0,0.1906384865812972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412246897600412
2007-08-03,0.03618918140174134,0.12641014120915323,0.08530634280257977,0.15957615823638777,0.0,0.18254918898121747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4099689873689204
2007-08-10,0.03622586000444227,0.17289866969358922,0.08190258016435685,0.11576273126446347,0.0,0.18323693565067042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40997322322247776
2007-08-17,0.03773995891340389,0.1767908450754753,0.06608075477224602,0.11892953134155254,0.0,0.17898064409359504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42147826580372727
2007-08-24,0.06408534119425269,0.1747360112611019,0.00985178773319589,0.11490365469518893,0.0,0.17434945169480479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46207375342145585
2007-08-31,0.06874731069476422,0.2309740229004551,0.0,0.12332438696558666,0.0,0.19219936639402435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3847549130451696
2007-09-07,0.0,0.21207729809552198,0.0,0.1371785984261732,0.0,0.17929710159372786,0.0,0.0,0.0,0.0,0.08643908661955732,0.0,0.0,0.0,0.38500791526501954
2007-09-14,0.0,0.24426144542905387,0.0,0.06166436880723275,0.0,0.20881481147795153,0.0,0.0,0.0,0.0,0.10051865199395126,0.0,0.0,0.0,0.38474072229181056
2007-09-21,0.0,0.23523645740765114,0.0,0.0,0.0,0.22633698482774642,0.0,0.0,0.0,0.0,0.16186293672540736,0.0,0.0,0.0,0.37656362103919516
2007-09-28,0.014571270029537604,0.26191013841644495,0.0,0.10636027184801718,0.0,0.19589636774406324,0.0,0.0,0.0,0.0,0.038221200424073114,0.0,0.0,0.0,0.383040751537864
2007-10-05,0.013691860025800239,0.24683539829286108,0.0,0.10099751169378644,0.0,0.18009429825980486,0.0,0.0,0.0,0.0,0.060963151300580574,0.0,0.0,0.0,0.3974177804271668
2007-10-12,0.0,0.13724144932808843,0.0,0.0,0.0,0.1418659619344369,0.0,0.0,0.0,0.0,0.18384332747580762,0.0,0.0,0.13839794227320595,0.39865131898846107
2007-10-19,0.0,0.13522694268697705,0.0,0.0,0.0,0.14017735588607105,0.0,0.0,0.0,0.0,0.17467522995279341,0.0,0.0,0.15064141900375777,0.39927905247040063
2007-10-26,0.013185382743481636,0.14943245895996737,0.0,0.03409710055970587,0.0,0.165463316976404,0.0,0.0,0.0,0.0,0.22500894296248197,0.0,0.0,0.0,0.4128127977979591
2007-11-02,0.01180003396756407,0.159895725450212,0.0,0.07225972230722029,0.0,0.16786088097906138,0.0,0.0,0.0,0.0,0.17556764940337924,0.0,0.0,0.0,0.41261598789256304
2007-11-09,0.0349496682927594,0.16580235118877193,0.0,0.07310323162598248,0.0,0.17070095677896036,0.0,0.0,0.0,0.0,0.11534485490254395,0.0,0.0,0.0,0.4400989372109819
2007-11-16,0.031211675671614075,0.16462556709998838,0.0,0.08336616732007107,0.0,0.15109119862344142,0.0,0.0,0.0,0.0,0.12755636435517168,0.0,0.0,0.0,0.44214902692971336
2007-11-23,0.0,0.1390041938549233,0.0,0.0893234411464757,0.0,0.1565763130451746,0.0,0.0,0.0,0.0,0.17161659621314232,0.0,0.0,0.0,0.44347945574028413
2007-11-30,0.0,0.14534563597675854,0.0,0.09365364704102996,0.0,0.16481616378663477,0.0,0.0,0.0,0.0,0.16519213769000024,0.0,0.0,0.0,0.43099241550557643
2007-12-07,0.0,0.15327666658541797,0.0,0.0889495234889323,0.0,0.15307509870554176,0.0,0.0,0.0,0.0,0.18040343969585573,0.0,0.0,0.0,0.4242952715242523
2007-12-14,0.0,0.09090761290810043,0.0,0.07439989984625231,0.0,0.16767129499842226,0.0,0.0,0.0,0.0,0.22706256613938142,0.0,0.0,0.0,0.43995862610784364
2007-12-21,0.0,0.11676454029316712,0.0,0.009490965264516584,0.0,0.14928555057865434,0.0,0.0,0.0,0.0,0.2017790391116625,0.0,0.0,0.08321807348197517,0.43946183127002425
2007-12-28,0.0,0.04163315177464404,0.0,0.0,0.0,0.11185817409837083,0.0,0.0,0.0,0.0,0.20218850509295463,0.0,0.0,0.20226722961075844,0.44205293942327206
2008-01-04,0.0,0.07963923583623925,0.0,0.0,0.0,0.13420800755952242,0.0,0.0,0.0,0.0,0.15964105758655744,0.0,0.0,0.1995012537169913,0.42701044530068955
2008-01-11,0.0,0.069568360831342,0.0,0.0,0.0,0.18651696269814788,0.0,0.0,0.0,0.0,0.2149089093847974,0.0,0.0,0.10565057381885734,0.42335519326685533
2008-01-18,0.0,0.026687193441892784,0.0,0.0,0.0,0.11706941450017631,0.0,0.0,0.0,0.0,0.23568296289694232,0.0,0.0,0.17721401775512202,0.4433464114058665
2008-01-25,0.0,0.1349032854240965,0.0,0.0,0.0,0.14577632333824853,0.0,0.0,0.0,0.0,0.33395214292922404,0.0,0.0,0.027032251402571993,0.35833599690585893
2008-02-01,0.0,0.02927903013254971,0.0,0.0,0.0,0.11658379614795181,0.0,0.0,0.0,0.0,0.3050766075116042,0.0,0.0,0.1989622265634487,0.3500983396444456
2008-02-08,0.0,0.0,0.0,0.0,0.0,0.11240654987949332,0.0,0.0,0.0,0.0,0.27169354868385165,0.0,0.0,0.2612381144945659,0.35466178694208916
2008-02-15,0.0,0.0,0.0,0.0,0.0,0.12907748052496282,0.0,0.0,0.0,0.0,0.30797661075772703,0.0,0.0,0.23548694176072837,0.3274589669565817
2008-02-22,0.0,0.0,0.0,0.0,0.0,0.06382238621059137,0.0,0.0,0.0,0.1655263186629842,0.205632449752366,0.0,0.0,0.28371303119108443,0.28130581418297407
2008-02-29,0.0,0.0,0.0,0.0,0.0,0.032213086432633126,0.0,0.0,0.0,0.23662271684763972,0.19030964638739764,0.0,0.0,0.2545352965710829,0.2863192537612467
2008-03-07,0.0,0.0,0.0,0.0,0.0,0.08224680389185192,0.0,0.0,0.0,0.08406546706057011,0.26998437908885337,0.0,0.0,0.27717830421287004,0.2865250457458546
2008-03-14,0.0,0.0,0.0,0.0,0.0,0.036272564264188324,0.0,0.0,0.0,0.2468166655864765,0.21963914734334222,0.0,0.0,0.2127830354980762,0.2844885873079168
2008-03-21,0.0,0.0,0.0,0.0,0.0,0.10572323616269019,0.0,0.0,0.0,0.14190207970899812,0.2324175709828161,0.0,0.0,0.25148709186484514,0.26847002128065045
2008-03-28,0.0,0.0,0.0,0.0,0.0,0.09424781819073995,0.0,0.0,0.0,0.14872456312947493,0.21268583229855353,0.0,0.0,0.2902127259846773,0.25412906039655425
2008-04-04,0.0,0.0,0.0,0.0,0.0,0.06790408169448164,0.0,0.0,0.0,0.2055830121685153,0.2157478013452348,0.0,0.0,0.29801965786649426,0.21274544692527397
