,QQQ,XLF,VUG,SPY,XLK,XLV,LQD,GLD,XLP,BIL
2009-12-18,0.0,0.0,0.2936855535568208,0.12772992293459554,0.4000897911849413,0.0,0.1,0.07849473232364225,0.0,0.0
2009-12-25,0.0,0.0,0.30096164412246973,0.13996293830249862,0.3669438670121017,0.0,0.1,0.09213155056292997,0.0,0.0
2010-01-01,0.0,0.0,0.2882531305757158,0.134032745384264,0.37192632129246,0.0,0.1,0.1057878027475602,0.0,0.0
2010-01-08,0.0,0.0,0.31789824148279777,0.13484700689542062,0.42140379674504663,0.0,0.1,0.02585095487673479,0.0,0.0
2010-01-15,0.26659084459773597,0.0,0.20061657321731086,0.13555772077289277,0.2972348614120605,0.0,0.1,0.0,0.0,0.0
2010-01-22,0.0,0.0,0.2805154384790029,0.17894211726396442,0.4405424442570327,0.0,0.1,0.0,0.0,0.0
2010-01-29,0.0,0.0,0.2858690997575016,0.1770059246783719,0.31280928866933405,0.0,0.1,0.0,0.12431568689479269,0.0
2010-02-05,0.0,0.0,0.3334001355100206,0.2903228830327994,0.27627698145717994,0.0,0.1,0.0,0.0,0.0
2010-02-12,0.42717005182901024,0.0,0.28090067655597944,0.19192927161501028,0.0,0.0,0.1,0.0,0.0,0.0
2010-02-19,0.3332912541966664,0.0,0.2714015787801165,0.15426606841764892,0.14104109860556815,0.0,0.1,0.0,0.0,0.0
2010-02-26,0.36864379432785016,0.0,0.2288595930032623,0.16564496146376775,0.1368516512051198,0.0,0.1,0.0,0.0,0.0
2010-03-05,0.244777626741149,0.0,0.17790652346997185,0.0,0.0,0.335086322581983,0.1,0.0,0.14222952720689622,0.0
2010-03-12,0.0,0.0,0.0,0.23233503200626743,0.0770784300713027,0.4208396327500655,0.1,0.0,0.16974690517236446,0.0
2010-03-19,0.0,0.0,0.0,0.20723939855494838,0.0,0.44844258818911104,0.1,0.0,0.24431801325594055,0.0
2010-03-26,0.0,0.0,0.0,0.19996685832947952,0.0,0.4162460144219649,0.1,0.0,0.2837871272485556,0.0
2010-04-02,0.0,0.0,0.0,0.23314122431976894,0.0,0.39348053891118634,0.1,0.0,0.2733782367690449,0.0
2010-04-09,0.0,0.0,0.0,0.24215439507588407,0.0,0.43783407747961417,0.1,0.0,0.22001152744450178,0.0
2010-04-16,0.0,0.0,0.0,0.2547845051788882,0.0,0.39947159452853576,0.1,0.0,0.2457439002925761,0.0
2010-04-23,0.0,0.0,0.24373873035381505,0.1998064118086964,0.0,0.2535873025564655,0.1,0.0,0.20286755528102307,0.0
2010-04-30,0.2500348541408579,0.0,0.25000010863862265,0.19111893781752376,0.0,0.20884609940299573,0.1,0.0,0.0,0.0
2010-05-07,0.29890419495931336,0.0,0.22758623818086968,0.17543417494206834,0.0,0.19807539191774856,0.1,0.0,0.0,0.0
2010-05-14,0.0,0.0,0.0,0.2513731925958628,0.0,0.20654435793380235,0.1,0.14668618416362159,0.2953962653067133,0.0
2010-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2010-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2010-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2010-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2010-06-18,0.0,0.0,0.0,0.03920306818772718,0.0,0.0,0.31821707304936153,0.2826454874423586,0.10993437132055268,0.25
2010-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2010-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2010-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2010-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2010-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.41615724569790147,0.27668808213762014,0.057154672164478316,0.25
2010-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2010-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.5267271720229635,0.40348579857974515,0.06978702939729128,0.0
2010-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2010-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2010-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2010-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.5909361098345061,0.3440194115523381,0.06504447861315572,0.0
2010-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.585940226113556,0.3491930340892888,0.06486673979715535,0.0
2010-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.5846899461315525,0.34553748842488297,0.06977256544356453,0.0
2010-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.5778191906801038,0.34671456266467926,0.07546624665521687,0.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.5690183927427467,0.33962649395530503,0.09135511330194841,0.0
2010-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.5293309791411122,0.39077418881268794,0.07989483204620003,0.0
2010-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.4944799624150823,0.3304321065049299,0.0750879310799879,0.1
2010-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.4255381641588494,0.27147400070388883,0.052987835137261706,0.25
2010-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.5018665279489306,0.3989669948746807,0.09916647717638875,0.0
2010-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.41574050810693153,0.28941441722000605,0.04484507467306231,0.25
2010-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.4918508127854486,0.4465628401344619,0.06158634708008949,0.0
2010-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.409893599414482,0.2636469986433106,0.07645940194220727,0.25
2010-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.42411608710948057,0.25038926251199833,0.07549465037852103,0.25
2010-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.38390235073710444,0.273089135188783,0.09300851407411255,0.25
2010-12-10,0.22331845475775405,0.0,0.0,0.0,0.0,0.0,0.4349383902745717,0.0,0.09174315496767421,0.25
2010-12-17,0.21455746315048782,0.0,0.0,0.0,0.0,0.0,0.3763275398095121,0.0,0.15911499704,0.25
2010-12-24,0.3391034816799135,0.0,0.0,0.0,0.0,0.0,0.35364284970833126,0.0,0.30725366861175535,0.0
2010-12-31,0.3811123890557574,0.0,0.0,0.0,0.0,0.0,0.36725987627255297,0.0,0.2516277346716896,0.0
2011-01-07,0.38321466490899414,0.0,0.189059363287448,0.0,0.0,0.0,0.23031569753443223,0.0,0.19741027426912564,0.0
2011-01-14,0.3819677176811568,0.0,0.19993889841090087,0.0,0.0,0.0,0.20351742390221472,0.0,0.21457596000572768,0.0
2011-01-21,0.3834626376627129,0.0,0.2062682580700103,0.0,0.0,0.0,0.20158371970884525,0.0,0.20868538455843166,0.0
2011-01-28,0.24410016266670775,0.0,0.16671603459191195,0.07378480217230882,0.0,0.0,0.15,0.0,0.11539900056907149,0.25
2011-02-04,0.26621449659090674,0.0,0.18034840260365984,0.06356757640904714,0.0,0.0,0.15,0.0,0.08986952439638618,0.25
2011-02-11,0.42162073266103867,0.0,0.3406340270892385,0.13774524024972276,0.0,0.0,0.1,0.0,0.0,0.0
2011-02-18,0.22621970406950362,0.0,0.19242388992465573,0.09260495689767466,0.08875144910816594,0.0,0.15,0.0,0.0,0.25
2011-02-25,0.22901426593673443,0.0,0.19772388592475323,0.09249949135019846,0.08076235678831384,0.0,0.15,0.0,0.0,0.25
2011-03-04,0.23406873920635476,0.0,0.16227079908885797,0.10483201036546624,0.09882845133932093,0.0,0.15,0.0,0.0,0.25
2011-03-11,0.0,0.0,0.33940853555727285,0.2489776611027441,0.21161380333998303,0.0,0.1,0.0,0.0,0.1
2011-03-18,0.0,0.0,0.25148646792566437,0.24874666928741646,0.09976686278691911,0.0,0.15,0.0,0.0,0.25
2011-03-25,0.0,0.0,0.36880415012348583,0.390286065518306,0.0,0.0,0.1,0.14090978435820814,0.0,0.0
2011-04-01,0.0,0.0,0.31905346587382005,0.34632992830877024,0.0,0.0,0.1,0.1346166058174097,0.0,0.1
2011-04-08,0.0,0.0,0.33327616776955593,0.3612747756723422,0.0,0.0,0.1,0.10544905655810202,0.0,0.1
2011-04-15,0.0,0.0,0.0,0.3494020663349235,0.0,0.0,0.1,0.2625290395085736,0.18806889415650302,0.1
2011-04-22,0.0,0.0,0.0,0.35090667816568116,0.0,0.0,0.1,0.3176691000297593,0.23142422180455965,0.0
2011-04-29,0.0,0.0,0.0,0.32857140548187347,0.0,0.0,0.1,0.3801662660499132,0.19126232846821337,0.0
2011-05-06,0.0,0.0,0.0,0.4221739853885684,0.0,0.0,0.1,0.37782601461143167,0.0,0.1
2011-05-13,0.0,0.0,0.38906397254389535,0.4109360274561047,0.0,0.0,0.1,0.0,0.0,0.1
2011-05-20,0.0,0.0,0.4896142638607653,0.4103857361392347,0.0,0.0,0.1,0.0,0.0,0.0
2011-05-27,0.0,0.0,0.49585374665272147,0.40414625334727855,0.0,0.0,0.1,0.0,0.0,0.0
2011-06-03,0.0,0.0,0.47778727866403176,0.4222127213359682,0.0,0.0,0.1,0.0,0.0,0.0
2011-06-10,0.0,0.0,0.2060308152668132,0.17280325505916183,0.0,0.3386061187991717,0.1,0.0,0.18255981087485326,0.0
2011-06-17,0.0,0.0,0.13166294564589348,0.07054539849694165,0.0,0.45258829576312826,0.1,0.0,0.2452033600940367,0.0
2011-06-24,0.0,0.0,0.10398452992751342,0.0808052709443148,0.0,0.45863277358829385,0.1,0.0,0.256577425539878,0.0
2011-07-01,0.0,0.0,0.128702433934684,0.10639561860666168,0.0,0.4598877963898457,0.1,0.0,0.20501415106880858,0.0
2011-07-08,0.0,0.0,0.11560397177190476,0.09567105883495042,0.0,0.4483371070815969,0.1,0.0,0.2403878623115479,0.0
2011-07-15,0.0,0.0,0.08131270538381553,0.0,0.0,0.3547709125639337,0.1,0.26512300898433605,0.19879337306791475,0.0
2011-07-22,0.0,0.0,0.06910802538541272,0.0,0.0,0.33245528076198,0.1,0.2860556847752008,0.2123810090774066,0.0
2011-07-29,0.0,0.0,0.0809862540275932,0.0,0.0,0.37327717158236556,0.1,0.268500377978612,0.17723619641142926,0.0
2011-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2011-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2011-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2011-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2011-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2011-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2011-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2011-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2011-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2011-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2011-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2011-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2011-10-28,0.0,0.0,0.0,0.0,0.0,0.07076324146583055,0.39531503193726647,0.17140815618766375,0.1125135704092392,0.25
2011-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2011-11-11,0.0,0.0,0.0,0.0,0.0,0.11328062792012765,0.4576449258593607,0.0,0.17907444622051158,0.25
2011-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2011-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2011-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2011-12-09,0.0,0.0,0.0,0.0,0.0,0.06436682494945327,0.3926004732189462,0.14797769342398692,0.14505500840761357,0.25
2011-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2011-12-23,0.0,0.0,0.0,0.0,0.05168413042610273,0.0903718956882025,0.4282439213941025,0.0,0.17970005249159227,0.25
2011-12-30,0.0,0.0,0.0,0.0,0.0,0.09455993194286917,0.36564581941378604,0.13495139615763282,0.1548428524857119,0.25
2012-01-06,0.0,0.0,0.0,0.0,0.0,0.0760331790815306,0.3774213103600367,0.12721171453354943,0.1693337960248833,0.25
2012-01-13,0.0,0.0,0.0,0.0,0.0,0.09015719619402209,0.37722928168550585,0.11781898909078142,0.1647945330296906,0.25
2012-01-20,0.01794638834533349,0.0,0.0,0.0,0.0,0.13726182871482423,0.41142486881156703,0.0,0.1833669141282752,0.25
2012-01-27,0.0,0.0,0.0,0.0,0.027717796990236486,0.1393478348428179,0.3928155429062875,0.0,0.19011882526065804,0.25
2012-02-03,0.0,0.0,0.030288928087207654,0.0,0.0,0.14818249885550144,0.3851196600246139,0.0,0.186408913032677,0.25
2012-02-10,0.0,0.0,0.0,0.0,0.0,0.1778964050670872,0.36610631187880205,0.0,0.20599728305411072,0.25
2012-02-17,0.0,0.0,0.0,0.0,0.0,0.15752609591824066,0.3725608362446188,0.0,0.21991306783714062,0.25
2012-02-24,0.07527504217573819,0.0,0.0,0.0,0.0,0.14506250926407124,0.3467672898288856,0.0,0.182895158731305,0.25
2012-03-02,0.11450607736815777,0.0,0.0,0.0,0.0,0.13383800385487696,0.33073728817003245,0.0,0.17091863060693277,0.25
2012-03-09,0.11616647282686311,0.0,0.0,0.0,0.0,0.13625993982507456,0.3452836844057744,0.0,0.15228990294228797,0.25
2012-03-16,0.1351247093610252,0.0,0.0,0.0,0.0,0.13151393599448438,0.32947858295750054,0.0,0.15388277168698983,0.25
2012-03-23,0.15788542406934067,0.0,0.0,0.0,0.1396069063996515,0.0,0.3093857359744253,0.0,0.14312193355658256,0.25
2012-03-30,0.14520869380837015,0.0,0.0,0.0,0.0,0.1357621116214906,0.3066638315313182,0.0,0.16236536303882096,0.25
2012-04-06,0.14827309661736213,0.0,0.13880469817364083,0.0,0.0,0.0,0.30391712942757804,0.0,0.15900507578141895,0.25
2012-04-13,0.17836611139167516,0.0,0.0,0.0,0.13297126382718472,0.0,0.29173159464199244,0.0,0.14693103013914763,0.25
2012-04-20,0.16983514270675734,0.0,0.1409171917951415,0.0,0.1461312769611741,0.0,0.15,0.0,0.14311638853692707,0.25
2012-04-27,0.1643125910994666,0.0,0.1463818904958284,0.0,0.0,0.0,0.29262497029470513,0.0,0.14668054810999995,0.25
2012-05-04,0.15976461544445097,0.0,0.15083616899746924,0.0,0.0,0.0,0.2965123200913288,0.0,0.14288689546675096,0.25
2012-05-11,0.0,0.0,0.15270528558273047,0.0,0.0,0.11643762677617206,0.2992183102225297,0.0,0.18163877741856774,0.25
2012-05-18,0.0,0.0,0.1327153737294876,0.0,0.0,0.12286544396071568,0.32462567026368155,0.0,0.16979351204611506,0.25
2012-05-25,0.0,0.0,0.11067112763994919,0.0,0.0,0.13770620298960193,0.32657937367535905,0.0,0.17504329569508986,0.25
2012-06-01,0.0,0.0,0.0,0.1151202995967988,0.0,0.22444022234740243,0.3795192984314777,0.0,0.2809201796243211,0.0
2012-06-08,0.0,0.0,0.0,0.0,0.0,0.21140195798637482,0.4735550814199323,0.0,0.31504296059369297,0.0
2012-06-15,0.0,0.0,0.0,0.0,0.0,0.2228004981850678,0.4538063335027078,0.0,0.32339316831222437,0.0
2012-06-22,0.0,0.0,0.0,0.09036495280964493,0.0,0.20024223445379336,0.42126107528150636,0.0,0.2881317374550554,0.0
2012-06-29,0.0,0.0,0.0,0.07125329236646256,0.0,0.22146976902001428,0.408887726568387,0.0,0.29838921204513624,0.0
2012-07-06,0.0,0.0,0.0,0.0,0.12634968306710734,0.1783198210248789,0.43818535976600614,0.0,0.25714513614200757,0.0
2012-07-13,0.0,0.0,0.0,0.0,0.13481376266904707,0.1865355823378641,0.4036195079582423,0.0,0.2750311470348464,0.0
2012-07-20,0.0,0.0,0.0,0.0,0.10659560101591986,0.21924704598473269,0.3809897368434718,0.0,0.2931676161558757,0.0
2012-07-27,0.0,0.0,0.0,0.06226885339357544,0.0,0.25545258703232304,0.4096553769695319,0.0,0.27262318260456964,0.0
2012-08-03,0.0,0.0,0.0,0.0,0.11649190925229665,0.2625154073024193,0.32966976709473944,0.0,0.29132291635054475,0.0
2012-08-10,0.0,0.0,0.0,0.0,0.12015906954550246,0.2643331040128936,0.3196865840610228,0.0,0.2958212423805813,0.0
2012-08-17,0.0,0.0,0.0,0.12527076079380306,0.0,0.2700459929301442,0.31345729662429733,0.0,0.29122594965175547,0.0
2012-08-24,0.1730072161417371,0.0,0.0,0.0,0.0,0.2691696627660709,0.30958025511513654,0.0,0.2482428659770555,0.0
2012-08-31,0.0,0.0,0.0,0.14390134005417912,0.0,0.2896525207801746,0.31290230495601534,0.0,0.25354383420963095,0.0
2012-09-07,0.0,0.0,0.0,0.0,0.1586389831255439,0.29001267796092844,0.30840532755762384,0.0,0.24294301135590396,0.0
2012-09-14,0.1781562854301082,0.0,0.0,0.0,0.0,0.2862236697129399,0.29767880645732603,0.0,0.237941238399626,0.0
2012-09-21,0.17987259458270846,0.0,0.0,0.0,0.0,0.27354686191329836,0.3022257029888088,0.0,0.2443548405151844,0.0
2012-09-28,0.1794847449219415,0.0,0.0,0.0,0.0,0.3001804372171237,0.29335948302981074,0.0,0.22697533483112403,0.0
2012-10-05,0.0,0.0,0.0,0.0,0.15543293105890157,0.2812537279815532,0.3170167524839763,0.0,0.24629658847556882,0.0
2012-10-12,0.0,0.0,0.0,0.1297020436281555,0.0,0.32354108786231334,0.30846599655702567,0.0,0.23829087195250548,0.0
2012-10-19,0.0,0.0,0.0,0.1632829121115171,0.0,0.33514674578621256,0.29124673695329417,0.0,0.2103236051489761,0.0
2012-10-26,0.0,0.0,0.0,0.15157253218986896,0.0,0.32986084066523513,0.3120069601507297,0.0,0.20655966699416622,0.0
2012-11-02,0.0,0.0,0.0,0.13476900376261694,0.0,0.31262556172471906,0.3367520592177959,0.0,0.2158533752948682,0.0
2012-11-09,0.0,0.0,0.0,0.19142095764464068,0.0,0.3118189436627074,0.27812176994133087,0.0,0.21863832875132108,0.0
2012-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.35
2012-11-23,0.0,0.0,0.0,0.11722304493806308,0.0,0.3272178242411353,0.41131128178726273,0.0,0.1442478490335388,0.0
2012-11-30,0.0,0.0,0.0,0.12287098244416798,0.0,0.3286709446225131,0.38819127189899627,0.0,0.16026680103432261,0.0
2012-12-07,0.0,0.0,0.0,0.12498582175874694,0.0,0.32085177808217874,0.38098232721070724,0.0,0.17318007294836707,0.0
2012-12-14,0.0,0.0,0.0,0.07344676626122623,0.0,0.31961491955155974,0.4448445766414272,0.0,0.16209373754578676,0.0
2012-12-21,0.0,0.0,0.0,0.06128851293178368,0.0,0.31216188050235694,0.46454236487773226,0.0,0.16200724168812713,0.0
2012-12-28,0.0,0.0,0.0,0.08431667299832654,0.0,0.3147718198528807,0.46086346309992865,0.0,0.140048044048864,0.0
2013-01-04,0.0,0.0,0.0,0.08717552470220172,0.0,0.27849037043203434,0.48759513030906576,0.0,0.1467389745566982,0.0
2013-01-11,0.0,0.0,0.0,0.0,0.0,0.34041280382424777,0.5036431071908097,0.0,0.15594408898494255,0.0
2013-01-18,0.0,0.0,0.0,0.0,0.0,0.4481645105900822,0.5518354894099179,0.0,0.0,0.0
2013-01-25,0.0,0.0,0.0,0.0,0.0,0.4583762833603826,0.5416237166396174,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-02-08,0.0,0.0,0.0,0.0,0.0,0.49176217543768,0.5082378245623199,0.0,0.0,0.0
2013-02-15,0.0,0.0,0.0,0.0,0.0,0.5465827041548562,0.4534172958451438,0.0,0.0,0.0
2013-02-22,0.0,0.0,0.0,0.0,0.0,0.5540691616125772,0.44593083838742287,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.15170657149759764,0.0,0.47675677970422453,0.37153664879817805,0.0,0.0,0.0
2013-03-08,0.0,0.0,0.0,0.147874577226478,0.0,0.4279021802185509,0.2787183712902107,0.0,0.1455048712647603,0.0
2013-03-15,0.0,0.0,0.0,0.0,0.0,0.4995067039879763,0.337016255556718,0.0,0.16347704045530578,0.0
2013-03-22,0.0,0.0,0.0,0.1133229038752685,0.0,0.40291274185773973,0.29903344307636404,0.0,0.18473091119062773,0.0
2013-03-29,0.0,0.0,0.0,0.0,0.0,0.45054919031626495,0.2874282045982913,0.0,0.26202260508544367,0.0
2013-04-05,0.0,0.0,0.0,0.10528106454336822,0.0,0.38614682863485444,0.24840920523291954,0.0,0.2601629015888579,0.0
2013-04-12,0.0,0.0,0.0,0.16557397088796777,0.0,0.39059026547717474,0.20258676380339347,0.0,0.2412489998314641,0.0
2013-04-19,0.0,0.0,0.09831374128757292,0.16563272646044197,0.0,0.40615667758917,0.1,0.0,0.22989685466281506,0.0
2013-04-26,0.0,0.0,0.10019092073611709,0.13228728515699303,0.0,0.3460606564615827,0.1,0.0,0.22146113764530725,0.1
2013-05-03,0.0,0.0,0.0972467981222628,0.13573231794552568,0.0,0.3328383392537361,0.1,0.0,0.23418254467847538,0.1
2013-05-10,0.0,0.0,0.0,0.14082141514223828,0.0,0.3748873754242266,0.17731049102605112,0.0,0.20698071840748403,0.1
2013-05-17,0.0,0.0,0.08712987727129869,0.16590855598369492,0.0,0.439446149597644,0.1,0.0,0.20751541714736232,0.0
2013-05-24,0.0,0.0,0.08413468160032193,0.1672116668119314,0.0,0.43204301234717923,0.1,0.0,0.21661063924056748,0.0
2013-05-31,0.0,0.0,0.09079508599038473,0.18365806678809596,0.0,0.423931172702125,0.1,0.0,0.20161567451939436,0.0
2013-06-07,0.0,0.28241691581482936,0.0,0.17201083009383475,0.0,0.32510002120238646,0.1,0.0,0.12047223288894957,0.0
2013-06-14,0.0,0.2808333540130399,0.0,0.184465537217795,0.0,0.3197062585251252,0.1,0.0,0.11499485024404008,0.0
2013-06-21,0.0,0.0,0.12448943462985379,0.22193085993643893,0.0,0.39213766439267855,0.1,0.0,0.1614420410410288,0.0
2013-06-28,0.0,0.17800659391218904,0.0,0.10846436769877396,0.0,0.2223346190632978,0.15,0.0,0.09119441932573909,0.25
2013-07-05,0.0,0.17709774513822285,0.0,0.12117992264787933,0.0,0.21892290478464035,0.15,0.0,0.08279942742925749,0.25
2013-07-12,0.0,0.0,0.07839792530399331,0.15468974394803894,0.0,0.2654652985000075,0.15,0.0,0.10144703224796027,0.25
2013-07-19,0.0,0.18342850742472877,0.0,0.12509038839075146,0.0,0.2095439914410576,0.15,0.0,0.08193711274346213,0.25
2013-07-26,0.0,0.18946573458924917,0.07434971783584622,0.12747374626718988,0.0,0.20871080130771463,0.15,0.0,0.0,0.25
2013-08-02,0.0,0.18714928993076432,0.06951477538434848,0.12906392637299496,0.0,0.2142720083118923,0.15,0.0,0.0,0.25
2013-08-09,0.0,0.0,0.10705178916403395,0.1744888564119475,0.039786238340557674,0.27867311608346085,0.15,0.0,0.0,0.25
2013-08-16,0.0,0.0,0.10697841166396165,0.19214304896876402,0.0,0.3008785393672743,0.15,0.0,0.0,0.25
2013-08-23,0.0,0.29029675902776225,0.09806304033901798,0.2116402006332197,0.0,0.0,0.15,0.0,0.0,0.25
2013-08-30,0.0,0.0,0.20455916995724782,0.3954408300427522,0.0,0.0,0.15,0.0,0.0,0.25
2013-09-06,0.0,0.0,0.10130447393990495,0.17414225234077604,0.0,0.2588530857798274,0.15,0.0,0.06570018793949156,0.25
2013-09-13,0.0,0.0,0.09400197230643009,0.17032124941979648,0.0,0.26377066041573194,0.15,0.0,0.07190611785804142,0.25
2013-09-20,0.12209991960337008,0.0,0.09473334429473848,0.1522138715349934,0.0,0.23095286456689795,0.15,0.0,0.0,0.25
2013-09-27,0.1173785528502069,0.0,0.10603054045718356,0.15003838313226422,0.0,0.22655252356034528,0.15,0.0,0.0,0.25
2013-10-04,0.13149049895166895,0.0,0.10323529678434608,0.147734680755189,0.0,0.21753952350879593,0.15,0.0,0.0,0.25
2013-10-11,0.13486625327549104,0.0,0.10929026030089715,0.1475971925593108,0.0,0.20824629386430096,0.15,0.0,0.0,0.25
2013-10-18,0.15470558342047094,0.0,0.11040528871803487,0.13901718814196265,0.0,0.19587193971953154,0.15,0.0,0.0,0.25
2013-10-25,0.17191282952061715,0.0,0.11754450471020458,0.12298904228460505,0.0,0.1875536234845732,0.15,0.0,0.0,0.25
2013-11-01,0.17176181165107401,0.0,0.14235716256788192,0.11978756572976781,0.0,0.1660934600512763,0.15,0.0,0.0,0.25
2013-11-08,0.17686470695803458,0.0,0.11893692767016067,0.1199455379651137,0.0,0.18425282740669102,0.15,0.0,0.0,0.25
2013-11-15,0.1726129667671747,0.0,0.12022407718383346,0.1269106622295067,0.0,0.18025229381948515,0.15,0.0,0.0,0.25
2013-11-22,0.17214112095569473,0.0,0.14230013869143765,0.11338175015963202,0.0,0.17217699019323565,0.15,0.0,0.0,0.25
2013-11-29,0.17213304843641503,0.0,0.14335893189181234,0.11866187872646053,0.0,0.16584614094531205,0.15,0.0,0.0,0.25
2013-12-06,0.17197426301749708,0.0,0.14988204613625494,0.11971806762560763,0.0,0.15842562322064027,0.15,0.0,0.0,0.25
2013-12-13,0.19300634458440077,0.0,0.1354871227596957,0.11498428974018095,0.0,0.15652224291572256,0.15,0.0,0.0,0.25
2013-12-20,0.2098103846820187,0.0,0.15775750612719275,0.13400290475185625,0.09842920443893226,0.0,0.15,0.0,0.0,0.25
2013-12-27,0.21762812670081513,0.0,0.15539038440216665,0.13456586652890262,0.09241562236811565,0.0,0.15,0.0,0.0,0.25
2014-01-03,0.2114048912133214,0.0,0.13903421130484347,0.13167717753680003,0.11788371994503505,0.0,0.15,0.0,0.0,0.25
2014-01-10,0.0,0.08149222911374396,0.19894037076575108,0.17344295957360903,0.14612444054689597,0.0,0.15,0.0,0.0,0.25
2014-01-17,0.31213376766196615,0.0,0.2295550280401713,0.1848271444313516,0.17348405986651094,0.0,0.1,0.0,0.0,0.0
2014-01-24,0.3250889872552253,0.0,0.23199455628213148,0.1738882280316882,0.169028228430955,0.0,0.1,0.0,0.0,0.0
2014-01-31,0.336730634191891,0.0,0.22968507298667473,0.15741649780107056,0.17616779502036384,0.0,0.1,0.0,0.0,0.0
2014-02-07,0.33926432567095477,0.0,0.2281389638240638,0.161511697436492,0.1710850130684895,0.0,0.1,0.0,0.0,0.0
2014-02-14,0.3431917453654846,0.0,0.23417053038659272,0.1620297161610257,0.16060800808689704,0.0,0.1,0.0,0.0,0.0
2014-02-21,0.3692045814382272,0.0,0.2503753593302591,0.16509818354748312,0.0,0.0,0.1,0.0,0.015321875684030567,0.1
2014-02-28,0.3687761142970929,0.0,0.24892017215925272,0.16352672350917874,0.0,0.0,0.1,0.0,0.018776990034475586,0.1
2014-03-07,0.3066499589898797,0.0,0.2201456803489204,0.13482621222865263,0.13837814843254745,0.0,0.1,0.0,0.0,0.1
2014-03-14,0.224751852604758,0.0,0.16854587491870462,0.09625904169893505,0.11044323077760239,0.0,0.15,0.0,0.0,0.25
2014-03-21,0.19152795638371994,0.0,0.14059239913844276,0.0,0.10107809577257572,0.16680154870526154,0.15,0.0,0.0,0.25
