,SPY,EFA,VWO,TLT,GLD,PDBC,DBA,USO,UUP,BIL
2006-10-13,0.2930239991393332,0.17106925867037262,0.11870230487700024,0.0,0.1172044373132939,0.0,0.0,0.0,0.0,0.30000000000000004
2006-10-20,0.29360762167499654,0.17137780777389527,0.1182041512161595,0.0,0.11681041933494872,0.0,0.0,0.0,0.0,0.30000000000000004
2006-10-27,0.29108503032770233,0.17068361542216007,0.11907006735592018,0.0,0.11916128689421744,0.0,0.0,0.0,0.0,0.30000000000000004
2006-11-03,0.2900247260450282,0.1705112136932065,0.11893194279529531,0.0,0.1205321174664699,0.0,0.0,0.0,0.0,0.3
2006-11-10,0.28600518690979976,0.17435154969345554,0.12046096238398928,0.0,0.11918230101275536,0.0,0.0,0.0,0.0,0.30000000000000004
2006-11-17,0.3161043586211357,0.18389564137886433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2006-11-24,0.2836781014410241,0.1708185115397169,0.12070708131787389,0.0,0.12479630570138507,0.0,0.0,0.0,0.0,0.30000000000000004
2006-12-01,0.28472488413806957,0.1712618413026654,0.12079215020210819,0.0,0.12322112435715683,0.0,0.0,0.0,0.0,0.30000000000000004
2006-12-08,0.2841636428689401,0.17057765761849877,0.12091949168188376,0.0,0.12433920783067744,0.0,0.0,0.0,0.0,0.30000000000000004
2006-12-15,0.2684096816978526,0.18507434784565757,0.1389944726200357,0.0,0.1075214978364541,0.0,0.0,0.0,0.0,0.30000000000000004
2006-12-22,0.2716266274407163,0.18760157115097947,0.14077180140830442,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2006-12-29,0.26265117642714797,0.1854819592538412,0.13952119898522297,0.0,0.11234566533378777,0.0,0.0,0.0,0.0,0.30000000000000004
2007-01-05,0.25311714781530137,0.1936864651614899,0.14366797657222494,0.0,0.10952841045098378,0.0,0.0,0.0,0.0,0.30000000000000004
2007-01-12,0.25752976417793993,0.19566693230697962,0.1392295239348666,0.0,0.10757377958021384,0.0,0.0,0.0,0.0,0.30000000000000004
2007-01-19,0.25729722740849664,0.20121057207845708,0.14149220051304642,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-01-26,0.25557767674871384,0.20218440986253872,0.14223791338874753,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-02-02,0.23671304402571008,0.20914105138631955,0.15414590458797045,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-02-09,0.23221486588851595,0.20794026330135604,0.15984487081012808,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-02-16,0.2322665035041259,0.21194842959041654,0.15578506690545763,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-02-23,0.23857929825148258,0.21450065001280674,0.14692005173571077,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-03-02,0.23191953580804625,0.2183941321521733,0.14968633203978055,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-03-09,0.24475206320022563,0.2142071765379205,0.14104076026185394,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-03-16,0.24204230915603062,0.2189883368714523,0.13896935397251722,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-03-23,0.2442360569045119,0.21667752272698532,0.13908642036850288,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-03-30,0.2438806425312001,0.2128679064488789,0.14325145101992112,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-04-06,0.24341083587665008,0.21246593404461533,0.14412323007873473,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-04-13,0.0,0.17719255072456555,0.0,0.3228074492754344,0.0,0.0,0.0,0.0,0.0,0.5
2007-04-20,0.0,0.1744936104674445,0.0,0.32550638953255545,0.0,0.0,0.0,0.0,0.0,0.5
2007-04-27,0.170478165262822,0.15135800535647156,0.0,0.27816382938070655,0.0,0.0,0.0,0.0,0.0,0.39999999999999997
2007-05-04,0.16786155562671995,0.147252517091953,0.0,0.28488592728132706,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-05-11,0.17185100682998836,0.14899635137132508,0.0,0.2791526417986867,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-05-18,0.1691478466584956,0.14586319258574088,0.0,0.2849889607557636,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-05-25,0.17353779886111506,0.1488801260973985,0.0,0.2775820750414866,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-06-01,0.24327645744505316,0.20953255066712778,0.14719099188781912,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-06-08,0.2432384043552385,0.21104756807603606,0.14571402756872553,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-06-15,0.24212914868233176,0.20938543480004856,0.14848541651761976,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-06-22,0.24277534886980376,0.21163413355185565,0.14559051757834074,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-06-29,0.2416693495631405,0.21146710789094603,0.14686354254591358,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-07-06,0.2413020798879092,0.2114197957979403,0.14727812431415055,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-07-13,0.24080105247366138,0.2127333909527537,0.14646555657358498,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-07-20,0.24316589504165323,0.21222124397550104,0.14461286098284584,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-07-27,0.2441774311791864,0.21086729633410844,0.14495527248670526,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-08-03,0.23725125398068864,0.20945480058570137,0.15329394543361008,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-08-10,0.23889410583204926,0.21055687552463623,0.15054901864331455,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-08-17,0.23967122931634183,0.20887839322712665,0.1514503774565316,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-08-24,0.24475561921402775,0.21034093845233887,0.14490344233363345,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-08-31,0.25142435852810624,0.2056237187500258,0.14295192272186807,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-09-07,0.24906777659370422,0.20420913818713188,0.14672308521916405,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-09-14,0.24865439381119422,0.2051853885672731,0.14616021762153283,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-09-21,0.2477301286081506,0.20603457550138066,0.14623529589046885,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-09-28,0.2113058781375811,0.17711976479030517,0.1218962709907399,0.0,0.18967808608137388,0.0,0.0,0.0,0.0,0.3000000000000001
2007-10-05,0.2518446719217578,0.20530531935107857,0.14285000872716375,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2007-10-12,0.21352141645200967,0.17583309870783725,0.11862934342345542,0.0,0.1920161414166976,0.0,0.0,0.0,0.0,0.30000000000000004
2007-10-19,0.0,0.21721356383285262,0.14645720629427683,0.0,0.23632922987287064,0.0,0.0,0.0,0.0,0.3999999999999999
2007-10-26,0.0,0.2148823739934763,0.1421445624286574,0.0,0.2429730635778664,0.0,0.0,0.0,0.0,0.3999999999999999
2007-11-02,0.0,0.21349783012012102,0.13666249005329872,0.0,0.2498396798265803,0.0,0.0,0.0,0.0,0.3999999999999999
2007-11-09,0.0,0.21643450192110902,0.13692874795533075,0.0,0.24663675012356032,0.0,0.0,0.0,0.0,0.3999999999999999
2007-11-16,0.19500931580299904,0.17588265504975126,0.111798627009773,0.0,0.21730940213747668,0.0,0.0,0.0,0.0,0.30000000000000004
2007-11-23,0.0,0.19270428596891961,0.12225566232115576,0.0,0.20406085012547429,0.0,0.0,0.18097920158445027,0.0,0.30000000000000004
2007-11-30,0.0,0.19556110402668708,0.11987494882970537,0.0,0.1992159092221159,0.0,0.0,0.18534803792149174,0.0,0.30000000000000004
2007-12-07,0.0,0.21348016248305304,0.1313614328116806,0.0,0.19912841002905687,0.0,0.0,0.15602999467620937,0.0,0.30000000000000004
2007-12-14,0.0,0.21348717104976392,0.12843771746875893,0.0,0.2049246986369482,0.0,0.0,0.15315041284452888,0.0,0.30000000000000004
2007-12-21,0.0,0.20583945603657236,0.12602908998848364,0.0,0.20953673964176026,0.0,0.0,0.1585947143331837,0.0,0.3000000000000001
2007-12-28,0.0,0.0,0.10282386916784385,0.29716830342302947,0.1706257317584576,0.0,0.0,0.12938209565066905,0.0,0.30000000000000004
2008-01-04,0.0,0.0,0.10287603717379536,0.29961956972663234,0.16843175453978176,0.0,0.0,0.12907263855979048,0.0,0.30000000000000004
2008-01-11,0.0,0.0,0.1024025520104083,0.30379336460075507,0.165440498025834,0.0,0.0,0.12836358536300263,0.0,0.30000000000000004
2008-01-18,0.0,0.0,0.13139357494588583,0.0,0.2058228904657297,0.0,0.2115902010973468,0.15119333349103756,0.0,0.30000000000000004
2008-01-25,0.0,0.0,0.08886886442626608,0.2845076019055333,0.1475228159025096,0.0,0.17064453060945609,0.10845618715623499,0.0,0.19999999999999998
2008-02-01,0.0,0.0,0.08958962024767952,0.2825073217902485,0.1512387024427336,0.0,0.17021913566484448,0.10644521985449387,0.0,0.19999999999999996
2008-02-08,0.0,0.0,0.08789181143615572,0.2833486068605661,0.14995560101367203,0.0,0.17155595101940133,0.10724802967020489,0.0,0.19999999999999996
2008-02-15,0.0,0.0,0.08498860054736876,0.2889685470271327,0.14967287461336456,0.0,0.1641159549314259,0.11225402288070813,0.0,0.19999999999999996
2008-02-22,0.0,0.0,0.08731411461838529,0.27510232273788743,0.15170988838392307,0.0,0.174322506838111,0.11155116742169324,0.0,0.19999999999999996
2008-02-29,0.0,0.0,0.09119561776062678,0.2779950054449064,0.14697163940458088,0.0,0.1720387615323306,0.11179897585755548,0.0,0.19999999999999996
2008-03-07,0.0,0.0,0.09259172922839337,0.2702320795753092,0.14724678892516108,0.0,0.17627506888056277,0.1136543333905737,0.0,0.19999999999999996
2008-03-14,0.0,0.0,0.09418984601502198,0.2756702074858285,0.15449585182196013,0.0,0.15907614272641596,0.11656795195077359,0.0,0.19999999999999996
2008-03-21,0.0,0.0,0.09667959138376842,0.26539326930765705,0.15740166817359194,0.0,0.1609887685463427,0.11953670258863998,0.0,0.19999999999999996
2008-03-28,0.0,0.0,0.11100158225969133,0.3059470532820117,0.13871875613870877,0.0,0.12047649786868087,0.12385611045090737,0.0,0.19999999999999996
2008-04-04,0.0,0.0,0.11219681433181711,0.3005339909801001,0.14098365507721733,0.0,0.12134246222836771,0.12494307738249776,0.0,0.19999999999999996
2008-04-11,0.0,0.0,0.11308993431666357,0.2991471245083508,0.1386986895098356,0.0,0.12443368309942729,0.12463056856572277,0.0,0.19999999999999996
2008-04-18,0.0,0.0,0.11337497875766596,0.30134598543100877,0.13833441798440513,0.0,0.12387983699625504,0.12306478083066508,0.0,0.19999999999999996
2008-04-25,0.0,0.0,0.11447069374965287,0.29698402701370746,0.139611680655697,0.0,0.1258203225174364,0.12311327606350629,0.0,0.19999999999999996
2008-05-02,0.0,0.0,0.12363541263480127,0.2937433776965026,0.13614432440865507,0.0,0.11964398773019641,0.1268328975298447,0.0,0.19999999999999996
2008-05-09,0.0,0.0,0.12349654038630042,0.29582336408843823,0.13479331336154707,0.0,0.11902103196153997,0.1268657502021743,0.0,0.19999999999999996
2008-05-16,0.0,0.0,0.12793334863235664,0.29792825758602515,0.13595869308342592,0.0,0.12000189698099442,0.11817780371719794,0.0,0.19999999999999996
2008-05-23,0.0,0.0,0.12346784339096656,0.2969619692410207,0.14288672659466714,0.0,0.11867063526687663,0.118012825506469,0.0,0.19999999999999996
2008-05-30,0.0,0.0,0.12275998858281736,0.2988684147400286,0.14480249277157042,0.0,0.11716659470992613,0.11640250919565752,0.0,0.19999999999999996
2008-06-06,0.0,0.0,0.12281552678966262,0.28895194435025523,0.14434915281271268,0.0,0.11423826699058118,0.1296451090567883,0.0,0.19999999999999996
2008-06-13,0.0,0.0,0.122652335431869,0.30024091273656295,0.14383669182890682,0.0,0.11161743304169697,0.12165262696096427,0.0,0.19999999999999996
2008-06-20,0.0,0.0,0.13056493635591568,0.298186496327466,0.14182010309592263,0.0,0.10802166869066283,0.12140679553003292,0.0,0.19999999999999996
2008-06-27,0.0,0.0,0.1295666233833214,0.2999286409167985,0.1404025469516386,0.0,0.10859934952483706,0.12150283922340462,0.0,0.19999999999999996
2008-07-04,0.0,0.0,0.13222394547528102,0.29157263213191154,0.14400422989386621,0.0,0.10939480010280325,0.1228043923961381,0.0,0.19999999999999996
2008-07-11,0.0,0.0,0.129360631768891,0.2960971025549263,0.14353339029592602,0.0,0.10984802534885149,0.1211608500314053,0.0,0.2
2008-07-18,0.0,0.0,0.0,0.30421358081607847,0.14870444355813614,0.0,0.11299746952897645,0.13408450609680894,0.0,0.3000000000000001
2008-07-25,0.0,0.0,0.0,0.317457773158435,0.15696183824203316,0.0,0.11028345693521446,0.11529693166431725,0.0,0.30000000000000004
2008-08-01,0.0,0.0,0.0,0.32022937293928727,0.15831623281036608,0.0,0.1099974544645084,0.11145693978583819,0.0,0.30000000000000004
2008-08-08,0.0,0.0,0.0,0.3148070664973553,0.1590411364913306,0.0,0.11205658019288997,0.11409521681842413,0.0,0.3000000000000001
2008-08-15,0.0,0.0,0.0,0.3272540228105713,0.15426650801909997,0.0,0.11091529755118752,0.10756417161914122,0.0,0.30000000000000004
2008-08-22,0.0,0.0,0.0,0.3383699863359533,0.14182473930963693,0.0,0.11053073093850838,0.10927454341590138,0.0,0.3
2008-08-29,0.0,0.0,0.17238305312614988,0.3042703907060538,0.12807940856967456,0.0,0.0963642738097109,0.09890287378841088,0.0,0.19999999999999996
2008-09-05,0.0,0.0,0.0,0.34528663612993277,0.14198855405967087,0.0,0.10447745241908327,0.10824735739131312,0.0,0.30000000000000004
2008-09-12,0.0,0.0,0.0,0.3489412781724962,0.14220304594495714,0.0,0.10365808895547367,0.10519758692707297,0.0,0.30000000000000004
2008-09-19,0.0,0.0,0.0,0.36078268522066864,0.13745666475932247,0.0,0.10150853005733673,0.10025211996267203,0.0,0.30000000000000004
2008-09-26,0.0,0.0,0.0,0.367162674015743,0.11759803141540218,0.0,0.11452486483193365,0.10071442973692113,0.0,0.30000000000000004
2008-10-03,0.0,0.0,0.0,0.2727845917816688,0.08540287189188962,0.0,0.08462878603742274,0.07252447787896038,0.28465927241005856,0.19999999999999998
2008-10-10,0.0,0.0,0.0,0.2810421275600134,0.09585671861902322,0.0,0.08175351484056004,0.0732107227610141,0.26813691621938934,0.19999999999999996
2008-10-17,0.0,0.0,0.0,0.28065839407257237,0.09802093055469188,0.0,0.07754847525985384,0.07015891677964313,0.2736132833332388,0.19999999999999996
2008-10-24,0.0,0.0,0.0,0.2925466436243848,0.0929947052698124,0.0,0.07689283240950949,0.06827546199142684,0.26929035670486656,0.19999999999999996
2008-10-31,0.0,0.0,0.0,0.3000532069465704,0.09845183927368108,0.0,0.08345786353017133,0.0715189836994491,0.24651810655012824,0.19999999999999998
2008-11-07,0.0,0.0,0.0,0.27818746856695736,0.10530934893723246,0.0,0.08563036231203369,0.07440586808791526,0.2564669520958614,0.19999999999999996
2008-11-14,0.0,0.0,0.0,0.273124362672195,0.10611443831393488,0.0,0.08632365073868431,0.07642774397020603,0.2580098043049798,0.1999999999999999
2008-11-21,0.0,0.0,0.0,0.27284833587525037,0.10622443799981757,0.0,0.08596586935811726,0.07561803333570927,0.2593433234311056,0.19999999999999996
2008-11-28,0.0,0.0,0.0,0.2283043773473918,0.11020780430846187,0.0,0.09131169536692718,0.08196231458259562,0.2882138083946236,0.19999999999999996
2008-12-05,0.0,0.0,0.0,0.2314800039441238,0.11233270082184538,0.0,0.08934665049531398,0.0814057026857106,0.2854349420530063,0.19999999999999996
2008-12-12,0.0,0.0,0.0,0.22408461044895864,0.1108362367377048,0.0,0.08977831989309216,0.07904808578831346,0.2962527471319309,0.19999999999999996
2008-12-19,0.0,0.0,0.0,0.24241081328758476,0.11092292769155905,0.0,0.09298363657092973,0.07635711365695345,0.277325508792973,0.19999999999999996
2008-12-26,0.0,0.0,0.0,0.21806943749721386,0.11784330972775035,0.0,0.09782486772830719,0.0784641809421313,0.2877982041045974,0.19999999999999996
2009-01-02,0.0,0.0,0.0,0.21783861887653738,0.11773434674786237,0.0,0.09520283172640738,0.07923005336280645,0.28999414928638645,0.19999999999999996
2009-01-09,0.0,0.0,0.0,0.20396730793135445,0.11648367402338027,0.0,0.09387900436683495,0.0,0.28567001367843026,0.30000000000000004
2009-01-16,0.0,0.0,0.0,0.19603141995734755,0.1166487320840304,0.0,0.0,0.0,0.28731984795862214,0.3999999999999999
2009-01-23,0.0,0.0,0.0,0.1983729971374126,0.11607404545763696,0.0,0.0,0.0,0.2855529574049505,0.3999999999999999
2009-01-30,0.0,0.0,0.0,0.188446672020903,0.11680529851962058,0.0,0.0,0.0,0.29474802945947653,0.3999999999999999
2009-02-06,0.0,0.0,0.0,0.18451548834491296,0.11764452054345775,0.0,0.0,0.0,0.29783999111162934,0.3999999999999999
2009-02-13,0.0,0.0,0.0,0.180705943891009,0.11848469411636617,0.0,0.0,0.0,0.30080936199262487,0.3999999999999999
2009-02-20,0.0,0.0,0.0,0.1781056569214072,0.12325272736482797,0.0,0.0,0.0,0.2986416157137649,0.3999999999999999
