,SPY,EFA,VWO,TLT,GLD,PDBC,DBA,USO,UUP,BIL
2009-02-27,0.0,0.0,0.0,0.1778562022162086,0.12226184991232135,0.0,0.0,0.0,0.29988194787147016,0.3999999999999999
2009-03-06,0.0,0.0,0.0,0.17847550218705266,0.12041638269443852,0.0,0.0,0.0,0.3011081151185089,0.3999999999999999
2009-03-13,0.0,0.0,0.0,0.17652049865577435,0.12083002802128931,0.0,0.0,0.0,0.30264947332293646,0.3999999999999999
2009-03-20,0.0,0.0,0.0,0.17649566974612094,0.1235577327548107,0.0,0.0,0.0,0.29994659749906843,0.3999999999999999
2009-03-27,0.0,0.0,0.0,0.17665245658926293,0.14165679595047367,0.0,0.0,0.0,0.28169074746026346,0.3999999999999999
2009-04-03,0.0,0.0,0.0,0.1773256852363925,0.14052493381023218,0.0,0.0,0.0,0.28214938095337533,0.3999999999999999
2009-04-10,0.0,0.0,0.0,0.17128396595132997,0.13600868851366368,0.0,0.0,0.0,0.29270734553500644,0.3999999999999999
2009-04-17,0.0,0.0,0.0,0.17265257831924166,0.1361655079806216,0.0,0.0,0.0,0.29118191370013685,0.3999999999999999
2009-04-24,0.0,0.0,0.0,0.17021959232322495,0.14194381377860982,0.0,0.0,0.0,0.28783659389816535,0.3999999999999999
2009-05-01,0.0,0.0,0.0,0.15582826635423036,0.1341469792726903,0.0,0.0,0.0,0.3100247543730794,0.3999999999999999
2009-05-08,0.0,0.0,0.0,0.15693294763645602,0.1314324944599719,0.0,0.0,0.0,0.3116345579035722,0.3999999999999999
2009-05-15,0.0,0.0,0.0,0.1598261928900297,0.13349704095672554,0.0,0.0,0.0,0.30667676615324485,0.3999999999999999
2009-05-22,0.0,0.0,0.0,0.15765213101431655,0.13361208464186133,0.0,0.0,0.0,0.3087357843438222,0.3999999999999999
2009-05-29,0.0,0.0,0.0,0.16976636331983894,0.1402741146269736,0.0,0.0,0.0,0.28995952205318754,0.3999999999999999
2009-06-05,0.0,0.0,0.0,0.1713451246822295,0.1390851770191962,0.0,0.0,0.0,0.2895696982985744,0.3999999999999999
2009-06-12,0.0,0.0,0.0,0.1628979232828064,0.1398949630366934,0.0,0.13623386157420037,0.0,0.26097325210629985,0.30000000000000004
2009-06-19,0.0,0.0,0.0,0.16229123079283353,0.15040976832716416,0.0,0.0,0.0,0.28729900088000243,0.3999999999999999
2009-06-26,0.0,0.0,0.0,0.18721183995922788,0.13950365550713748,0.0,0.0,0.0,0.27328450453363473,0.3999999999999999
2009-07-03,0.0,0.0,0.0,0.17920549753619627,0.14404880164697853,0.0,0.0,0.0,0.2767457008168253,0.3999999999999999
2009-07-10,0.0,0.0,0.0,0.1814144435572074,0.14139084587330555,0.0,0.0,0.0,0.2771947105694872,0.3999999999999999
2009-07-17,0.0,0.0,0.0,0.1800904849618655,0.14197689276568082,0.0,0.0,0.0,0.2779326222724538,0.39999999999999997
2009-07-24,0.0,0.0,0.08810931356902259,0.17595540211868654,0.14597490252405604,0.0,0.0,0.0,0.28996038178823474,0.30000000000000004
2009-07-31,0.0,0.0,0.0,0.17663832417415112,0.1469831046736013,0.0,0.0,0.0,0.27637857115224773,0.3999999999999999
2009-08-07,0.0,0.0,0.0,0.17307986751383284,0.14991738742598057,0.0,0.0,0.0,0.2770027450601867,0.3999999999999999
2009-08-14,0.0,0.0,0.0,0.1671374300537054,0.1537562967973432,0.0,0.0,0.0,0.2791062731489515,0.3999999999999999
2009-08-21,0.0,0.0,0.09108079620088469,0.16352725061659054,0.15968548281054157,0.0,0.0,0.0,0.2857064703719832,0.30000000000000004
2009-08-28,0.0,0.0,0.10135558281412288,0.15738137729339763,0.16734997522858328,0.0,0.0,0.0,0.27391306466389614,0.30000000000000004
2009-09-04,0.0,0.0,0.0967196143002617,0.14871429008183598,0.17919623625954814,0.0,0.0,0.0,0.2753698593583542,0.30000000000000004
2009-09-11,0.0,0.0,0.10153639190361875,0.15156933628327418,0.169843158279791,0.0,0.0,0.0,0.277051113533316,0.30000000000000004
2009-09-18,0.0,0.0,0.1088862846058309,0.14976320589550515,0.16905397435150982,0.0,0.0,0.0,0.27229653514715413,0.30000000000000004
2009-09-25,0.0,0.0,0.10205065264662523,0.1409829867637994,0.16148760379566046,0.0,0.0,0.0,0.2954787567939149,0.30000000000000004
2009-10-02,0.0,0.0,0.10043925635333596,0.13503249050209676,0.16204353503681193,0.0,0.0,0.0,0.30248471810775535,0.30000000000000004
2009-10-09,0.0,0.0,0.10266684575057342,0.1319691745211304,0.16838060924268544,0.0,0.0,0.0,0.29698337048561063,0.30000000000000004
2009-10-16,0.0,0.0,0.19188088665337122,0.0,0.3081191133466288,0.0,0.0,0.0,0.0,0.5
2009-10-23,0.0,0.1784162585086917,0.16024757348048146,0.0,0.26133616801082693,0.0,0.0,0.0,0.0,0.3999999999999999
2009-10-30,0.0,0.17074990902740012,0.1532588918518973,0.0,0.2759911991207027,0.0,0.0,0.0,0.0,0.3999999999999999
2009-11-06,0.0,0.1610126021232488,0.14038535553553547,0.0,0.2986020423412158,0.0,0.0,0.0,0.0,0.3999999999999999
2009-11-13,0.0,0.17346185318439378,0.14529592792089033,0.0,0.28124221889471596,0.0,0.0,0.0,0.0,0.3999999999999999
2009-11-20,0.0,0.18063566772837358,0.14759289156917044,0.0,0.27177144070245607,0.0,0.0,0.0,0.0,0.3999999999999999
2009-11-27,0.17260585607255852,0.15990923254403552,0.1328903351127909,0.0,0.23459457627061503,0.0,0.0,0.0,0.0,0.30000000000000004
2009-12-04,0.0,0.18229772564705324,0.15204808798885291,0.0,0.26565418636409394,0.0,0.0,0.0,0.0,0.3999999999999999
2009-12-11,0.0,0.1786767314229716,0.14777215666517224,0.0,0.27355111191185627,0.0,0.0,0.0,0.0,0.3999999999999999
2009-12-18,0.0,0.18433143182978567,0.15371092680172738,0.0,0.261957641368487,0.0,0.0,0.0,0.0,0.3999999999999999
2009-12-25,0.0,0.18520541169652976,0.15901733434843657,0.0,0.25577725395503376,0.0,0.0,0.0,0.0,0.39999999999999997
2010-01-01,0.0,0.18513717953229533,0.15970125624591702,0.0,0.2551615642217877,0.0,0.0,0.0,0.0,0.3999999999999999
2010-01-08,0.20350374310303174,0.0,0.1533974260309265,0.0,0.24309883086604192,0.0,0.0,0.0,0.0,0.3999999999999999
2010-01-15,0.0,0.18789098955429903,0.16222402986534307,0.0,0.249884980580358,0.0,0.0,0.0,0.0,0.3999999999999999
2010-01-22,0.19649183939663903,0.16220110033706434,0.13942003485712112,0.0,0.20188702540917544,0.0,0.0,0.0,0.0,0.30000000000000004
2010-01-29,0.19972970773533164,0.16174815400489062,0.13922239384021626,0.0,0.19929974441956153,0.0,0.0,0.0,0.0,0.30000000000000004
2010-02-05,0.23894512708854754,0.19463115696008557,0.166423715951367,0.0,0.0,0.0,0.0,0.0,0.0,0.39999999999999997
2010-02-12,0.24194300560610396,0.1924879488946352,0.16556904549926096,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2010-02-19,0.24173543470790376,0.19282144633480203,0.1654431189572943,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2010-02-26,0.2405390007883163,0.19401336653063458,0.16544763268104926,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2010-03-05,0.24005931635381192,0.19468462194722022,0.16525606169896792,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2010-03-12,0.24344046558814195,0.19259198875493444,0.1639675456569237,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2010-03-19,0.24231583748220484,0.19479101729921108,0.1628931452185841,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2010-03-26,0.24298154588254536,0.1938615988736959,0.1631568552437589,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2010-04-02,0.2450606350872918,0.19340406903429186,0.16153529587841636,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2010-04-09,0.24953076470182756,0.19456556153716784,0.15590367376100472,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2010-04-16,0.2528966086834569,0.1934436763034037,0.15365971501313946,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2010-04-23,0.25393498446560214,0.1943872930095478,0.1516777225248502,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2010-04-30,0.2532061946299695,0.19483706731672643,0.15195673805330415,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2010-05-07,0.2538292815167858,0.18868900255912666,0.1574817159240876,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2010-05-14,0.25193232126827847,0.18036044424420827,0.16770723448751335,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2010-05-21,0.22080055652064468,0.0,0.14657968238834215,0.0,0.2326197610910133,0.0,0.0,0.0,0.0,0.3999999999999999
2010-05-28,0.2983015251520204,0.0,0.20169847484797962,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2010-06-04,0.2989597214108859,0.0,0.2010402785891141,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2010-06-11,0.24240341530401166,0.0,0.0,0.0,0.25759658469598834,0.0,0.0,0.0,0.0,0.5
2010-06-18,0.22958071064750432,0.0,0.0,0.0,0.27041928935249565,0.0,0.0,0.0,0.0,0.5
2010-06-25,0.2292344389023405,0.0,0.0,0.0,0.2707655610976595,0.0,0.0,0.0,0.0,0.5
2010-07-02,0.22564554266295272,0.0,0.0,0.0,0.27435445733704733,0.0,0.0,0.0,0.0,0.5
2010-07-09,0.22362883761639724,0.0,0.0,0.0,0.2763711623836027,0.0,0.0,0.0,0.0,0.5
2010-07-16,0.2102706087421032,0.0,0.0,0.0,0.2897293912578968,0.0,0.0,0.0,0.0,0.5
2010-07-23,0.21132471650875512,0.0,0.0,0.0,0.2886752834912449,0.0,0.0,0.0,0.0,0.5
2010-07-30,0.2049499425605207,0.0,0.0,0.0,0.2950500574394793,0.0,0.0,0.0,0.0,0.5
2010-08-06,0.0,0.0,0.0,0.18582500722041195,0.1572761948153632,0.0,0.0,0.0,0.25689879796422493,0.3999999999999999
2010-08-13,0.0,0.0,0.08966032357626595,0.19113332430486682,0.16178641954052989,0.0,0.0,0.0,0.2574199325783373,0.30000000000000004
2010-08-20,0.0,0.0,0.1182586528936167,0.261696359134352,0.22004498797203134,0.0,0.0,0.0,0.0,0.39999999999999997
2010-08-27,0.0,0.0,0.120538376837928,0.2530195101769222,0.22644211298515,0.0,0.0,0.0,0.0,0.3999999999999999
2010-09-03,0.0,0.0,0.11998332081144508,0.25450944166965744,0.2255072375188975,0.0,0.0,0.0,0.0,0.3999999999999999
2010-09-10,0.0,0.0,0.12232973190295424,0.25229389784544726,0.22537637025159857,0.0,0.0,0.0,0.0,0.3999999999999999
2010-09-17,0.0,0.0,0.12102081884906377,0.24444510503710265,0.23453407611383367,0.0,0.0,0.0,0.0,0.3999999999999999
2010-09-24,0.0,0.0,0.085639613442755,0.1722072730640574,0.16349382555546813,0.0,0.16669177092691964,0.0,0.21196751701079988,0.19999999999999996
2010-10-01,0.0,0.0,0.08358793818793303,0.1795795457073483,0.159929748194645,0.0,0.17848562712828203,0.0,0.19841714078179162,0.19999999999999996
2010-10-08,0.0,0.0,0.0,0.18147372217839008,0.1617733532726803,0.0,0.15613565196043697,0.0,0.2006172725884926,0.30000000000000004
2010-10-15,0.0,0.0,0.10788981336024024,0.22605873301047497,0.20678584968467043,0.0,0.1592656039446143,0.0,0.0,0.30000000000000004
2010-10-22,0.0,0.0,0.0,0.16992873790564,0.1833395946095505,0.0,0.134625770972597,0.0,0.2121058965122124,0.30000000000000004
2010-10-29,0.0,0.0,0.0,0.18396734012538937,0.1852379191221698,0.0,0.0,0.0,0.2307947407524409,0.3999999999999999
2010-11-05,0.0,0.0,0.0,0.25050150000982957,0.24949849999017043,0.0,0.0,0.0,0.0,0.5
2010-11-12,0.0,0.0,0.14324310240187565,0.23499404039031516,0.22176285720780928,0.0,0.0,0.0,0.0,0.3999999999999999
2010-11-19,0.0,0.0,0.14157558437195603,0.23522351440119812,0.22320090122684594,0.0,0.0,0.0,0.0,0.3999999999999999
2010-11-26,0.0,0.0,0.14164766043722604,0.23009237195743065,0.2282599676053434,0.0,0.0,0.0,0.0,0.3999999999999999
2010-12-03,0.0,0.0,0.0,0.24834355215157058,0.25165644784842944,0.0,0.0,0.0,0.0,0.5
2010-12-10,0.0,0.0,0.18709171334579996,0.0,0.3129082866542,0.0,0.0,0.0,0.0,0.5
2010-12-17,0.0,0.0,0.19303090342069867,0.0,0.3069690965793013,0.0,0.0,0.0,0.0,0.5
2010-12-24,0.0,0.0,0.1928071536718435,0.0,0.3071928463281565,0.0,0.0,0.0,0.0,0.5
2010-12-31,0.0,0.0,0.19272506383477514,0.0,0.30727493616522483,0.0,0.0,0.0,0.0,0.5
2011-01-07,0.0,0.0,0.0,0.25164688323284223,0.2483531167671578,0.0,0.0,0.0,0.0,0.5
2011-01-14,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6
2011-01-21,0.2597850276042261,0.0,0.0,0.0,0.24021497239577388,0.0,0.0,0.0,0.0,0.5
2011-01-28,0.23950820212116805,0.0,0.0,0.0,0.21065905959716993,0.0,0.14983273828166216,0.0,0.0,0.3999999999999999
2011-02-04,0.2654695765198616,0.0,0.0,0.0,0.23453042348013844,0.0,0.0,0.0,0.0,0.5
2011-02-11,0.23012297232185974,0.0,0.16059274040179564,0.0,0.2092842872763447,0.0,0.0,0.0,0.0,0.3999999999999999
2011-02-18,0.2509121615635513,0.0,0.1529170398285364,0.0,0.19617079860791237,0.0,0.0,0.0,0.0,0.3999999999999999
2011-02-25,0.2856775209256642,0.0,0.0,0.0,0.21432247907433585,0.0,0.0,0.0,0.0,0.5
2011-03-04,0.3181811402779551,0.0,0.0,0.0,0.0,0.0,0.1818188597220449,0.0,0.0,0.5
2011-03-11,0.2665957400995871,0.0,0.0,0.0,0.19069168689609098,0.0,0.14271257300432202,0.0,0.0,0.3999999999999999
2011-03-18,0.2654710658696671,0.0,0.0,0.0,0.19570993070270326,0.0,0.1388190034276297,0.0,0.0,0.3999999999999999
2011-03-25,0.2558560926518303,0.0,0.0,0.0,0.20245861284326142,0.0,0.1416852945049084,0.0,0.0,0.3999999999999999
2011-04-01,0.2519211052756924,0.0,0.0,0.0,0.20565896532830283,0.0,0.1424199293960048,0.0,0.0,0.3999999999999999
2011-04-08,0.24563848192000723,0.0,0.0,0.0,0.20276977347474123,0.0,0.1515917446052516,0.0,0.0,0.3999999999999999
2011-04-15,0.2378843849321653,0.0,0.0,0.0,0.19024452731893304,0.0,0.17187108774890178,0.0,0.0,0.3999999999999999
2011-04-22,0.0,0.0,0.0,0.0,0.26497389634266216,0.0,0.23502610365733778,0.0,0.0,0.5
2011-04-29,0.0,0.0,0.0,0.0,0.27219749260645787,0.0,0.2278025073935422,0.0,0.0,0.5
2011-05-06,0.23266138656675953,0.0,0.0,0.0,0.19610287711414923,0.0,0.17123573631909136,0.0,0.0,0.3999999999999999
2011-05-13,0.2530839458366648,0.0,0.0,0.0,0.18471353652117264,0.0,0.16220251764216256,0.0,0.0,0.3999999999999999
2011-05-20,0.2389770005789279,0.1640598576368259,0.1360508024636002,0.0,0.0,0.0,0.16091233932064591,0.0,0.0,0.30000000000000004
2011-05-27,0.2538057088993873,0.17493808835322047,0.0,0.0,0.0,0.0,0.17125620274739234,0.0,0.0,0.3999999999999999
2011-06-03,0.2682627579588764,0.0,0.1554863888730046,0.0,0.0,0.0,0.1762508531681191,0.0,0.0,0.3999999999999999
2011-06-10,0.24207993535866779,0.18906783969954657,0.0,0.0,0.0,0.0,0.16885222494178573,0.0,0.0,0.3999999999999999
2011-06-17,0.23997179637543697,0.18443689630029056,0.0,0.0,0.0,0.0,0.1755913073242725,0.0,0.0,0.3999999999999999
2011-06-24,0.2383663007501397,0.1822851519818216,0.0,0.0,0.0,0.0,0.1793485472680388,0.0,0.0,0.3999999999999999
2011-07-01,0.2366970935682851,0.18017114373663434,0.0,0.0,0.0,0.0,0.18313176269508066,0.0,0.0,0.3999999999999999
2011-07-08,0.2177571054825324,0.17276456901143103,0.0,0.0,0.0,0.0,0.20947832550603668,0.0,0.0,0.3999999999999999
2011-07-15,0.20312783583919714,0.0,0.0,0.0,0.1985446248315966,0.0,0.1983275393292064,0.0,0.0,0.3999999999999999
2011-07-22,0.19859919483665647,0.0,0.0,0.0,0.1905997981941212,0.0,0.21080100696922238,0.0,0.0,0.3999999999999999
2011-07-29,0.19179645513453306,0.0,0.0,0.0,0.1916479537417765,0.0,0.21655559112369052,0.0,0.0,0.3999999999999999
2011-08-05,0.18013937751969403,0.0,0.0,0.0,0.19827427967807051,0.0,0.2215863428022356,0.0,0.0,0.3999999999999999
2011-08-12,0.15722980421692284,0.0,0.0,0.0,0.20626793923792588,0.0,0.23650225654515133,0.0,0.0,0.3999999999999999
2011-08-19,0.16126359181510688,0.0,0.0,0.0,0.19253211683662977,0.0,0.24620429134826347,0.0,0.0,0.3999999999999999
2011-08-26,0.16344246633915807,0.0,0.0,0.0,0.18734610021895146,0.0,0.2492114334418906,0.0,0.0,0.3999999999999999
2011-09-02,0.15936697729466195,0.0,0.0,0.0,0.19206777829482083,0.0,0.24856524441051733,0.0,0.0,0.3999999999999999
2011-09-09,0.15886105197509387,0.0,0.0,0.0,0.1880276455826711,0.0,0.2531113024422352,0.0,0.0,0.39999999999999997
2011-09-16,0.0,0.0,0.0,0.0,0.2049659777682634,0.0,0.2950340222317366,0.0,0.0,0.5
2011-09-23,0.0,0.0,0.0,0.19472475696873084,0.16848665854901773,0.0,0.23678858448225149,0.0,0.0,0.3999999999999999
2011-09-30,0.0,0.0,0.0,0.20421536188640357,0.15435730071922427,0.0,0.2414273373943723,0.0,0.0,0.3999999999999999
2011-10-07,0.0,0.0,0.0,0.20403302998595924,0.15398445682126694,0.0,0.24198251319277386,0.0,0.0,0.3999999999999999
2011-10-14,0.0,0.0,0.0,0.2057236195698507,0.1551630768343749,0.0,0.23911330359577448,0.0,0.0,0.3999999999999999
2011-10-21,0.0,0.0,0.0,0.20541059295854985,0.162889396050813,0.0,0.23170001099063722,0.0,0.0,0.3999999999999999
2011-10-28,0.0,0.0,0.0,0.20461805285644835,0.16082481019080158,0.0,0.23455713695275016,0.0,0.0,0.3999999999999999
2011-11-04,0.0,0.0,0.0,0.20517872514037086,0.1572614230388707,0.0,0.23755985182075853,0.0,0.0,0.3999999999999999
2011-11-11,0.0,0.0,0.0,0.1392919511397733,0.11707319900930777,0.0,0.18382136753131278,0.0,0.2598134823196062,0.30000000000000004
2011-11-18,0.0,0.0,0.0,0.1603365251107436,0.13510202875995264,0.0,0.0,0.0,0.30456144612930397,0.3999999999999999
2011-11-25,0.0,0.0,0.0,0.19124601182317721,0.15778001390028246,0.0,0.2509739742765404,0.0,0.0,0.3999999999999999
2011-12-02,0.0,0.0,0.0,0.19281243996418926,0.15691535779046473,0.0,0.2502722022453462,0.0,0.0,0.3999999999999999
2011-12-09,0.0,0.0,0.0,0.19223052912746602,0.15552057754111992,0.0,0.25224889333141415,0.0,0.0,0.3999999999999999
2011-12-16,0.0,0.0,0.0,0.27550884024516115,0.2244911597548388,0.0,0.0,0.0,0.0,0.5
2011-12-23,0.0,0.0,0.0,0.28138269880492633,0.2186173011950737,0.0,0.0,0.0,0.0,0.5
2011-12-30,0.0,0.0,0.0,0.275269131305167,0.22473086869483305,0.0,0.0,0.0,0.0,0.5
2012-01-06,0.0,0.0,0.0,0.2803897310358304,0.2196102689641696,0.0,0.0,0.0,0.0,0.5
2012-01-13,0.0,0.0,0.0,0.27766660216751293,0.22233339783248707,0.0,0.0,0.0,0.0,0.5
2012-01-20,0.0,0.0,0.0,0.27598916408129204,0.224010835918708,0.0,0.0,0.0,0.0,0.5
2012-01-27,0.0,0.0,0.0,0.2721082376077374,0.2278917623922626,0.0,0.0,0.0,0.0,0.5
2012-02-03,0.0,0.0,0.0,0.23552465490085128,0.19277608524559994,0.0,0.0,0.1716992598535488,0.0,0.3999999999999999
2012-02-10,0.0,0.0,0.0,0.23119499528382043,0.18462069017510008,0.0,0.0,0.1841843145410795,0.0,0.3999999999999999
2012-02-17,0.0,0.0,0.0,0.15054639655861923,0.12261466978387348,0.0,0.0,0.11917254577636592,0.3076663878811413,0.30000000000000004
2012-02-24,0.0,0.0,0.0,0.1548237380760546,0.12605947639891213,0.0,0.0,0.116376351367013,0.3027404341580203,0.30000000000000004
2012-03-02,0.0,0.0,0.0,0.2391628073340997,0.1885052392533754,0.0,0.0,0.1723319534125251,0.0,0.3999999999999999
2012-03-09,0.0,0.0,0.0,0.28374429951757624,0.2162557004824237,0.0,0.0,0.0,0.0,0.5
2012-03-16,0.0,0.0,0.0,0.28333284881144327,0.2166671511885567,0.0,0.0,0.0,0.0,0.5
2012-03-23,0.0,0.0,0.0,0.2789371466527602,0.22106285334723985,0.0,0.0,0.0,0.0,0.5
2012-03-30,0.0,0.0,0.0,0.2770786386287406,0.22292136137125937,0.0,0.0,0.0,0.0,0.5
2012-04-06,0.0,0.0,0.0,0.27652009778217257,0.2234799022178274,0.0,0.0,0.0,0.0,0.5
2012-04-13,0.0,0.0,0.0,0.2788606582232303,0.2211393417767697,0.0,0.0,0.0,0.0,0.5000000000000001
2012-04-20,0.0,0.0,0.0,0.278616060398505,0.22138393960149494,0.0,0.0,0.0,0.0,0.5
2012-04-27,0.20522796270866164,0.0,0.0,0.2191216415102241,0.17565039578111435,0.0,0.0,0.0,0.0,0.3999999999999999
2012-05-04,0.0,0.0,0.0,0.15388863034446376,0.13452174227275632,0.0,0.0,0.0,0.31158962738277995,0.3999999999999999
2012-05-11,0.0,0.0,0.0,0.16368165544882088,0.0,0.0,0.0,0.0,0.3363183445511791,0.5
2012-05-18,0.0,0.0,0.0,0.15724427416398634,0.12464309540069712,0.0,0.0,0.0,0.31811263043531657,0.3999999999999999
2012-05-25,0.0,0.0,0.0,0.15231325950214808,0.12677283258252442,0.0,0.0,0.0,0.32091390791532753,0.3999999999999999
2012-06-01,0.0,0.0,0.0,0.2715205685507223,0.22847943144927765,0.0,0.0,0.0,0.0,0.5
2012-06-08,0.2761462266511635,0.0,0.0,0.22385377334883655,0.0,0.0,0.0,0.0,0.0,0.5
2012-06-15,0.15296813524280303,0.0,0.0,0.12530844357383433,0.0,0.0,0.0,0.0,0.3217234211833627,0.3999999999999999
2012-06-22,0.15560324389518018,0.0,0.0,0.12944082643727226,0.0,0.0,0.0,0.0,0.3149559296675476,0.3999999999999999
2012-06-29,0.1621327661416708,0.0,0.0,0.13171273695222255,0.0,0.0,0.0,0.0,0.30615449690610674,0.3999999999999999
2012-07-06,0.16091575365065633,0.0,0.0,0.1356597343686779,0.0,0.0,0.0,0.0,0.3034245119806659,0.3999999999999999
2012-07-13,0.0,0.0,0.0,0.14635178446244748,0.15026172697555623,0.0,0.0,0.0,0.30338648856199635,0.3999999999999999
2012-07-20,0.0,0.0,0.0,0.14625119000868197,0.15113399560765656,0.0,0.0,0.0,0.30261481438366156,0.3999999999999999
2012-07-27,0.16299873612362384,0.0,0.0,0.1425239559884681,0.0,0.0,0.0,0.0,0.29447730788790816,0.3999999999999999
2012-08-03,0.15866824601617188,0.0,0.0,0.13876715901275788,0.0,0.0,0.0,0.0,0.30256459497107036,0.3999999999999999
2012-08-10,0.16154114118628599,0.0,0.0,0.1390759327483407,0.0,0.0,0.0,0.0,0.2993829260653734,0.3999999999999999
2012-08-17,0.16159267972734356,0.0,0.0,0.13777980729533504,0.0,0.0,0.0,0.0,0.3006275129773215,0.3999999999999999
2012-08-24,0.16439090121213548,0.0,0.0,0.13178391418654176,0.0,0.0,0.0,0.0,0.3038251846013229,0.3999999999999999
2012-08-31,0.17310918836579606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3268908116342039,0.5
2012-09-07,0.16105845722658818,0.0,0.0,0.12499751849879016,0.0,0.0,0.0,0.0,0.3139440242746217,0.3999999999999999
2012-09-14,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2012-09-21,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2012-09-28,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2012-10-05,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2012-10-12,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2012-10-19,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2012-10-26,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2012-11-02,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2012-11-09,0.2925540554606554,0.0,0.0,0.20744594453934462,0.0,0.0,0.0,0.0,0.0,0.5
2012-11-16,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2012-11-23,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2012-11-30,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2012-12-07,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2012-12-14,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2012-12-21,0.295480798246111,0.0,0.0,0.204519201753889,0.0,0.0,0.0,0.0,0.0,0.5
2012-12-28,0.2855990648459318,0.21440093515406822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2013-01-04,0.28033477450677763,0.2196652254932224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2013-01-11,0.2637870660060529,0.23621293399394713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2013-01-18,0.21120717265894814,0.18974473407801948,0.19904809326303247,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2013-01-25,0.2105214699965146,0.19047859129470993,0.19899993870877555,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999
2013-02-01,0.261254389649851,0.23874561035014905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2013-02-08,0.26093052790853655,0.23906947209146348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2013-02-15,0.2638395828896316,0.23616041711036845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2013-02-22,0.26442479152034526,0.23557520847965469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2013-03-01,0.26436037117333744,0.23563962882666256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2013-03-08,0.2640620601323212,0.23593793986767883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2013-03-15,0.2609186697945699,0.2390813302054301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2013-03-22,0.2556746331388088,0.24432536686119116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2013-03-29,0.25533275511922043,0.24466724488077957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2013-04-05,0.24851947127085536,0.25148052872914467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2013-04-12,0.24565000397648906,0.2543499960235109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2013-04-19,0.24907026971074026,0.25092973028925974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001
2013-04-26,0.248027041180417,0.2519729588195831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2013-05-03,0.2553778418667676,0.24462215813323238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2013-05-10,0.25614705965115386,0.24385294034884616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
