panel_name,market_state,top_sleeve,top_sharpe_state,margin_vs_second_best_sharpe,margin_vs_panel_median_sharpe
active_panel_naive,calm_trend,composite_calm_trend_specialist,0.6436801274814407,0.14968236306657207,0.29572371663115715
active_panel_naive,neutral_mixed,taa_10m_sma,1.5980392070254084,0.07880273691770334,0.23990923489120597
active_panel_naive,recovery_confirmed,composite_regime_conditioned,2.05695067565362,0.6523035626487235,0.8244509725053437
active_panel_naive,recovery_fragile,composite_calm_trend_specialist,0.9567034636998623,0.45052806489834374,1.7572381444234013
active_panel_naive,stressed_panic,composite_calm_trend_specialist,0.7568650049458348,0.05224499575213515,0.2666069558937096
active_plus_w1,calm_trend,composite_structural_defense_sleeve,1.2039242137016735,0.5602440862202328,0.8283475426280882
active_plus_w1,neutral_mixed,taa_10m_sma,1.5980392070254084,0.07880273691770334,0.33710283998781
active_plus_w1,recovery_confirmed,composite_regime_conditioned,2.05695067565362,0.6523035626487235,0.9565810463867388
active_plus_w1,recovery_fragile,composite_calm_trend_specialist,0.9567034636998623,0.45052806489834374,1.8235579904547345
active_plus_w1,stressed_panic,composite_calm_trend_specialist,0.7568650049458348,0.05224499575213515,0.20313474405776644
active_plus_w1_w2_w3_w4,calm_trend,composite_recovery_confirmed_offense_sleeve,1.3359660241556892,0.13204181045401575,0.9880096133054057
active_plus_w1_w2_w3_w4,neutral_mixed,taa_10m_sma,1.5980392070254084,0.07880273691770334,0.4429543321271332
active_plus_w1_w2_w3_w4,recovery_confirmed,composite_calm_carry_sleeve,4.416231979404376,2.359281303750756,3.5950109246648303
active_plus_w1_w2_w3_w4,recovery_fragile,composite_calm_carry_sleeve,5.559580997288148,4.602877533588285,6.111904522551192
active_plus_w1_w2_w3_w4,stressed_panic,composite_calm_carry_sleeve,2.7260590815363104,1.9691940765904756,2.235801032484185
active_plus_w1_w2_w3,calm_trend,composite_recovery_confirmed_offense_sleeve,1.3359660241556892,0.13204181045401575,0.9603893530821039
active_plus_w1_w2_w3,neutral_mixed,taa_10m_sma,1.5980392070254084,0.07880273691770334,0.35769636893626333
active_plus_w1_w2_w3,recovery_confirmed,composite_calm_carry_sleeve,4.416231979404376,2.359281303750756,3.3158623501374946
active_plus_w1_w2_w3,recovery_fragile,composite_calm_carry_sleeve,5.559580997288148,4.602877533588285,6.293795831980353
active_plus_w1_w2_w3,stressed_panic,composite_calm_carry_sleeve,2.7260590815363104,1.9691940765904756,2.172328820648242
