strategy_name,market_state,observations,ann_return_state,ann_vol_state,sharpe_state,avg_bil_state,avg_offense_state,avg_defense_state,avg_cash_state
composite_calm_trend_participation,calm_trend,295,0.060974527260186706,0.11312105714133451,0.5390201329537131,0.005084745762711864,0.7626089752721966,0.2111864406779661,0.005084745762711864
composite_calm_trend_participation,neutral_mixed,492,0.08835209043442283,0.0928865795710377,0.9511825157352576,0.10416666666666667,0.4798979322877718,0.3855691056910569,0.10416666666666667
composite_calm_trend_participation,recovery_confirmed,44,0.03939641078772094,0.10122287143290169,0.3892046355732549,0.051136363636363626,0.6085337161788407,0.26818181818181813,0.051136363636363626
composite_calm_trend_participation,recovery_fragile,49,0.12191734164691792,0.06463814050472033,1.886151747171852,0.07346938775510203,0.5436424329824266,0.31326530612244896,0.07346938775510203
composite_calm_trend_participation,stressed_panic,229,0.04439728305955515,0.09696327483935435,0.4578773059502285,0.2224890829694323,0.13476902270828342,0.6399563318777292,0.2224890829694323
composite_recovery_transition,calm_trend,295,0.03158734396360541,0.09983787676461008,0.3163863754642897,0.10288135593220339,0.7343622103492097,0.15841210117080487,0.10288135593220339
composite_recovery_transition,neutral_mixed,492,0.06977623083867868,0.07963777657086003,0.8761700017653461,0.15863821138211381,0.5580774938851742,0.26046747967479683,0.15863821138211381
composite_recovery_transition,recovery_confirmed,44,0.059791218179841676,0.13956585891009107,0.4284086283477067,0.0,0.9196010509165089,0.08039894908349111,0.0
composite_recovery_transition,recovery_fragile,49,0.1804524883910903,0.1006402674267652,1.7930446033681653,0.05306122448979592,0.8065201476202707,0.1404186278899333,0.05306122448979592
composite_recovery_transition,stressed_panic,229,0.03233230205711557,0.10646981111462264,0.3036757717387838,0.19999999999999998,0.25,0.5499999999999998,0.19999999999999998
composite_anti_chop_clarity,calm_trend,295,0.04413589541848428,0.0857112400115703,0.5149370772436184,0.0035593220338983045,0.5636007436551753,0.43283993431092643,0.0035593220338983045
composite_anti_chop_clarity,neutral_mixed,492,0.12230293402337078,0.08916929925152396,1.3715811949848933,0.02042682926829268,0.25801837123776067,0.7215547994939467,0.02042682926829268
composite_anti_chop_clarity,recovery_confirmed,44,-0.02889788151274908,0.08284549179089133,-0.3488165848020994,0.0,0.313353033493233,0.6866469665067669,0.0
composite_anti_chop_clarity,recovery_fragile,49,0.01842574884061232,0.07324663165030249,0.2515576269579385,0.003061224489795918,0.2525821226984284,0.7443566528117757,0.003061224489795918
composite_anti_chop_clarity,stressed_panic,229,0.06553081256770166,0.13043514894096872,0.5024014853339804,0.009825327510917031,0.18688365246347405,0.8032910200256091,0.009825327510917031
