variant,decision_date,assets,rank_ic
real,2021-06-04,35,-0.023454580045007667
real,2021-07-02,35,-0.2207013387410392
real,2021-08-06,35,0.4003977487703677
real,2021-09-03,35,0.03442557904413309
real,2021-10-01,35,0.49597093163117834
real,2021-11-05,35,-0.5919472384621811
real,2021-12-03,35,0.2904876627665483
real,2022-01-07,35,-0.09085117070098012
real,2022-02-04,35,-0.18351278587712716
real,2022-03-04,35,0.6570969911781048
real,2022-04-01,35,-0.08009414643889617
real,2022-05-06,35,-0.35015950742050467
real,2022-06-03,35,-0.2793570282226913
real,2022-07-01,35,0.15803217053687785
real,2022-08-05,35,0.4729774050105018
real,2022-09-02,35,0.20024008841167704
real,2022-10-07,35,0.5054398723803836
real,2022-11-04,35,0.0382488617856741
real,2022-12-02,35,0.6058934266480224
real,2023-01-06,35,-0.29926909060585205
real,2023-02-03,35,0.20565401616617066
real,2023-03-03,35,-0.01788614688864844
real,2023-04-07,35,-0.052335636422910344
real,2023-05-05,35,0.08089431919128186
real,2023-06-02,35,-0.3072279965149398
real,2023-07-07,35,0.32171317071055644
real,2023-08-04,35,0.06253702686218614
real,2023-09-01,35,-0.5077638786073578
real,2023-10-06,35,0.02817068821510267
real,2023-11-03,35,0.550722273306408
real,2023-12-01,35,-0.0737301611545887
real,2024-01-05,35,0.12944140534979623
real,2024-02-02,35,0.4064045862934796
real,2024-03-01,35,0.19603221380461228
real,2024-04-05,35,-0.33340967400621074
real,2024-05-03,35,0.27951863862749116
real,2024-06-07,35,0.04074944701932435
real,2024-07-05,35,-0.34204105931588225
real,2024-08-02,35,0.6225781427665493
real,2024-09-06,35,0.6441833065182132
real,2024-10-04,35,0.03974079786699707
real,2024-11-01,35,0.490372099490377
real,2024-12-06,35,-0.22720647308148742
real,2025-01-03,35,0.3360193001071322
real,2025-02-07,35,-0.4006596129323666
real,2025-03-07,35,-0.42041083034421833
real,2025-04-04,35,0.4333204359140759
real,2025-05-02,35,0.6079071898513564
real,2025-06-06,35,0.09965771227367312
real,2025-07-04,35,-0.21609446464010076
real,2025-08-01,35,0.2265121849212826
real,2025-09-05,35,0.687821970462151
real,2025-10-03,35,0.39787727829131586
real,2025-11-07,35,0.40351185342208323
real,2025-12-05,35,0.4099054414264107
real,2026-01-02,35,0.3348158567994719
real,2026-02-06,35,-0.30229325779763716
real,2026-03-06,35,-0.3465630461113454
real,2026-04-03,35,0.38542058940626717
real,2026-05-01,35,0.06328445560385351
real,2026-06-05,35,-0.2574005484520317
real,2026-07-03,35,-0.008401779011621851
label_shuffle,2012-01-06,34,0.04980853625347241
label_shuffle,2012-02-03,34,0.3196253152758993
label_shuffle,2012-03-02,34,0.004989119233625193
label_shuffle,2012-04-06,34,-0.001901972541687324
label_shuffle,2012-05-04,34,-0.12806048963112499
label_shuffle,2012-06-01,34,-0.03494143408605929
label_shuffle,2012-07-06,34,0.41022769220565225
label_shuffle,2012-08-03,34,0.10123029541830002
label_shuffle,2012-09-07,34,0.2287052823876533
label_shuffle,2012-10-05,34,-0.34122631071983334
label_shuffle,2012-11-02,34,0.11409031322373703
label_shuffle,2012-12-07,34,0.20479800534143047
label_shuffle,2013-01-04,34,-0.07728895029812209
label_shuffle,2013-02-01,34,-0.19229240558469582
label_shuffle,2013-03-01,34,-0.20948415945520618
label_shuffle,2013-04-05,34,-0.4325012977967185
label_shuffle,2013-05-03,34,-0.1754395541998278
label_shuffle,2013-06-07,34,-0.06266660193464921
label_shuffle,2013-07-05,34,-0.21361612485452994
label_shuffle,2013-08-02,34,0.37011138412788425
label_shuffle,2013-09-06,34,-0.3969543431050638
label_shuffle,2013-10-04,34,-0.06584807915177616
label_shuffle,2013-11-01,34,-0.3073479840969931
label_shuffle,2013-12-06,34,-0.4194274124198099
label_shuffle,2014-01-03,34,-0.15371397624100544
label_shuffle,2014-02-07,34,0.16061065290295473
label_shuffle,2014-03-07,34,0.08735524786335624
label_shuffle,2014-04-04,34,-0.3971195545357114
label_shuffle,2014-05-02,34,0.06420065611801831
label_shuffle,2014-06-06,34,0.29805671597431377
label_shuffle,2014-07-04,34,0.11759216334455073
label_shuffle,2014-08-01,34,0.1484645045579396
label_shuffle,2014-09-05,34,0.08082646078365369
label_shuffle,2014-10-03,34,0.21484783232178845
label_shuffle,2014-11-07,34,-0.19210221720745996
label_shuffle,2014-12-05,34,-0.15288005659554513
label_shuffle,2015-01-02,34,0.0003740486495380504
label_shuffle,2015-02-06,34,0.22427643261576155
label_shuffle,2015-03-06,34,0.2013032673255153
label_shuffle,2015-04-03,34,-0.19864992504215445
label_shuffle,2015-05-01,34,0.2050551338232865
label_shuffle,2015-06-05,34,0.13089342418780595
label_shuffle,2015-07-03,34,0.2379932612374138
label_shuffle,2015-08-07,34,0.03444141984226491
label_shuffle,2015-09-04,34,0.007126736795675998
label_shuffle,2015-10-02,34,-0.3149474591454583
label_shuffle,2015-11-06,34,0.2771314164857146
label_shuffle,2015-12-04,35,0.6192833741538696
label_shuffle,2016-01-01,35,-0.010672436923778002
label_shuffle,2016-02-05,35,0.2889090870498722
label_shuffle,2016-03-04,35,-0.34877017613049704
label_shuffle,2016-04-01,35,0.11009613185893637
label_shuffle,2016-05-06,35,-0.2769698660432208
label_shuffle,2016-06-03,35,0.28918307002535115
label_shuffle,2016-07-01,35,-0.13876171422317038
label_shuffle,2016-08-05,35,-0.028842948224785062
label_shuffle,2016-09-02,35,0.22465253823309175
label_shuffle,2016-10-07,35,0.060396772692705186
label_shuffle,2016-11-04,35,-0.13205641667124082
label_shuffle,2016-12-02,35,-0.04427568556521692
label_shuffle,2017-01-06,35,0.055511360137436454
label_shuffle,2017-02-03,35,-0.01755262912831422
label_shuffle,2017-03-03,35,-0.06644355921166786
label_shuffle,2017-04-07,35,-0.19580682783234823
label_shuffle,2017-05-05,35,-0.4081279306908225
label_shuffle,2017-06-02,35,-0.07743735072821344
label_shuffle,2017-07-07,35,-0.01913359130050932
label_shuffle,2017-08-04,35,0.08212082620226241
label_shuffle,2017-09-01,35,-0.25896945912813013
label_shuffle,2017-10-06,35,0.12717381478594478
label_shuffle,2017-11-03,35,0.10614006609069812
label_shuffle,2017-12-01,35,-0.13801808617482444
label_shuffle,2018-01-05,35,0.2463855291101488
label_shuffle,2018-02-02,35,0.02713100222191408
label_shuffle,2018-03-02,35,0.263329498389587
label_shuffle,2018-04-06,35,0.16117408153799745
label_shuffle,2018-05-04,35,-0.038815647519273334
label_shuffle,2018-06-01,35,-0.2387090028936008
label_shuffle,2018-07-06,35,0.1334171542947782
label_shuffle,2018-08-03,35,-0.17928291761575588
label_shuffle,2018-09-07,35,0.17058129424699522
label_shuffle,2018-10-05,35,-0.046979228092578124
label_shuffle,2018-11-02,35,-0.0013689903164279633
label_shuffle,2018-12-07,35,-0.2018076044434441
label_shuffle,2019-01-04,35,0.0795519715727017
label_shuffle,2019-02-01,35,0.2957884119109364
label_shuffle,2019-03-01,35,-0.01415750522985706
label_shuffle,2019-04-05,35,0.4870675592958546
label_shuffle,2019-05-03,35,-0.028183069242332826
label_shuffle,2019-06-07,35,-0.1102342609270276
label_shuffle,2019-07-05,35,0.13369104956542704
label_shuffle,2019-08-02,35,-0.19978227300808685
label_shuffle,2019-09-06,35,0.08161046189904125
label_shuffle,2019-10-04,35,-0.13547508835228644
label_shuffle,2019-11-01,35,0.2927791651804304
label_shuffle,2019-12-06,35,-0.17257414310179175
label_shuffle,2020-01-03,35,0.16641733569603315
label_shuffle,2020-02-07,35,-0.544422435509024
label_shuffle,2020-03-06,35,-0.4808851078003763
label_shuffle,2020-04-03,35,0.23022607849625884
label_shuffle,2020-05-01,35,-0.01418686844095315
label_shuffle,2020-06-05,35,-0.10457751608197338
label_shuffle,2020-07-03,35,-0.006852058018614551
label_shuffle,2020-08-07,35,-0.1522576593254648
label_shuffle,2020-09-04,35,0.3062591590452457
label_shuffle,2020-10-02,35,-0.016904171678823462
label_shuffle,2020-11-06,35,0.163441134793687
label_shuffle,2020-12-04,35,-0.1995131548893234
label_shuffle,2021-01-01,35,0.055350020585946104
label_shuffle,2021-02-05,35,-0.2078335965037114
label_shuffle,2021-03-05,35,-0.02637598101413289
label_shuffle,2021-04-02,35,-0.004617303896468958
label_shuffle,2021-05-07,35,-0.0887420191709906
label_shuffle,2021-06-04,35,0.08535033421977725
label_shuffle,2021-07-02,35,0.2075235038172003
label_shuffle,2021-08-06,35,-0.05793041700579494
label_shuffle,2021-09-03,35,-0.342949793221561
label_shuffle,2021-10-01,35,0.08626369963897394
label_shuffle,2021-11-05,35,0.10101028238456787
label_shuffle,2021-12-03,35,0.022096565534206608
label_shuffle,2022-01-07,35,0.2467346883694918
label_shuffle,2022-02-04,35,0.1773541829979785
label_shuffle,2022-03-04,35,-0.28362767662793
label_shuffle,2022-04-01,35,-0.33139659718078335
label_shuffle,2022-05-06,35,0.24191572583777224
label_shuffle,2022-06-03,35,-0.051999235415586216
label_shuffle,2022-07-01,35,-0.16584294546446568
label_shuffle,2022-08-05,35,-0.7039655762017657
label_shuffle,2022-09-02,35,-0.1725050394477794
label_shuffle,2022-10-07,35,0.1381279789271275
label_shuffle,2022-11-04,35,0.2280912245755339
label_shuffle,2022-12-02,35,-0.4091752322383209
label_shuffle,2023-01-06,35,-0.006387605809670201
label_shuffle,2023-02-03,35,0.0626210892438723
label_shuffle,2023-03-03,35,0.027389833617663957
label_shuffle,2023-04-07,35,-0.2668170317023958
label_shuffle,2023-05-05,35,0.26433462401156177
label_shuffle,2023-06-02,35,0.03754404270139399
label_shuffle,2023-07-07,35,0.17795515410661641
label_shuffle,2023-08-04,35,0.12668907351435996
label_shuffle,2023-09-01,35,0.19100734128671362
label_shuffle,2023-10-06,35,-0.06723874095212207
label_shuffle,2023-11-03,35,-0.00966805948451463
label_shuffle,2023-12-01,35,-0.2745040742773258
label_shuffle,2024-01-05,35,0.034818247628466435
label_shuffle,2024-02-02,35,-0.37030000291250353
label_shuffle,2024-03-01,35,-0.110451288832075
label_shuffle,2024-04-05,35,0.09266877653898983
label_shuffle,2024-05-03,35,-0.18505956490268885
label_shuffle,2024-06-07,35,-0.19056461921272097
label_shuffle,2024-07-05,35,0.06412695546636302
label_shuffle,2024-08-02,35,-0.3752841857357913
label_shuffle,2024-09-06,35,-0.38548499409486464
label_shuffle,2024-10-04,35,0.2503068055254551
label_shuffle,2024-11-01,35,-0.044132560150075655
label_shuffle,2024-12-06,35,-0.06139897750510478
label_shuffle,2025-01-03,35,-0.19707517996384769
label_shuffle,2025-02-07,35,0.49121888676944336
label_shuffle,2025-03-07,35,0.20897272028178682
label_shuffle,2025-04-04,35,0.20314925946650214
label_shuffle,2025-05-02,35,0.37880421181569196
label_shuffle,2025-06-06,35,0.20211646997552682
label_shuffle,2025-07-04,35,-0.18689675561621527
label_shuffle,2025-08-01,35,-0.06728411694558012
label_shuffle,2025-09-05,35,-0.4393752665658574
label_shuffle,2025-10-03,35,0.1986475518357632
label_shuffle,2025-11-07,35,-0.6502485286382684
label_shuffle,2025-12-05,35,-0.07670635810291762
label_shuffle,2026-01-02,35,-0.19821597986966719
label_shuffle,2026-02-06,35,-0.09699874574995387
label_shuffle,2026-03-06,35,-0.12207665394307005
label_shuffle,2026-04-03,35,0.1716727977660872
label_shuffle,2026-05-01,35,-0.1968639331521073
label_shuffle,2026-06-05,35,0.24308876798506368
label_shuffle,2026-07-03,35,-0.03064390802935549
random_features,2012-01-06,34,-0.2842119914286727
random_features,2012-02-03,34,0.0732919639170532
random_features,2012-03-02,34,0.10197380961757464
random_features,2012-04-06,34,-0.1599407287397937
random_features,2012-05-04,34,-0.08220304074459557
random_features,2012-06-01,34,-0.08633667432176115
random_features,2012-07-06,34,-0.18794037235843142
random_features,2012-08-03,34,0.04116804292431551
random_features,2012-09-07,34,0.059489857792945536
random_features,2012-10-05,34,-0.20711615923740817
random_features,2012-11-02,34,-0.200409023004786
random_features,2012-12-07,34,0.252959644006161
random_features,2013-01-04,34,0.04145270327714791
random_features,2013-02-01,34,0.18990885925547946
random_features,2013-03-01,34,-0.44941745626481777
random_features,2013-04-05,34,-0.2112354878067436
random_features,2013-05-03,34,0.22588462677686255
random_features,2013-06-07,34,0.10228226611352481
random_features,2013-07-05,34,0.10723495576885309
random_features,2013-08-02,34,-0.07890987910073816
random_features,2013-09-06,34,-0.24175723370440377
random_features,2013-10-04,34,0.0916137607106548
random_features,2013-11-01,34,0.0855053339302209
random_features,2013-12-06,34,-0.09852846367128813
random_features,2014-01-03,34,-0.024344170047971403
random_features,2014-02-07,34,0.15160168535400897
random_features,2014-03-07,34,-0.06576301283600683
random_features,2014-04-04,34,-0.32886588933827204
random_features,2014-05-02,34,0.22426316968622645
random_features,2014-06-06,34,-0.44415782052493064
random_features,2014-07-04,34,-0.07540375056834812
random_features,2014-08-01,34,-0.1150026583441966
random_features,2014-09-05,34,-0.021246691855814293
random_features,2014-10-03,34,0.09975490351869644
random_features,2014-11-07,34,0.10541559587755552
random_features,2014-12-05,34,0.15575746604513188
random_features,2015-01-02,34,0.2766998644067177
random_features,2015-02-06,34,0.012750577448718953
random_features,2015-03-06,34,-0.238946589748069
random_features,2015-04-03,34,0.03904706788846432
random_features,2015-05-01,34,0.14210477964185597
random_features,2015-06-05,34,-0.11842025770968864
random_features,2015-07-03,34,-0.22743802979005695
random_features,2015-08-07,34,0.2779731165931027
random_features,2015-09-04,34,0.2126956167572454
random_features,2015-10-02,34,-0.2745736036036941
random_features,2015-11-06,34,0.23934637696658143
random_features,2015-12-04,35,0.13315791073383815
random_features,2016-01-01,35,0.012211059177311356
random_features,2016-02-05,35,-0.17535662145265063
random_features,2016-03-04,35,0.04082865383740878
random_features,2016-04-01,35,-0.14199895787155425
random_features,2016-05-06,35,-0.033494088694254305
random_features,2016-06-03,35,-0.1210678214014293
random_features,2016-07-01,35,0.2855283062332187
random_features,2016-08-05,35,0.07962855298719555
random_features,2016-09-02,35,-0.09056856013097724
random_features,2016-10-07,35,-0.10526585351947991
random_features,2016-11-04,35,0.04923702534702918
random_features,2016-12-02,35,-0.09352729322435945
random_features,2017-01-06,35,-0.003227645018870461
random_features,2017-02-03,35,0.16915790825460505
random_features,2017-03-03,35,-0.027354385877259697
random_features,2017-04-07,35,-0.3229787820056513
random_features,2017-05-05,35,-0.10871026649993713
random_features,2017-06-02,35,0.1920386949091386
random_features,2017-07-07,35,0.11268808229421944
random_features,2017-08-04,35,0.0733810677028524
random_features,2017-09-01,35,-0.13431206662124023
random_features,2017-10-06,35,0.06313589774433817
random_features,2017-11-03,35,0.22549902593617485
random_features,2017-12-01,35,0.105611534639383
random_features,2018-01-05,35,0.10852274715715342
random_features,2018-02-02,35,-0.20897829965037965
random_features,2018-03-02,35,-0.17423669272459125
random_features,2018-04-06,35,-0.2267442928966866
random_features,2018-05-04,35,-0.0285543959576197
random_features,2018-06-01,35,-0.10456435619678395
random_features,2018-07-06,35,-0.07432933377643544
random_features,2018-08-03,35,-0.11165358020700955
random_features,2018-09-07,35,0.07693821561310397
random_features,2018-10-05,35,-0.062898672395781
random_features,2018-11-02,35,-0.015043460666710386
random_features,2018-12-07,35,0.09616119047340906
random_features,2019-01-04,35,-0.027808938548243626
random_features,2019-02-01,35,-0.040673758596768486
random_features,2019-03-01,35,-0.194529224880867
random_features,2019-04-05,35,0.08156222301193965
random_features,2019-05-03,35,-0.04276786415437617
random_features,2019-06-07,35,-0.15949596208462702
random_features,2019-07-05,35,0.1042290150102948
random_features,2019-08-02,35,-0.10011232069067016
random_features,2019-09-06,35,0.07616356165349993
random_features,2019-10-04,35,-0.23197789985751058
random_features,2019-11-01,35,-0.025959430201206894
random_features,2019-12-06,35,-0.08856654605301878
random_features,2020-01-03,35,-0.007537072215958064
random_features,2020-02-07,35,0.09734648898492859
random_features,2020-03-06,35,0.028082246341160574
random_features,2020-04-03,35,-0.0024857160894455684
random_features,2020-05-01,35,-0.07383165746032806
random_features,2020-06-05,35,0.02010434904261628
random_features,2020-07-03,35,-0.39463997521759425
random_features,2020-08-07,35,-0.04553642290265451
random_features,2020-09-04,35,0.18046751033285313
random_features,2020-10-02,35,0.03999254315706188
random_features,2020-11-06,35,-0.09749570462156798
random_features,2020-12-04,35,-0.33795168731196057
random_features,2021-01-01,35,-0.20437570607700867
random_features,2021-02-05,35,-0.2331018461779434
random_features,2021-03-05,35,-0.009829170087057911
random_features,2021-04-02,35,-0.1338713863310267
random_features,2021-05-07,35,0.042282994359065476
random_features,2021-06-04,35,-0.26238726806438734
random_features,2021-07-02,35,0.44292137754687627
random_features,2021-08-06,35,0.33407165309885156
random_features,2021-09-03,35,-0.30347356711666007
random_features,2021-10-01,35,0.3290410807435832
random_features,2021-11-05,35,0.08258895560830123
random_features,2021-12-03,35,0.0963294793196453
random_features,2022-01-07,35,-0.3598208918447276
random_features,2022-02-04,35,0.13378939298980475
random_features,2022-03-04,35,0.15481652086515627
random_features,2022-04-01,35,0.24633719280470992
random_features,2022-05-06,35,-0.1848055670450607
random_features,2022-06-03,35,-0.029863717831359538
random_features,2022-07-01,35,-0.05797972477704053
random_features,2022-08-05,35,-0.22868047109612702
random_features,2022-09-02,35,0.06251376229953597
random_features,2022-10-07,35,-0.06268497152661132
random_features,2022-11-04,35,0.03595308967357316
random_features,2022-12-02,35,0.015834425997897795
random_features,2023-01-06,35,-0.09753112886803755
random_features,2023-02-03,35,0.2810999906274791
random_features,2023-03-03,35,0.4146346523075263
random_features,2023-04-07,35,-0.2720435141781562
random_features,2023-05-05,35,0.03725574446222553
random_features,2023-06-02,35,-0.23281930344410717
random_features,2023-07-07,35,-0.013461937703752902
random_features,2023-08-04,35,-0.13836186163591702
random_features,2023-09-01,35,-0.12909988438192296
random_features,2023-10-06,35,-0.2526656781520296
random_features,2023-11-03,35,0.2553371382720964
random_features,2023-12-01,35,0.2660063836372339
random_features,2024-01-05,35,0.038642880885908684
random_features,2024-02-02,35,0.1669670450511062
random_features,2024-03-01,35,-0.21881244379584816
random_features,2024-04-05,35,0.25518752192009925
random_features,2024-05-03,35,-0.16275572707877678
random_features,2024-06-07,35,0.0807973389215227
random_features,2024-07-05,35,0.07480338564569458
random_features,2024-08-02,35,-0.13030636499160939
random_features,2024-09-06,35,-0.33953646917933844
random_features,2024-10-04,35,-0.06187244794956608
random_features,2024-11-01,35,0.051587392945658575
random_features,2024-12-06,35,0.15193435403596184
random_features,2025-01-03,35,0.05333642677295634
random_features,2025-02-07,35,-0.02745801524630615
random_features,2025-03-07,35,-0.12483138652982362
random_features,2025-04-04,35,0.1952686724088582
random_features,2025-05-02,35,0.18675036280468404
random_features,2025-06-06,35,0.07206743443310669
random_features,2025-07-04,35,0.2738883148901335
random_features,2025-08-01,35,0.10561315862561978
random_features,2025-09-05,35,-0.06595004715581226
random_features,2025-10-03,35,0.05227293000549014
random_features,2025-11-07,35,-0.08871654378755808
random_features,2025-12-05,35,0.021081037106687035
random_features,2026-01-02,35,0.14544574053880577
random_features,2026-02-06,35,-0.07807724992445944
random_features,2026-03-06,35,-0.17341598777129646
random_features,2026-04-03,35,-0.021850016045573364
random_features,2026-05-01,35,-0.16441989860945172
random_features,2026-06-05,35,-0.2555832145858015
random_features,2026-07-03,35,-0.32654089483010507
stale_1m,2012-01-06,34,-0.16409523642306026
stale_1m,2012-02-03,34,0.0733342598008865
stale_1m,2012-03-02,34,-0.13204756454458322
stale_1m,2012-04-06,34,-0.2719545689323443
stale_1m,2012-05-04,34,-0.31961976793755487
stale_1m,2012-06-01,34,-0.22788909864631
stale_1m,2012-07-06,34,-0.2313797831684729
stale_1m,2012-08-03,34,0.009649674943469442
stale_1m,2012-09-07,34,-0.2506056226583649
stale_1m,2012-10-05,34,-0.5281213974095882
stale_1m,2012-11-02,34,0.3477636019926343
stale_1m,2012-12-07,34,0.7278983386418485
stale_1m,2013-01-04,34,0.4711729207825269
stale_1m,2013-02-01,34,0.07527177334596788
stale_1m,2013-03-01,34,0.4403757314443017
stale_1m,2013-04-05,34,0.15011208851859786
stale_1m,2013-05-03,34,0.06576552093671992
stale_1m,2013-06-07,34,-0.3506067531589466
stale_1m,2013-07-05,34,0.4332924615553944
stale_1m,2013-08-02,34,-0.08992021451764429
stale_1m,2013-09-06,34,0.06284735493564794
stale_1m,2013-10-04,34,-0.31840285260983203
stale_1m,2013-11-01,34,-0.05847621663134622
stale_1m,2013-12-06,34,0.1606499127674537
stale_1m,2014-01-03,34,-0.5090050303573155
stale_1m,2014-02-07,34,0.5788711989241281
stale_1m,2014-03-07,34,-0.33662224492973364
stale_1m,2014-04-04,34,-0.18221358820797467
stale_1m,2014-05-02,34,-0.21310082821774665
stale_1m,2014-06-06,34,0.439821723092559
stale_1m,2014-07-04,34,-0.5431882743779582
stale_1m,2014-08-01,34,0.29800181610260823
stale_1m,2014-09-05,34,-0.22204297028360306
stale_1m,2014-10-03,34,0.3436446659321543
stale_1m,2014-11-07,34,0.24567184221261396
stale_1m,2014-12-05,34,-0.2746852338418571
stale_1m,2015-01-02,34,-0.37521364917667166
stale_1m,2015-02-06,34,-0.30837698073390235
stale_1m,2015-03-06,34,-0.15305578709205542
stale_1m,2015-04-03,34,0.01769684088006789
stale_1m,2015-05-01,34,0.12313813284426872
stale_1m,2015-06-05,34,-0.2572988014934996
stale_1m,2015-07-03,34,0.48749444969518185
stale_1m,2015-08-07,34,-0.5315816507096185
stale_1m,2015-09-04,34,0.017956167347412542
stale_1m,2015-10-02,34,0.13875759213159597
stale_1m,2015-11-06,34,0.313957065711516
stale_1m,2015-12-04,35,0.07893028462184683
stale_1m,2016-01-01,35,-0.17109611888640064
stale_1m,2016-02-05,35,0.3088397917650825
stale_1m,2016-03-04,35,0.445641446628648
stale_1m,2016-04-01,35,-0.5268506861681728
stale_1m,2016-05-06,35,-0.4276301639163869
stale_1m,2016-06-03,35,0.19940240661967498
stale_1m,2016-07-01,35,0.4125790157205137
stale_1m,2016-08-05,35,-0.4103197586851274
stale_1m,2016-09-02,35,-0.20723081296516774
stale_1m,2016-10-07,35,-0.1388428960490921
stale_1m,2016-11-04,35,0.09151984792104163
stale_1m,2016-12-02,35,0.023324742605710047
stale_1m,2017-01-06,35,0.1712962489795645
stale_1m,2017-02-03,35,0.25860579592309396
stale_1m,2017-03-03,35,-0.1603965441450396
stale_1m,2017-04-07,35,0.022012918826836633
stale_1m,2017-05-05,35,-0.09341408195374906
stale_1m,2017-06-02,35,0.025468672499554562
stale_1m,2017-07-07,35,0.25651260159002165
stale_1m,2017-08-04,35,0.29650135495054225
stale_1m,2017-09-01,35,0.41273869971935406
stale_1m,2017-10-06,35,-0.025267008594930588
stale_1m,2017-11-03,35,0.1133428168872604
stale_1m,2017-12-01,35,0.13244235316253966
stale_1m,2018-01-05,35,0.26711970288954195
stale_1m,2018-02-02,35,-0.36822986359457277
stale_1m,2018-03-02,35,-0.22391487775135288
stale_1m,2018-04-06,35,0.13857816658999458
stale_1m,2018-05-04,35,0.18318579942960997
stale_1m,2018-06-01,35,-0.27698794907297436
stale_1m,2018-07-06,35,-0.12526237327824544
stale_1m,2018-08-03,35,0.22827019057992576
stale_1m,2018-09-07,35,-0.3093749916161596
