variant,cost_bps,full_observations,full_years,full_total_return,full_annual_return,full_annual_volatility,full_sharpe_zero_rf,full_sortino_zero_target,full_max_drawdown,full_max_drawdown_duration_weeks,full_calmar,full_cvar_5_weekly,full_positive_week_share,full_worst_week,full_best_week,full_annual_turnover,oos_2016_2020_observations,oos_2016_2020_years,oos_2016_2020_total_return,oos_2016_2020_annual_return,oos_2016_2020_annual_volatility,oos_2016_2020_sharpe_zero_rf,oos_2016_2020_sortino_zero_target,oos_2016_2020_max_drawdown,oos_2016_2020_max_drawdown_duration_weeks,oos_2016_2020_calmar,oos_2016_2020_cvar_5_weekly,oos_2016_2020_positive_week_share,oos_2016_2020_worst_week,oos_2016_2020_best_week,oos_2016_2020_annual_turnover,oos_2021_present_observations,oos_2021_present_years,oos_2021_present_total_return,oos_2021_present_annual_return,oos_2021_present_annual_volatility,oos_2021_present_sharpe_zero_rf,oos_2021_present_sortino_zero_target,oos_2021_present_max_drawdown,oos_2021_present_max_drawdown_duration_weeks,oos_2021_present_calmar,oos_2021_present_cvar_5_weekly,oos_2021_present_positive_week_share,oos_2021_present_worst_week,oos_2021_present_best_week,oos_2021_present_annual_turnover
real,10.0,761,14.634615384615385,4.327226286145683,0.12109561472161401,0.1465107698285603,0.8548442351859857,1.2481983032234503,-0.32430412771280037,90,0.37340139817416923,-0.04557395341032717,0.5650459921156373,-0.14417129506265713,0.10787265431842055,8.348528333101815,261,5.019230769230769,0.5109425540621131,0.08570599476666074,0.1720489472130624,0.5656552256372359,0.7711727542753894,-0.3243041277128006,90,0.2642766077974833,-0.05863466902778564,0.5670498084291188,-0.14417129506265713,0.10787265431842055,7.677549615979715,293,5.634615384615385,1.9207967582459404,0.20952422736846787,0.14630888165995976,1.3753733626632663,2.22937813789302,-0.14932112994555502,30,1.403178689076783,-0.040484531162597974,0.5802047781569966,-0.07977834352161403,0.05849569529568832,8.234474699878492
real,50.0,761,14.634615384615385,2.267746343650693,0.08427433186688837,0.14692101142017436,0.6251643162564431,0.8959584861335576,-0.3255381304198405,258,0.25887699163904804,-0.046233586520882226,0.5519053876478318,-0.14417129506265713,0.10787265431842055,8.348528333101815,261,5.019230769230769,0.2947949689594518,0.05282023369833233,0.17252973833750884,0.3860794564136511,0.5198387035040506,-0.3255381304198405,101,0.1622551362269331,-0.059333871623450725,0.5555555555555556,-0.14417129506265713,0.10787265431842055,7.677549615979715,293,5.634615384615385,1.4276503356692634,0.1704710568312493,0.14623354869601984,1.1508401543785234,1.824798594799762,-0.15293958210623415,38,1.1146300681849486,-0.04079690826501823,0.5699658703071673,-0.07977834352161403,0.05849569529568832,8.234474699878492
real,100.0,761,14.634615384615385,0.770217236798586,0.0397955124004421,0.1481895025830979,0.33812875479888665,0.47297276012059675,-0.4692045248042124,509,0.08481485215226302,-0.04717474582706982,0.5387647831800263,-0.14417129506265713,0.10787265431842055,8.348528333101815,261,5.019230769230769,0.06691008707668056,0.012987322814148605,0.17367875597828736,0.1624979368010014,0.2154422328427226,-0.37290913681399784,233,0.034827043727347747,-0.060577678588262664,0.5402298850574713,-0.14417129506265713,0.10787265431842055,7.677549615979715,293,5.634615384615385,0.9250662193309651,0.12326396314223342,0.14691091357727462,0.8652799384464391,1.333012529703618,-0.16007300516276135,41,0.770048410204452,-0.04128601899671883,0.5597269624573379,-0.07977834352161403,0.05849569529568832,8.234474699878492
label_shuffle,10.0,761,14.634615384615385,1.8116606186276862,0.07319378286760947,0.11928523735393742,0.6543855338805501,0.8694876554240949,-0.4181707638396438,261,0.17503323808566668,-0.03682764132136448,0.5834428383705651,-0.18744144176087948,0.11160042145321819,8.51936610095419,261,5.019230769230769,0.3858397630920547,0.06717099101674884,0.16508764077718918,0.4811096885525218,0.5977531819708354,-0.4181707638396438,45,0.16063052902117025,-0.05509369967971937,0.5900383141762452,-0.18744144176087948,0.11160042145321819,8.463649637361875,293,5.634615384615385,0.6840218691223969,0.09690982803340642,0.09672085905254726,1.005169271802778,1.6062582201699052,-0.23773219977931526,138,0.4076428356081632,-0.029983429967281948,0.590443686006826,-0.05293473160874247,0.06892892406399012,8.200964989771295
label_shuffle,50.0,761,14.634615384615385,0.7081754060487437,0.03726377051906593,0.11934302439748123,0.3685265188154218,0.4817143963433308,-0.41895081460671635,311,0.08894545426304212,-0.03769320123831538,0.5466491458607096,-0.18744144176087948,0.11061695867344379,8.51936610095419,261,5.019230769230769,0.16943028284278028,0.03167469808250556,0.1650926006076062,0.27603093488756286,0.3401621700277468,-0.41895081460671635,45,0.07560481320996999,-0.05579046495116254,0.5555555555555556,-0.18744144176087948,0.11061695867344379,8.463649637361875,293,5.634615384615385,0.40046596063006823,0.061596883144792614,0.09632730911134761,0.6687301461773564,1.0314767543045433,-0.2579800093026604,175,0.23876610947993093,-0.030503490160798417,0.5597269624573379,-0.05293473160874247,0.06542798647237329,8.200964989771295
label_shuffle,100.0,761,14.634615384615385,-0.08580032915232927,-0.006110983716890117,0.12040377397560023,0.011496639811450372,0.014705583377016555,-0.4298157141907726,749,-0.014217683335276506,-0.038877916878024624,0.519053876478318,-0.18744144176087948,0.10938763019872579,8.51936610095419,261,5.019230769230769,-0.05491438005176286,-0.011189596495731147,0.1658274479159468,0.019613259100361612,0.023916806988030722,-0.41992587806555715,59,-0.026646599031423045,-0.05704645569491652,0.524904214559387,-0.18744144176087948,0.10938763019872579,8.463649637361875,293,5.634615384615385,0.11130546068932778,0.018906338334562456,0.09700174852691663,0.24135802611382687,0.35500589236322005,-0.28584835118339347,225,0.06614114881646668,-0.031584503383611164,0.5358361774744027,-0.05293473160874247,0.06105181448285223,8.200964989771295
random_features,10.0,761,14.634615384615385,1.8152283384155976,0.07328677968740882,0.09195115962540197,0.8160271035641151,1.1540083389097866,-0.2055035480699322,101,0.3566205078973603,-0.029878487224638223,0.5860709592641261,-0.10668426771477889,0.0730047051378178,10.222584289556853,261,5.019230769230769,0.3649004311676407,0.06393885242323205,0.10260574672491189,0.656379434156279,0.8831765366655507,-0.2055035480699322,50,0.3111325961217656,-0.03342654623821083,0.5977011494252874,-0.10668426771477889,0.0730047051378178,10.499630118101507,293,5.634615384615385,0.7585341474509775,0.10537081270586901,0.09977121479585793,1.0550194890889835,1.5497538863035525,-0.15022329836592097,101,0.7014279000132312,-0.032321723005949446,0.5733788395904437,-0.06038794716957819,0.034671013261759184,10.014399382592975
random_features,50.0,761,14.634615384615385,0.5467738526057973,0.030252676139147505,0.09264758895819655,0.36853955601216126,0.5010916522935207,-0.20906106496218557,276,0.1447073664559182,-0.030422514091745817,0.5545335085413929,-0.11068426771477889,0.0730047051378178,10.222584289556853,261,5.019230769230769,0.10489674056359877,0.02007273992481262,0.10382223107618352,0.2441652547947343,0.31878514967047156,-0.20906106496218546,83,0.0960137648224615,-0.034880768097310076,0.5632183908045977,-0.11068426771477889,0.0730047051378178,10.499630118101507,293,5.634615384615385,0.4035543550903309,0.062011992034448404,0.09993548287660801,0.6524507277344979,0.9232217654936866,-0.18016648500907728,123,0.34419271725995026,-0.032661815179483196,0.552901023890785,-0.06038794716957819,0.032114545943083765,10.014399382592975
random_features,100.0,761,14.634615384615385,-0.27051202958082576,-0.02132189466589851,0.09518797229554986,-0.178264330443423,-0.23059512213508818,-0.43270692140027955,690,-0.049275603442854324,-0.03184277299933623,0.5164257555847569,-0.11568426771477888,0.0730047051378178,10.222584289556853,261,5.019230769230769,-0.15252207894884284,-0.03243365786539165,0.10688712875586902,-0.2539910034297999,-0.3195505130342826,-0.2924501831052574,230,-0.1109031887790553,-0.03729479411099533,0.5019157088122606,-0.11568426771477888,0.0730047051378178,10.499630118101507,293,5.634615384615385,0.05765768893586576,0.009998287875886858,0.10166303163866175,0.14883464886386763,0.2004641553203803,-0.22028982012076148,240,0.04538697190095239,-0.033442954749649464,0.5358361774744027,-0.06038794716957819,0.032114545943083765,10.014399382592975
stale_1m,10.0,761,14.634615384615385,3.0692588870053497,0.10064908954566532,0.15424204472627612,0.6999670680724744,1.0130844312900447,-0.34111039346218575,149,0.2950630982659369,-0.048183325157948355,0.59526938239159,-0.16180077937342657,0.12844506815971218,8.35927895660225,261,5.019230769230769,0.616503384598249,0.10041244873224642,0.17953306758744655,0.6245181302065355,0.8604403624759628,-0.34111039346218575,65,0.2943693615227757,-0.06129380620340357,0.6206896551724138,-0.16180077937342657,0.12844506815971218,7.821174662178698,293,5.634615384615385,1.4764836570506432,0.17461546415211449,0.1545730164118752,1.1196709952246207,1.7790443358021992,-0.19142349685124949,67,0.9121945164746619,-0.0425870047164097,0.6109215017064846,-0.08375109031056627,0.0674347733734,8.241668551027482
