outer_year,family,config_id,parameters,inner_months,inner_mean_rank_ic,inner_top5_turnover_proxy,selection_score
2012,ridge,ridge-89a1e12a82c0,"{""alpha"": 0.01}",24,0.10257792368788943,0.6454545454545455,0.09612337823334398
2012,ridge,ridge-d3ccf501b007,"{""alpha"": 0.1}",24,0.10334187535620487,0.6454545454545455,0.09688732990165942
2012,ridge,ridge-48bf3ac658e3,"{""alpha"": 1.0}",24,0.09850960162009949,0.6454545454545455,0.09205505616555404
2012,ridge,ridge-4979b3f4e21b,"{""alpha"": 10.0}",24,0.07909850945278125,0.5727272727272728,0.07337123672550852
2012,ridge,ridge-a63fede2878d,"{""alpha"": 100.0}",24,0.061604024030680604,0.42727272727272736,0.05733129675795333
2012,elastic_net,elastic_net-21fb87de1b2f,"{""alpha"": 0.0001, ""l1_ratio"": 0.1}",24,0.10281983863568674,0.6454545454545455,0.09636529318114129
2012,elastic_net,elastic_net-317772f571b5,"{""alpha"": 0.0001, ""l1_ratio"": 0.5}",24,0.1037747670339927,0.6545454545454545,0.09722931248853815
2012,elastic_net,elastic_net-0f02840a632a,"{""alpha"": 0.0001, ""l1_ratio"": 0.9}",24,0.10354558931582038,0.6545454545454545,0.09700013477036583
2012,elastic_net,elastic_net-dd2ae2029359,"{""alpha"": 0.001, ""l1_ratio"": 0.1}",24,0.10360925406255894,0.6545454545454545,0.0970637995171044
2012,elastic_net,elastic_net-ed48097726dd,"{""alpha"": 0.001, ""l1_ratio"": 0.5}",24,0.09982758775665135,0.6363636363636364,0.09346395139301499
2012,elastic_net,elastic_net-3fd68254e0b3,"{""alpha"": 0.001, ""l1_ratio"": 0.9}",24,0.0954730583833021,0.6363636363636362,0.08910942201966573
2012,elastic_net,elastic_net-99d0c7de1040,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",24,0.08812630536904546,0.6272727272727272,0.08185357809631819
2012,elastic_net,elastic_net-6b25c811b04b,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",24,0.035057446282105255,0.5454545454545454,0.0296029008275598
2012,elastic_net,elastic_net-6da92d318c10,"{""alpha"": 0.01, ""l1_ratio"": 0.9}",24,-0.002401268862904038,0.6181818181818182,-0.008583087044722219
2012,hist_gradient_boosting,hist_gradient_boosting-32c7924dc1d4,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.08841069282718166,0.7,0.08141069282718166
2012,hist_gradient_boosting,hist_gradient_boosting-0c4d84f610a9,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.07918051494439537,0.7181818181818181,0.0719986967625772
2012,hist_gradient_boosting,hist_gradient_boosting-55f92de2c009,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.06583789077016133,0.7,0.058837890770161334
2012,hist_gradient_boosting,hist_gradient_boosting-60bbffbde328,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.07034851327981967,0.7,0.06334851327981966
2012,hist_gradient_boosting,hist_gradient_boosting-87401023cb42,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.12276645428806543,0.709090909090909,0.11567554519715634
2012,hist_gradient_boosting,hist_gradient_boosting-0eb52da8780b,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.1151690888512481,0.7454545454545455,0.10771454339670265
2012,hist_gradient_boosting,hist_gradient_boosting-b421266de6bd,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.08650610150119502,0.6818181818181817,0.0796879196830132
2012,hist_gradient_boosting,hist_gradient_boosting-5bc6e71478b2,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.09815655008817821,0.7454545454545454,0.09070200463363276
2012,hist_gradient_boosting,hist_gradient_boosting-bde3027f9824,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.09596567427757625,0.7,0.08896567427757626
2012,hist_gradient_boosting,hist_gradient_boosting-ff3cca88d229,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.08594922891729158,0.7,0.07894922891729159
2012,hist_gradient_boosting,hist_gradient_boosting-41414b5b58a6,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.08796390621339976,0.6727272727272727,0.08123663348612703
2012,hist_gradient_boosting,hist_gradient_boosting-eaf6eaa896f1,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.09291083309867602,0.6818181818181818,0.0860926512804942
2012,hist_gradient_boosting,hist_gradient_boosting-d2e972e1bf03,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.09747233844066681,0.709090909090909,0.09038142934975772
2012,hist_gradient_boosting,hist_gradient_boosting-85e95204e560,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.09284395182084826,0.7454545454545454,0.08538940636630281
2012,hist_gradient_boosting,hist_gradient_boosting-bcfc30636e63,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.10064232734667396,0.7,0.09364232734667396
2012,hist_gradient_boosting,hist_gradient_boosting-b8a932d8c01e,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.10950506069340799,0.7181818181818181,0.10232324251158981
2012,hist_gradient_boosting,hist_gradient_boosting-70a06d145a5c,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.07349140095702551,0.709090909090909,0.06640049186611642
2012,hist_gradient_boosting,hist_gradient_boosting-ab77e76612c1,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.07518356625677898,0.7363636363636363,0.06781992989314262
2012,hist_gradient_boosting,hist_gradient_boosting-ca7964989460,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.10478871243024523,0.7,0.09778871243024523
2012,hist_gradient_boosting,hist_gradient_boosting-3419fe28ba79,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.10121678676297922,0.6909090909090909,0.09430769585388832
2012,hist_gradient_boosting,hist_gradient_boosting-798c686b7fa9,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.10303632679095824,0.709090909090909,0.09594541770004915
2012,hist_gradient_boosting,hist_gradient_boosting-b5965c32b010,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.08277920207246318,0.8090909090909091,0.07468829298155409
2012,hist_gradient_boosting,hist_gradient_boosting-fdfba6e05110,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.093349148325511,0.7272727272727273,0.08607642105278372
2012,hist_gradient_boosting,hist_gradient_boosting-fc0787f40448,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.11832054294071725,0.7181818181818183,0.11113872475889908
2012,hist_gradient_boosting,hist_gradient_boosting-1a7aec188f7b,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.06616361711017084,0.7545454545454545,0.058618162564716296
2012,hist_gradient_boosting,hist_gradient_boosting-45604b4d380a,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.0933469362003948,0.7272727272727273,0.08607420892766753
2012,hist_gradient_boosting,hist_gradient_boosting-200b6be51136,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.10754978942543614,0.7,0.10054978942543613
2012,hist_gradient_boosting,hist_gradient_boosting-4f50e8e41289,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.11145860428582721,0.709090909090909,0.10436769519491812
2012,hist_gradient_boosting,hist_gradient_boosting-428a5e78c7bb,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.08273472196617544,0.7909090909090909,0.07482563105708454
2012,hist_gradient_boosting,hist_gradient_boosting-d7879ba18957,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.08846458905704917,0.7999999999999998,0.08046458905704917
2012,hist_gradient_boosting,hist_gradient_boosting-d85989ce8fcb,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.09004946653202056,0.7181818181818181,0.08286764835020238
2012,hist_gradient_boosting,hist_gradient_boosting-9b8526324067,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.11317161672463473,0.6818181818181819,0.10635343490645291
2013,ridge,ridge-89a1e12a82c0,"{""alpha"": 0.01}",36,0.0700619687192992,0.6969696969696969,0.06309227174960223
2013,ridge,ridge-d3ccf501b007,"{""alpha"": 0.1}",36,0.07096172904549816,0.6969696969696969,0.06399203207580119
