variant,cost_bps,decision_date,realization_date,ml_weight,winner_net_return,ml_net_return,allocation_turnover,allocation_cost,net_return
confidence_tiered_guarded,10,2012-01-06,2012-01-13,0,0.00576492301,0.0155265493,0,0,0.00576492301
confidence_tiered_guarded,10,2012-01-13,2012-01-20,0,-0.00314798591,0.0219993244,0,0,-0.00314798591
confidence_tiered_guarded,10,2012-01-20,2012-01-27,0,0.00892225382,0.0160827072,0,0,0.00892225382
confidence_tiered_guarded,10,2012-01-27,2012-02-03,0,0.00321481732,0.0246623203,0,0,0.00321481732
confidence_tiered_guarded,10,2012-02-03,2012-02-10,0,8.09867919e-05,-0.000509969613,0,0,8.09867919e-05
confidence_tiered_guarded,10,2012-02-10,2012-02-17,0,0.00198224298,0.00576399412,0,0,0.00198224298
confidence_tiered_guarded,10,2012-02-17,2012-02-24,0,0.00781987468,0.00342144421,0,0,0.00781987468
confidence_tiered_guarded,10,2012-02-24,2012-03-02,0,0.00157648066,-0.00134225297,0,0,0.00157648066
confidence_tiered_guarded,10,2012-03-02,2012-03-09,0,-0.00196870526,0.00290519788,0,0,-0.00196870526
confidence_tiered_guarded,10,2012-03-09,2012-03-16,0,-0.000578222086,0.0308997052,0,0,-0.000578222086
confidence_tiered_guarded,10,2012-03-16,2012-03-23,0,0.0014765411,-0.0021121702,0,0,0.0014765411
confidence_tiered_guarded,10,2012-03-23,2012-03-30,0,0.00383654323,0.00580351316,0,0,0.00383654323
confidence_tiered_guarded,10,2012-03-30,2012-04-06,0,-0.00778865309,-0.00707674424,0,0,-0.00778865309
confidence_tiered_guarded,10,2012-04-06,2012-04-13,0,-0.00458702127,-0.00106403122,0,0,-0.00458702127
confidence_tiered_guarded,10,2012-04-13,2012-04-20,0,0.00166299091,0.00506272761,0,0,0.00166299091
confidence_tiered_guarded,10,2012-04-20,2012-04-27,0,0.0103964055,0.0142572035,0,0,0.0103964055
confidence_tiered_guarded,10,2012-04-27,2012-05-04,0,-0.00873606144,-0.0183716547,0,0,-0.00873606144
confidence_tiered_guarded,10,2012-05-04,2012-05-11,0,0.000724550296,-0.00193065195,0,0,0.000724550296
confidence_tiered_guarded,10,2012-05-11,2012-05-18,0,-0.0276305641,-0.0259389594,0,0,-0.0276305641
