decision_date,separation,agreement,member_std,family_std,disagreement,raw_confidence,prior_confidence_observations,threshold_p60,threshold_p80,threshold_p95,desired_weight,guarded_weight,extreme_only_weight,trailing_annualized_volatility,trailing_drawdown,volatility_cap_active,drawdown_stop_active,future_rank_ic_evaluation_only
2024-05-03,0.0278922698,1,0.0128391304,0.0128391304,0.0256782608,1.08622115,148,0.534274332,0.764533047,1.27249158,0.2,0.2,0,0.113904294,-0.0461950869,False,False,0.279518639
2024-06-07,0.024520886,1,0.00903371672,0.00903371672,0.0180674334,1.35718701,149,0.54134195,0.788703581,1.27005054,0.3,0.3,0.3,0.113150052,-0.0461950869,False,False,0.040749447
2024-07-05,0.0270513082,1,0.00752693357,0.00752693357,0.0150538671,1.79696738,150,0.546524358,0.802777922,1.32676334,0.3,0.3,0.3,0.102933604,-0.0461950869,False,False,-0.342041059
2024-08-02,0.0392970874,1,0.0113247762,0.0113247762,0.0226495524,1.73500503,151,0.55076416,0.803520214,1.35775041,0.3,0.3,0.3,0.065769599,-0.0461950869,False,False,0.622578143
2024-09-06,0.0291447292,1,0.0164682776,0.0164682776,0.0329365551,0.884874848,152,0.552200105,0.805661734,1.36404844,0.2,0.2,0,0.158796475,-0.0581455168,False,False,0.644183307
2024-10-04,0.0183712754,1,0.011763028,0.011763028,0.023526056,0.780890573,153,0.553277316,0.811691086,1.36341126,0.1,0.1,0,0.181205506,-0.0581455168,True,False,0.0397407979
2024-11-01,0.0155483672,1,0.0133091022,0.0133091022,0.0266182044,0.58412532,154,0.553637058,0.809859762,1.36277408,0.1,0.1,0,0.184459042,-0.0581455168,True,False,0.490372099
2024-12-06,0.0155413793,1,0.0126849269,0.0126849269,0.0253698538,0.612592388,155,0.553762829,0.808028438,1.3621369,0.1,0.1,0,0.122451179,-0.0581455168,False,False,-0.227206473
2025-01-03,0.0182900148,1,0.0113786506,0.0113786506,0.0227573013,0.80369876,156,0.553771615,0.806197114,1.36149972,0.1,0.1,0,0.100927367,-0.0581455168,False,False,0.3360193
2025-02-07,0.0321995099,1,0.0101719585,0.0101719585,0.020343917,1.58275862,157,0.55639044,0.805697444,1.36086254,0.3,0.3,0.3,0.12122767,-0.0581455168,False,False,-0.400659613
2025-03-07,0.0164819678,1,0.011808396,0.011808396,0.0236167921,0.697891896,158,0.558191106,0.811691086,1.3857645,0.1,0.1,0,0.119541207,-0.0506130938,False,False,-0.42041083
2025-04-04,0.017825195,1,0.00759506896,0.00759506896,0.0151901379,1.17347157,159,0.558355456,0.809859762,1.38086214,0.2,0,0,0.187090663,-0.142015882,True,True,0.433320436
2025-05-02,0.0239439976,1,0.0109574851,0.0109574851,0.0219149701,1.09258637,160,0.559037679,0.817519075,1.37595979,0.2,0,0,0.208699756,-0.142015882,True,True,0.60790719
2025-06-06,0.0121445227,0.933333333,0.0189306293,0.0189306293,0.0378612586,0.299379585,161,0.559978837,0.826180438,1.37105743,0,0,0,0.238134082,-0.137961632,True,True,0.0996577123
2025-07-04,0.0151697144,1,0.0123275567,0.0123275567,0.0246551134,0.615276602,162,0.559351398,0.824015097,1.37042025,0.1,0,0,0.155510495,-0.137961632,False,True,-0.216094465
2025-08-01,0.0234624887,1,0.00633888444,0.00633888444,0.0126777689,1.85067963,163,0.561322376,0.821849756,1.36978307,0.3,0,0.3,0.139439441,-0.136984001,False,True,0.226512185
2025-09-05,0.0103460913,1,0.00690279176,0.00690279176,0.0138055835,0.749413547,164,0.565352992,0.827056251,1.45439748,0.1,0.1,0,0.0722603555,-0.0962755935,False,False,0.68782197
2025-10-03,0.0185643817,1,0.00887199941,0.00887199941,0.0177439988,1.04623438,165,0.573668046,0.826618344,1.44949512,0.2,0.2,0,0.0824084192,-0.0259964057,False,False,0.397877278
2025-11-07,0.0105004624,1,0.00922732933,0.00922732933,0.0184546587,0.568987084,166,0.58412532,0.828369971,1.44459276,0,0,0,0.11507863,-0.0259964057,False,False,0.403511853
2025-12-05,0.018109153,1,0.0178831513,0.0178831513,0.0357663026,0.506318844,167,0.578070026,0.827932065,1.43969041,0,0,0,0.133860945,-0.037372801,False,False,0.409905441
2026-01-02,0.00935116373,1,0.0140095841,0.0140095841,0.0280191683,0.33374166,168,0.572014731,0.827494158,1.43478805,0,0,0,0.137591629,-0.037372801,False,False,0.334815857
2026-02-06,0.00896440234,1,0.00863908338,0.00863908338,0.0172781668,0.518828327,169,0.568528973,0.827056251,1.4298857,0,0,0,0.099477167,-0.037372801,False,False,-0.302293258
2026-03-06,0.00764319395,1,0.013800662,0.013800662,0.0276013241,0.276914033,170,0.567612752,0.826618344,1.42498334,0,0,0,0.0837297024,-0.037372801,False,False,-0.346563046
2026-04-03,0.0196932096,1,0.00848448392,0.00848448392,0.0169689678,1.16054257,171,0.566696531,0.826180438,1.42008099,0.2,0.2,0,0.128809267,-0.0745668671,False,False,0.385420589
2026-05-01,0.0220315871,1,0.0098490894,0.0098490894,0.0196981788,1.11845807,172,0.568070863,0.827932065,1.41517863,0.2,0.2,0,0.174829597,-0.0745668671,False,False,0.0632844556
2026-06-05,0.0125463194,1,0.0171008183,0.0171008183,0.0342016366,0.36683389,173,0.572014731,0.829133043,1.41027628,0,0,0,0.226168654,-0.0745668671,True,False,-0.257400548
2026-07-03,0.0146398908,1,0.0112546897,0.0112546897,0.0225093795,0.650390687,174,0.568528973,0.828878686,1.40537392,0.1,0.1,0,0.227866154,-0.119304432,True,False,-0.00840177901
