candidate,avg_BIL,avg_SPY,avg_turnover,max_single_etf_weight
improved_phaseggg_confirmed_only_robust_offense,0.2665801265614856,0.06025656512327496,0.12356621236292638,1.0
improved_phase2b_regime_confidence_boost,0.2839178772422698,0.07081167142134887,0.11235713174891823,1.0
improved_phase2b_combo_abc,0.28555249754723755,0.07075650850396528,0.11304102891252374,1.0
improved_phaseeee_smoothed_near_exclude_dual,0.266545761829705,0.060178289759951355,0.12303737999723965,1.0
