candidate,stat,value,reference
improved_phaseggg_confirmed_only_robust_offense,rolling_sharpe_mean,0.875431779413752,
improved_phaseggg_confirmed_only_robust_offense,rolling_sharpe_median,0.8633002369950643,
improved_phaseggg_confirmed_only_robust_offense,rolling_sharpe_min,0.24264522857995202,
improved_phaseggg_confirmed_only_robust_offense,rolling_sharpe_max,2.2870240391431427,
improved_phaseggg_confirmed_only_robust_offense,rolling_ann_return_mean,0.06645441271036566,
improved_phaseggg_confirmed_only_robust_offense,rolling_ann_return_min,0.017302202693763036,
improved_phaseggg_confirmed_only_robust_offense,rolling_drawdown_min,-0.11773854403501716,
improved_phaseggg_confirmed_only_robust_offense,rolling_drawdown_mean,-0.022865368818416092,
improved_phase2b_regime_confidence_boost,rolling_sharpe_mean,0.8364476336875402,
improved_phase2b_regime_confidence_boost,rolling_sharpe_median,0.8483484294095647,
improved_phase2b_regime_confidence_boost,rolling_sharpe_min,0.14143758417564328,
improved_phase2b_regime_confidence_boost,rolling_sharpe_max,1.9782278038381358,
improved_phase2b_regime_confidence_boost,rolling_ann_return_mean,0.06512754408021633,
improved_phase2b_regime_confidence_boost,rolling_ann_return_min,0.009660170915899213,
improved_phase2b_regime_confidence_boost,rolling_drawdown_min,-0.1397540394638661,
improved_phase2b_regime_confidence_boost,rolling_drawdown_mean,-0.0245818411044128,
improved_phase2b_combo_abc,rolling_sharpe_mean,0.8342344300475334,
improved_phase2b_combo_abc,rolling_sharpe_median,0.84138356280738,
improved_phase2b_combo_abc,rolling_sharpe_min,0.14411560394942452,
improved_phase2b_combo_abc,rolling_sharpe_max,1.976599937635098,
improved_phase2b_combo_abc,rolling_ann_return_mean,0.06474153806039083,
improved_phase2b_combo_abc,rolling_ann_return_min,0.009863399586051536,
improved_phase2b_combo_abc,rolling_drawdown_min,-0.13674121541523387,
improved_phase2b_combo_abc,rolling_drawdown_mean,-0.024621349587398447,
improved_phaseeee_smoothed_near_exclude_dual,rolling_sharpe_mean,0.8741302799564376,
improved_phaseeee_smoothed_near_exclude_dual,rolling_sharpe_median,0.8609406284751474,
improved_phaseeee_smoothed_near_exclude_dual,rolling_sharpe_min,0.2354277192057997,
improved_phaseeee_smoothed_near_exclude_dual,rolling_sharpe_max,2.2842931493800105,
improved_phaseeee_smoothed_near_exclude_dual,rolling_ann_return_mean,0.06635744662277951,
improved_phaseeee_smoothed_near_exclude_dual,rolling_ann_return_min,0.016772732584231065,
improved_phaseeee_smoothed_near_exclude_dual,rolling_drawdown_min,-0.11773854403501693,
improved_phaseeee_smoothed_near_exclude_dual,rolling_drawdown_mean,-0.022847470624384088,
improved_phaseggg_confirmed_only_robust_offense,rolling_sharpe_delta_mean,0.03898414572621173,improved_phase2b_regime_confidence_boost
improved_phaseggg_confirmed_only_robust_offense,rolling_sharpe_delta_positive_share,0.6387434554973822,improved_phase2b_regime_confidence_boost
improved_phaseggg_confirmed_only_robust_offense,rolling_ann_return_delta_mean,0.0013268686301493263,improved_phase2b_regime_confidence_boost
improved_phaseggg_confirmed_only_robust_offense,rolling_ann_return_delta_positive_share,0.4732984293193717,improved_phase2b_regime_confidence_boost
improved_phaseggg_confirmed_only_robust_offense,rolling_drawdown_delta_mean,0.0017164722859967104,improved_phase2b_regime_confidence_boost
improved_phaseggg_confirmed_only_robust_offense,rolling_drawdown_delta_positive_share,0.38848167539267014,improved_phase2b_regime_confidence_boost
improved_phaseggg_confirmed_only_robust_offense,rolling_sharpe_delta_mean,0.04119734936621866,improved_phase2b_combo_abc
improved_phaseggg_confirmed_only_robust_offense,rolling_sharpe_delta_positive_share,0.6607329842931937,improved_phase2b_combo_abc
improved_phaseggg_confirmed_only_robust_offense,rolling_ann_return_delta_mean,0.0017128746499748238,improved_phase2b_combo_abc
improved_phaseggg_confirmed_only_robust_offense,rolling_ann_return_delta_positive_share,0.5204188481675392,improved_phase2b_combo_abc
improved_phaseggg_confirmed_only_robust_offense,rolling_drawdown_delta_mean,0.0017559807689823564,improved_phase2b_combo_abc
improved_phaseggg_confirmed_only_robust_offense,rolling_drawdown_delta_positive_share,0.39895287958115183,improved_phase2b_combo_abc
improved_phaseggg_confirmed_only_robust_offense,rolling_sharpe_delta_mean,0.0013014994573145428,improved_phaseeee_smoothed_near_exclude_dual
improved_phaseggg_confirmed_only_robust_offense,rolling_sharpe_delta_positive_share,0.25759162303664923,improved_phaseeee_smoothed_near_exclude_dual
improved_phaseggg_confirmed_only_robust_offense,rolling_ann_return_delta_mean,9.696608758614539e-05,improved_phaseeee_smoothed_near_exclude_dual
improved_phaseggg_confirmed_only_robust_offense,rolling_ann_return_delta_positive_share,0.24397905759162303,improved_phaseeee_smoothed_near_exclude_dual
improved_phaseggg_confirmed_only_robust_offense,rolling_drawdown_delta_mean,-1.7898194032001363e-05,improved_phaseeee_smoothed_near_exclude_dual
improved_phaseggg_confirmed_only_robust_offense,rolling_drawdown_delta_positive_share,0.17486910994764399,improved_phaseeee_smoothed_near_exclude_dual
