candidate_id,regime,scored,pass,observations,years,total_return,annual_return,annual_volatility,sharpe_zero_rf,sortino_zero_target,max_drawdown,max_drawdown_duration_weeks,calmar,cvar_5_weekly,positive_week_share,worst_week,best_week
candidate-3a187e9134eefe61,risk_off,True,True,247,4.75,0.6120575755877902,0.10575538464839895,0.13568641267932155,0.809376829853273,1.2062908625468223,-0.14965734165029487,57,0.7066501615104065,-0.04204736659396971,0.582995951417004,-0.09965563398503934,0.09336328223730235
candidate-3a187e9134eefe61,high_vol_risk_on,True,True,82,1.5769230769230769,0.23400293881711698,0.14263580916644814,0.06671042623585235,2.0342860527880715,3.2986236250639807,-0.0456606165018929,32,3.123825740735126,-0.017863008327258678,0.6341463414634146,-0.024030108533645497,0.022059369403671234
candidate-3a187e9134eefe61,calm_risk_on,True,True,771,14.826923076923077,1.4003615712324962,0.06083468956534177,0.0879595435933165,0.715922337525467,1.0096346384900852,-0.17173305873331157,178,0.35423983019957406,-0.029849398764191768,0.5616083009079118,-0.0638257136477053,0.045465595923577504
candidate-539eaf900f7b2b57,risk_off,True,True,247,4.75,1.4076656057020633,0.2031950471895676,0.16090526040807263,1.2316275400221228,1.9797889640404507,-0.1619765887445458,52,1.254471703377009,-0.0480363340953838,0.5991902834008097,-0.0788774214530648,0.0981939960860947
candidate-539eaf900f7b2b57,high_vol_risk_on,True,True,82,1.5769230769230769,0.2739060509799629,0.16593005583969522,0.07811133228105382,2.0068706318455813,3.329904203421395,-0.04385601866505351,32,3.7835184517539417,-0.02285112616254067,0.6463414634146342,-0.029311641273702872,0.027118835944659917
candidate-539eaf900f7b2b57,calm_risk_on,True,True,771,14.826923076923077,1.7172646445843247,0.06974428519967502,0.1290594095708129,0.5878322017162143,0.8044745693072897,-0.22372679256383377,149,0.3117386362197794,-0.04443942514489108,0.5849546044098574,-0.09631670089653768,0.05694266849130227
candidate-4c75085a1dd85949,risk_off,True,True,247,4.75,0.6516945867768658,0.11142444974049837,0.139383800988949,0.8277468814412854,1.323295865082299,-0.16262352481620024,67,0.685168089096778,-0.03964362842708292,0.582995951417004,-0.10252640309640076,0.11513800756568629
candidate-4c75085a1dd85949,high_vol_risk_on,True,True,82,1.5769230769230769,0.3616090606066784,0.21621081151021238,0.0686656370078339,2.8897861339859903,5.672546975647404,-0.03326263278995012,19,6.50011118709574,-0.015469278117758653,0.6829268292682927,-0.02143754528169947,0.031225415801977758
candidate-4c75085a1dd85949,calm_risk_on,True,True,771,14.826923076923077,2.3169266557547674,0.08422886833204668,0.11246977931702931,0.7762858480864698,1.074052612149536,-0.1739542389693426,100,0.4842012981752692,-0.038416360333894575,0.6057068741893644,-0.09368081078837062,0.051330783777955406
candidate-8ca3faf38ba934cb,risk_off,True,True,247,4.75,0.7769319671098549,0.1286577649043612,0.1380018988328086,0.9466686327770382,1.4940007324147948,-0.15531195725306568,55,0.8283828700627727,-0.04036898698475017,0.5748987854251012,-0.08765895498789551,0.08660049709538722
candidate-8ca3faf38ba934cb,high_vol_risk_on,True,True,82,1.5769230769230769,0.3540617799762671,0.2119314629742981,0.07813191451532936,2.503198634458809,4.569127301808522,-0.051556702964528855,22,4.110648097883751,-0.017667782627791107,0.6341463414634146,-0.027505471153599463,0.028082139443030434
candidate-8ca3faf38ba934cb,calm_risk_on,True,True,771,14.826923076923077,1.7599882090972327,0.07087044736600578,0.11688547457617018,0.64510326753295,0.8948448224325165,-0.1978943529623971,141,0.3581226361697761,-0.03911733376119439,0.5603112840466926,-0.10779341797493028,0.04908667024781874
candidate-23e3beb2c30dbeb8,risk_off,True,True,247,4.75,1.3007610531205978,0.19174538081732373,0.1559796080105265,1.2041614081392538,1.910711031602493,-0.1392747848277952,52,1.3767415333249677,-0.04763643539441425,0.5951417004048583,-0.08327637572567154,0.0981939960860947
candidate-23e3beb2c30dbeb8,high_vol_risk_on,True,True,82,1.5769230769230769,0.3270836994848285,0.1965628544958966,0.0947896506724028,1.9433123607835106,3.1791696194568346,-0.04442371191925021,19,4.42472828144556,-0.027279870111194593,0.6341463414634146,-0.04442371191925022,0.03892081432516035
candidate-23e3beb2c30dbeb8,calm_risk_on,True,True,771,14.826923076923077,1.923713720488399,0.07504072904544179,0.13135725280253477,0.6173942092672088,0.8572031243106597,-0.2157654431673024,139,0.3477884500126183,-0.043785369111790845,0.5758754863813229,-0.09631670089653768,0.05694266849130227
candidate-052f66f29b9fafbe,risk_off,True,True,247,4.75,0.8297383276675181,0.13563766061199312,0.1529968235402721,0.9085138267099843,1.405550409495541,-0.12873586816468052,50,1.0536120394860253,-0.04789512942486143,0.582995951417004,-0.09389177921976934,0.10463691094343447
candidate-052f66f29b9fafbe,high_vol_risk_on,True,True,82,1.5769230769230769,0.32303427508997773,0.19424619251737218,0.08455993844252824,2.1445219474763477,3.7934814812694007,-0.053545624286254645,32,3.6276763060774675,-0.02029985917019102,0.6585365853658537,-0.027064718738095177,0.03621792099782289
candidate-052f66f29b9fafbe,calm_risk_on,True,True,771,14.826923076923077,1.6070470339175689,0.06676094889908946,0.12023069661273662,0.5984933381466413,0.8243739172287461,-0.21438794541157757,165,0.31140253138264445,-0.04055600949905185,0.5577172503242542,-0.10139199508024666,0.04763107056244566
candidate-36a0f3d51675c16f,risk_off,True,True,247,4.75,0.8164773333750641,0.13389994245418468,0.13222602898652427,1.0169823955036266,1.6786696760687425,-0.16039134840944302,63,0.8348327000304796,-0.03741723161159679,0.5910931174089069,-0.07164693911692988,0.07820776245805444
