candidate_id,regime,scored,pass,observations,years,total_return,annual_return,annual_volatility,sharpe_zero_rf,sortino_zero_target,max_drawdown,max_drawdown_duration_weeks,calmar,cvar_5_weekly,positive_week_share,worst_week,best_week
candidate-36a0f3d51675c16f,high_vol_risk_on,True,True,82,1.5769230769230769,0.28018852534403793,0.16957309821828281,0.0633226740312587,2.508620634353119,4.476018338124531,-0.03326263278995001,19,5.098005900167882,-0.01490991846341482,0.6585365853658537,-0.02143754528169947,0.023251831853727915
candidate-36a0f3d51675c16f,calm_risk_on,True,True,771,14.826923076923077,2.2214872540469517,0.08209602693621054,0.10950214342896317,0.7760923943023077,1.0941937277841878,-0.15034036534928774,105,0.5460677626097008,-0.0367074732279136,0.6018158236057068,-0.07599279764971793,0.051330783777955406
candidate-0788c02844e389fa,risk_off,True,True,247,4.75,0.8605652349105355,0.13963911750112556,0.14936856959464356,0.9505614579019607,1.4675646459415845,-0.1386058742749876,54,1.0074545413860891,-0.04612376789000446,0.5951417004048583,-0.09903782804847346,0.10903050985240982
candidate-0788c02844e389fa,high_vol_risk_on,True,True,82,1.5769230769230769,0.2671651980483962,0.16201389401534083,0.07211516973744203,2.120651162473584,3.856364588243268,-0.04546841191180151,32,3.5632186655124736,-0.01607631317161904,0.6219512195121951,-0.023031925415077127,0.03448193749063995
candidate-0788c02844e389fa,calm_risk_on,True,True,771,14.826923076923077,1.476631256825642,0.06307506143544006,0.11423626805912765,0.5933188635926114,0.8120606285846216,-0.1811727261081295,141,0.3481487682522087,-0.03974376386037291,0.5654993514915694,-0.08646555869863208,0.04697660371206433
candidate-c1a595f584a5d469,risk_off,True,True,247,4.75,0.47818928691302776,0.08575701051607854,0.1346653837238405,0.6786683946578743,1.0302454891379584,-0.15691979290303937,55,0.5465021902563161,-0.04114792272344047,0.5425101214574899,-0.10586496007653176,0.08770366573586269
candidate-c1a595f584a5d469,high_vol_risk_on,True,True,82,1.5769230769230769,0.5288098952072142,0.30890186966593824,0.09452444473014629,2.9016298940379444,5.820120973582885,-0.04639180152999223,12,6.658544386689395,-0.021702082361023858,0.6829268292682927,-0.027838830654433943,0.03892527461036352
candidate-c1a595f584a5d469,calm_risk_on,True,True,771,14.826923076923077,1.745200210551542,0.07048249761986902,0.119778720590005,0.629305855890564,0.8792184504159924,-0.20373477844745513,127,0.34595221374070423,-0.03927422935069271,0.543450064850843,-0.09739211632249735,0.05387755008251384
candidate-fc7248702f02b421,risk_off,True,True,247,4.75,0.8805104944502145,0.14220028859234257,0.17383764686681977,0.8523507530590362,1.3072884479829463,-0.26249212214398954,80,0.5417316429570366,-0.05450404821622845,0.5668016194331984,-0.10315990044333487,0.10727205468812079
candidate-fc7248702f02b421,high_vol_risk_on,True,True,82,1.5769230769230769,0.28673421508442964,0.17336182160024438,0.090302262280089,1.8177455957410666,2.973011967931075,-0.04159055974829673,36,4.168297388864648,-0.02559345693092288,0.6585365853658537,-0.03352893643965901,0.03448142857176323
candidate-fc7248702f02b421,calm_risk_on,True,True,771,14.826923076923077,2.195679461481433,0.08150916377570683,0.13167919913921908,0.6618763887786792,0.9204110115126002,-0.22248223475686402,141,0.3663625721162984,-0.0443953286982518,0.582360570687419,-0.10140328314474967,0.054606965591114165
