url,retrieved_at_utc,http_status,bytes,sha256,cache_file,source_quarter
https://www.sec.gov/files/company_tickers_exchange.json,2026-08-13T09:51:19.704814+00:00,200,521432,7418667f5bab4947ac600ea925484634c9a2d667d47b9b262eac348a2f2aefac,/project/data/sec_fsds_sub_cache/company_tickers_exchange.json,CURRENT_TICKER_MAPPING
