decision_date,realization_date,cost_bps,gross_return,turnover,cost,net_return
2006-01-06,2006-01-13,10.0,0.0031092299986243232,1.0,0.001,0.002109229998624323
2006-01-13,2006-01-20,10.0,-0.03004066175223773,0.0,0.0,-0.03004066175223773
2006-01-20,2006-01-27,10.0,0.04294209066250445,0.0,0.0,0.04294209066250445
2006-01-27,2006-02-03,10.0,-0.013055339721653698,0.0,0.0,-0.013055339721653698
2006-02-03,2006-02-10,10.0,-0.02600827364969253,0.49378332451699763,0.0004937833245169976,-0.02650205697420953
2006-02-10,2006-02-17,10.0,0.002638522567149314,0.0,0.0,0.002638522567149314
2006-02-17,2006-02-24,10.0,0.014590267193426987,0.0,0.0,0.014590267193426987
2006-02-24,2006-03-03,10.0,0.002367399060890789,0.0,0.0,0.002367399060890789
2006-03-03,2006-03-10,10.0,-0.02234468337410845,0.24622452993858351,0.0002462245299385835,-0.022590907904047032
2006-03-10,2006-03-17,10.0,0.02792061255713813,0.0,0.0,0.02792061255713813
2006-03-17,2006-03-24,10.0,0.004096899435665905,0.0,0.0,0.004096899435665905
2006-03-24,2006-03-31,10.0,0.02592239508683767,0.0,0.0,0.02592239508683767
2006-03-31,2006-04-07,10.0,0.013401019525685223,0.0,0.0,0.013401019525685223
2006-04-07,2006-04-14,10.0,0.0012659626434015883,0.451650024539405,0.00045165002453940496,0.0008143126188621834
2006-04-14,2006-04-21,10.0,0.044667388542585514,0.0,0.0,0.044667388542585514
2006-04-21,2006-04-28,10.0,0.009732751066475863,0.0,0.0,0.009732751066475863
2006-04-28,2006-05-05,10.0,0.03634344718225584,0.0,0.0,0.03634344718225584
2006-05-05,2006-05-12,10.0,-0.004663667668966974,0.295915480530663,0.000295915480530663,-0.0049595831494976365
2006-05-12,2006-05-19,10.0,-0.05438063799261324,0.0,0.0,-0.05438063799261324
2006-05-19,2006-05-26,10.0,-0.009201527125790762,0.0,0.0,-0.009201527125790762
2006-05-26,2006-06-02,10.0,-0.007479093787788476,0.0,0.0,-0.007479093787788476
2006-06-02,2006-06-09,10.0,-0.060030899600126794,0.30574758923620815,0.00030574758923620815,-0.060336647189363005
2006-06-09,2006-06-16,10.0,-0.007587214569477333,0.0,0.0,-0.007587214569477333
