date,market_state,transition_quality_gate,r2a,rq_no_credit,rq_r2a_trend,mod_r2a,mod_no_credit,mod_r2a_trend,mod_conf_only
2009-11-13,calm_trend,0.0,-0.9728076542094144,1.0,-0.3809653579465901,1.0,1.0,1.0,1.0
2009-11-20,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2009-11-27,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2009-12-04,calm_trend,0.0,-0.9865404062866338,1.0,-0.3905782844006436,1.0,1.0,1.0,1.0
2009-12-11,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2009-12-18,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2009-12-25,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2010-01-01,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2010-01-08,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2010-01-15,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2010-01-22,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2010-01-29,calm_trend,0.0,-0.4253479539607789,0.22080718950104797,0.002256432227454752,1.0,1.0,1.0,1.0
2010-02-05,calm_trend,0.0,0.1222850229523549,0.1722055039050857,0.38559951606664844,1.0,1.0,1.0,1.0
2010-02-12,calm_trend,0.0,0.6948589656065228,-0.117704584703611,0.786401275924566,1.0,1.0,1.0,1.0
2010-02-19,calm_trend,0.0,0.6283934054112561,-0.11748174477166487,0.7165591863876892,1.0,1.0,1.0,1.0
2010-02-26,calm_trend,0.0,-0.3119010619947323,1.0,0.0816692566036874,1.0,1.0,1.0,1.0
2010-03-05,calm_trend,0.0,-0.1327947472321984,0.7492855665377818,0.20704367693746112,1.0,1.0,1.0,1.0
2010-03-12,calm_trend,0.0,-0.4262943126823146,1.0,0.001593981122379795,1.0,1.0,1.0,1.0
2010-03-19,calm_trend,0.0,-0.5901637279130154,1.0,-0.11311460953911079,1.0,1.0,1.0,1.0
2010-03-26,calm_trend,0.0,-0.6636987678091231,1.0,-0.16458913746638615,1.0,1.0,1.0,1.0
2010-04-02,calm_trend,0.0,-0.696871990350077,1.0,-0.18781039324505383,1.0,1.0,1.0,1.0
2010-04-09,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2010-04-16,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2010-04-23,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2010-04-30,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2010-05-07,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2010-05-14,neutral_mixed,0.0,-0.1865537763351648,0.10742564943931937,0.16941235656538464,1.0,1.0,1.0,1.0
2010-05-21,neutral_mixed,0.0,1.0,-0.9278623130352778,0.9965720422178508,1.0,1.0,1.0,1.0
2010-05-28,neutral_mixed,0.0,1.0,-1.0,0.8263958961147578,1.0,1.0,1.0,1.0
2010-06-04,neutral_mixed,0.0,1.0,-0.8735810772344555,0.8307490415019355,1.0,1.0,1.0,1.0
2010-06-11,neutral_mixed,0.0,0.8957189102575696,-0.9177992054736328,0.5643879248347914,1.0,1.0,1.0,1.0
2010-06-18,neutral_mixed,0.0,0.9241653568643464,-1.0,0.6025873131053854,1.0,1.0,1.0,1.0
2010-06-25,neutral_mixed,0.0,0.6286486229213277,-0.8637099573710263,0.4200160901483801,1.0,1.0,1.0,1.0
2010-07-02,neutral_mixed,0.0,0.641750894927818,-0.8610855459286267,0.28801079600552926,1.0,1.0,1.0,1.0
2010-07-09,neutral_mixed,0.0,0.5624245216078121,-0.9524089286586224,0.1252956698591921,1.0,1.0,1.0,1.0
2010-07-16,neutral_mixed,0.0,0.4599615060057835,-0.6672126860369154,0.06659616186623385,1.0,1.0,1.0,1.0
2010-07-23,neutral_mixed,0.0,0.5838857311717475,-0.7597362422116731,0.11775678477168128,1.0,1.0,1.0,1.0
2010-07-30,neutral_mixed,0.0,0.1467425799665571,0.46994357490389543,-0.05349665001212191,1.0,1.0,1.0,1.0
2010-08-06,neutral_mixed,0.0,0.5198090711838096,0.3744166375173703,0.20734465718685038,1.0,1.0,1.0,1.0
2010-08-13,neutral_mixed,0.0,-0.3857986506634814,1.0,-0.22081130644087543,1.0,1.0,1.0,1.0
2010-08-20,neutral_mixed,0.0,0.7515885825617465,-0.05772548237428528,0.3540811817095415,1.0,1.0,1.0,1.0
2010-08-27,neutral_mixed,0.0,0.8850263589976002,-0.2470548138626713,0.35137073172827255,1.0,1.0,1.0,1.0
2010-09-03,neutral_mixed,0.0,0.8990115821971708,-0.24661171375301977,0.34969365901769306,1.0,1.0,1.0,1.0
2010-09-10,neutral_mixed,0.0,0.1404796033472873,0.845620115079722,-0.03718251155014031,1.0,1.0,1.0,1.0
2010-09-17,neutral_mixed,0.0,-0.1120804777864654,0.9851993979925369,-0.2807394263019305,1.0,1.0,1.0,1.0
2010-09-24,neutral_mixed,0.0,-0.7268573933113197,1.0,-0.7386058195495633,1.0,1.0,1.0,1.0
2010-10-01,neutral_mixed,0.0,-1.0,1.0,-0.7723654484583888,1.0,1.0,1.0,1.0
2010-10-08,calm_trend,0.0,-1.0,1.0,-0.8302761601489138,1.0,1.0,1.0,1.0
2010-10-15,neutral_mixed,0.0,-0.4729694815518699,0.721456916426802,-0.4499750760767931,1.0,1.0,1.0,1.0
2010-10-22,neutral_mixed,0.0,-0.502710995788934,0.7196475615567769,-0.4298349020130094,1.0,1.0,1.0,1.0
2010-10-29,calm_trend,0.0,-0.5879678656125769,0.6707962163887526,-0.5397640289754391,1.0,1.0,1.0,1.0
2010-11-05,neutral_mixed,0.0,-0.77206404533921,0.7163014348256783,-0.6225474990327777,1.0,1.0,1.0,1.0
2010-11-12,calm_trend,0.0,-0.9730575639787212,0.7145312529907247,-0.645079498417681,1.0,1.0,1.0,1.0
2010-11-19,neutral_mixed,0.0,-1.0,0.8542072149595492,-0.674082851005875,1.0,1.0,1.0,1.0
2010-11-26,neutral_mixed,0.0,-1.0,0.8518109894605816,-0.6590560777510136,1.0,1.0,1.0,1.0
2010-12-03,neutral_mixed,0.0,-0.8120629071337034,0.5661619372868919,-0.5483398051774219,1.0,1.0,1.0,1.0
2010-12-10,neutral_mixed,0.0,-0.9534804590893532,0.8957530772755672,-0.6188995262432507,1.0,1.0,1.0,1.0
2010-12-17,neutral_mixed,0.0,-1.0,0.9875480640964023,-0.6491957524769079,1.0,1.0,1.0,1.0
2010-12-24,calm_trend,0.0,-1.0,0.8900313736881558,-0.6178982885198507,1.0,1.0,1.0,1.0
2010-12-31,calm_trend,0.0,-0.7586407879220006,0.6984040889994251,-0.41516534008591804,1.0,1.0,1.0,1.0
2011-01-07,calm_trend,0.0,-0.6725392950400193,0.6493996875022752,-0.33245855607320235,1.0,1.0,1.0,1.0
2011-01-14,calm_trend,0.0,-0.7661638786913313,0.7427097078983355,-0.36426558379404883,1.0,1.0,1.0,1.0
2011-01-21,calm_trend,0.0,-1.0,0.9777039472336612,-0.4883181045532172,1.0,1.0,1.0,1.0
2011-01-28,neutral_mixed,0.0,-1.0,1.0,-0.45470920427103223,1.0,1.0,1.0,1.0
2011-02-04,neutral_mixed,0.0,-0.3017939589641727,0.1646455852919977,0.01013406233755304,1.0,1.0,1.0,1.0
2011-02-11,calm_trend,0.0,-0.8034442239720991,0.5924336179862011,-0.3398618523910922,1.0,1.0,1.0,1.0
2011-02-18,neutral_mixed,0.0,-0.7170698596461292,0.496024307673829,-0.2668088825242637,1.0,1.0,1.0,1.0
2011-02-25,neutral_mixed,0.0,-0.714345668455384,0.49506139045908565,-0.20072029083562082,1.0,1.0,1.0,1.0
2011-03-04,neutral_mixed,0.0,-0.6263527954005311,0.4463948327740281,-0.13844695678037178,1.0,1.0,1.0,1.0
2011-03-11,neutral_mixed,0.0,-0.782743468750628,0.7320034246370886,-0.24792042812543952,1.0,1.0,1.0,1.0
2011-03-18,neutral_mixed,0.0,0.0370862641237759,-0.27400580942339264,0.32596038488664314,1.0,1.0,1.0,1.0
2011-03-25,neutral_mixed,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
2011-04-01,neutral_mixed,0.0,0.0489662571137321,0.49611360946823596,0.33427637997961246,1.0,1.0,1.0,1.0
2011-04-08,neutral_mixed,0.0,-0.2675950706475246,0.9258775912392915,0.11268345054673279,1.0,1.0,1.0,1.0
2011-04-15,neutral_mixed,0.0,0.0041946076188483,0.684065303503623,0.3029362253331938,1.0,1.0,1.0,1.0
2011-04-22,calm_trend,0.0,-0.0265666566110739,0.7783472947978303,0.28140334037224823,1.0,1.0,1.0,1.0
2011-04-29,calm_trend,0.0,0.5281159444333644,0.3926747458244379,0.6696811611033551,1.0,1.0,1.0,1.0
2011-05-06,neutral_mixed,0.0,0.4343864365799314,0.48812871134621694,0.604070505605952,1.0,1.0,1.0,1.0
2011-05-13,neutral_mixed,0.0,0.6884625789242645,0.24653233212963388,0.7819238052469851,1.0,1.0,1.0,1.0
2011-05-20,calm_trend,0.0,1.0,-0.3326159576410068,1.0,1.0,1.0,1.0,1.0
2011-05-27,calm_trend,0.0,1.0,-0.8143143107659917,0.9958426177629596,1.0,1.0,1.0,1.0
2011-06-03,calm_trend,0.0,0.8339595919683405,-0.5711920087606989,0.8837717143778383,1.0,1.0,1.0,1.0
2011-06-10,calm_trend,0.0,1.0,-1.0,0.96515229385376,1.0,1.0,1.0,1.0
2011-06-17,calm_trend,0.0,1.0,-1.0,0.9263338919305559,1.0,1.0,1.0,1.0
2011-06-24,neutral_mixed,0.0,1.0,-1.0,0.9150790538841777,1.0,1.0,1.0,1.0
2011-07-01,calm_trend,0.0,1.0,-1.0,0.8024108259414229,1.0,1.0,1.0,1.0
2011-07-08,calm_trend,0.0,0.8412057331563652,-0.021082645831586155,0.8765020961485306,1.0,1.0,1.0,1.0
2011-07-15,calm_trend,0.0,0.6074388329314188,0.3639153976276411,0.7039355300862774,1.0,1.0,1.0,1.0
2011-07-22,calm_trend,0.0,1.0,-0.26307718454420737,0.8529256090040334,1.0,1.0,1.0,1.0
2011-07-29,calm_trend,0.0,0.7075340807501798,0.41280471558842874,0.7240303483871866,1.0,1.0,1.0,1.0
2011-08-05,neutral_mixed,0.0,1.0,-0.409065844814661,0.7515989085215822,1.0,1.0,1.0,1.0
2011-08-12,stressed_panic,0.0,0.0276634604169937,-1.0,-0.2277496377121581,1.0,1.0,1.0,1.0
2011-08-19,stressed_panic,0.0,0.3326032525321952,-1.0,-0.06717772322746338,1.0,1.0,1.0,1.0
2011-08-26,stressed_panic,0.0,0.6705028690580834,-1.0,0.1693520083406584,1.0,1.0,1.0,1.0
2011-09-02,stressed_panic,0.0,0.7925393381559915,-1.0,0.25477753670919406,1.0,1.0,1.0,1.0
2011-09-09,stressed_panic,0.0,0.984442421518887,-1.0,0.38910969506322085,1.0,1.0,1.0,1.0
2011-09-16,neutral_mixed,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2011-09-23,stressed_panic,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2011-09-30,stressed_panic,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2011-10-07,stressed_panic,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2011-10-14,stressed_panic,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2011-10-21,stressed_panic,0.0,-0.2863332037116383,-0.5026112468099675,-0.5004332425981468,1.0,1.0,1.0,1.0
2011-10-28,stressed_panic,0.0,-0.9878980399204308,-0.4065723994499693,-0.9915286279443014,1.0,1.0,1.0,1.0
2011-11-04,stressed_panic,0.0,-0.5311261292546221,-0.11995027224269923,-0.6717882904782355,1.0,1.0,1.0,1.0
2011-11-11,stressed_panic,0.0,0.263332455242619,0.2143913679545643,-0.11566728133016671,1.0,1.0,1.0,1.0
2011-11-18,neutral_mixed,0.0,-0.5684528773018258,0.5007473487853187,-0.697917014111278,1.0,1.0,1.0,1.0
2011-11-25,stressed_panic,0.0,1.0,-0.9344653972704302,0.39999999999999997,1.0,1.0,1.0,1.0
2011-12-02,neutral_mixed,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2011-12-09,neutral_mixed,0.0,0.6377691048681209,-0.35568419866301004,0.14643837340768462,1.0,1.0,1.0,1.0
2011-12-16,neutral_mixed,0.0,0.2778244741893744,0.07600703905569117,-0.04124550163144686,1.0,1.0,1.0,1.0
2011-12-23,neutral_mixed,0.0,0.9723582047558452,-0.8826929281413822,0.3806507433290916,1.0,1.0,1.0,1.0
2011-12-30,neutral_mixed,0.0,0.4837112984434853,-0.01762965108163265,0.146647741947994,1.0,1.0,1.0,1.0
2012-01-06,neutral_mixed,0.0,0.6082079125890317,-0.1617734082699038,0.1627072256071918,1.0,1.0,1.0,1.0
2012-01-13,neutral_mixed,0.0,0.0686031137623178,0.6561370784328621,-0.20692693935249826,1.0,1.0,1.0,1.0
2012-01-20,neutral_mixed,0.0,0.3157132447800645,0.5105845796070638,-0.04694898420056359,1.0,1.0,1.0,1.0
2012-01-27,recovery_fragile,0.0,0.6546602256353625,1.0,0.23214880178392475,1.0,1.0,1.0,1.0
2012-02-03,recovery_confirmed,0.0,0.1593942375986152,0.265977926723269,-0.05297674479326364,1.0,1.0,1.0,1.0
2012-02-10,recovery_confirmed,0.0,1.0,0.892089133972806,0.6319929424864672,1.0,1.0,1.0,1.0
2012-02-17,recovery_fragile,0.0,1.0,0.841806909413802,0.6136767740189265,1.0,1.0,1.0,1.0
2012-02-24,recovery_confirmed,0.0,1.0,0.8880312255017924,0.6056749938203064,1.0,1.0,1.0,1.0
2012-03-02,neutral_mixed,0.0,-1.0,0.8859097206045132,-0.8127948945517637,1.0,1.0,1.0,1.0
2012-03-09,recovery_confirmed,0.0,1.0,0.8838033482318272,0.5595425370433407,1.0,1.0,1.0,1.0
2012-03-16,neutral_mixed,0.0,-1.0,0.8817119293365081,-0.8260273268186369,1.0,1.0,1.0,1.0
2012-03-23,neutral_mixed,0.0,-1.0,0.8796352878232312,-0.7991689072980719,1.0,1.0,1.0,1.0
2012-03-30,neutral_mixed,0.0,-1.0,0.7811038948587702,-0.817688668415227,1.0,1.0,1.0,1.0
2012-04-06,neutral_mixed,0.0,-1.0,0.8759666955316655,-0.8249266653633176,1.0,1.0,1.0,1.0
2012-04-13,neutral_mixed,0.0,-0.9573493859586304,0.3906633746102048,-0.785766982011178,1.0,1.0,1.0,1.0
2012-04-20,neutral_mixed,0.0,-0.5533216404189423,0.14783932232316013,-0.5340780659052209,1.0,1.0,1.0,1.0
2012-04-27,neutral_mixed,0.0,-0.2828770181252756,0.0991205594480515,-0.3436167674357233,1.0,1.0,1.0,1.0
2012-05-04,neutral_mixed,0.0,-0.8423812718048985,0.9239364688220638,-0.8039822137122685,1.0,1.0,1.0,1.0
2012-05-11,neutral_mixed,0.0,0.5457094645345792,-0.3892919891204439,0.14112043948738462,1.0,1.0,1.0,1.0
2012-05-18,neutral_mixed,0.0,0.9650554352487296,-0.48593719883705966,0.4034444243031472,1.0,1.0,1.0,1.0
2012-05-25,neutral_mixed,0.0,0.8756460096054829,-0.5338084690502438,0.312952206723838,1.0,1.0,1.0,1.0
2012-06-01,neutral_mixed,0.0,0.474436294742858,-0.43552309147239365,0.06622240136025931,1.0,1.0,1.0,1.0
2012-06-08,neutral_mixed,0.0,0.218948509246379,-0.4836106627618945,-0.14673604352753472,1.0,1.0,1.0,1.0
2012-06-15,neutral_mixed,0.0,-0.2832311187031259,-0.1899171945745944,-0.49627655054900166,1.0,1.0,1.0,1.0
2012-06-22,neutral_mixed,0.0,0.2119733092300019,-0.48295607578141014,-0.06839064416967208,1.0,1.0,1.0,1.0
2012-06-29,neutral_mixed,0.0,0.1629733397678495,-0.33543111315490565,-0.14834729815222808,1.0,1.0,1.0,1.0
2012-07-06,neutral_mixed,0.0,-0.1507452006382285,0.8893129642262425,-0.30936791355502136,1.0,1.0,1.0,1.0
2012-07-13,neutral_mixed,0.0,0.2053941151583289,0.6916711218575713,-0.026986478803829206,1.0,1.0,1.0,1.0
2012-07-20,neutral_mixed,0.0,0.3058090593639613,0.6903737978020598,0.05369673967006747,1.0,1.0,1.0,1.0
2012-07-27,calm_trend,0.0,0.4991155005348878,0.54203546016879,0.14887850944282152,1.0,1.0,1.0,1.0
2012-08-03,neutral_mixed,0.0,1.0,-0.34296188191168636,0.5469649000486697,1.0,1.0,1.0,1.0
2012-08-10,neutral_mixed,0.0,0.0960205586884984,0.14932907775717166,0.021630675070199466,1.0,1.0,1.0,1.0
2012-08-17,neutral_mixed,0.0,-0.8774655145963478,0.6904448695178736,-0.4797479319666391,1.0,1.0,1.0,1.0
2012-08-24,neutral_mixed,0.0,-1.0,1.0,-0.5573634741233818,1.0,1.0,1.0,1.0
2012-08-31,calm_trend,0.0,-0.9063407275458712,0.7354846091778767,-0.5200428782260139,1.0,1.0,1.0,1.0
2012-09-07,calm_trend,0.0,-0.8713118264117148,0.537183368129477,-0.5098149526466824,1.0,1.0,1.0,1.0
2012-09-14,calm_trend,0.0,-0.906369936508221,0.6841392896048976,-0.4430510129336743,1.0,1.0,1.0,1.0
2012-09-21,calm_trend,0.0,-1.0,0.9291614066558338,-0.5179617006863748,1.0,1.0,1.0,1.0
2012-09-28,calm_trend,0.0,-1.0,0.8777878260271572,-0.48437057291230373,1.0,1.0,1.0,1.0
2012-10-05,calm_trend,0.0,-1.0,0.9743499654626988,-0.5667363579543557,1.0,1.0,1.0,1.0
2012-10-12,calm_trend,0.0,-1.0,1.0,-0.5288433130219234,1.0,1.0,1.0,1.0
2012-10-19,calm_trend,0.0,-0.6279239186792391,0.377577317540265,-0.2820723013887325,1.0,1.0,1.0,1.0
2012-10-26,calm_trend,0.0,-0.6405548652898907,0.6733974997595615,-0.2667021484729282,1.0,1.0,1.0,1.0
2012-11-02,calm_trend,0.0,0.2129123982777418,0.029380896094010775,0.1866896843061453,1.0,1.0,1.0,1.0
2012-11-09,calm_trend,0.0,0.0077380529104919,0.672954000683447,0.17015774244065104,1.0,1.0,1.0,1.0
2012-11-16,neutral_mixed,0.0,0.9867469028041386,-0.46785638026949783,0.6834344101994816,1.0,1.0,1.0,1.0
2012-11-23,calm_trend,0.0,1.0,-1.0,0.6842172835952769,1.0,1.0,1.0,1.0
2012-11-30,calm_trend,0.0,0.8218219383191355,-0.5124981818366777,0.6658954474549692,1.0,1.0,1.0,1.0
2012-12-07,calm_trend,0.0,0.1998220854281508,-0.06553058196862899,0.236653804312198,1.0,1.0,1.0,1.0
2012-12-14,calm_trend,0.0,0.2367266307742823,0.08351003219244708,0.19407773287533717,1.0,1.0,1.0,1.0
2012-12-21,calm_trend,0.0,0.5515962675697311,0.03369578910356772,0.37764041541126725,1.0,1.0,1.0,1.0
2012-12-28,calm_trend,0.0,0.4596538508755003,0.4814844437468622,0.3776634132852994,1.0,1.0,1.0,1.0
2013-01-04,neutral_mixed,0.0,0.647714814267174,0.18198247099342935,0.47752895418260954,1.0,1.0,1.0,1.0
2013-01-11,calm_trend,0.0,0.3184125165777172,0.5805518298706535,0.31745877079712465,1.0,1.0,1.0,1.0
2013-01-18,calm_trend,0.0,0.0037048466866539,0.5796277624656164,0.11606821086894203,1.0,1.0,1.0,1.0
2013-01-25,calm_trend,0.0,-0.4754514589371746,0.6784805743656214,-0.1935769275189699,1.0,1.0,1.0,1.0
2013-02-01,calm_trend,0.0,-0.7678648140701664,0.7770963429942792,-0.3858246829629322,1.0,1.0,1.0,1.0
2013-02-08,calm_trend,0.0,-1.0,0.8754065058477586,-0.5335244745035259,1.0,1.0,1.0,1.0
2013-02-15,calm_trend,0.0,-1.0,0.973334718870853,-0.510881451227059,1.0,1.0,1.0,1.0
2013-02-22,calm_trend,0.0,-1.0,1.0,-0.499689271474061,1.0,1.0,1.0,1.0
2013-03-01,calm_trend,0.0,-1.0,0.9684276516724907,-0.5057991997820384,1.0,1.0,1.0,1.0
2013-03-08,neutral_mixed,0.0,-1.0,1.0,-0.4979098977025493,1.0,1.0,1.0,1.0
2013-03-15,calm_trend,0.0,-0.70579359559028,0.5642956737009437,-0.24623745920439905,1.0,1.0,1.0,1.0
2013-03-22,calm_trend,0.0,-0.5775360529130323,0.36335528239880477,-0.17167609091983585,1.0,1.0,1.0,1.0
2013-03-29,calm_trend,0.0,-0.6536083964627749,0.463031614385709,-0.18065803007380088,1.0,1.0,1.0,1.0
2013-04-05,calm_trend,0.0,-0.8544557876898442,0.5625937332719511,-0.2981190513828909,1.0,1.0,1.0,1.0
2013-04-12,calm_trend,0.0,-0.4690930400994677,0.11020080912554693,-0.0453702722435691,1.0,1.0,1.0,1.0
2013-04-19,calm_trend,0.0,-1.0,0.9132057713567282,-0.39999999999999997,1.0,1.0,1.0,1.0
2013-04-26,neutral_mixed,0.0,-0.1117314971055886,-0.24382435762440374,0.22178795202608798,1.0,1.0,1.0,1.0
2013-05-03,neutral_mixed,0.0,-0.4663427978684556,0.3601858138942151,-0.026439958507918915,1.0,1.0,1.0,1.0
2013-05-10,neutral_mixed,0.0,-0.8729469052100122,0.8124479442423173,-0.31106283364700854,1.0,1.0,1.0,1.0
2013-05-17,calm_trend,0.0,-0.9765039804994072,0.9114194716517929,-0.38355278634958506,1.0,1.0,1.0,1.0
2013-05-24,calm_trend,0.0,-0.7626623824413169,0.7083899189882189,-0.2338636677089218,1.0,1.0,1.0,1.0
2013-05-31,neutral_mixed,0.0,-0.5655702201711412,0.4553540979572006,-0.09589915411979882,1.0,1.0,1.0,1.0
2013-06-07,neutral_mixed,0.0,-0.4635022008791948,0.3033949828582447,-0.024451540615436362,1.0,1.0,1.0,1.0
2013-06-14,neutral_mixed,0.0,-0.3850661812022896,0.2525103679788524,0.03045367315839731,1.0,1.0,1.0,1.0
2013-06-21,neutral_mixed,0.0,-0.4081374691008748,0.3533265010394532,0.014303771629387674,1.0,1.0,1.0,1.0
2013-06-28,neutral_mixed,0.0,0.4509205670969365,-0.5581482619501028,0.5779230224862892,1.0,1.0,1.0,1.0
2013-07-05,neutral_mixed,0.0,0.3207298842254298,-0.050861668300484865,0.49333008835234,1.0,1.0,1.0,1.0
2013-07-12,neutral_mixed,0.0,-0.1804374215915958,0.8108835047211396,0.1519267192611252,1.0,1.0,1.0,1.0
2013-07-19,neutral_mixed,0.0,-0.4826218380945798,1.0,-0.044796605632424324,1.0,1.0,1.0,1.0
2013-07-26,neutral_mixed,0.0,-0.5590353064511271,1.0,-0.09132471451578894,1.0,1.0,1.0,1.0
2013-08-02,neutral_mixed,0.0,-0.6455133991073354,1.0,-0.1756947036521655,1.0,1.0,1.0,1.0
2013-08-09,neutral_mixed,0.0,-0.8302709119593538,1.0,-0.3010355145357097,1.0,1.0,1.0,1.0
2013-08-16,neutral_mixed,0.0,-1.0,1.0,-0.4477982800605427,1.0,1.0,1.0,1.0
2013-08-23,neutral_mixed,0.0,-0.8929004375462589,1.0,-0.5084601059671192,1.0,1.0,1.0,1.0
2013-08-30,neutral_mixed,0.0,-1.0,1.0,-0.4694966915405188,1.0,1.0,1.0,1.0
2013-09-06,neutral_mixed,0.0,-0.01552470530274,0.22935526652125376,0.18962957171047964,1.0,1.0,1.0,1.0
2013-09-13,neutral_mixed,0.0,-0.5171917951927841,0.9851153902584961,-0.13774868547707328,1.0,1.0,1.0,1.0
2013-09-20,neutral_mixed,0.0,-0.8843726856084217,1.0,-0.3634414407195847,1.0,1.0,1.0,1.0
2013-09-27,neutral_mixed,0.0,-0.9356868419860038,1.0,-0.35498078939020267,1.0,1.0,1.0,1.0
2013-10-04,neutral_mixed,0.0,-0.4769429856574841,1.0,-0.03386008996023887,1.0,1.0,1.0,1.0
2013-10-11,neutral_mixed,0.0,-0.8731167934173333,1.0,-0.3111817553921333,1.0,1.0,1.0,1.0
2013-10-18,neutral_mixed,0.0,-0.9090220516464018,1.0,-0.3363154361524812,1.0,1.0,1.0,1.0
2013-10-25,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2013-11-01,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2013-11-08,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2013-11-15,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2013-11-22,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2013-11-29,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2013-12-06,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2013-12-13,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2013-12-20,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2013-12-27,neutral_mixed,0.0,-1.0,1.0,-0.4005613323869083,1.0,1.0,1.0,1.0
2014-01-03,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2014-01-10,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2014-01-17,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2014-01-24,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2014-01-31,neutral_mixed,0.0,-0.4350589798093003,0.5408369429161582,-0.10055369019261803,1.0,1.0,1.0,1.0
2014-02-07,neutral_mixed,0.0,0.4413092392112572,0.004753859493943396,0.5089101489590169,1.0,1.0,1.0,1.0
2014-02-14,neutral_mixed,0.0,0.340132654853068,0.34584664992173647,0.5022635189383177,1.0,1.0,1.0,1.0
2014-02-21,neutral_mixed,0.0,-0.13419636211955,1.0,0.19599999853206734,1.0,1.0,1.0,1.0
2014-02-28,neutral_mixed,0.0,-0.0016069908226588,1.0,0.2751908216438155,1.0,1.0,1.0,1.0
2014-03-07,neutral_mixed,0.0,-0.293344190834746,1.0,0.08886387162144097,1.0,1.0,1.0,1.0
2014-03-14,neutral_mixed,0.0,-0.6073775332165889,1.0,-0.1540925997349472,1.0,1.0,1.0,1.0
2014-03-21,stressed_panic,0.0,-1.0,0.9673544230262541,-0.43735808830493184,1.0,1.0,1.0,1.0
2014-03-28,neutral_mixed,0.0,0.9794184398989888,-0.25128119445000197,0.9257007205869341,1.0,1.0,1.0,1.0
2014-04-04,neutral_mixed,0.0,1.0,-0.8840978428053804,0.9052586323899245,1.0,1.0,1.0,1.0
2014-04-11,recovery_fragile,0.0,-0.6146185140788604,-0.639091169484687,-0.1690896277654399,1.0,1.0,1.0,1.0
2014-04-18,stressed_panic,0.0,0.6905950400306836,-1.0,0.5959350081435318,1.0,1.0,1.0,1.0
2014-04-25,recovery_fragile,0.0,-0.4803723066375006,-0.5849389369626119,-0.13828549630049913,1.0,1.0,1.0,1.0
2014-05-02,neutral_mixed,0.0,0.9691603573627634,-0.6328162116932327,0.8735269054094948,1.0,1.0,1.0,1.0
2014-05-09,neutral_mixed,0.0,0.7476695828944149,-0.290758362969052,0.7316747159576215,1.0,1.0,1.0,1.0
