variant,market_state,ann_return,sharpe,capture,max_dd
ggg_baseline_no_modifier,calm_trend,0.040850501925236316,0.5136249379525288,0.47348866999573624,-0.13932214620799088
ggg_baseline_no_modifier,neutral_mixed,0.11211233905762019,1.4615605918081227,0.9456616483785811,-0.09121696089228437
ggg_baseline_no_modifier,recovery_confirmed,0.025704515117367377,0.3442672689903927,0.380472165017826,-0.05379827566557094
ggg_baseline_no_modifier,recovery_fragile,0.0666705276141002,1.1421213151968135,0.24764069057396362,-0.03219421138249978
ggg_baseline_no_modifier,stressed_panic,0.035802805834723506,0.48068706208748657,0.46401861979458403,-0.1216216745899299
phase1_r2a_only,calm_trend,0.04054225522552146,0.5286347338003082,0.4699158541672875,-0.1413685562872692
phase1_r2a_only,neutral_mixed,0.11219806378373276,1.468748189747995,0.9463847319078682,-0.08627439530269354
phase1_r2a_only,recovery_confirmed,0.02485723521261729,0.323528592510104,0.3679309278746848,-0.056449239289761866
phase1_r2a_only,recovery_fragile,0.06776670101903304,1.1607105643344504,0.2517123118540234,-0.031297262286556715
phase1_r2a_only,stressed_panic,0.03568525022167224,0.47912759717759495,0.4624950522404386,-0.12163728042218047
phase3_r2a_rerisk,calm_trend,0.040850501925236316,0.5136249379525288,0.47348866999573624,-0.13932214620799088
phase3_r2a_rerisk,neutral_mixed,0.11210538499835221,1.461498017066032,0.9456029912565769,-0.09121696089228437
phase3_r2a_rerisk,recovery_confirmed,0.024119382804854705,0.3199472108799249,0.3570094107107462,-0.05379827566557094
phase3_r2a_rerisk,recovery_fragile,0.0666705276141002,1.1421213151968135,0.24764069057396362,-0.03219421138249978
phase3_r2a_rerisk,stressed_panic,0.035802805834723506,0.48068706208748657,0.46401861979458403,-0.1216216745899299
phase3_no_credit_rerisk,calm_trend,0.040850501925236316,0.5136249379525288,0.47348866999573624,-0.13932214620799088
phase3_no_credit_rerisk,neutral_mixed,0.11210552975080668,1.4614993206027642,0.9456042122358718,-0.09121696089228437
phase3_no_credit_rerisk,recovery_confirmed,0.024027186078848795,0.31881464143261196,0.3556447365361564,-0.05379827566557094
phase3_no_credit_rerisk,recovery_fragile,0.0666705276141002,1.1421213151968135,0.24764069057396362,-0.03219421138249978
phase3_no_credit_rerisk,stressed_panic,0.035802805834723506,0.48068706208748657,0.46401861979458403,-0.1216216745899299
phase3_r2a_plus_trend_rerisk,calm_trend,0.040850501925236316,0.5136249379525288,0.47348866999573624,-0.13932214620799088
phase3_r2a_plus_trend_rerisk,neutral_mixed,0.11210635624478127,1.4615067625918354,0.9456111836688198,-0.09121696089228437
phase3_r2a_plus_trend_rerisk,recovery_confirmed,0.024246113486461995,0.32203802065752224,0.3588852483441405,-0.05379827566557094
phase3_r2a_plus_trend_rerisk,recovery_fragile,0.0666705276141002,1.1421213151968135,0.24764069057396362,-0.03219421138249978
phase3_r2a_plus_trend_rerisk,stressed_panic,0.035802805834723506,0.48068706208748657,0.46401861979458403,-0.1216216745899299
phase3_recovery_confirmed_only_rerisk,calm_trend,0.040850501925236316,0.5136249379525288,0.47348866999573624,-0.13932214620799088
phase3_recovery_confirmed_only_rerisk,neutral_mixed,0.11210635624478127,1.4615067625918354,0.9456111836688198,-0.09121696089228437
phase3_recovery_confirmed_only_rerisk,recovery_confirmed,0.024246113486461995,0.32203802065752224,0.3588852483441405,-0.05379827566557094
phase3_recovery_confirmed_only_rerisk,recovery_fragile,0.0666705276141002,1.1421213151968135,0.24764069057396362,-0.03219421138249978
phase3_recovery_confirmed_only_rerisk,stressed_panic,0.035802805834723506,0.48068706208748657,0.46401861979458403,-0.1216216745899299
