variant,state,sharpe,capture,ann_return,max_dd
ggg_baseline_no_modifier,calm_trend,0.5136249379525288,0.47348866999573624,0.040850501925236316,-0.13932214620799088
ggg_baseline_no_modifier,neutral_mixed,1.4615605918081227,0.9456616483785811,0.11211233905762019,-0.09121696089228437
ggg_baseline_no_modifier,recovery_confirmed,0.3442672689903927,0.3954557240128317,0.025704515117367377,-0.05379827566557094
ggg_baseline_no_modifier,recovery_fragile,1.1421213151968135,0.24764069057396362,0.0666705276141002,-0.03219421138249978
ggg_baseline_no_modifier,stressed_panic,0.48068706208748657,0.46401861979458403,0.035802805834723506,-0.1216216745899299
phase1_r2a_only,calm_trend,0.5139418789691664,0.46756484348297833,0.04033942045338956,-0.14243320624211342
phase1_r2a_only,neutral_mixed,1.4654105688723935,0.9496595199112038,0.11258630427503458,-0.08906730302639376
phase1_r2a_only,recovery_confirmed,0.33298332838716743,0.389621489126844,0.025339819890962012,-0.05548862160469281
phase1_r2a_only,recovery_fragile,1.1554057385348568,0.2501130761146968,0.06733615024697248,-0.031577128364462914
phase1_r2a_only,stressed_panic,0.47989728407852467,0.46324704942976214,0.03574327291345458,-0.12162571228329389
phase3b_gate_3w,calm_trend,0.5136249379525288,0.47348866999573624,0.040850501925236316,-0.13932214620799088
phase3b_gate_3w,neutral_mixed,1.4609957487857532,0.9452534893965377,0.11206395001883163,-0.09124062505342856
phase3b_gate_3w,recovery_confirmed,0.282409886461362,0.33035591131123526,0.02141038880150803,-0.05488455696529371
phase3b_gate_3w,recovery_fragile,1.1583124122063753,0.25162614923156534,0.06774350407394869,-0.03126281659236818
phase3b_gate_3w,stressed_panic,0.48068706208748657,0.46401861979458403,0.035802805834723506,-0.1216216745899299
phase3b_gate_2w,calm_trend,0.513678591978347,0.4735390829146568,0.04085485132823563,-0.13932214620799044
phase3b_gate_2w,neutral_mixed,1.4608706463340544,0.9451491230943191,0.11205157693562517,-0.09124062505342834
phase3b_gate_2w,recovery_confirmed,0.26643823689148555,0.3166685389436435,0.02050748636450428,-0.05644257481691384
phase3b_gate_2w,recovery_fragile,1.1487559749124316,0.24975599094017356,0.06724001476562869,-0.03075652935398976
phase3b_gate_2w,stressed_panic,0.48064069209547594,0.46397509887668337,0.03579944784237821,-0.12162167458993023
phase3b_continuous_recovery,calm_trend,0.5136741470837741,0.47353538948224605,0.04085453267527228,-0.13931834025262457
phase3b_continuous_recovery,neutral_mixed,1.4606593108132604,0.9450450934143024,0.11203924376045826,-0.0912398213194352
phase3b_continuous_recovery,recovery_confirmed,0.3161035712723991,0.3746643897708826,0.024370819804723,-0.056984861340591
phase3b_continuous_recovery,recovery_fragile,1.1659183169480982,0.251996985765577,0.06784334173521445,-0.03118379433350249
phase3b_continuous_recovery,stressed_panic,0.48055253462546577,0.4638910657520174,0.035792964004192074,-0.12162167458993023
phase3b_recovery_confirmed_only,calm_trend,0.5136741470837741,0.47353538948224605,0.04085453267527228,-0.13931834025262457
phase3b_recovery_confirmed_only,neutral_mixed,1.4610655273520965,0.9452982429121998,0.11206925574454285,-0.0912169608922846
phase3b_recovery_confirmed_only,recovery_confirmed,0.3160818558332851,0.3746382787086326,0.024369097428779574,-0.056984861340591
phase3b_recovery_confirmed_only,recovery_fragile,1.1417459392365505,0.24754171633813254,0.06664388149020284,-0.03219421138249934
phase3b_recovery_confirmed_only,stressed_panic,0.48068706208748657,0.46401861979458403,0.035802805834723506,-0.1216216745899299
phase1_plus_best_phase3b,calm_trend,0.5139179019151383,0.46754317289472563,0.04033755081117163,-0.14242553807599512
phase1_plus_best_phase3b,neutral_mixed,1.4645372477097944,0.9490579353324587,0.1125149837827848,-0.08907891102123067
phase1_plus_best_phase3b,recovery_confirmed,0.2874064543078034,0.34398620474902875,0.022365703163947703,-0.05879750353475943
phase1_plus_best_phase3b,recovery_fragile,1.1705587750444353,0.25243091472041385,0.06796016531658533,-0.030761724209270258
phase1_plus_best_phase3b,stressed_panic,0.479760121273686,0.46311692701832463,0.03573323291240138,-0.12162571228329411
