Date,gross_return,net_return,turnover,cost,adverse_loss,wealth,drawdown
2023-01-06,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-01-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-01-20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-01-27,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-02-03,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-02-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-02-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-02-24,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-03-03,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-03-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-03-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-03-24,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-03-31,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-04-07,0.005065475742261016,6.547574226112296e-05,1.0,0.005,0.0,1.0000654757422611,0.0
2023-04-14,-0.020280720695757037,-0.020280720695757037,0.0,0.0,0.0,0.979783427151263,-0.020280720695757037
2023-04-21,-0.018697220600765396,-0.018697220600765396,0.0,0.0,0.0,0.9614642002728419,-0.038598748187731347
2023-04-28,-0.01050028278801729,-0.01050028278801729,0.0,0.0,0.0,0.9513685542794221,-0.04869373320451398
2023-05-05,0.00453827782078009,0.00453827782078009,0.0,0.0,0.0,0.9556861290886961,-0.044376441073146866
2023-05-12,0.03513868003199816,0.03513868003199816,0.0,0.0,0.0,0.9892676781897627,-0.0107970906049768
2023-05-19,0.02568049507051895,0.02568049507051895,0.0,0.0,0.0,1.0146725619229386,0.0
2023-05-26,0.016065402988074684,0.016065402988074684,0.0,0.0,0.0,1.0309736855311729,0.0
2023-06-02,-0.02048564676836473,-0.02048564676836473,0.0,0.0,0.0,1.009853522781902,-0.02048564676836473
2023-06-09,0.018090097481260115,0.018090097481260115,0.0,0.0,0.0,1.0281218714508207,-0.0027661366341109606
2023-06-16,-0.032335741190534284,-0.032335741190534284,0.0,0.0,0.0,0.9948767887032591,-0.03501243274634702
2023-06-23,0.026626503220409825,0.026626503220409825,0.0,0.0,0.0,1.0213668787215775,-0.00931818817921215
2023-06-30,-0.014050389002227881,-0.014050389002227881,0.0,0.0,0.0,1.007016276761548,-0.023237653012726178
2023-07-07,0.06963252010263354,0.06463252010263343,1.0000000000000002,0.005000000000000001,0.0,1.072102276513018,0.0
2023-07-14,-0.012691605041137088,-0.012691605041137088,0.0,0.0,0.0,1.0584955778558107,-0.012691605041137088
2023-07-21,-0.0018779631888856674,-0.0018779631888856674,0.0,0.0,0.0,1.0565077621249992,-0.014545733862947663
2023-07-28,-0.03148810535875757,-0.03148810535875757,0.0,0.0,0.0,1.023240334398862,-0.04557582162130824
2023-08-04,-0.048847487557513,-0.048847487557513,0.0,0.0,0.0,0.9732576148959682,-0.09219704479925106
2023-08-11,-0.014403148006148392,-0.014403148006148392,0.0,0.0,0.0,0.9592396414205105,-0.10527226512342636
2023-08-18,0.006720075106690038,0.006720075106690038,0.0,0.0,0.0,0.9656858038561709,-0.09925962754501705
2023-08-25,0.07643387033855475,0.07643387033855475,0.0,0.0,0.0,1.0394969073758964,-0.030412554708091455
2023-09-01,-0.04143058368783137,-0.04143058368783137,0.0,0.0,0.0,0.9964299437616174,-0.07058312850292847
2023-09-08,-0.015728502978662462,-0.015728502978662462,0.0,0.0,0.0,0.9807575924231343,-0.08520146453468935
2023-09-15,-0.06532361945226328,-0.06532361945226328,0.0,0.0,0.0,0.9166909566807676,-0.144959415940913
2023-09-22,0.0057466729728972155,0.0057466729728972155,0.0,0.0,0.0,0.9219588798260242,-0.1400457773257705
2023-09-29,0.0005483853456418331,0.0005483853456418331,0.0,0.0,0.0,0.9224644685650052,-0.1395741910321331
2023-10-06,-0.007744884108849104,-0.012744884108849108,1.0000000000000002,0.005000000000000002,0.0,0.9107077658186131,-0.15054021825169128
2023-10-13,-0.032308300756024866,-0.032308300756024866,0.0,0.0,0.0,0.8812843454196979,-0.17798482036056285
2023-10-20,-0.031545892658738084,-0.031545892658738084,0.0,0.0,0.0,0.8534834440572618,-0.20391602298132194
2023-10-27,0.04773559736157362,0.04773559736157362,0.0,0.0,0.0,0.8942249860975484,-0.16591447878835808
2023-11-03,-0.06496418192401199,-0.06496418192401199,0.0,0.0,0.0,0.8361323914197102,-0.22010016232853558
2023-11-10,0.028350885514884627,0.028350885514884627,0.0,0.0,0.0,0.859837485124137,-0.19798931131763475
2023-11-17,-0.0017194652407334088,-0.0017194652407334088,0.0,0.0,0.0,0.8583590244557865,-0.1993683408195207
2023-11-24,0.019567843981816546,0.019567843981816546,0.0,0.0,0.0,0.8751552599267215,-0.18370170542577424
2023-12-01,-0.02367237117993315,-0.02367237117993315,0.0,0.0,0.0,0.8544382597736653,-0.2030254216484818
2023-12-08,0.03463002107664015,0.03463002107664015,0.0,0.0,0.0,0.8840274747183151,-0.17542617520262227
2023-12-15,0.02672448800050664,0.02672448800050664,0.0,0.0,0.0,0.9076526563585429,-0.1533898619162929
2023-12-22,0.005217719778096486,0.005217719778096486,0.0,0.0,0.0,0.9123885335752666,-0.14897248745447655
2023-12-29,-0.03727290151351215,-0.03727290151351215,0.0,0.0,0.0,0.8783811656212579,-0.18069275211487512
2024-01-05,0.0005170237227885011,-0.0035162455068913356,0.8066538459359546,0.004033269229679773,0.0,0.8752925617943041,-0.18357363754401468
2024-01-12,-0.0051056992088704956,-0.0051056992088704956,0.0,0.0,0.0,0.8708235812540207,-0.18774206497690726
2024-01-19,0.015817244754880777,0.015817244754880777,0.0,0.0,0.0,0.8845976109770374,-0.1748943824145529
2024-01-26,0.008612772284111392,0.008612772284111392,0.0,0.0,0.0,0.8922164487634515,-0.16778793561994843
2024-02-02,0.0353145289317236,0.0353145289317236,0.0,0.0,0.0,0.9237246523566681,-0.13839875859506967
2024-02-09,0.0033161068600988663,0.0033161068600988663,0.0,0.0,0.0,0.9267878220131905,-0.1355415968077771
2024-02-16,-0.06245035522007991,-0.06245035522007991,0.0,0.0,0.0,0.8689095933148226,-0.18952733116011444
2024-02-23,0.007304596054863222,0.007304596054863222,0.0,0.0,0.0,0.8752566269021829,-0.18360715570073216
2024-03-01,-0.024380097657233257,-0.024380097657233257,0.0,0.0,0.0,0.853917784863167,-0.20351089297141478
2024-03-08,-0.03350416428265779,-0.03350416428265779,0.0,0.0,0.0,0.8253079831152282,-0.23019659486264787
2024-03-15,0.026925963403126918,0.026925963403126918,0.0,0.0,0.0,0.8475301956648973,-0.20946889654831713
2024-03-22,0.012593919625732308,0.012593919625732308,0.0,0.0,0.0,0.8582039228294821,-0.19951301136980526
