cik10,price_source,price_file
0000002178,tiingo_identity_validated,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/AE/prices.csv.gz
0000004127,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/SWKS.csv.gz
0000004447,tiingo_identity_validated,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/HES/prices.csv.gz
0000006281,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/ADI.csv.gz
0000006951,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/AMAT.csv.gz
0000008146,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/ALOT.csv.gz
0000031791,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/RVTY.csv.gz
0000033213,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/EQT.csv.gz
0000049938,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/IMO.csv.gz
0000050863,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/INTC.csv.gz
0000056978,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/KLIC.csv.gz
0000065770,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/MVIS.csv.gz
0000069633,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/NSSC.csv.gz
0000078749,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205441Z-yahoo-recent-current-sec-agys-retry-v1/histories/AGYS.csv.gz
0000093410,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/CVX.csv.gz
0000097476,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/TXN.csv.gz
0000097745,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/TMO.csv.gz
0000099302,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/TRNS.csv.gz
0000106040,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/WDC.csv.gz
0000315852,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/RRC.csv.gz
0000320121,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/TLS.csv.gz
0000320193,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/AAPL.csv.gz
0000704532,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/ONTO.csv.gz
0000709283,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/QMCO.csv.gz
0000712515,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/EA.csv.gz
