family,correlation_growth,correlation_spy,correlation_xlk,correlation_xle
balance_sheet_quality,0.6326486615456862,0.6439619010882077,0.6109941389983783,0.3292240669471243
cash_conversion,0.4975148096230013,0.5937628348270121,0.5580044995208385,0.35465793554398123
profitability,0.5974735368998336,0.7853763201675276,0.7691931046530345,0.14407666057634563
quality_acceleration,0.6691334562868813,0.7162905083432693,0.691713873342513,0.2950944336942522
shareholder_discipline,0.4464763479715374,0.5864710829959602,0.4431150608541317,0.5468415794822973
