Date,dispersion,average_correlation,breadth,volatility,consensus
2011-07-08 00:00:00+00:00,1.0,1.0,1.0,1.0,1.0
2011-07-15 00:00:00+00:00,0.9755252253918616,0.9885978566111889,0.9313020458942337,0.9858196717995176,0.9703111999242005
2011-07-22 00:00:00+00:00,0.972234693178536,0.9858035193786657,0.8678567853072099,0.9844302591784003,0.9525813142607029
2011-07-29 00:00:00+00:00,0.9668173031599221,0.9865506547495837,0.6864035757104886,0.9841034360614916,0.9059687424203715
2011-08-05 00:00:00+00:00,0.9691158199747355,0.9804917728867983,0.9274704948419016,0.9835160213339537,0.9651485272593473
2011-08-12 00:00:00+00:00,0.12855390117908258,0.05910788557529623,0.9313019398917058,0.9337246605428163,0.5131720967972252
2011-08-19 00:00:00+00:00,0.14901108436150945,0.022380128272199457,0.931302013535132,0.584166657739092,0.42171497097698324
2011-08-26 00:00:00+00:00,0.2745493416718003,0.022208828814100075,0.9313020435327604,0.04602091809973145,0.31852028302959806
2011-09-02 00:00:00+00:00,0.41733501836467507,0.02220471201535349,0.931301944956884,0.030303187689576756,0.35028621575662233
2011-09-09 00:00:00+00:00,0.8389752721574557,0.022204712187369743,0.9313019516483059,0.030300810832043792,0.4556956867062938
2011-09-16 00:00:00+00:00,0.9524027443498096,0.022204709576245645,0.9313020073777044,0.030302450629510553,0.4840529779833176
2011-09-23 00:00:00+00:00,0.9579191389988891,0.02220469895016436,0.9312990549276999,0.030297793088930446,0.485430171491421
2011-09-30 00:00:00+00:00,0.9416876740229465,0.022204698929105777,0.9313020352411973,0.0302977212057685,0.4813730323497545
2011-10-07 00:00:00+00:00,0.9635471056451927,0.02220469892913115,0.9313020352416935,0.030297732265592434,0.4868378930204024
2011-10-14 00:00:00+00:00,0.9616239538267423,0.022204698929130403,0.9313020068822011,0.0302977223501424,0.486357095497054
2011-10-21 00:00:00+00:00,0.8929083957019783,0.022204698929104743,0.9312374083801807,0.030297720992722935,0.46916205600099664
2011-10-28 00:00:00+00:00,0.9482557619282876,0.022204698929104743,0.9310097436029199,0.03029772099271854,0.48294198136325767
2011-11-04 00:00:00+00:00,0.1219755512737882,0.022204698929104743,0.7812557527175573,0.03029772099270033,0.23893343097828765
