source,candidate,full_correlation_to_ggg_50bps,recent_3y_correlation_to_ggg_50bps
raw,residual_momentum_raw_standalone,0.6576004877276445,0.8013934492192861
vol_managed,residual_momentum_vol_managed_standalone,0.6929696686691297,0.8085624830955594
