task_id,model_name,split,rows,positive_rate_actual,positive_prediction_rate,accuracy,precision,recall,f1,brier,roc_auc
task_a_core_production_risk_filter,logistic_regression,train,939,0.4217252396166134,0.48775292864749736,0.8615548455804047,0.7903930131004366,0.9141414141414141,0.8477751756440282,0.09688344129224889,0.9409844299347061
task_a_core_production_risk_filter,logistic_regression,validation,104,0.6057692307692307,0.9807692307692307,0.5865384615384616,0.5980392156862745,0.9682539682539683,0.7393939393939394,0.36846384509879415,0.5307781649245064
task_a_core_production_risk_filter,logistic_regression,holdout,332,0.6626506024096386,0.536144578313253,0.6144578313253012,0.7584269662921348,0.6136363636363636,0.678391959798995,0.29489269465946705,0.6553571428571429
task_a_core_production_risk_filter,random_forest,train,939,0.4217252396166134,0.6432374866879659,0.7784877529286475,0.6556291390728477,1.0,0.792,0.11786833679829617,0.9779145041575981
task_a_core_production_risk_filter,random_forest,validation,104,0.6057692307692307,1.0,0.6057692307692307,0.6057692307692307,1.0,0.7544910179640718,0.24401484679703736,0.6101432442895857
task_a_core_production_risk_filter,random_forest,holdout,332,0.6626506024096386,1.0,0.6626506024096386,0.6626506024096386,1.0,0.7971014492753623,0.21754063989543865,0.6015016233766234
task_a_core_production_risk_filter,gradient_boosting,train,939,0.4217252396166134,0.5175718849840255,0.8807241746538871,0.7921810699588477,0.9722222222222222,0.873015873015873,0.10249927709236502,0.9710061015309633
task_a_core_production_risk_filter,gradient_boosting,validation,104,0.6057692307692307,1.0,0.6057692307692307,0.6057692307692307,1.0,0.7544910179640718,0.2282213556132209,0.6577622919086333
task_a_core_production_risk_filter,gradient_boosting,holdout,332,0.6626506024096386,0.8704819277108434,0.6536144578313253,0.6816608996539792,0.8954545454545455,0.7740667976424361,0.22543446720467875,0.5674918831168831
task_a_core_production_risk_filter,xgboost,train,939,0.4217252396166134,0.582534611288605,0.832800851970181,0.7184643510054844,0.9924242424242424,0.8335100742311771,0.11584900099756273,0.9562661606860502
task_a_core_production_risk_filter,xgboost,validation,104,0.6057692307692307,1.0,0.6057692307692307,0.6057692307692307,1.0,0.7544910179640718,0.24104527838023632,0.6209833526906698
task_a_core_production_risk_filter,xgboost,holdout,332,0.6626506024096386,0.8825301204819277,0.6596385542168675,0.6825938566552902,0.9090909090909091,0.7797270955165692,0.22498650748287835,0.5581574675324675
task_a_core_production_risk_filter,lightgbm,train,939,0.4217252396166134,0.6070287539936102,0.8083067092651757,0.6894736842105263,0.9924242424242424,0.8136645962732919,0.11980993336639276,0.95169466302063
task_a_core_production_risk_filter,lightgbm,validation,104,0.6057692307692307,1.0,0.6057692307692307,0.6057692307692307,1.0,0.7544910179640718,0.23736086352071373,0.5994967092528067
task_a_core_production_risk_filter,lightgbm,holdout,332,0.6626506024096386,0.9548192771084337,0.6536144578313253,0.6656151419558359,0.9590909090909091,0.7858472998137802,0.22818743324352622,0.5270292207792208
task_b_production_beats_bil,logistic_regression,train,939,0.37273695420660274,0.46325878594249204,0.8711395101171459,0.7632183908045977,0.9485714285714286,0.845859872611465,0.09212175709522562,0.9472956585010915
task_b_production_beats_bil,logistic_regression,validation,104,0.5384615384615384,1.0,0.5384615384615384,0.5384615384615384,1.0,0.7,0.41376913254378944,0.5159970238095238
task_b_production_beats_bil,logistic_regression,holdout,332,0.6265060240963856,0.6716867469879518,0.6716867469879518,0.7219730941704036,0.7740384615384616,0.7470997679814385,0.27297802563056306,0.6298852357320099
task_b_production_beats_bil,random_forest,train,939,0.37273695420660274,0.5804046858359957,0.792332268370607,0.6422018348623854,1.0,0.7821229050279329,0.1122050123157318,0.975032743148193
task_b_production_beats_bil,random_forest,validation,104,0.5384615384615384,1.0,0.5384615384615384,0.5384615384615384,1.0,0.7,0.2758896770948047,0.5643601190476191
task_b_production_beats_bil,random_forest,holdout,332,0.6265060240963856,0.9879518072289156,0.6385542168674698,0.6341463414634146,1.0,0.7761194029850746,0.2320309569495049,0.574480459057072
task_b_production_beats_bil,gradient_boosting,train,939,0.37273695420660274,0.43450479233226835,0.9084132055378061,0.8235294117647058,0.96,0.8865435356200527,0.0914947290408228,0.9750861023526558
task_b_production_beats_bil,gradient_boosting,validation,104,0.5384615384615384,0.9326923076923077,0.5480769230769231,0.5463917525773195,0.9464285714285714,0.6928104575163399,0.24254372496615806,0.6458333333333333
task_b_production_beats_bil,gradient_boosting,holdout,332,0.6265060240963856,0.8012048192771084,0.6325301204819277,0.6616541353383458,0.8461538461538461,0.7426160337552743,0.23450582195843578,0.5664353287841192
task_b_production_beats_bil,xgboost,train,939,0.37273695420660274,0.4952076677316294,0.8562300319488818,0.7311827956989247,0.9714285714285714,0.8343558282208589,0.10591402728997172,0.9641280620907107
task_b_production_beats_bil,xgboost,validation,104,0.5384615384615384,0.9903846153846154,0.5288461538461539,0.5339805825242718,0.9821428571428571,0.6918238993710691,0.2569300620669066,0.587797619047619
task_b_production_beats_bil,xgboost,holdout,332,0.6265060240963856,0.7921686746987951,0.6054216867469879,0.6463878326996197,0.8173076923076923,0.721868365180467,0.23903530756862013,0.527799317617866
task_b_production_beats_bil,lightgbm,train,939,0.37273695420660274,0.5047923322683706,0.8487752928647497,0.7194092827004219,0.9742857142857143,0.8276699029126213,0.10927360797418592,0.956420082464225
task_b_production_beats_bil,lightgbm,validation,104,0.5384615384615384,1.0,0.5384615384615384,0.5384615384615384,1.0,0.7,0.25431778185434967,0.601748511904762
task_b_production_beats_bil,lightgbm,holdout,332,0.6265060240963856,0.9096385542168675,0.6325301204819277,0.6423841059602649,0.9326923076923077,0.7607843137254902,0.23771511385474012,0.5309010545905707
task_c_phase4b_beats_production,logistic_regression,train,939,0.308839190628328,0.4440894568690096,0.805111821086262,0.6282973621103117,0.903448275862069,0.7411598302687411,0.12529993249345722,0.911524361086021
task_c_phase4b_beats_production,logistic_regression,validation,104,0.5480769230769231,0.8365384615384616,0.5384615384615384,0.5517241379310345,0.8421052631578947,0.6666666666666666,0.2935684028279687,0.5625233296005971
