id,short_name,median_names_held,median_volatility_tilt,realised_cagr_pure_cash,random_median,random_p95,random_p99,percentile_vs_random,matched_median,matched_p95,percentile_vs_matched,matched_pool
sec-residual-controlled-1.25x-5pct-v1,150.86% Residual 1.25x,27,0.7347220517657972,1.1212178557525139,0.3036112873338167,0.5601457487943582,0.9218144337089615,0.994,0.34178842615938076,0.5694085202845162,1.0,323
sec-sector-ensemble-fragile-1.35x-v1,174.97% Fragile 1.35x,9,0.678021224887348,1.1217733389255562,0.2930745675695703,0.7406673101383819,1.0971227438595688,0.99025,0.2907247922064292,0.6636363642112456,0.9995,323
candidate-return-first-60-40-forward-v1,ETF Incumbent,2,0.4014237078303931,0.7165383723984609,0.21947642222232788,1.1968850944388292,2.140698745939339,0.86125,0.26125915325957694,0.7240975739024782,0.94775,323
sec-growth-survivorship-aware-v1,142% Growth / Micron,5,0.7839777296628518,1.441891585567323,0.26047047188490846,0.9057454830740994,1.4153593492326442,0.99075,0.36634202954108597,1.1256713664552305,0.98675,323
sec-cash-conversion-breadth20-dynamic-v1,102% Daily-Audited,8,0.6968759665944941,0.9276167030216689,0.20953703181259142,0.671811860974527,1.1037279133826445,0.984,0.18079064992096616,0.5867804608942088,0.9975,323
sec-sector-aware-signal-ensemble-v1,124% Sector Ensemble,9,0.6780212248873474,1.2446561938360965,0.2857878019743537,0.732940171826331,1.1017697930715526,0.994,0.2901136182071893,0.6642231230653421,1.0,323
