state,n_weeks,production_ann_return,production_sharpe,spy_ann_return,spy_sharpe,bil_ann_return,prod_minus_spy_ann_return_pp,avg_BIL,avg_SPY,avg_offense,avg_defense,avg_cash,avg_transition_non_stress_prob,avg_market_trend_positive,avg_breadth_sma_43,avg_breadth_26w_mom
calm_trend,295,0.03558351868547227,0.38492758455722786,0.16187382142725593,1.5287945091637969,0.012539991522690919,-12.629030274178366,0.06848068479538143,0.09618626161545958,0.7802874769786681,0.15123183822595013,0.06848068479538143,1.0,1.0,0.8394673123486682,0.8191283292978209
neutral_healthy_proxy,293,0.09919292979347039,1.2629719355973539,0.2971137570749136,2.4009616464363357,0.013773350251757188,-19.792082728144322,0.21306891728727764,0.08628317246103223,0.6107571265535626,0.17617395615915932,0.21306891728727764,0.9489645478141815,1.0,0.7586543149683082,0.7406143344709898
neutral_mixed,200,0.12710638237385874,1.7996455216952447,-0.18506115125799993,-1.1165144277557961,0.010198754991274983,31.216753363185866,0.3859881889121024,0.06482284412769075,0.45293058142575937,0.16108122966213784,0.3859881889121024,0.9469982832281304,0.61,0.4121428571428571,0.3814285714285714
recovery_confirmed,44,0.026147257209693242,0.38912386726476333,0.39260593245278486,3.9666668364217443,0.01670338030467855,-36.64586752430916,0.12567720750750142,0.05956006771272775,0.5818031228389988,0.29251966965349946,0.12567720750750142,1.0,1.0,0.8685064935064937,0.8311688311688313
recovery_fragile,49,0.06973508185847388,1.3304864198616861,0.5278795890291696,5.005815236197094,0.013238641900332748,-45.814450717069576,0.21821790033286736,0.06231161074691929,0.5619989634857996,0.21978313618133272,0.21821790033286736,0.910874845441594,1.0,0.7244897959183674,0.6909620991253645
stressed_panic,229,0.03369319983341135,0.4978150573949313,-0.09064968831821907,-0.3079949813453927,0.015228907335749664,12.434288815163042,0.6074136983844914,0.027539553880161514,0.2621469133461832,0.130439388269325,0.6074136983844914,0.15040758709348784,0.27510917030567683,0.31846537741734243,0.31815346225826563
