cik10,company_name_as_filed,sector,last_eligible_accession,last_eligible_available_at,recovered_symbols,recovery_status,primary_document,source_sha256,first_recent_decision,last_recent_decision,recent_decision_rows,symbol_count,recovered_symbol,symbol_unique_across_recovered_ciks
0000047518,"HILL-ROM HOLDINGS, INC.",manufacturing,0000047518-21-000084,2021-11-13 00:00:00+00:00,HRC,xbrl_symbol_recovered,hrc-20210930.htm,ff520aca1b06829234a2d69469fd92b01fd779e6e2754c285d4bfe919d139048,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,1,HRC,True
0000057725,LANNETT CO INC,manufacturing,0001558370-22-008115,2022-05-11 00:00:00+00:00,LCI,xbrl_symbol_recovered,lci-20220331x10q.htm,7efbb3d3726ad27993509ab9d384f63d52dfb307ec91977f011fb223931b55a4,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,1,LCI,True
0000065011,MEREDITH CORP,manufacturing,0000065011-21-000115,2021-11-13 00:00:00+00:00,MDP,xbrl_symbol_recovered,mdp-20210930.htm,e6220c0c7d71497ee4452bcf210b698a1580a6eac1b91b06a846f0a22fd91e98,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,1,MDP,True
0000353569,QUIDEL CORP /DE/,manufacturing,0000353569-22-000043,2022-05-06 00:00:00+00:00,QDEL,xbrl_symbol_recovered,qdel-20220331.htm,4020af5342835d7fa3f0b594d6455b5580668749f4ef2c9d494341b83ec94688,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,1,QDEL,True
0000812128,SANDERSON FARMS INC,manufacturing,0000812128-22-000009,2022-05-28 00:00:00+00:00,SAFM,xbrl_symbol_recovered,safm-20220430.htm,9ada75cffb783b189500dbfb51f605fd9a23f5b1ee709986c54f0241d9b295f6,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,1,SAFM,True
0000876378,"ASENSUS SURGICAL, INC.",manufacturing,0001437749-22-019403,2022-08-09 00:00:00+00:00,ASXC,xbrl_symbol_recovered,asxc20220630_10q.htm,7f95bf08f1857e1bdf6f127d41a13e7e5d7599c914dffea3d27dc70cb3590683,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,1,ASXC,True
0000878526,NATUS MEDICAL INC,manufacturing,0000878526-22-000034,2022-05-07 00:00:00+00:00,NTUS,xbrl_symbol_recovered,ntus-20220331.htm,9c3037b93c47f6de430fc3734863c5355dc13b0ef3676482cb1888de66ee9dd9,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,1,NTUS,True
0001016169,"ANTARES PHARMA, INC.",manufacturing,0001016169-22-000044,2022-05-11 00:00:00+00:00,ATRS,xbrl_symbol_recovered,atrs-20220331.htm,793fee41c28b0c6a1aa342e0614e3259f5f9ba753f275d601229dfc4b267c8cf,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,1,ATRS,True
0001024725,TENNECO INC,manufacturing,0001024725-22-000021,2022-11-01 00:00:00+00:00,TEN,xbrl_symbol_recovered,ten-20220930.htm,71db48095e5b39cd79afbc97fac359c96fd38a6f5fd282005ae5dc609e05dbff,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,TEN,True
0001080709,ARENA PHARMACEUTICALS INC,manufacturing,0001080709-22-000006,2022-02-24 00:00:00+00:00,ARNA,xbrl_symbol_recovered,arna-20211231.htm,067d8be60016a4a0ed96c8e1113fbda97acd30b8384e499ec08811764606b44b,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,1,ARNA,True
0001092662,"CHEMBIO DIAGNOSTICS, INC.",manufacturing,0001140361-22-028390,2022-08-06 00:00:00+00:00,CEMI,xbrl_symbol_recovered,brhc10040263_10q.htm,43ab68d08626bc89ed5f4e59317d981aada933ee0dd7bb55fb93c808acb79159,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,1,CEMI,True
0001103021,BIODELIVERY SCIENCES INTERNATIONAL INC,manufacturing,0001103021-22-000051,2022-03-10 00:00:00+00:00,BDSI,xbrl_symbol_recovered,bdsi-20211231.htm,c3adc8e9b053bbbeea9384ed9b490952d765e70cf3d53a22b0e939c93a27c36a,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,1,BDSI,True
0001113256,"MERITOR, INC.",manufacturing,0001113256-22-000070,2022-08-03 00:00:00+00:00,MTOR,xbrl_symbol_recovered,mtor-20220703.htm,3b694b0f0ad2316ad6fb5e8832e99181c2f9ec6fb6306a44b1be8ddfd4acfa4e,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,1,MTOR,True
0001271214,"INTERSECT ENT, INC.",manufacturing,0001271214-22-000024,2022-05-05 00:00:00+00:00,XENT,xbrl_symbol_recovered,xent-20220331.htm,3ba095ead61ba0c395d1c44374660578e84b166d70a02cab740b61f91204ef2b,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,1,XENT,True
0001280600,ACCELERON PHARMA INC,manufacturing,0001280600-21-000078,2021-11-05 00:00:00+00:00,XLRN,xbrl_symbol_recovered,xlrn-20210930.htm,0da58e65f16f8ba4d56e8bb73d6a2fa02b8a234153ae2b2479bb2ded7838da4b,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,1,XLRN,True
0001293310,"HUMANIGEN, INC",manufacturing,0001214659-22-006352,2022-05-06 00:00:00+00:00,HGEN,xbrl_symbol_recovered,r5222210q.htm,6c38f3dbb002b557ca1210ee1a7bd92c351eeca47c11657c7d201bd0b6e40f56,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,1,HGEN,True
0001293971,"BLUEBIRD BIO, INC.",manufacturing,0001293971-22-000063,2022-11-08 00:00:00+00:00,BLUE,xbrl_symbol_recovered,blue-20220930.htm,377ce3fb0e79a515dafcb3003560d25468cca72390517eafe70d63bd8cc05b43,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,BLUE,True
0001296435,NEENAH INC,manufacturing,0001296435-22-000040,2022-05-05 00:00:00+00:00,NP,xbrl_symbol_recovered,np-20220331.htm,ad5185df115f153f82b0f00ea8bc10e57a484efd3e28e2b6f4ee645cee153678,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,1,NP,True
0001300699,"ATHENEX, INC.",manufacturing,0000950170-22-021640,2022-11-04 00:00:00+00:00,ATNX,xbrl_symbol_recovered,atnx-20220930.htm,4de2c9dca433280eab7ec8f4020ca0554d0cc55c91ccc66bbc2ba2c2e65dd158,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,ATNX,True
0001321646,KRATON CORP,manufacturing,0001321646-22-000003,2022-02-25 00:00:00+00:00,KRA,xbrl_symbol_recovered,kra-20211231.htm,e93beadfe4fcddeecc7faaa2e65d6273a00b4e9dee70f62fe83d77069e21e13e,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,1,KRA,True
0001337553,AERIE PHARMACEUTICALS INC,manufacturing,0001337553-22-000041,2022-11-05 00:00:00+00:00,AERI,xbrl_symbol_recovered,aeri-20220930.htm,ea806cbee49ca8017a0bd6aece193fda159b8079ef4b579ee9a52610b80d84df,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,AERI,True
0001340652,"CHEMOCENTRYX, INC.",manufacturing,0000950170-22-015596,2022-08-09 00:00:00+00:00,CCXI,xbrl_symbol_recovered,ccxi-20220630.htm,e5a20ed07751d0434970d5008bf3f3676204fdf6edb9f78516320fe616bdbc8c,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,1,CCXI,True
0001375151,"ZOGENIX, INC.",manufacturing,0001375151-22-000015,2022-03-02 00:00:00+00:00,ZGNX,xbrl_symbol_recovered,zgnx-20211231.htm,8acbf0f618f975104cff2a220a02229be0b4efb8a516018bbc41a9065ec8aa76,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,1,ZGNX,True
0001381531,DOMTAR CORP,manufacturing,0001564590-21-054225,2021-11-05 00:00:00+00:00,UFS,xbrl_symbol_recovered,ufs-10q_20210930.htm,1bf46be6a77d40fe65b8451c16dfbeedec642b03ade3bba0a33651a977c13399,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,1,UFS,True
0001393066,RESOLUTE FOREST PRODUCTS INC.,manufacturing,0001393066-22-000055,2022-11-04 00:00:00+00:00,RFP,xbrl_symbol_recovered,rfp-20220930.htm,837e8143f04e4338a86943a8f55c5ef68157b7b9b5740db2c3db28bc112e02ca,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,RFP,True
0001399529,DICERNA PHARMACEUTICALS INC,manufacturing,0001399529-21-000158,2021-11-10 00:00:00+00:00,DRNA,xbrl_symbol_recovered,drna-20210930.htm,e9fe0af07e2ad2bf068d2272f18ec1850776e8c73d7b4f39827c6e3049f6dd79,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,1,DRNA,True
0001403752,ZYMEWORKS INC.,manufacturing,0001403752-22-000020,2022-08-05 00:00:00+00:00,ZYME,xbrl_symbol_recovered,zyme-20220630.htm,ed90aa2dfd8134d15bdedc044275694fa140666896ca7e4c882386c5870af2a0,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,1,ZYME,True
0001421182,VERSO CORP,manufacturing,0001421182-22-000006,2022-03-01 00:00:00+00:00,VRS,xbrl_symbol_recovered,vrs-20211231.htm,2154076cda121936ce90fd2acf89eaf86ffc171c28a94fbcd2087dd51d6d7b2e,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,1,VRS,True
0001442836,"MERSANA THERAPEUTICS, INC.",manufacturing,0001628280-22-028551,2022-11-08 00:00:00+00:00,MRSN,xbrl_symbol_recovered,mrsn-20220930.htm,040668d11a55ca081bce1941b5a39d8bd140b49f79c86398fbf505469405f17c,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,MRSN,True
0001463258,"RENEWABLE ENERGY GROUP, INC.",manufacturing,0001628280-22-012703,2022-05-06 00:00:00+00:00,REGI,xbrl_symbol_recovered,regi-20220331.htm,db3913f7c0aa6603db83852564bea74f72530464575f2fea8e2c7d60e0aa4bfc,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,1,REGI,True
0001466301,"CLOVIS ONCOLOGY, INC.",manufacturing,0001558370-22-017027,2022-11-10 00:00:00+00:00,CLVS,xbrl_symbol_recovered,clvs-20220930x10q.htm,4594ba2930397d415e3feee924dd9512f5af4bd6cfe143eac93c2c73c490a3cf,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,CLVS,True
0001485003,"SESEN BIO, INC.",manufacturing,0001485003-22-000156,2022-11-08 00:00:00+00:00,SESN,xbrl_symbol_recovered,sesn-20220930.htm,7f2ca2509900b4c4fff926c9dad2503c7f38a4d67fd30287cb7c15a3f1bbaca5,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,SESN,True
0001501756,"ADVERUM BIOTECHNOLOGIES, INC.",manufacturing,0001628280-21-021777,2021-11-05 00:00:00+00:00,ADVM,xbrl_symbol_recovered,advm-20210930.htm,2207f82cf86d456920fec92453190c68d281fe6c14844bb4e9cdd09f13e9d45a,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,1,ADVM,True
0001538927,"FORMA THERAPEUTICS HOLDINGS, INC.",manufacturing,0000950170-22-015118,2022-08-06 00:00:00+00:00,FMTX,xbrl_symbol_recovered,fmtx-20220630.htm,94c13a76ea371430c47d57cc223b573715c07e0728c3b2809a057905c4065427,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,1,FMTX,True
0001560241,"G1 THERAPEUTICS, INC.",manufacturing,0001628280-22-027826,2022-11-03 00:00:00+00:00,GTHX,xbrl_symbol_recovered,gthx-20220930.htm,79ceee62248d7680e01ae3da8dbb302f80b86184afe22217a76ac2a1b50bad35,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,GTHX,True
0001564824,ALLAKOS INC.,manufacturing,0000950170-22-022601,2022-11-08 00:00:00+00:00,ALLK,xbrl_symbol_recovered,allk-20220930.htm,977772de7b0baaacf0ac7a454e71043c9f290f6cf84c84ce6c90f61f530e3e5f,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,ALLK,True
0001571498,"EPIZYME, INC.",manufacturing,0000950170-22-015748,2022-08-10 00:00:00+00:00,EPZM,xbrl_symbol_recovered,epzm-20220630.htm,6e169bbec52f53224818aa30f08bb8ac21c3937b267ae8610107d837f7c9ad70,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,1,EPZM,True
0001579823,"NEWAGE, INC.",manufacturing,0001493152-21-027662,2021-11-10 00:00:00+00:00,NBEV,xbrl_symbol_recovered,form10-q.htm,bf41c8fb8fe9d1d7ed9af4818cb10a13d2a2cf2595b812a1b2924e0a0f42b333,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,1,NBEV,True
0001580156,HOUGHTON MIFFLIN HARCOURT CO,manufacturing,0001564590-22-006489,2022-02-25 00:00:00+00:00,HMHC,xbrl_symbol_recovered,hmhc-10k_20211231.htm,02142f6409a41cf4f8bc39feada7837d7996d5d4d361a421fcc51291ad5848cc,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,1,HMHC,True
0001595585,"TRICIDA, INC.",manufacturing,0001595585-21-000128,2021-11-09 00:00:00+00:00,TCDA,xbrl_symbol_recovered,tcda-20210930.htm,6056fbda6c407dff7c63a4f27ab51c4ba9e19748943ebcb72a6a4da068dda50b,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,1,TCDA,True
0001595893,"TURNING POINT THERAPEUTICS, INC.",manufacturing,0000950170-22-015542,2022-08-09 00:00:00+00:00,TPTX,xbrl_symbol_recovered,tptx-20220630.htm,b507530ae244cf794a9cacb95517cad79b202c33a95fc0a11b6a48a76b8aa174,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,1,TPTX,True
0001597313,"VIEWRAY, INC.",manufacturing,0001628280-22-027622,2022-11-03 00:00:00+00:00,VRAY,xbrl_symbol_recovered,vray-20220930.htm,1a43d3f825d77df9352d42695a095404e02fd7dd9d902f1553224cd64db1d21c,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,VRAY,True
0001629137,"GLOBAL BLOOD THERAPEUTICS, INC.",manufacturing,0000950170-22-015231,2022-08-09 00:00:00+00:00,GBT,xbrl_symbol_recovered,gbt-20220630.htm,a4426f9cad4e3bb8ecfb84d8037f98ed8978d1b0d514597152d9b8f564327326,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,1,GBT,True
0001633932,ESSA PHARMA INC.,manufacturing,0001558370-22-000740,2022-02-04 00:00:00+00:00,EPIX,xbrl_symbol_recovered,tmb-20211231x10q.htm,92ec86f615fb3914d123aefe61bb4b6f7476bc9e97d1ec25d9cf96ce24c5ab1d,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,1,EPIX,True
0001637655,HORIZON GLOBAL CORP,manufacturing,0001637655-22-000182,2022-11-10 00:00:00+00:00,HZN,xbrl_symbol_recovered,hzn-20220930.htm,257fd69c0f33ef6385bed68c826197b23a45b7d2c252acb4686f1c1d7358c758,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,HZN,True
0001637761,SEASPINE HOLDINGS CORP,manufacturing,0001637761-22-000126,2022-11-04 00:00:00+00:00,SPNE,xbrl_symbol_recovered,spne-20220930.htm,aa0ad0b95949081834841645fcf0c492d11fa22329a69273dae41709b62da2e9,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,SPNE,True
0001640455,"JOUNCE THERAPEUTICS, INC.",manufacturing,0001640455-21-000147,2021-11-05 00:00:00+00:00,JNCE,xbrl_symbol_recovered,jnce-20210930.htm,6596419b7e3a54c618e8c4f0954971a1ff50400040a0e25fc60474c93106c524,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,1,JNCE,True
0001641991,"SPX FLOW, INC.",manufacturing,0001641991-22-000015,2022-02-17 00:00:00+00:00,FLOW,xbrl_symbol_recovered,spxf-20211231.htm,ed2c97d8bac22cf4c43e6b3539a31e48f7a9ec9547c7f6a6a7943aee1e97046d,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,1,FLOW,True
0001644440,GCP APPLIED TECHNOLOGIES INC.,manufacturing,0001644440-22-000026,2022-08-06 00:00:00+00:00,GCP,xbrl_symbol_recovered,gcpwi-20220630.htm,c09f4281270c23ef66ce001631dcc38e2c4daac00b101ba1037984ce08d87322,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,1,GCP,True
0001650962,"WELBILT, INC.",manufacturing,0001650962-22-000048,2022-05-11 00:00:00+00:00,WBT,xbrl_symbol_recovered,wbt-20220331.htm,93948e4b45b4fd033db01206e1d50d4041de482203a8a54bfee6c70c6367fadd,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,1,WBT,True
0001655075,"ARMSTRONG FLOORING, INC.",manufacturing,0001655075-22-000005,2022-03-10 00:00:00+00:00,AFI,xbrl_symbol_recovered,afi-20211231.htm,7b2167a203d6c6c93f51c9fc936ac0623d0843bcce5119fe0330c6d4a2757243,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,1,AFI,True
0001656634,"GRITSTONE BIO, INC.",manufacturing,0000950170-22-021895,2022-11-04 00:00:00+00:00,GRTS,xbrl_symbol_recovered,grts-20220930.htm,a4304bd56166304a1bbb5da95f22b66268b3be66a117294083c02ef627e326fe,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,GRTS,True
0001678463,"FORTERRA, INC.",manufacturing,0001678463-22-000020,2022-03-02 00:00:00+00:00,FRTA,xbrl_symbol_recovered,frta-20211231.htm,0efc0f424747f462b74dfa4b611c18b1f4ead70be3c017914e7aa1060a0445c9,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,1,FRTA,True
0001689813,BIOHAVEN PHARMACEUTICAL HOLDING CO LTD.,manufacturing,0001689813-22-000064,2022-08-06 00:00:00+00:00,BHVN,xbrl_symbol_recovered,bhvn-20220630.htm,91f1364a6905ec0ee87c97f0f654ee0b173b7802a44015f77a831f44da2f399d,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,1,BHVN,True
0001695357,"PROVENTION BIO, INC.",manufacturing,0001493152-21-027190,2021-11-05 00:00:00+00:00,PRVB,xbrl_symbol_recovered,form10-q.htm,f88dd1d10d06d05b7d6708f116ec775b26e34b346609f39f351f17ecc1a9b4fc,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,1,PRVB,True
0001709401,"RUBIUS THERAPEUTICS, INC.",manufacturing,0001709401-22-000019,2022-11-10 00:00:00+00:00,RUBY,xbrl_symbol_recovered,ruby-20220930.htm,5a15cdc9f1dec8aa9768ef797d82c991e90215203098f60e8dab415a36b87587,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,RUBY,True
0001719395,"EARGO, INC.",manufacturing,0001564590-22-021131,2022-05-25 00:00:00+00:00,EAR,xbrl_symbol_recovered,ear-10q_20220331.htm,9944d19abb2ce369e8ae63234431d9eaffb27de047ac953c54aae6a9441b16b2,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,1,EAR,True
0001722964,"Y-MABS THERAPEUTICS, INC.",manufacturing,0001558370-22-016659,2022-11-08 00:00:00+00:00,YMAB,xbrl_symbol_recovered,ymab-20220930x10q.htm,d7c0f7212f96c34a96d0d5b2f237d240df993acbff4a2fe49a7dc678a673e1d3,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,YMAB,True
0001733186,"VEONEER, INC.",manufacturing,0001733186-22-000012,2022-02-18 00:00:00+00:00,VNE,xbrl_symbol_recovered,vne-20211231.htm,f847332afa2cbbff65370dbdcccfbde3df9257f1184348b206adda3d74f4dd58,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,1,VNE,True
0001741830,"KRONOS BIO, INC.",manufacturing,0001741830-22-000035,2022-11-09 00:00:00+00:00,KRON,xbrl_symbol_recovered,kron-20220930.htm,6485a5e7bd72c3a6fe6985c2bb2f32d3f5f5ac688c58d698f651b884a7dfc3d3,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,KRON,True
0001757932,"ROMEO POWER, INC.",manufacturing,0001757932-22-000047,2022-08-09 00:00:00+00:00,RMO,xbrl_symbol_recovered,rmo-20220630.htm,9737f047a840aea183b18de111dcdbfb8e48343122d63adc705a4fe1176ec023,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,1,RMO,True
0001760173,"SURGALIGN HOLDINGS, INC.",manufacturing,0001628280-22-027804,2022-11-03 00:00:00+00:00,SRGA,xbrl_symbol_recovered,srga-20220930.htm,0648c703d89e8c17274cd0be34f2b03dec6406d400a816836c40c7e6e3d4a53d,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,SRGA,True
0001762303,"AVITA MEDICAL, INC.",manufacturing,0001564590-21-055252,2021-11-09 00:00:00+00:00,RCEL,xbrl_symbol_recovered,rcel-10q_20210930.htm,584c73fa2e06e0274a8a8d9f3bf627e4d1fdfa2343fd2710d73d415abe49033d,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,1,RCEL,True
0001779020,"DANIMER SCIENTIFIC, INC.",manufacturing,0000950170-22-023316,2022-11-09 00:00:00+00:00,DNMR,xbrl_symbol_recovered,dnmr-20220930.htm,ef3374ef809e1d2680b118f3b6ea0c790907c6fa22c568e8d7e35f79e10604a7,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,DNMR,True
0001801777,APPLIED MOLECULAR TRANSPORT INC.,manufacturing,0001564590-22-036860,2022-11-08 00:00:00+00:00,AMTI,xbrl_symbol_recovered,amti-10q_20220930.htm,ff8058aa3787c96aac70432cc881eb683eac4563094d6fc10a57cd5a18adf76d,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,AMTI,True
0001160791,GOLD RESOURCE CORP,materials_and_mining,0001558370-23-017830,2023-11-08 00:00:00+00:00,GORO,xbrl_symbol_recovered,goro-20230930x10q.htm,f4256a01d323e1701e03b089cb5504ae132b4a699b8a0f3b1fda57e513eafbc7,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,1,GORO,True
0001164727,NEWMONT CORP /DE/,materials_and_mining,0001164727-26-000010,2026-02-20 00:00:00+00:00,NEM,xbrl_symbol_recovered,nem-20251231.htm,35ab1a54d48d9991b1612c3a3a28623267081cfb8e054f71501b14c7a30340cc,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,NEM,True
0001524741,"U.S. SILICA HOLDINGS, INC.",materials_and_mining,0001524741-24-000018,2024-08-01 00:00:00+00:00,SLCA,xbrl_symbol_recovered,slca-20240630.htm,884421f58ad172811048d42c6f210a1dff43a692cc6861824f6577534676cd78,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,1,SLCA,True
0001575051,SISECAM RESOURCES LP,materials_and_mining,0001628280-23-014981,2023-05-04 00:00:00+00:00,SIRE,xbrl_symbol_recovered,cinr-20230331.htm,cf45980691100a3f579bf15141ce1a52c7f9f81b960a5006b112bd586f1737a9,2023-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,7,1,SIRE,True
0001621563,"SUMMIT MATERIALS, INC.",materials_and_mining,0001628280-24-044485,2024-11-01 00:00:00+00:00,SUM,xbrl_symbol_recovered,sum-20240928.htm,08096720f484e86291f6fdf35519512ebf58f7e20b94a660b86043c95d7ec2f1,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,1,SUM,True
0001728205,PIEDMONT LITHIUM INC.,materials_and_mining,0001728205-24-000096,2024-11-13 00:00:00+00:00,PLL,xbrl_symbol_recovered,pll-20240930.htm,9c000956fd48274e11a335fd3809ee1784d1db370acb979bcd546d827f413ae0,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,1,PLL,True
0000028917,"DILLARD'S, INC.",retail_trade,0000028917-26-000006,2026-03-28 00:00:00+00:00,DDS,xbrl_symbol_recovered,dds-20260131x10k.htm,e16aa92afd72972af749b16424122a70f1411c4b0b2fb9c1fa823b211e65ad88,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,DDS,True
0000072333,NORDSTROM INC,retail_trade,0000072333-25-000039,2025-03-22 00:00:00+00:00,JWN,xbrl_symbol_recovered,jwn-20250201.htm,6439b0e6786c666c285290f17b8f69428fb62ad16d8b34e8fa48fc5041a7e220,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,JWN,True
0000084129,RITE AID CORP,retail_trade,0001558370-23-016503,2023-10-19 00:00:00+00:00,RAD,xbrl_symbol_recovered,rad-20230902x10q.htm,6c2280f7af9aa62594ed67e550a33307120dcbb6d023a0508e0100384bc1a036,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,1,RAD,True
0000768835,BIG LOTS INC,retail_trade,0000768835-24-000067,2024-09-13 00:00:00+00:00,BIG,xbrl_symbol_recovered,big-20240803.htm,762317bd2843573b5e4fc5d3070ef1d57286df0fad57648ce0fc5657d71984a4,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,1,BIG,True
0000800240,ODP CORP,retail_trade,0001193125-25-266241,2025-11-06 00:00:00+00:00,ODP,xbrl_symbol_recovered,odp-20250927.htm,95eab3f3c51b3167e5ba38b10425b366299f7e23efe8a01ac3d4c893ea93366b,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,ODP,True
0000809248,"CARROLS RESTAURANT GROUP, INC.",retail_trade,0000809248-24-000061,2024-05-10 00:00:00+00:00,TAST,xbrl_symbol_recovered,tast-20240331.htm,256f9910b1757d14de42a537b8f3426b23612def182fa6226263789ceaa213c4,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,1,TAST,True
0000850209,"FOOT LOCKER, INC.",retail_trade,0001437749-25-028146,2025-09-03 00:00:00+00:00,FL,xbrl_symbol_recovered,floc20250625_10q.htm,0f3b14b3d5ccc529b73255e284214582883bd83871c6439a94d43b77b679b504,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,FL,True
0000852772,DENNY'S CORP,retail_trade,0000852772-25-000121,2025-11-05 00:00:00+00:00,DENN,xbrl_symbol_recovered,denn-20250924.htm,bf48131607d8eb5c2a54ca42b7e600c619df15f5a325f919c0b3bd0244e5ebff,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,DENN,True
0000878726,TUESDAY MORNING CORP/DE,retail_trade,0000950170-22-025574,2022-11-23 00:00:00+00:00,TUEM,xbrl_symbol_recovered,tuem-20221001.htm,6627ce7a43e4234c1ddde0f03e8b214b70b9fc55747384281378a6245695c869,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,TUEM,True
0000897429,"CHICO'S FAS, INC.",retail_trade,0000897429-23-000112,2023-12-01 00:00:00+00:00,CHS,xbrl_symbol_recovered,chs-20231028.htm,3f52ec85140601ce03d91f6974381c108890badf84427f9776155e4aa67ebe21,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,1,CHS,True
