Date,exact_gross_return,exact_net_return,exact_turnover,exact_cost,exact_wealth,exact_drawdown,saved_gross_return,saved_net_return,saved_turnover,saved_cost,saved_wealth,saved_drawdown,b7_style_gross_return,b7_style_net_return,b7_style_turnover,b7_style_cost,exact_minus_saved_net
2010-07-30,0.007933494240487402,0.007744548109069755,0.1889461314176462,0.00018894613141764622,1.4278000406941727,-0.04283241954251116,0.0079334942404873,0.0077445481090696,0.1889461314176461,0.0001889461314176,1.427800040694171,-0.042832419542511,0.0017501044053982715,0.001372212142562979,0.3778922628352924,0.00037789226283529244,1.5525775109992423e-16
2010-08-06,-0.0020751994608895286,-0.002078241222786264,0.003041761896735643,3.0417618967356427e-06,1.424832727791706,-0.04482164466533256,-0.0020751994608895,-0.0020782412227862,0.0030417618967356,3.0417618967356753e-06,1.4248327277917048,-0.0448216446653324,0.007863898267550323,0.007857814743756852,0.006083523793471286,6.083523793471285e-06,-6.418476861114186e-17
2010-08-13,0.01133273245323056,0.011321072673205283,0.011659780025277016,1.1659780025277017e-05,1.4409633626501974,-0.03400800108871593,0.0113327324532304,0.0113210726732052,0.0116597800252769,1.1659780025276998e-05,1.440963362650196,-0.034008001088716,-0.002304681779258828,-0.002328001339309382,0.023319560050554033,2.3319560050554033e-05,8.326672684688674e-17
2010-08-20,0.001065428519369116,0.0010545909917284491,0.010837527640666852,1.0837527640666852e-05,1.4424829896318592,-0.032989274628582255,0.001065428519369,0.0010545909917284,0.0108375276406668,1.0837527640666803e-05,1.4424829896318574,-0.0329892746285824,0.011175721308504256,0.011154046253222923,0.021675055281333705,2.1675055281333705e-05,4.92227786308419e-17
2010-08-27,0.011673289953078947,0.01154078947588333,0.13250047719561675,0.00013250047719561676,1.4591303821377435,-0.021829207426149355,0.011673289953079,0.0115407894758833,0.1325004771956167,0.0001325004771956,1.4591303821377417,-0.0218292074261495,0.0010315147493119836,0.0007665137949207501,0.2650009543912335,0.0002650009543912335,2.949029909160572e-17
2010-09-03,-0.0033818063984799407,-0.0033927823157980336,0.010975917318092894,1.0975917318092894e-05,1.454179870380783,-0.025147927993024122,-0.0033818063984799,-0.003392782315798,0.0109759173180929,1.0975917318092951e-05,1.4541798703807811,-0.0251479279930243,0.011357859833342499,0.011335907998706313,0.021951834636185788,2.1951834636185788e-05,-3.3393426912553537e-17
2010-09-10,0.008761088327388995,0.008749289400340155,0.011798927048839213,1.1798927048839214e-05,1.4669029109068936,-0.01661866509251375,0.0087610883273889,0.0087492894003401,0.0117989270488392,1.1798927048839258e-05,1.4669029109068916,-0.016618665092514,-0.003422560944625763,-0.0034461587987234415,0.023597854097678426,2.3597854097678427e-05,5.551115123125783e-17
2010-09-17,0.007985407263576272,0.007964502512761108,0.02090475081516415,2.0904750815164153e-05,1.478586062826788,-0.008786521979640805,0.0079854072635763,0.0079645025127611,0.0209047508151642,2.0904750815164258e-05,1.478586062826786,-0.0087865219796411,0.008667544005397192,0.008625734503766865,0.0418095016303283,4.1809501630328305e-05,8.673617379884035e-18
2010-09-24,0.008066220620039099,0.007877142562767066,0.18907805727203347,0.00018907805727203346,1.490233096034995,-0.0009785921031383316,0.008066220620039,0.007877142562767,0.1890780572720334,0.000189078057272,1.490233096034993,-0.0009785921031386,0.00790573003255499,0.0075275739180109226,0.37815611454406695,0.00037815611454406693,6.591949208711867e-17
2010-10-01,0.011667657536961177,0.0116612027937962,0.006454743164977351,6.454743164977351e-06,1.5076110063778858,0.0,0.0116676575369611,0.0116612027937961,0.0064547431649774,6.454743164977403e-06,1.5076110063778836,0.0,0.007970756879409607,0.007957847393079653,0.012909486329954702,1.2909486329954702e-05,9.8879238130678e-17
2010-10-08,-0.003229975111208882,-0.003249115176713843,0.019140065504961147,1.914006550496115e-05,1.5027126045764825,-0.0032491151767138904,-0.0032299751112089,-0.0032491151767138,0.0191400655049611,1.9140065504961135e-05,1.5027126045764805,-0.0032491151767138,0.011517575660259016,0.011479295529249095,0.038280131009922294,3.82801310099223e-05,-4.2934406030425976e-17
2010-10-15,0.0012758715976814035,0.0012609873005057838,0.014884297175619845,1.4884297175619845e-05,1.5046075060871635,-0.00199222496918372,0.0012758715976813,0.0012609873005057,0.0148842971756199,1.4884297175619906e-05,1.504607506087161,-0.0019922249691837,-0.003458047599756148,-0.0034878161941073876,0.02976859435123969,2.976859435123969e-05,8.370040771588094e-17
2010-10-22,0.0008409986217386956,0.0008254532391805246,0.015545382558170956,1.5545382558170957e-05,1.5058494892267584,-0.0011684162185572333,0.0008409986217386,0.0008254532391805,0.0155453825581709,1.554538255817095e-05,1.5058494892267562,-0.0011684162185572,0.0011087918034668144,0.0010777010383504725,0.03109076511634191,3.1090765116341915e-05,2.461138931542095e-17
2010-10-29,0.01468440945877135,0.014477897907193107,0.2065115515782421,0.0002065115515782421,1.5276510243953823,0.0,0.0146844094587713,0.0144778979071931,0.206511551578242,0.0002065115515782,1.52765102439538,0.0,0.0007374357898295486,0.0003244126866730644,0.4130231031564842,0.0004130231031564842,6.938893903907228e-18
2010-11-05,-0.026843672661973485,-0.02686357560469585,0.019902942722364987,1.990294272236499e-05,1.4866128556039457,-0.026863575604695877,-0.0268436726619734,-0.0268635756046958,0.0199029427223648,1.9902942722364897e-05,1.4866128556039435,-0.0268635756046957,0.01425469306994246,0.01421488718449773,0.039805885444729974,3.980588544472998e-05,-4.85722573273506e-17
2010-11-12,-0.003374394912481364,-0.0034043238108561083,0.02992889837474419,2.992889837474419e-05,1.4815519440620886,-0.03017644710547618,-0.0033743949124813,-0.003404323810856,0.0299288983747442,2.9928898374744217e-05,1.4815519440620866,-0.030176447105476,-0.02727884498702946,-0.02733870278377895,0.05985779674948838,5.985779674948838e-05,-1.0842021724855044e-16
2010-11-19,0.0008252572535198961,0.0008018968852754217,0.02336036824447437,2.3360368244474373e-05,1.4827399959514058,-0.029398748619143156,0.0008252572535198,0.0008018968852753,0.0233603682444743,2.3360368244474335e-05,1.4827399959514038,-0.029398748619143,-0.003438343425723555,-0.003485064162212504,0.04672073648894874,4.6720736488948745e-05,1.2175590397012215e-16
2010-11-26,0.020999155288710065,0.020810533574924128,0.18862171378593698,0.000188621713785937,1.5135966064200357,-0.009200018689418332,0.02099915528871,0.0208105335749241,0.1886217137859368,0.0001886217137859,1.5135966064200332,-0.0092000186894184,0.0007360073609257625,0.0003587639333538885,0.37724342757187396,0.000377243427571874,2.7755575615628914e-17
2010-12-03,-0.011456789943542395,-0.011472527251803125,0.015737308260729485,1.5737308260729485e-05,1.4962318281046452,-0.020566998476090004,-0.0114567899435423,-0.011472527251803,0.0157373082607294,1.5737308260729414e-05,1.4962318281046427,-0.0205669984760901,0.02054338334454594,0.02051190872802448,0.03147461652145897,3.147461652145897e-05,-1.249000902703301e-16
2010-12-10,-0.0010803748086918713,-0.0010882662022380892,0.007891393546217807,7.891393546217807e-06,1.4946035295754059,-0.021632882309005064,-0.0010803748086918,-0.001088266202238,0.0078913935462178,7.891393546217847e-06,1.4946035295754034,-0.0216328823090052,-0.011560736054531858,-0.011576518841624294,0.015782787092435614,1.5782787092435613e-05,-8.912141857830846e-17
2010-12-17,0.009513284361060735,0.009491396216164337,0.02188814489639794,2.188814489639794e-05,1.5087894038606835,-0.012346812350133352,0.0095132843610607,0.0094913962161643,0.0218881448963979,2.18881448963979e-05,1.508789403860681,-0.0123468123501334,-0.0011411942553195742,-0.00118497054511237,0.04377628979279588,4.377628979279588e-05,3.8163916471489756e-17
2010-12-24,0.01813608288978792,0.018121716882896172,0.014366006891747853,1.4366006891747853e-05,1.5361312582733606,0.0,0.0181360828897878,0.0181217168828961,0.0143660068917478,1.4366006891747824e-05,1.5361312582733582,0.0,0.00941099890100722,0.009382266887223725,0.028732013783495707,2.8732013783495706e-05,7.28583859910259e-17
2010-12-31,-0.017086073678297956,-0.01721326932098384,0.1271956426858844,0.00012719564268588441,1.5096894172123194,-0.01721326932098388,-0.0170860736782979,-0.0172132693209838,0.1271956426858844,0.0001271956426858,1.509689417212317,-0.0172132693209838,0.017922755445408313,0.017668364160036545,0.2543912853717688,0.00025439128537176883,-4.163336342344337e-17
2011-01-07,0.004348418633743357,0.00433893139647995,0.009487237263406997,9.487237263406997e-06,1.5162398560235955,-0.012949025119196822,0.0043484186337433,0.0043389313964799,0.009487237263407,9.487237263407024e-06,1.516239856023593,-0.0129490251191968,-0.017376401462332713,-0.01739537593685953,0.018974474526813993,1.8974474526813993e-05,5.0306980803327406e-17
2011-01-14,-0.006624373318229468,-0.0066474724937190584,0.023099175489589965,2.3099175489589965e-05,1.506160693286798,-0.019510419324615613,-0.0066243733182294,-0.006647472493719,0.02309917548959,2.3099175489590023e-05,1.5061606932867957,-0.0195104193246155,0.00425601686522182,0.00420981851424264,0.04619835097917993,4.619835097917993e-05,-5.811323644522304e-17
2011-01-21,0.002546571015083378,0.002532396529865949,0.014174485217429356,1.4174485217429356e-05,1.509974889399898,-0.017027430912943453,0.0025465710150833,0.0025323965298659,0.0141744852174293,1.4174485217429368e-05,1.5099748893998954,-0.0170274309129435,-0.006711685538889368,-0.006740034509324227,0.028348970434858713,2.8348970434858713e-05,4.90059381963448e-17
2011-01-28,0.013064439219310121,0.012782938814014714,0.2815004052954066,0.0002815004052954066,1.5292768060217958,-0.004462152706448563,0.01306443921931,0.0127829388140146,0.2815004052954066,0.0002815004052954,1.5292768060217927,-0.004462152706449,0.0024979696319549715,0.0019349688213641581,0.5630008105908132,0.0005630008105908132,1.1449174941446927e-16
2011-02-04,0.0069614240355390725,0.0069517431045517135,0.009680930987359407,9.680930987359408e-06,1.539907945513009,0.0,0.006961424035539,0.0069517431045516,0.0096809309873593,9.680930987359396e-06,1.5399079455130054,0.0,0.01293080482486009,0.012911442962885373,0.019361861974718814,1.9361861974718815e-05,1.1362438767648086e-16
2011-02-11,0.01343225019413155,0.013405451834167081,0.026798359964470157,2.6798359964470157e-05,1.5605511073056348,0.0,0.0134322501941315,0.013405451834167,0.0267983599644702,2.679835996447022e-05,1.560551107305631,0.0,0.006851228040612303,0.006797631320683362,0.053596719928940315,5.3596719928940315e-05,8.153200337090993e-17
2011-02-18,-0.000503686335757362,-0.0005187513549176636,0.015065019160301656,1.5065019160301657e-05,1.5597415693043017,-0.0005187513549176348,-0.0005036863357573,-0.0005187513549176,0.0150650191603017,1.506501916030173e-05,1.559741569304298,-0.0005187513549177,0.013300905899198053,0.01327077586087745,0.030130038320603313,3.0130038320603314e-05,-6.364266752489911e-17
2011-02-25,0.00786383301507491,0.00779449372372925,0.06933929134566084,6.933929134566085e-05,1.5718989651768838,0.0,0.0078638330150749,0.0077944937237292,0.0693392913456607,6.933929134566077e-05,1.57189896517688,0.0,-0.0005851525360315792,-0.0007238311187229008,0.1386785826913217,0.0001386785826913217,4.9439619065339e-17
2011-03-04,-0.012490527906174172,-0.012505952050577668,0.015424144403495354,1.5424144403495353e-05,1.552240872090029,-0.012505952050577696,-0.0124905279061741,-0.0125059520505776,0.0154241444034953,1.5424144403495387e-05,1.5522408720900251,-0.0125059520505776,0.00777649120441227,0.00774564291560528,0.03084828880699071,3.0848288806990706e-05,-6.765421556309548e-17
2011-03-11,-0.00775711357505003,-0.007764226908931103,0.00711333388107341,7.11333388107341e-06,1.5401889217418048,-0.020173079910075997,-0.00775711357505,-0.0077642269089311,0.0071133338810734,7.113333881073441e-06,1.5401889217418012,-0.0201730799100758,-0.012636108418870013,-0.01265033508663216,0.01422666776214682,1.422666776214682e-05,-3.469446951953614e-18
2011-03-18,0.015128363741564118,0.015109081632417682,0.019282109146435307,1.9282109146435308e-05,1.5634597618897472,-0.005368794988796832,0.015128363741564,0.0151090816324175,0.0192821091464352,1.928210914643521e-05,1.5634597618897432,-0.0053687949887969,-0.007839420326986282,-0.007877984545279153,0.038564218292870614,3.8564218292870615e-05,1.8214596497756474e-16
2011-03-25,0.009257266115647355,0.008898113656316627,0.3591524593307269,0.00035915245933072694,1.5773716045481199,0.0,0.0092572661156473,0.0088981136563166,0.3591524593307268,0.0003591524593307,1.577371604548116,0.0,0.01490994676127966,0.014191641842618206,0.7183049186614539,0.0007183049186614539,2.7755575615628914e-17
2011-04-01,-0.0004374960436400114,-0.0004472842120823037,0.009788168442292263,9.788168442292263e-06,1.5766660711328186,-0.0004472842120822884,-0.0004374960436399,-0.0004472842120822,0.0097881684422921,9.788168442292188e-06,1.5766660711328149,-0.0004472842120822,0.009151924975700007,0.009132348638815423,0.019576336884584527,1.9576336884584526e-05,-1.037039377982385e-16
2011-04-08,0.001348463750130669,0.0013390746900043078,0.009389060126361098,9.389060126361099e-06,1.5787773447632611,0.0,0.0013484637501306,0.0013390746900042,0.009389060126361,9.389060126361065e-06,1.5787773447632572,0.0,-0.0005242658606319642,-0.0005430439808846864,0.018778120252722196,1.8778120252722197e-05,1.0776969594505914e-16
2011-04-15,0.010255321754752971,0.010234528750387729,0.020793004365242805,2.0793004365242806e-05,1.5949353868887015,0.0,0.0102553217547529,0.0102345287503877,0.0207930043652428,2.079300436524281e-05,1.5949353868886975,0.0,0.0012896780238391907,0.001248092015108705,0.04158600873048561,4.158600873048561e-05,2.949029909160572e-17
2011-04-22,0.014356040470403883,0.014331778585647392,0.0242618847564922,2.42618847564922e-05,1.6177936477120043,0.0,0.0143560404704038,0.0143317785856473,0.0242618847564922,2.4261884756492225e-05,1.617793647712,0.0,0.010172543210268021,0.010124019440755036,0.0485237695129844,4.85237695129844e-05,9.194034422677078e-17
2011-04-29,-0.02630580383390226,-0.02673934075683926,0.4335369229370022,0.0004335369229370022,1.574534912091583,-0.026739340756839258,-0.0263058038339022,-0.0267393407568392,0.4335369229370022,0.000433536922937,1.574534912091579,-0.0267393407568391,0.01414463557591176,0.013277561730037756,0.8670738458740044,0.0008670738458740044,-6.245004513516506e-17
2011-05-06,-0.0031720026484209564,-0.0032017285082007155,0.029725859779759202,2.9725859779759203e-05,1.5694936787763822,-0.02985545715544824,-0.0031720026484209,-0.0032017285082006,0.0297258597797591,2.9725859779759172e-05,1.5694936787763782,-0.0298554571554481,-0.026860842013646337,-0.026920293733205855,0.059451719559518404,5.9451719559518405e-05,-1.1535911115245767e-16
2011-05-13,0.005744394959326947,0.005719222661243266,0.025172298083680447,2.517229808368045e-05,1.5784699625907181,-0.024306984501330176,0.0057443949593269,0.0057192226612432,0.0251722980836804,2.5172298083680496e-05,1.578469962590714,-0.0243069845013301,-0.003215255466003912,-0.003265600062171273,0.050344596167360894,5.03445961673609e-05,6.591949208711867e-17
2011-05-20,0.008248674027327917,0.008230827696506116,0.01784633082180036,1.7846330821800362e-05,1.591462076876913,-0.01627622340607604,0.0082486740273279,0.0082308276965061,0.0178463308218003,1.78463308218003e-05,1.5914620768769088,-0.0162762234060761,0.005710208582669304,0.005674515921025703,0.03569266164360072,3.5692661643600724e-05,1.5612511283791264e-17
2011-05-27,-0.003431340471918468,-0.003875879841997497,0.44453937007902894,0.0004445393700790289,1.5852937610938425,-0.020089018561869953,-0.0034313404719184,-0.0038758798419974,0.4445393700790289,0.000444539370079,1.5852937610938382,-0.02008901856187,0.008183273996063365,0.007294195255905307,0.8890787401580579,0.0008890787401580579,-9.71445146547012e-17
2011-06-03,-0.01694458758758045,-0.016968445208627916,0.023857621047466165,2.3857621047466165e-05,1.5583937907691419,-0.03671658435973579,-0.0169445875875804,-0.0169684452086279,0.0238576210474662,2.3857621047466236e-05,1.5583937907691376,-0.0367165843597357,-0.0034801604323772568,-0.0035278756744721892,0.04771524209493233,4.771524209493233e-05,-1.734723475976807e-17
2011-06-10,-0.0019695410946026443,-0.0020066195691065473,0.037078474503903204,3.7078474503903203e-05,1.5552666872922103,-0.03864952771215535,-0.0019695410946026,-0.0020066195691065,0.0370784745039032,3.70784745039033e-05,1.5552666872922063,-0.0386495277121553,-0.017225325248636,-0.017299482197643806,0.07415694900780641,7.415694900780641e-05,-4.7271214720367993e-17
2011-06-17,-0.0010294407388003034,-0.0010586943915131654,0.029253652712861997,2.9253652712861996e-05,1.5536201351730667,-0.03966730406544505,-0.0010294407388003,-0.0010586943915131,0.029253652712862,2.925365271286208e-05,1.5536201351730627,-0.039667304065445,-0.0020299151043039025,-0.0020884224097296265,0.05850730542572399,5.850730542572399e-05,-6.548581121812447e-17
2011-06-24,0.029833063008523626,0.029662229083654543,0.17083392486908194,0.00017083392486908194,1.5997039715315486,-0.01118169564211069,0.0298330630085236,0.0296622290836545,0.170833924869082,0.000170833924869,1.5997039715315444,-0.0111816956421106,-0.0010568504010834859,-0.0013985182508216498,0.3416678497381639,0.0003416678497381639,4.5102810375396984e-17
2011-07-01,0.006744692188073433,0.006722815776115854,0.021876411957579237,2.1876411957579237e-05,1.6104584866284761,-0.00453405234586135,0.0067446921880733,0.0067228157761157,0.0218764119575791,2.1876411957579132e-05,1.610458486628472,-0.0045340523458613,0.02900005277801845,0.02895629995410329,0.04375282391515847,4.3752823915158474e-05,1.5352302762394743e-16
2011-07-08,-0.009857495812568676,-0.009882910514387602,0.025414701818926286,2.5414701818926285e-05,1.5945424695179908,-0.0143721532266472,-0.0098574958125686,-0.0098829105143875,0.0254147018189262,2.541470181892621e-05,1.5945424695179866,-0.0143721532266473,0.006620820536109921,0.006569991132472068,0.05082940363785257,5.082940363785257e-05,-1.0234868508263162e-16
2011-07-15,0.014798721041604393,0.0147750527612393,0.02366828036509333,2.3668280365093332e-05,1.618101918635156,0.0,0.0147987210416044,0.0147750527612393,0.0236682803650932,2.366828036509329e-05,1.6181019186351515,0.0,-0.010031640604549606,-0.010078977165279793,0.04733656073018666,4.7336560730186664e-05,0.0
2011-07-22,-0.016372072732253336,-0.016392512224690414,0.020439492437077694,2.0439492437077693e-05,1.5915771631531341,-0.016392512224690403,-0.0163720727322533,-0.0163925122246904,0.0204394924370776,2.0439492437077665e-05,1.59157716315313,-0.0163925122246905,0.014597941398190196,0.01455706241331604,0.04087898487415539,4.0878984874155385e-05,-1.3877787807814457e-17
2011-07-29,-0.031782566145293026,-0.03212443195892003,0.3418658136270011,0.00034186581362700107,1.5404486508680504,-0.04799034404001257,-0.031782566145293,-0.03212443195892,0.3418658136270012,0.000341865813627,1.5404486508680462,-0.0479903440400126,-0.016693584807415958,-0.01737731643466996,0.6837316272540022,0.0006837316272540021,-2.7755575615628914e-17
2011-08-05,0.017874734746175774,0.017846116427697564,0.028618318478210066,2.8618318478210065e-05,1.5679396768423313,-0.031000668879458293,0.0178747347461757,0.0178461164276975,0.0286183184782099,2.8618318478209987e-05,1.5679396768423268,-0.0310006688794585,-0.03415108491785599,-0.03420832155481241,0.05723663695642013,5.723663695642013e-05,6.245004513516506e-17
2011-08-12,0.0077631459209138946,0.007750085145780509,0.013060775133386012,1.3060775133386012e-05,1.580091342841307,-0.023490841557069708,0.0077631459209138,0.0077500851457804,0.013060775133386,1.306077513338601e-05,1.5800913428413026,-0.0234908415570699,0.01733494814339001,0.017308826593123237,0.026121550266772025,2.6121550266772025e-05,1.0842021724855044e-16
2011-08-19,0.00986097979685149,0.009854917913500514,0.006061883350976155,6.061883350976155e-06,1.595663013320841,-0.013867423958833114,0.0098609797968514,0.0098549179135005,0.0060618833509761,6.061883350976155e-06,1.5956630133208365,-0.0138674239588333,0.006805278972974758,0.006793155206272806,0.01212376670195231,1.212376670195231e-05,1.3877787807814457e-17
2011-08-26,0.007810647324579622,0.007290977054494445,0.519670270085177,0.000519670270085177,1.6072969557376686,-0.006677553974227535,0.0078106473245796,0.0072909770544944,0.519670270085177,0.0005196702700851,1.6072969557376642,-0.0066775539742276,0.009493869024081121,0.008454528483910767,1.039340540170354,0.001039340540170354,4.5102810375396984e-17
2011-09-02,-0.004658398139785359,-0.004667260199440778,0.0088620596554187,8.862059655418701e-06,1.599795282627472,-0.011313648291774725,-0.0046583981397853,-0.0046672601994407,0.0088620596554187,8.862059655418749e-06,1.5997952826274675,-0.0113136482917748,0.00769680388295331,0.007679079763642472,0.0177241193108374,1.7724119310837402e-05,-7.719519468096792e-17
2011-09-09,0.002460997676400379,0.002429022003679513,0.03197567272086585,3.197567272086585e-05,1.6036812205703568,-0.008912107388737822,0.0024609976764004,0.0024290220036795,0.0319756727208659,3.1975672720865976e-05,1.6036812205703523,-0.0089121073887379,-0.0046966138068469535,-0.004760565152288686,0.0639513454417317,6.39513454417317e-05,1.3010426069826053e-17
2011-09-16,-0.021135995092866972,-0.0211381645705228,0.0021694776558292017,2.1694776558292017e-06,1.5697823430112838,-0.02986188636660725,-0.0211359950928669,-0.0211381645705228,0.0021694776558292,2.169477655829221e-06,1.5697823430112792,-0.0298618863666075,0.0022635555141051864,0.002259216558793528,0.004338955311658403,4.3389553116584034e-06,0.0
2011-09-23,-0.004965791714493981,-0.004970915872879907,0.005124158385925402,5.124158385925402e-06,1.5619790870454424,-0.034684361314553214,-0.0049657917144939,-0.0049709158728798,0.0051241583859254,5.124158385925453e-06,1.5619790870454378,-0.0346843613145535,-0.022289863938421424,-0.022300112255193273,0.010248316771850804,1.0248316771850805e-05,-1.0668549377257364e-16
2011-09-30,-0.00038529589163857733,-0.0005313034182558283,0.14600752661725097,0.00014600752661725097,1.561149202217251,-0.03519723681308262,-0.0003852958916385,-0.0005313034182558,0.146007526617251,0.0001460075266172,1.5611492022172464,-0.0351972368130829,-0.00501286291820706,-0.005304877971441562,0.29201505323450194,0.00029201505323450195,-2.8297676701871666e-17
2011-10-07,0.006230072645939111,0.006225749500288241,0.004323145650869098,4.323145650869098e-06,1.5708685260828303,-0.02919061649229504,0.0062300726459391,0.0062257495002882,0.0043231456508689,4.32314565086899e-06,1.5708685260828257,-0.0291906164922953,-0.0004153444385091513,-0.0004239907298108895,0.008646291301738196,8.646291301738195e-06,4.163336342344337e-17
2011-10-14,-0.0013216597747966294,-0.0013255543774201384,0.0038946026235090457,3.8946026235090455e-06,1.5687862544317297,-0.03047747712024418,-0.0013216597747966,-0.0013255543774201,0.003894602623509,3.894602623509088e-06,1.568786254431725,-0.0304774771202446,0.006012862864844216,0.006005073659597198,0.007789205247018091,7.789205247018091e-06,-3.838075690598686e-17
2011-10-21,0.01040401455438205,0.010397970573750723,0.006043980631327658,6.0439806313276575e-06,1.5850984477418153,-0.020396410456752,0.010404014554382,0.0103979705737507,0.0060439806313276,6.0439806313276686e-06,1.5850984477418106,-0.0203964104567523,-0.0013890283185615312,-0.0014011162798241864,0.012087961262655315,1.2087961262655315e-05,2.42861286636753e-17
2011-10-28,0.006142833489658357,0.0060970236449253284,0.04580984473302799,4.580984473302799e-05,1.5947628304572317,-0.014423744208653111,0.0061428334896583,0.0060970236449253,0.045809844733028,4.580984473302807e-05,1.594762830457227,-0.0144237442086534,0.010105212695087771,0.010013593005621714,0.09161968946605598,9.161968946605598e-05,2.862293735361732e-17
2011-11-04,-0.001941051510745332,-0.0019428127866654478,0.0017612759201158052,1.7612759201158054e-06,1.5916645048385205,-0.016338534360638368,-0.0019410515107453,-0.0019428127866654,0.0017612759201158,1.761275920115851e-06,1.591664504838516,-0.0163385343606385,0.0060068533510876055,0.006003330799247374,0.0035225518402316105,3.5225518402316107e-06,-4.7704895589362195e-17
2011-11-11,-0.0034696528600435695,-0.0034729593031103145,0.0033064430667448033,3.3064430667448032e-06,1.5861367187890112,-0.019754750598841686,-0.0034696528600435,-0.0034729593031103,0.0033064430667447,3.306443066744785e-06,1.5861367187890067,-0.0197547505988419,-0.0019891107472708863,-0.001995723633404376,0.006612886133489607,6.6128861334896065e-06,-1.431146867680866e-17
2011-11-18,-0.005794399583140104,-0.005801879747579451,0.007480164439346209,7.480164439346209e-06,1.576934144283377,-0.02544201565900328,-0.0057943995831401,-0.0058018797475794,0.0074801644393462,7.4801644393462224e-06,1.5769341442833729,-0.0254420156590033,-0.0036299157367046444,-0.003644876065583337,0.014960328878692418,1.4960328878692418e-05,-5.117434254131581e-17
2011-11-25,0.01789049375339621,0.01744125488870526,0.44923886469095287,0.00044923886469095287,1.6044378546365259,-0.008444501450289077,0.0178904937533962,0.0174412548887052,0.4492388646909528,0.0004492388646909,1.6044378546365214,-0.0084445014502891,-0.005900473366730783,-0.006798951096112688,0.8984777293819057,0.0008984777293819057,5.898059818321144e-17
2011-12-02,-0.00732813938406106,-0.007334359941850237,0.006220557789177297,6.220557789177297e-06,1.5926703299062916,-0.015716926378973373,-0.007328139384061,-0.0073343599418502,0.0062205577891771,6.22055778917719e-06,1.5926703299062874,-0.0157169263789733,0.017340855825189256,0.0173284147096109,0.012441115578354594,1.2441115578354594e-05,-3.729655473350135e-17
2011-12-09,-0.00505587164364379,-0.005071864984266276,0.015993340622485572,1.599334062248557e-05,1.58459252102856,-0.020709077234677853,-0.0050558716436438,-0.0050718649842663,0.0159933406224855,1.5993340622485557e-05,1.584592521028556,-0.0207090772346779,-0.007419609899037581,-0.0074515965802825525,0.031986681244971144,3.198668124497114e-05,2.42861286636753e-17
2011-12-16,-0.0024691740122587303,-0.0024912861872407014,0.022112174981971208,2.211217498197121e-05,1.5806448475685166,-0.02314877118385339,-0.0024691740122587,-0.0024912861872407,0.0221121749819712,2.2112174981971225e-05,1.5806448475685124,-0.0231487711838533,-0.005956664104098194,-0.006000888454062136,0.044224349963942415,4.422434996394242e-05,-1.3010426069826053e-18
2011-12-23,0.0017851497816605577,0.0017616075209848981,0.023542260675659545,2.3542260675659544e-05,1.5834293234199994,-0.02142794271228743,0.0017851497816605,0.0017616075209849,0.0235422606756594,2.354226067565947e-05,1.5834293234199952,-0.0214279427122875,-0.002674793232430854,-0.002721877753782173,0.04708452135131909,4.708452135131909e-05,-1.951563910473908e-18
2011-12-30,0.0009083126374052515,0.0007203825454370979,0.18793009196815358,0.00018793009196815358,1.5845699982665247,-0.020722996482764766,0.0009083126374052,0.0007203825454371,0.1879300919681537,0.0001879300919681,1.5845699982665202,-0.0207229964827649,0.0015842947963662062,0.001208434612429899,0.37586018393630716,0.00037586018393630715,-2.0599841277224584e-18
2012-01-06,0.008080573164334427,0.008070346442773999,0.010226721560427886,1.0226721560427886e-05,1.5973580271153613,-0.01281989180093912,0.0080805731643343,0.0080703464427739,0.0102267215604279,1.0226721560427903e-05,1.597358027115357,-0.0128198918009392,0.0007579905092769124,0.0007375370661560566,0.02045344312085577,2.0453443120855773e-05,9.8879238130678e-17
2012-01-13,-0.0013021265955513648,-0.0013149587148026827,0.012832119251318034,1.2832119251318034e-05,1.595257567256946,-0.014117992887295316,-0.0013021265955513,-0.0013149587148026,0.012832119251318,1.2832119251318003e-05,1.5952575672569416,-0.0141179928872954,0.008025121368217083,0.007999457129714447,0.025664238502636067,2.5664238502636068e-05,-8.283304597789254e-17
2012-01-20,0.014917189658288739,0.014906840035213859,0.010349623074879383,1.0349623074879382e-05,1.6190378166270099,0.0,0.0149171896582887,0.0149068400352138,0.0103496230748793,1.0349623074879393e-05,1.6190378166270054,0.0,-0.0014597832558790069,-0.0014804825020287655,0.020699246149758765,2.0699246149758765e-05,5.898059818321144e-17
2012-01-27,-3.0401357630104996e-05,-0.0001318568453311091,0.1014554877010041,0.0001014554877010041,1.6188243354080376,-0.00013185684533112418,-3.04013576301076e-05,-0.0001318568453311,0.1014554877010041,0.000101455487701,1.6188243354080332,-0.0001318568453311,0.01471187564212665,0.014508964666724642,0.2029109754020082,0.0002029109754020082,-9.107298248878237e-18
2012-02-03,-0.002372107459793443,-0.002381910937332104,0.009803477538660812,9.803477538660812e-06,1.6149684400179098,-0.0025134537114012145,-0.0023721074597934,-0.002381910937332,0.0098034775386607,9.803477538660776e-06,1.6149684400179054,-0.0025134537114012,-7.612223504301074e-05,-9.572919012033236e-05,0.019606955077321624,1.9606955077321624e-05,-1.0408340855860843e-16
