rebuild_name,rebuild_ann_return,rebuild_ann_vol,rebuild_sharpe,rebuild_max_drawdown,rebuild_calmar,rebuild_cvar_5,rebuild_avg_turnover,rebuild_cost_drag,rebuild_n_weeks,avg_BIL,avg_SPY,avg_offense,avg_defense,gross_return_mean_abs_error,gross_return_max_abs_error,net_return_mean_abs_error,net_return_max_abs_error,turnover_mean_abs_error,turnover_max_abs_error,cost_mean_abs_error,cost_max_abs_error,net_return_corr_vs_saved,weeks_compared
exact_saved_final_etf_weights,0.07138099253495311,0.07621368826084113,0.9365901869314063,-0.11773854403501682,0.6062669886059027,-0.02537714571816087,0.06183881682725351,0.06857924786142414,1110,0.2665801265614856,0.06025656512327496,0.4162378001730258,0.5447233297452163,6.202859816906308e-17,2.3245294578089215e-16,6.260088109956692e-17,2.1163626406917047e-16,5.59693219689813e-17,2.42861286636753e-16,8.810440147578173e-18,9.985502008591496e-17,0.9999999999999999,1110
correct_returns_full_turnover_cost,0.06794801872582057,0.07622108441146185,0.8914596171187876,-0.11830172622917678,0.5743620223612809,-0.025455238892146282,0.12356621236292638,0.13715849572284827,1110,0.2665801265614856,0.06025656512327496,0.4162378001730258,0.5447233297452163,6.202859816906308e-17,2.3245294578089215e-16,6.178310618144645e-05,0.0007999999999999717,0.06183881682725354,0.8,6.178310618147197e-05,0.0008,0.9999437177044498,1110
b7_b8_sandbox_plumbing,0.05879120740707533,0.07652374270988592,0.7682740718780896,-0.12815628286433678,0.45874619716701925,-0.026215928788338623,0.12367763365450701,0.13715849572284827,1109,0.2665801265614856,0.06025656512327496,0.4162378001730258,0.5447233297452163,0.010846654051897893,0.12518341957986867,0.0108416514845447,0.1251916311632703,0.06183881682725353,0.8,6.183881682726228e-05,0.0008,-0.10351562727930433,1109
