stage,rows,avg_cash,avg_offense,avg_defense,avg_total
raw_hrp_sleeve_weights,1110,0.06936936936936937,0.3859823937253893,0.5446482369052411,1.0
post_state_tilt_sleeve_weights,1110,0.06936936936936937,0.4093920821323241,0.5212385484983063,1.0
post_layer3_expression_sleeve_weights,1110,0.06936936936936937,0.4093920821323241,0.5212385484983063,1.0
post_overlay_pre_lookthrough_sleeve_weights,1110,0.22535196017881856,0.3424232667384822,0.4322247730826989,0.9999999999999998
final_sleeve_weights,1110,0.22535196017881856,0.3424232667384822,0.4322247730826989,0.9999999999999998
final_etf_weights,1110,0.2665801265614856,0.4162378001730258,0.5447233297452163,0.9999999999999996
