security_id,ticker,universe,effective_from,effective_to,knowledge_at_utc,source_revision,point_in_time_membership
yahoo-ticker:BIL,BIL,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:49.292794+00:00,yfinance-1.5.2:2026-09-18T02:25:49.292794+00:00,false
yahoo-ticker:DBA,DBA,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:49.677891+00:00,yfinance-1.5.2:2026-09-18T02:25:49.677891+00:00,false
yahoo-ticker:EEM,EEM,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:50.128028+00:00,yfinance-1.5.2:2026-09-18T02:25:50.128028+00:00,false
yahoo-ticker:EFA,EFA,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:50.507746+00:00,yfinance-1.5.2:2026-09-18T02:25:50.507746+00:00,false
yahoo-ticker:EWJ,EWJ,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:50.918117+00:00,yfinance-1.5.2:2026-09-18T02:25:50.918117+00:00,false
yahoo-ticker:GLD,GLD,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:51.320317+00:00,yfinance-1.5.2:2026-09-18T02:25:51.320317+00:00,false
yahoo-ticker:HYG,HYG,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:51.708585+00:00,yfinance-1.5.2:2026-09-18T02:25:51.708585+00:00,false
yahoo-ticker:IAU,IAU,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:51.980651+00:00,yfinance-1.5.2:2026-09-18T02:25:51.980651+00:00,false
yahoo-ticker:IEF,IEF,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:52.430964+00:00,yfinance-1.5.2:2026-09-18T02:25:52.430964+00:00,false
yahoo-ticker:IWM,IWM,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:52.904227+00:00,yfinance-1.5.2:2026-09-18T02:25:52.904227+00:00,false
yahoo-ticker:LQD,LQD,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:53.280151+00:00,yfinance-1.5.2:2026-09-18T02:25:53.280151+00:00,false
yahoo-ticker:MBB,MBB,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:53.643005+00:00,yfinance-1.5.2:2026-09-18T02:25:53.643005+00:00,false
yahoo-ticker:PDBC,PDBC,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:53.911463+00:00,yfinance-1.5.2:2026-09-18T02:25:53.911463+00:00,false
yahoo-ticker:QQQ,QQQ,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:54.337869+00:00,yfinance-1.5.2:2026-09-18T02:25:54.337869+00:00,false
yahoo-ticker:SHY,SHY,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:54.733355+00:00,yfinance-1.5.2:2026-09-18T02:25:54.733355+00:00,false
yahoo-ticker:SLV,SLV,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:55.020918+00:00,yfinance-1.5.2:2026-09-18T02:25:55.020918+00:00,false
yahoo-ticker:SPY,SPY,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:55.458393+00:00,yfinance-1.5.2:2026-09-18T02:25:55.458393+00:00,false
yahoo-ticker:TIP,TIP,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:55.923339+00:00,yfinance-1.5.2:2026-09-18T02:25:55.923339+00:00,false
yahoo-ticker:TLT,TLT,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:56.311933+00:00,yfinance-1.5.2:2026-09-18T02:25:56.311933+00:00,false
yahoo-ticker:USO,USO,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:56.578735+00:00,yfinance-1.5.2:2026-09-18T02:25:56.578735+00:00,false
yahoo-ticker:UUP,UUP,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:56.942513+00:00,yfinance-1.5.2:2026-09-18T02:25:56.942513+00:00,false
yahoo-ticker:VEA,VEA,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:57.267428+00:00,yfinance-1.5.2:2026-09-18T02:25:57.267428+00:00,false
yahoo-ticker:VNQ,VNQ,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:57.680500+00:00,yfinance-1.5.2:2026-09-18T02:25:57.680500+00:00,false
yahoo-ticker:VTV,VTV,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:58.023841+00:00,yfinance-1.5.2:2026-09-18T02:25:58.023841+00:00,false
yahoo-ticker:VUG,VUG,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:58.373182+00:00,yfinance-1.5.2:2026-09-18T02:25:58.373182+00:00,false
yahoo-ticker:VWO,VWO,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:58.694376+00:00,yfinance-1.5.2:2026-09-18T02:25:58.694376+00:00,false
yahoo-ticker:XLB,XLB,portfolio_optimizer_free_current_etfs,,,2026-09-18T02:25:59.067411+00:00,yfinance-1.5.2:2026-09-18T02:25:59.067411+00:00,false
